,-0.0916717312177925,-0.08021276481556844,-0.06875379841334438,-0.05729483201112032,-0.045835865608896256,-0.034376899206672196,-0.022917932804448135,-0.011458966402224074,-1.3877787807814457e-17,0.011458966402224047,0.022917932804448107,0.03437689920667218,0.04583586560889623,0.057294832011120275,0.06875379841334435,0.08021276481556842,0.09167173121779247,0.10313069762001652,0.11458966402224059,0.12604863042446468
thresh,-0.04010638240778422,0.04010638240778422,4,,,,,,,,,,,,,,,,,
unreg,2,2,5,22,59,102,189,647,1809,1223,160,20,4,7,3,0,0,0,0,0
ComK,0,0,0,0,1,2,0,1,17,18,7,1,1,3,1,2,4,1,0,0
LevR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
NusA,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unreg_genes,['yhbB' 'ymxH'],['yyzO' 'yptA'],['dinF' 'yrdDm' 'xkdA' 'yqbA' 'ylxY'],"['mlpA' 'yqbB' 'yjbA' 'yoaB' 'BSU_40358' 'exoA' 'sufLC' 'tsaD' 'frlB'
 'spoVK' 'azoRB' 'lysP' 'yecA' 'copO' 'rlmKB' 'ydzV' 'yqaT' 'lonB' 'yqbE'
 'tsaE' 'rimI' 'moaB']","['yjzC' 'pfeT' 'queG' 'ypvA' 'yoaC' 'cypA' 'ohrA' 'frlO' 'yqbD' 'csfB'
 'ftsY' 'yitG' 'glgC' 'yubD' 'tsaB' 'rocD' 'yopB' 'yuxL' 'ybaK' 'ypoC'
 'thiL' 'yqbJ' 'rimM' 'smc' 'trmD' 'spoVID' 'dnaD' 'yefC' 'ylqD' 'ywhH'
 'ypiF' 'argR' 'glgB' 'nth' 'prtG' 'yqjB' 'sspN' 'yphB' 'rsmJ' 'ccdA'
 'maeS' 'yrdDn' 'yhaX' 'ykzD' 'pgpB' 'yitF' 'spoIVB' 'polC' 'ykuL' 'bcbE'
 'dnaB' 'bpsA' 'truB' 'yqzI' 'yphA' 'yodL' 'ykuS' 'yqjC' 'ydjN']",[],[],[],[],[],[],[],['gcvPA' 'yonP' 'yvbW' 'thiT'],['ytzL' 'leuC' 'BSU_27035' 'sacB' 'ilvC' 'ilvH' 'leuB'],['leuD' 'leuA' 'ilvB'],[],[],[],[],[]
ComK_genes,[],[],[],[],['yviE'],['csrA' 'fliW'],[],['bdbD'],"['recA' 'bdbC' 'rpsF' 'yvrP' 'ssbA' 'rpsR' 'nocA' 'kre' 'yvrN' 'trmF'
 'mnmE' 'rsmG' 'minD' 'minC' 'yvrO' 'yhjB' 'engD']","['mreB' 'yvyF' 'ybdK' 'mreD' 'mreC' 'sbcD' 'sbcC' 'flgL' 'addA' 'flgK'
 'ysxA' 'maf' 'hlpB' 'addB' 'comEB' 'yhjC' 'flgN' 'flgM']",['phrH' 'comEC' 'comFC' 'nucA' 'nin' 'comK' 'rapH'],['comFB'],['comFA'],['ssbB' 'spoIIT' 'comEA'],['comC'],['comGG' 'comGB'],['comGD' 'comGA' 'comGC' 'comGF'],['comGE'],[],[]
LevR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['sacC' 'levF'],['levG' 'levD'],['levE'],[],[],[]
NusA_genes,[],[],[],['rimP' 'infB' 'rulQ' 'rulR' 'rbfA'],['ylxP'],[],[],[],[],[],[],[],[],[],[],[],['nusA'],[],[],[]
