,Value,list
TF,ComK/LevR/NusA,
reg_genes,71,"['flgM' 'yvrN' 'engD' 'recA' 'ysxA' 'comEC' 'yhjB' 'mreB' 'minD' 'yhjC'
 'ssbA' 'rapH' 'bdbC' 'fliW' 'yvrP' 'hlpB' 'mnmE' 'comFB' 'rpsR' 'flgL'
 'csrA' 'addA' 'nin' 'rsmG' 'ybdK' 'comK' 'comEB' 'mreD' 'trmF' 'nucA'
 'comFC' 'phrH' 'flgN' 'yvyF' 'addB' 'bdbD' 'rpsF' 'minC' 'kre' 'flgK'
 'maf' 'sbcC' 'sbcD' 'nocA' 'yvrO' 'mreC']"
comp_genes,129,"['yecA' 'yitF' 'tsaB' 'ilvB' 'yitG' 'yonP' 'yhaX' 'ywhH' 'exoA' 'argR'
 'thiL' 'yqbA' 'yvbW' 'ilvH' 'dnaD' 'ypvA' 'smc' 'trmD' 'ypiF' 'spoVK'
 'lonB' 'ohrA' 'truB' 'yphB' 'pgpB' 'yphA' 'yefC' 'glgB' 'prtG' 'rimM'
 'ykuS' 'yptA' 'yubD' 'cypA' 'ytzL' 'leuB' 'yqjC' 'maeS' 'yjzC' 'ybaK'
 'yrdDn' 'rocD' 'spoIVB' 'leuA' 'moaB' 'bcbE' 'nth' 'yqbJ' 'copO' 'queG'
 'BSU_40358' 'ccdA' 'sufLC' 'gcvPA' 'yqbE' 'BSU_27035' 'leuD' 'yqjB'
 'yhbB' 'frlO' 'yjbA' 'sacB' 'ydjN' 'glgC' 'xkdA' 'yrdDm' 'mlpA' 'ypoC'
 'bpsA' 'thiT' 'ykuL' 'tsaE' 'yuxL' 'ylxY' 'ymxH' 'polC' 'dinF' 'pfeT'
 'yqaT' 'yoaB' 'tsaD' 'lysP' 'yyzO' 'yopB' 'leuC' 'ydzV' 'ilvC' 'spoVID'
 'sspN' 'yodL' 'azoRB' 'yqzI' 'csfB' 'rlmKB' 'frlB' 'yqbB' 'yqbD' 'rimI'
 'ylqD' 'ykzD' 'rsmJ' 'ftsY' 'yoaC' 'dnaB']"
both_genes,25,"['comGC' 'comC' 'comEA' 'comGD' 'levE' 'ylxP' 'comGG' 'spoIIT' 'levG'
 'comGB' 'ssbB' 'rulR' 'comGE' 'levD' 'rulQ' 'nusA' 'rimP' 'levF' 'yviE'
 'sacC' 'infB' 'rbfA' 'comGF' 'comGA' 'comFA']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
