,Value,list
TF,whiB6,
reg_genes,15,"['Rv1871c' 'rfbE' 'espA' 'vapB10' 'vapC10' 'PE_PGRS41' 'espL' 'glfT1'
 'eccA1' 'espE']"
comp_genes,16,"['Rv2422' 'espJ' 'espI' 'lat' 'lrpA' 'espK' 'usfY' 'Rv1986' 'Rv3289c'
 'thrB' 'eccD1']"
both_genes,5,['esxB' 'esxA' 'whiB6' 'PPE68' 'PE35']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
