,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,-5.163833333333334,1.5012324414737823,3.0,0.0,-6.674066666666667,1.0,-3.6717666666666666,2.0,-5.145666666666667,,,,,,,,,,
1,LB__LBtran,-6.074566666666667,0.22672148111725146,3.0,3.0,-5.914266666666666,4.0,-6.333966666666667,5.0,-5.975466666666666,,,,,,,,,,
2,LB__LBstat,-5.096133333333333,0.9002253180917172,3.0,6.0,-4.309966666666666,7.0,-4.900266666666667,8.0,-6.078166666666666,,,,,,,,,,
3,LB__LBGexp,-6.039866666666666,0.23009343754223,3.0,9.0,-6.212166666666667,10.0,-5.778566666666666,11.0,-6.128866666666667,,,,,,,,,,
4,LB__LBGtran,-3.7427166666666665,0.5319564314866384,2.0,12.0,-3.3665666666666674,13.0,-4.118866666666666,,,,,,,,,,,,
5,LB__LBGstat,-6.7182666666666675,0.5682527518631122,3.0,14.0,-6.7899666666666665,15.0,-7.2472666666666665,16.0,-6.117566666666667,,,,,,,,,,
6,Life Cycle__S0,-2.061766666666666,0.44748900545153075,3.0,17.0,-1.5882666666666658,18.0,-2.477666666666666,19.0,-2.119366666666666,,,,,,,,,,
7,Life Cycle__S1,-0.38599999999999923,0.17614409820750007,3.0,20.0,-0.3261666666666656,21.0,-0.24756666666666582,22.0,-0.5842666666666663,,,,,,,,,,
8,Life Cycle__S2,-0.604333333333333,0.29217430299965386,3.0,23.0,-0.26736666666666586,24.0,-0.7584666666666671,25.0,-0.7871666666666659,,,,,,,,,,
9,Life Cycle__S3,-0.1577166666666665,0.00997020561473095,2.0,26.0,-0.16476666666666695,27.0,-0.15066666666666606,,,,,,,,,,,,
10,Life Cycle__S4,-0.2734333333333332,0.3776830196518413,3.0,28.0,0.11933333333333351,29.0,-0.3056666666666672,30.0,-0.6339666666666659,,,,,,,,,,
11,Life Cycle__S5,-0.8445999999999998,0.12309696719795106,3.0,31.0,-0.9856666666666669,32.0,-0.7589666666666659,33.0,-0.7891666666666666,,,,,,,,,,
12,Life Cycle__S6,-2.4127791666666667,1.6269077534982912,8.0,34.0,-2.0754666666666672,35.0,-4.772866666666667,36.0,-1.5087666666666664,37.0,-2.2099666666666664,38.0,-5.137666666666666,39.0,-1.487566666666666,40.0,-1.147966666666667,41.0,-0.9619666666666671
13,Life Cycle__S7,-1.7846,0.5358762388213651,3.0,42.0,-1.268366666666667,43.0,-2.338166666666666,44.0,-1.7472666666666665,,,,,,,,,,
14,Life Cycle__S8,-3.210966666666666,1.671741852081236,2.0,45.0,-2.0288666666666657,46.0,-4.393066666666666,,,,,,,,,,,,
15,Life Cycle__G135,-6.141016666666666,0.7276835885190771,2.0,47.0,-5.626466666666666,48.0,-6.655566666666667,,,,,,,,,,,,
16,Life Cycle__G150,-6.826433333333334,0.21534429022691368,3.0,49.0,-6.992666666666667,50.0,-6.583166666666667,51.0,-6.903466666666667,,,,,,,,,,
17,Life Cycle__G180,-6.986866666666667,0.364190705537635,3.0,52.0,-6.811466666666666,53.0,-6.743566666666666,54.0,-7.405566666666667,,,,,,,,,,
18,Stress Time Course__C30,-1.6797666666666666,0.25611407614576726,2.0,55.0,-1.8608666666666664,56.0,-1.4986666666666668,,,,,,,,,,,,
19,Stress Time Course__C90,-0.12101666666666677,0.02750645378815665,2.0,57.0,-0.14046666666666674,58.0,-0.1015666666666668,,,,,,,,,,,,
20,Biofilm__BI,-0.8628166666666663,0.15959400051380487,2.0,59.0,-0.7499666666666656,60.0,-0.9756666666666671,,,,,,,,,,,,
21,Biofilm__BC,0.3512583333333339,0.30571189460012815,4.0,61.0,0.17103333333333381,62.0,0.4924333333333344,63.0,0.7078333333333333,64.0,0.03373333333333406,,,,,,,,
22,Biofilm__Sw,0.7893333333333334,0.006222539674439677,2.0,65.0,0.7937333333333321,66.0,0.7849333333333348,,,,,,,,,,,,
