sample,new_3193379_3193546_c
LBexp_1,10.7976
LBexp_2,11.8375
LBexp_3,11.7819
LBtran_1,7.9438
LBtran_2,8.3036
LBtran_3,8.3676
LBstat_1,7.8905
LBstat_2,7.8899
LBstat_3,7.5844
LBGexp_1,10.0834
LBGexp_2,8.4162
LBGexp_3,11.6696
LBGtran_2,7.9448
LBGtran_3,10.0868
LBGstat_1,9.6265
LBGstat_2,9.3388
LBGstat_3,8.173
S0_1,8.2096
S0_2,8.4354
S0_3,8.7007
S1_1,9.8109
S1_2,9.4603
S1_3,9.5775
S2_1,8.6237
S2_2,8.0226
S2_3,7.7153
S3_1,9.4732
S3_2,8.4517
S4_1,9.1155
S4_2,8.8426
S4_3,8.4375
S5_1,8.8918
S5_2,9.2341
S5_3,9.0232
S6_1,9.0472
S6_2,8.4333
S6_3,8.8724
S6/t_1,10.5559
S6/t_2,7.9317
S6_4,10.0557
S6_5,9.9644
S6_6,9.9523
S7_4,11.2962
S7_5,11.5093
S7_6,11.4295
S8_4,10.9078
S8_5,11.8781
G135_1,11.4633
G135_3,9.1903
G150_1,9.849
G150_2,11.5741
G150_3,10.4406
G180_1,11.4078
G180_2,11.7163
G180_3,10.6534
C30_1,11.1859
C30_2,11.1821
C90_1,10.0758
C90_2,9.5994
BI_1,8.9381
BI_2,8.9034
BC_2,7.8313
BC/t_1,8.573
BC/t_2,9.8049
BC_1,7.7649
Sw_1,7.9382
Sw_2,7.983
BT_1,7.7242
BT_2,7.3668
B36_1,7.9986
B36_2,8.0254
B60_1,7.9921
B60_2,8.3169
M9exp_1,11.5271
M9exp_2,11.1139
M9exp_3,11.0821
M9tran_1,10.3929
M9tran_2,10.5936
M9tran_3,10.8506
M9stat_1,7.997999999999998
M9stat_2,8.0689
M9stat_3,7.7721
M+G_1,11.1313
M+G_2,11.2766
M+G_3,11.1923
Glu_1,11.3159
Glu_2,11.7842
Glu_3,11.7219
Fru_1,12.0798
Fru_2,10.8707
Fru_3,10.6016
Mal_1,10.4512
Mal_2,10.8652
Mal_3,10.9427
G+S_2,10.1566
G+S_3,10.0996
Pyr_1,9.6169
Pyr_2,10.4486
Pyr_3,10.3088
Gly_1,10.2946
Gly_2,10.7908
Gly_3,9.7984
Glucon_1,9.6295
Glucon_2,10.6065
Glucon_3,9.0068
aero_1,11.3431
aero_2,9.6457
aero_3,10.5005
nit_1,10.4236
nit_2,10.6098
nit_3,9.6892
ferm_1,9.2319
ferm_2,9.4204
ferm_3,10.5714
T-5.40H_1,11.1058
T-4.40H_1,10.9506
T-3.40H_1,10.8619
T-2.40H_1,9.891
T-1.40H_1,9.807
T-1.10H_1,9.3259
T-0.40H_1,9.2699
T0.0H_1,8.9038
T0.30H_1,8.3
T1.0H_1,7.8063
T1.30H_1,8.1387
T2.0H_1,8.234
T2.30H_1,8.2698
T3.0H_1,7.9779
T3.30H_1,8.7957
T4.0H_1,9.0203
T5.0H_1,7.8864
HPh_1,11.227
HPh_2,10.6658
HPh_3,11.2138
