,b4571_2
ytf__delybiH__2,6.9200937353
ytf__delydcI_ph5__1,5.8590082419
ytf__delydcI_ph5__2,5.9152318236
ytf__delydcI_ph8__1,5.9442568999
ytf__delydcI_ph8__2,6.0251730533
ytf__delyddM__1,5.4884330094
ytf__delyddM__2,5.7956031787
ytf__delyheO__1,5.3576612782
ytf__delyheO__2,5.8539324574
fps__bw_glc__1,5.5511770813
fps__bw_glc__2,6.1857176934
fps__fps_thrA_ale1__1,6.1301266283
fps__fps_thrA_ale1__2,6.3926584347
fps__fps_thrA_ale2__1,6.3228238994
fps__fps_thrA_ale2__2,6.1635051546
fps__fps_serB_ale1__1,6.4113198028
fps__fps_serB_ale1__2,6.0533969822
fps__fps_serB_ale4__1,6.464506478
fps__fps_serB_ale4__2,7.3009158556
fps__fps_ptsI_ale1__1,6.2382225415
fps__fps_ptsI_ale1__2,6.5541835037
fps__fps_ptsI_ale3__1,6.3705907126
fps__fps_ptsI_ale3__2,6.1461559243
pal__lyx_ale2_f6__1,5.4236190208
pal__lyx_ale2__1,5.5822645389000005
pal__lyx_ale2__2,5.0094235987
pal__lyx_ale4__1,5.5822645389000005
pal__lyx_ale4__2,5.0094235987
pal__5drib_ale10_f18__1,5.3581765312
pal__5drib_ale10_f18__2,5.7546224836
pal__5drib_ale10__1,4.693169186
pal__arab_ale14_f9__1,4.9904681454
pal__arab_ale14_f9__2,4.13322418
pal__arab_ale14__1,5.1336758328
pal__arab_ale14__2,5.3655880171
pal__arab_ale16__1,5.2877164162
pal__arab_ale16__2,5.0692754608
pal__tartr_ale26_f10__1,4.854030583
pal__tartr_ale26_f10__2,5.2314748332
pal__tartr_ale26__1,4.0042956239
pal__tartr_ale26__2,4.1552666949
pal__tartr_ale28_f10__1,4.8977869756
pal__tartr_ale28_f10__2,5.485363629
pal__tartr_ale28__1,5.2066665263
pal__tartr_ale28__2,6.2041503733
efeU__delmenFentC_citr__1,5.3050350575
efeU__delmenFentC_citr__2,5.572841339
efeU__delmenFentC__1,6.040412971
efeU__delmenFentC__2,6.1037621312
efeU__menFentC_ale39__1,6.0312802103
efeU__menFentC_ale39__2,5.7859099319
efeU__menFentC_ale29__1,5.7914896643
efeU__menFentC_ale29__2,5.6392566373
efeU__menFentC_ale30__1,5.0045254119
efeU__menFentC_ale30__2,3.7719241107
efeU__menFentCubiC_ale36__1,5.3703857239
efeU__menFentCubiC_ale36__2,5.3429521521
efeU__menFentCubiC_ale37__1,5.8886516368
efeU__menFentCubiC_ale37__2,6.1898344679
efeU__menFentCubiC_ale38__1,5.5318214257000005
efeU__menFentCubiC_ale38__2,5.4191348456
