,A,IscR,ihfB,NsrR,Fur,OxyR
tcs__del_baeR_etoh__2,-8.2158857774,-2.5323048115,-1.039493529,1.268819751,-1.350485216,-0.7856825765000001
tcs__del_baeR_lb__1,3.6358459587,-2.2873587755,0.560565675,1.251054414,-0.814860103,-1.4608778885
tcs__del_baeR_lb__2,3.53420435,-2.3707005975,0.6126008350000001,1.305773135,-0.7823763330000001,-1.4564998495
tcs__del_btsR_01xlb__1,6.5027115171,0.5668886265,0.9432713450000001,2.054207888,-0.6663184790000001,-2.4473815705
tcs__del_btsR_01xlb__2,6.6316543945,0.5541676625,0.936693195,1.990850333,-0.651533959,-2.4461956535000002
tcs__del_btsR_lb__1,-8.9877301341,-2.2648360665,-0.685354248,1.751729818,-0.366630098,-0.1925916845
tcs__del_btsR_lb__2,-9.4344138121,-2.1911023015,-0.7342108110000001,1.756318883,-0.344256439,-0.1527953265
tcs__del_btsR_pyruvate__1,6.9129841424,0.5499617185,1.100573585,1.446498619,-0.6816157810000001,-2.5450382205
tcs__del_btsR_pyruvate__2,6.7492932247,0.5319589505,1.042834665,1.9683834720000002,-0.69156172,-2.5350089415
tcs__del_cpxR_etoh__1,-6.0097695724,-3.4030029415,-1.245766886,2.076353832,-1.23702498,-0.6393223865000001
tcs__del_cpxR_etoh__2,-5.6375552294,-3.5083442795,-1.365107315,2.072519575,-1.349373784,-0.6041411595
tcs__del_cpxR_lb__1,3.9109685741,-1.7543617435,0.496570985,1.7007101370000002,-0.573114735,-1.3451965495
tcs__del_cpxR_lb__2,3.9433855105,-1.7221588425,0.521179295,0.8247374110000001,-0.708348341,-1.2135160075
tcs__del_cusR_CuSO4__1,-7.1061081915,-2.7409887565,0.18434866500000002,0.8781103870000001,-0.065862853,-0.1044509695
tcs__del_cusR_CuSO4__2,-6.949358445,-2.7912826004999998,0.172252555,1.41003419,-0.034393815,-0.0961643675
tcs__del_cusR_lb__1,-1.9301151045,-1.6741290215,-1.04493152,1.342617221,-0.45377797400000003,-0.2270937715
tcs__del_cusR_lb__2,-1.9662298298,-1.9622144165000002,-0.94008373,1.4214530920000001,-0.501241542,-0.14279985550000002
tcs__del_kdpE_01-kcl__1,3.3984285294,-0.1705432195,1.188748505,1.410123591,0.060184422,-1.4079872015000001
tcs__del_kdpE_01-kcl__2,3.8850882268999998,-0.3963621745,1.132852455,1.004282357,0.006391025000000001,-1.4708574165
tcs__del_kdpE_115-kcl__1,9.134889996,-0.1959835255,0.315758295,1.079412066,0.095301733,-1.1890698995
tcs__del_kdpE_115-kcl__2,9.511996372,-0.3905429805,0.327461795,1.334057072,0.103461467,-1.1256836145
tcs__del_phoB_m9__1,1.053391568,-2.3418167745,0.34490785500000004,1.598995118,-0.18140123600000002,-0.5876799345
tcs__del_phoB_m9__2,0.7679252623,-2.4360301415,0.359382225,1.5433192720000002,-0.203603573,-0.6493126995
tcs__del_phoB_m9p__1,-3.4654608054000002,0.4871818015,0.042946165,1.721463517,-0.552461412,-0.7341031565
tcs__del_phoB_m9p__2,-3.6820395887,0.5049335485,0.148344995,1.811688323,-0.581137733,-0.7510952535000001
tcs__del_rcsB_etoh__1,-7.5716627739,1.4562685635000001,-1.113655764,1.389184645,-0.913178605,-0.2101466405
tcs__del_rcsB_etoh__2,-7.2618079732,1.5348986335,-1.286862524,1.273032637,-0.932499563,-0.22202599350000002
tcs__del_rcsB_lb__1,-1.8653461591,-1.3438435365,-0.130483775,0.904723636,-0.529956757,-0.7482092185
tcs__del_rcsB_lb__2,-1.6988395660000002,-1.2453128575,-0.11948199500000001,0.7844170060000001,-0.633498792,-0.8695576125000001
tcs__del_zraR_lb__1,-7.5806631714,-0.2660202265,-1.008928745,0.8213194930000001,-0.335257425,-0.7630752655
tcs__del_zraR_lb__2,-7.3274634712,-0.1716420065,-1.091690486,1.03051585,-0.23344250700000002,-0.7741527925
tcs__del_zraR_zncl2__1,-0.5432385846000001,-0.6802385025000001,-0.38165406500000004,1.482867883,-0.005167849,-0.1379674115
tcs__del_zraR_zncl2__2,-0.2205362183,-0.8798130635,-0.349034975,1.145109189,-0.018574909,-0.12591256550000002
tcs__wt_01-kcl__1,6.8623422891,-2.5521914935,1.455038345,1.19055274,-0.361815714,-1.3662393985
tcs__wt_01-kcl__2,6.593548125,-2.4975831705,1.366600795,1.3017303340000002,-0.236114876,-1.3850414275
tcs__wt_01xlb__1,6.0045772501,0.6252130285,1.232707105,1.8538627600000002,-0.48064303300000005,-2.3744118255
tcs__wt_01xlb__2,6.2419626724,0.6028927915,1.196058335,2.020913852,-0.5686194440000001,-2.4102048035
tcs__wt_115-kcl__1,9.1329497233,0.8721010435000001,0.32144473500000004,1.356145446,0.121507844,-1.2568545945
tcs__wt_115-kcl__2,9.5604854099,0.8318352035000001,0.254998695,1.545090198,0.14501777400000002,-1.3351237655000001
tcs__wt_CuSO4__1,-4.9395575489,0.3992798755,-0.34763808500000004,1.7179222310000002,-0.258288247,-0.4111600425
tcs__wt_CuSO4__2,-4.4813899983,0.49046323350000004,-0.33729100500000003,1.455820048,-0.37257798400000003,-0.3499664625
tcs__wt_etoh__1,-7.3893185535,0.2881825125,-0.748208975,1.242798948,-0.834398378,-0.3629170315
tcs__wt_etoh__2,-7.0503664151,0.30855785150000004,-0.77338142,1.6447333830000002,-0.7855163810000001,-0.2963543045
tcs__wt_lb__1,-0.8748522332,-3.0005737175,0.7751741050000001,1.076080828,-0.26154359,-1.1292743605
tcs__wt_lb__2,-0.9159760185,-3.1300940175,0.778722075,0.8090966110000001,-0.243066523,-1.2224822725
tcs__wt_LiAcet__1,0.6887063927,-2.6439366715,0.017340905,0.929879497,0.013818239000000001,-0.8903084205
tcs__wt_LiAcet__2,-0.2239205497,-2.7815812845,0.268100265,1.564388275,-0.039925948,-0.6735522375
tcs__wt_LiCl__1,0.6923122597,-2.7468579995,0.29628289500000005,1.3768943710000001,0.05750663,-0.6271962585
tcs__wt_LiCl__2,0.5247366322,-2.7674267675,0.39963469500000004,1.480912943,-0.046855281000000006,-0.5916055635
tcs__wt_m9p__1,-3.473005332,0.1439913905,0.076579375,1.856367357,-0.469785799,-0.2690833975
tcs__wt_m9p__2,-3.5140159922,0.1459650555,0.131004705,1.992380989,-0.413686785,-0.23141838950000002
tcs__wt_pyr__1,6.1796592556,0.3731383545,1.210572895,1.805030361,-0.518144263,-2.5333726725
tcs__wt_pyr__2,6.6019317973,0.3644379475,1.222105615,1.83028283,-0.445709895,-2.3547461705
tcs__wt_zncl2__1,-0.4700331184,-0.6495074455000001,-0.7767742820000001,1.077291126,-0.053247389000000006,-0.2129019705
tcs__wt_zncl2__2,-0.4767688968,-0.8208690215000001,-0.85283599,0.901714682,-0.087615729,-0.2453673215
ros_tale__0_0_0pq__1,-2.2844721169,-0.1373313095,-0.29706712500000004,0.47407844,0.129892414,-0.7692487435
ros_tale__0_0_0pq__2,-2.1250673959,-0.0802636685,-0.29380178500000004,0.41746713100000005,0.060976012,-0.7895400685
ros_tale__0_0_250pq__1,1.2859797628,1.0709852935,1.463623175,1.52268892,1.668184164,-0.0018000455
ros_tale__0_0_250pq__2,0.8944994428,1.0317681635,1.494380965,1.46880923,1.7006227740000002,-0.0158030365
ros_tale__1_mid_250pq__1,-2.4842250732,0.0937403765,-0.322763075,0.646388261,0.693114914,-0.36613704350000004
ros_tale__1_mid_250pq__2,-2.3913277381,-0.0393123245,-0.293092475,0.8078648180000001,0.616950144,-0.38407257650000004
ros_tale__1_0_0pq__1,-0.2490627166,-1.7755846475000001,0.34716982500000004,3.520812256,0.41027197400000004,-0.5256811375
ros_tale__1_0_0pq__2,-1.348665053,-1.5569726525,0.33392048500000004,3.710992759,0.42952914400000003,-0.5077673935
ros_tale__1_0_0pq__3,-0.33602828430000004,0.5515730465,-0.291864605,0.43870101600000005,-0.042683125,-0.5507710195000001
ros_tale__1_0_0pq__4,-0.5334617603,0.5328902575,-0.29224345500000004,0.403161671,0.0029654430000000003,-0.6772155565
ros_tale__1_0_250pq__1,2.5961436208,1.7000842635,-0.465235485,0.46231758900000003,1.276738804,-0.6531554165
ros_tale__1_0_250pq__2,1.8501171555,1.6999634735,-0.483834904,0.087080184,1.2784273640000001,-0.6144836545
ros_tale__1_0_750pq__1,1.3807412369,-1.0425841305,-0.230275895,3.806758273,1.819783154,-1.2708966035
ros_tale__1_0_750pq__2,1.080904775,-1.0892909985,0.08051488500000001,3.356115872,1.637198334,-0.9654960375
ros_tale__1_1_0pq__1,1.6284426668,-0.7843847825,-1.0700173099999999,3.501633012,0.20349866400000002,-0.9934368375
ros_tale__1_1_0pq__2,0.7533887744000001,-0.6240595565,-1.103072573,3.323645875,0.202263404,-0.9681340385
ros_tale__1_1_250pq__1,2.1839646812,-1.0421050955,-1.148855377,3.540907041,1.001747104,-1.1879911025
ros_tale__1_1_250pq__2,3.3525516815,-1.2512278995,-0.9061221570000001,3.170328326,1.028850474,-1.1133307825
ros_tale__1_1_750pq__1,4.0127420743,-1.1775791135,-0.9090295740000001,3.507148741,0.937660114,-0.8547737885000001
ros_tale__1_1_750pq__2,2.9378640154999998,-1.2663052455,-0.6581965830000001,3.020429878,1.073386054,-0.8953492055000001
ros_tale__1_2_0pq__1,4.0181415675,-1.6194813055,-1.130481859,4.026490957,-0.141816946,0.5854895805
ros_tale__1_2_0pq__2,4.3589092319,-1.5927653915,-1.097951499,4.246056697,-0.047401787,0.4142926625
ros_tale__1_2_250pq__1,2.1791319203,-1.3628702565,-0.7678107230000001,4.107775327,0.9412864040000001,0.6562450045
ros_tale__1_2_250pq__2,2.824894905,-1.4568354505,-0.501428296,3.65612155,1.098174454,0.5958225115
ros_tale__1_2_750pq__1,4.5675539468,-1.1321564375,-0.539670415,3.888920128,1.182212964,0.5825867905000001
ros_tale__1_2_750pq__2,4.2625654653,-1.1999234895,-0.418458545,4.252979794,1.178400974,0.5510451505
ros_tale__1_3_0pq__1,-3.3950656794,-1.3188044685,0.414410155,2.679184601,0.237791194,-0.6092015635
ros_tale__1_3_0pq__2,-2.6081610787000002,-1.4433840195,0.420775255,2.548310111,0.079952694,-0.4358245865
ros_tale__1_3_250pq__1,-2.0143244358,-1.3295530695,-0.091196495,2.4000515140000003,0.5704418640000001,-0.1420981995
ros_tale__1_3_250pq__2,-0.1944839815,-1.8021520285000001,0.18637689500000001,2.376437447,0.706180714,0.3244167215
ros_tale__1_3_250pq__3,0.02981054,-1.8130627725,-0.25625172500000004,2.687987368,0.702163654,0.4104019705
ros_tale__1_3_250pq__4,-1.5107159720999999,-1.3833703775,0.16089092500000002,2.150974538,0.050090576000000005,0.1865085485
ros_tale__1_3_750pq__1,-1.2087447197,-1.0641735975,-0.5423704530000001,2.923027392,0.989095684,-0.12470629150000001
ros_tale__1_3_750pq__2,-2.7852735409,-0.8939790155,-0.41065191500000003,2.899324477,0.8111302340000001,-0.3235812145
ros_tale__1_4_0pq__1,-3.3829484166,-1.7499467205,0.732289525,2.736846969,-0.13377823900000002,-0.4815068105
ros_tale__1_4_0pq__2,-2.6934748069000003,-1.6160672105,0.43077015500000004,2.758883949,0.007349499999999999,-0.3748679445
ros_tale__1_4_250pq__1,-1.4932562731,-2.2550268305,0.394077915,2.764449722,0.8615864040000001,-0.1919773645
ros_tale__1_4_250pq__2,-1.7782082323,-1.9516829295,-0.033236975,2.835646622,0.715433934,0.0278082795
ros_tale__1_4_750pq__1,-3.2037021851,-1.5216468625,-0.08328756500000001,3.056922599,0.35834476400000004,-0.27763911950000003
ros_tale__1_4_750pq__2,0.3282159182,-1.4128325165,-0.444519447,3.735463352,0.44756619400000003,-0.5798840875
ros_tale__1_4_750pq__3,-3.359517774,-0.7882966735,0.360943715,3.329429529,-0.337140027,0.3893269915
ros_tale__1_4_750pq__4,0.5764311307000001,-0.7115161565,-0.0008650550000000001,4.235539097,-0.547653399,-0.0880200975
ros_tale__2_mid_250pq__1,-1.7717712554,1.5559978835,0.556681175,1.395445286,0.903087174,-0.024803145500000002
ros_tale__2_mid_250pq__2,-3.3389342988,0.7084283465,0.044054445000000005,1.064370967,0.7157867640000001,-0.25681109550000003
ros_tale__2_0_0pq__1,5.4807101063,1.7829379835,0.150418815,4.45458236,0.47698140400000005,-0.3126067705
ros_tale__2_0_0pq__2,5.2842853297,1.8148686635,0.296173185,4.34558358,0.483351534,-0.2330085985
ros_tale__2_0_0pq__3,3.371010011,2.0429905835,-0.39758026500000004,0.538902929,0.05738523500000001,-0.8308111025
ros_tale__2_0_0pq__4,4.6215864311,2.1134910335,-0.7291996590000001,0.047869321000000006,-0.026760068,-0.4904762355
ros_tale__2_0_250pq__1,5.6000739089,2.2329229235,-0.535026925,0.041072425,1.693704034,-0.5193094405
ros_tale__2_0_250pq__2,5.4920204485,2.2447385235,-0.47481011500000003,-0.012503701,1.654546984,-0.5772003485
ros_tale__2_0_750pq__1,5.9821891339,1.8708571135,0.676957735,4.009597303,1.879057274,-0.9143454165
ros_tale__2_0_750pq__2,6.4685839897,1.8185179335,0.760018115,3.863701227,1.866574344,-0.7597827365
ros_tale__2_1_0pq__1,3.8179335033,1.9261519435,-0.8659966050000001,4.461692279,0.401807654,-0.8602575505000001
ros_tale__2_1_0pq__2,2.0101696113,2.0785678935,-0.9510845130000001,4.315319832,0.125627354,-0.5616868425
ros_tale__2_1_250pq__1,3.8873416156,2.1162675435,-0.892650067,4.134550742,1.3876980140000001,0.1258246355
ros_tale__2_1_250pq__2,4.8298398033000005,1.9568660334999999,-0.650211917,3.933542617,1.278740684,-0.0329863075
ros_tale__2_1_750pq__1,4.593804497,1.9310059035,-0.449078336,4.005835144,1.513377684,-0.0114666005
ros_tale__2_1_750pq__2,5.2116410069,2.0691362735,-0.756018851,4.33057008,1.559639494,-0.2879711535
ros_tale__2_1_750pq__3,3.8485814407000003,2.0609250135,-0.9738206110000001,4.602493522,1.658656264,-0.41428942350000003
ros_tale__2_2_0pq__1,-1.1688707933,1.6090023334999999,-0.8101516240000001,4.837429942,0.281537464,-1.1653501825
ros_tale__2_2_0pq__2,-1.2221308751,1.7225358035,-0.821579228,4.5191262420000005,0.09944322300000001,-0.4026854125
ros_tale__2_2_250pq__1,1.1073262126,1.8174882535,-0.6815045200000001,4.5387958919999996,1.453118734,-1.2822724564999999
ros_tale__2_2_250pq__2,-0.1831299417,1.6821718335,-1.030650892,4.981030082,1.544187114,-0.7130351835000001
ros_tale__2_2_750pq__1,0.6891516724,1.8680885235,-0.91410638,4.953561802,1.674739734,-0.7012473565
ros_tale__2_2_750pq__2,-1.0046930375,2.0190836335,-0.396619785,4.799408562,1.335116374,-0.6574255855000001
ros_tale__2_3_0pq__1,-1.8763025177000001,1.8302219535000002,-1.143270606,5.040676152,0.294508924,-0.0866388825
ros_tale__2_3_0pq__2,-0.0052345274,1.9098192335,-0.5396704520000001,4.763882222,0.335660724,0.11948233250000001
ros_tale__2_3_250pq__1,-0.9024696135,2.3451953535,-0.460564228,4.664151262,1.621135644,-0.41958440150000004
ros_tale__2_3_250pq__2,0.4133095458,1.9463017335,-1.3851055859999999,5.084500312,2.368320364,-0.29054131850000003
ros_tale__2_3_750pq__1,-0.1120181175,2.3663708035,-0.664774753,4.635987782,1.805403134,-0.0176487735
ros_tale__2_3_750pq__2,1.1698606367,2.4171227035,-0.693988244,4.618518282,1.597074254,-0.1773623785
ros_tale__3_0_0pq__1,-4.6371432386,-1.3127052245,-0.859777644,5.569879342,-0.5885651820000001,-0.2168582915
ros_tale__3_0_0pq__2,-4.4137096702,-1.4793056975,-0.8969574320000001,5.314773252,-0.5406500940000001,-0.1546324705
ros_tale__3_0_250pq__1,-2.9006321958,-1.1748249925,-0.7157152090000001,4.894306482,1.125948574,0.2965735085
ros_tale__3_0_250pq__2,-2.8766358628,-1.2289903825,-0.827818583,4.6737847420000005,1.118596324,0.1819924785
ros_tale__3_0_750pq__1,6.5375121644,0.6822789465,1.084884585,3.714156061,1.680823884,-0.0293968145
ros_tale__3_0_750pq__2,8.4607878323,1.2315356935,1.110534925,3.81278069,1.8064822440000001,-0.2827695005
ros_tale__3_1_0pq__1,-1.7884519105,-0.4276374565,-1.239469425,4.676268892,-0.46991095200000005,-0.1901853305
ros_tale__3_1_0pq__2,-1.4214136977,-1.1871768805,-0.906114233,5.231715492,-0.040143607000000005,-0.8779665925000001
ros_tale__3_1_250pq__1,2.67575225,-1.0879244605,-0.664380941,5.316867362,1.5310372939999999,-1.1854809285
ros_tale__3_1_250pq__2,3.2160910405,-1.2769039775,-0.751543803,5.311058472,1.4407807240000001,-1.1187871275
ros_tale__3_1_750pq__1,5.1394069427,-0.3864007665,-0.582283069,5.507221102,1.7846843840000002,-0.36523616950000004
ros_tale__3_1_750pq__2,4.6609694702999995,-1.3951402635,-0.6685993090000001,5.438681562,1.686370604,-1.0292269655
ros_tale__3_2_0pq__1,6.1515294993,0.1531179815,0.609933425,1.637122371,-0.49779236600000004,-0.2617826775
ros_tale__3_2_0pq__2,6.5087932299,0.1461957025,0.5490627650000001,1.6922586769999999,-0.5533927390000001,-0.3602724795
ros_tale__3_2_0pq__3,6.4309735815,0.0933036065,0.20033556500000002,2.202394401,-0.47000099900000003,-0.2120927685
ros_tale__3_2_0pq__4,6.8332648937,0.1256000855,0.21333680500000002,2.389662393,-0.5496367,-0.3050046025
ros_tale__3_2_250pq__1,14.0124966908,1.7945533435,-0.101637155,4.30674893,1.774699014,-0.3607246495
ros_tale__3_2_250pq__2,9.8326229996,0.8180242035,-0.49744366,5.160813632,1.510807754,-0.5561984085
ros_tale__3_2_750pq__1,7.8388056032,-0.3016441165,-1.24988038,5.494272872,1.304234764,-0.34552306450000003
ros_tale__3_2_750pq__2,10.6909026072,-0.4402958755,-1.09819233,5.280563452,1.5255562440000001,-1.1783680145
ros_tale__3_3_0pq__1,3.2218982137,0.11173778150000001,-0.10574536500000001,5.209799032,-0.027443648,0.036556476500000004
ros_tale__3_3_0pq__2,2.4980695552,0.0451338935,-0.101382835,5.223362522,-0.07638299999999999,0.0012731255000000001
ros_tale__3_3_0pq__3,3.4019624659,0.3310494275,-0.140543905,5.189007812,-0.046862577,0.0899558285
ros_tale__3_3_0pq__4,2.6691430613,0.10664026750000001,-0.151116715,5.2165309220000005,-0.08382650700000001,-0.0001377615
ros_tale__3_3_250pq__1,4.2831827189,0.8366898835000001,-0.28454211500000004,4.629707122,1.425757194,-0.9708495055
ros_tale__3_3_250pq__2,4.8583647335,1.0623580735,-0.218709975,4.535611832,1.4093911540000001,-0.7184804895
ros_tale__3_3_750pq__1,4.220826717,0.7987736945,0.059289785000000005,4.087333139,1.784444294,-1.2062947325
ros_tale__3_3_750pq__2,4.364471711,0.8084821735000001,0.08908384500000001,4.156176381,1.574552684,-1.0997939725
ros_tale__3_4_0pq__1,6.2016996728,1.2520648035,-0.518450237,4.8637175720000005,-0.245162283,-0.23458529350000001
ros_tale__3_4_0pq__2,5.561694585,1.0913877835,-0.47543456700000003,4.908970352,-0.19390912500000002,-0.1925243975
ros_tale__3_4_250pq__1,9.1209465387,1.7838951235,-0.869744331,5.516599692,1.159882014,0.29441045250000003
ros_tale__3_4_250pq__2,8.6405071893,1.8200038535,-1.050985093,5.797296702,1.048718204,0.4787550035
ros_tale__3_4_750pq__1,12.2340239196,1.1850796835,-0.72520451,4.27081974,0.971261294,-0.07823738150000001
ros_tale__3_4_750pq__2,13.0911408115,1.5233148435000001,-0.7641835720000001,4.879394332,1.134055134,-0.11965215850000001
pcoli__atASMT_325G__1,-1.0960510498,0.6433821025,0.22948868500000003,0.640228988,-0.035798878,-0.5517745515
pcoli__atASMT_325G__2,-0.9665339012,0.4093267055,0.23820617500000002,0.6667890830000001,0.041792311000000006,-0.4597249305
pcoli__bpTDC__1,-2.4340251306000003,-0.8410456725000001,0.514330825,0.587852082,-0.163149657,-0.4000996265
pcoli__bpTDC__2,-2.0197134781,-0.8050613005,0.370737925,0.5846891080000001,-0.27734192500000004,-0.3919047035
pcoli__BRCA__1,-3.0647166594,0.34886127450000004,0.083314765,0.251359838,0.058354638,-0.6763400005
pcoli__BRCA__2,-2.8927448632,-0.0826340175,0.069082845,0.417960571,-0.009908611000000001,-0.6782373225
pcoli__BRCActrl__1,-2.4285645213000002,-1.6350453835,0.18947349500000002,0.8257220670000001,-0.158456845,-0.5933470365
pcoli__BRCActrl__2,-2.0068273578,-1.7277393195,0.133589245,0.867360094,-0.27947388900000003,-0.5192837905000001
pcoli__BRCAswap__1,3.3890947970000003,1.8089120635,0.917496175,0.658680123,0.14071777400000002,-0.5658875095
pcoli__BRCAswap__2,3.615024847,1.7077220835,1.035549985,0.7489586760000001,0.200142324,-0.5456173375
pcoli__btAANAT__1,3.7064500305,1.0397483535,0.5520848150000001,0.482034344,0.14484745400000001,-0.5035720475000001
pcoli__btAANAT__2,4.6122827232,0.4648415675,0.555115985,0.66793233,0.0880623,-0.39378996650000003
pcoli__btASMT__1,3.5502562434,1.0735279035,0.686704335,0.360570567,0.18158543400000002,-0.6951313945
pcoli__btASMT__2,3.2211324426,0.5567093575000001,0.7940552550000001,0.377807612,0.149048664,-0.5854772935
pcoli__CC1__1,4.6267553056,1.4853220935,1.138283835,0.9210410840000001,0.144830034,-0.4803974615
pcoli__CC1__2,4.7810790942,0.9925369435,1.028434795,0.29254253900000005,0.364614494,-0.5041557945
pcoli__ccCOMT__1,-2.0042928795,0.4008801095,0.410782715,0.658879014,-0.002473982,-0.6036115815
pcoli__ccCOMT__2,-2.1370332258999998,-0.0988700505,0.35958486500000003,0.5888839610000001,0.040498484,-0.5883350565000001
pcoli__ckDDC__1,0.8715594924000001,-0.8551069995,1.098912665,1.294919784,-0.283366799,-0.7020658935
pcoli__ckDDC__2,0.8876282262,-1.4084972315,0.8824161150000001,1.406252564,-0.45757158600000003,-0.5400249375
pcoli__CNTF_belt__1,4.1031495301,1.3591718035,0.47925305500000004,0.505802159,0.18189175400000002,-0.6697560255
pcoli__CNTF_belt__2,4.0423472433,0.9027154135000001,0.6728564450000001,0.35032393900000003,0.43416108400000003,-0.8285104465
pcoli__cobPNMT__1,-0.27411732920000004,0.3765926915,0.284564975,0.406448572,0.139192814,-0.6522494965
pcoli__cobPNMT__2,-0.6119082397,0.0441091065,0.28185787500000004,0.5806856020000001,0.071387515,-0.6742173605
pcoli__cvPhhB__1,-0.7737816508,-0.0987711545,0.254282775,0.875688809,-0.000111402,-0.6856070855
pcoli__cvPhhB__2,-0.5500368269,-0.9451273455,0.485982265,1.118855541,0.11565510400000001,-0.6451058775
pcoli__ggAANAT__1,-1.2709344903,-0.32550425250000004,0.260959535,0.5840056490000001,0.068693223,-0.6310920505000001
pcoli__ggAANAT__2,-1.4849911752,0.28134044950000003,0.295162105,0.756472189,-0.048998784000000004,-0.5296098895
pcoli__ggTPH__1,3.4082103282,1.0879131435,0.224120605,0.46731775500000006,0.08867656,-0.4817617175
pcoli__ggTPH__2,0.9145145403,-0.8417686565,0.11325776500000001,0.49336250600000003,0.008636942,-0.5388506745
pcoli__hsAANAT__1,7.529340689,1.3666501735,1.246747625,1.398363381,-0.01591775,-0.4803764505
pcoli__hsAANAT__2,7.6760942199,1.7178254535000002,1.262952225,0.782218186,0.37346511400000004,-0.5051379565
pcoli__hsASMT__1,-1.4151967571,-0.6037340925,0.464873735,0.5257077490000001,-0.031576817,-0.4129736885
pcoli__hsASMT__2,-1.4244769752,-0.8396331985000001,0.37343606500000004,0.6632957890000001,-0.15793531700000002,-0.4443010865
pcoli__hsPNMT_mb__1,-1.4373391038,0.6839151405,0.291465275,0.23664236900000002,0.045643905000000005,-0.5681267065
pcoli__hsPNMT_mb__2,-1.061766357,0.44176952750000004,0.276043525,0.5383509860000001,0.049789560000000004,-0.6343855585
pcoli__hsTPH__1,-1.6614252030999999,-0.8026722225,0.064708835,0.328872037,0.094663278,-1.0118797305
pcoli__hsTPH__2,-1.5109906755,-1.2818283505,0.09849440500000001,0.7310723610000001,0.062758776,-0.8443167955
pcoli__hsTPH_E2K__1,4.3461453176,0.7234653665,0.9019469250000001,0.668648896,0.058767617,-0.3300229975
pcoli__hsTPH_E2K__2,4.4099877095,0.6151237545,0.8548870150000001,1.252405699,-0.084913083,-0.44114208850000003
pcoli__hsTPH_E2K_N91I_P99C__1,-1.7246432552000002,0.4031578515,0.24889085500000002,0.055849747000000005,0.061618689000000004,-0.6488565705
pcoli__hsTPH_E2K_N91I_P99C__2,-1.5260331025,-0.1597679065,0.167138795,0.563237524,-0.124576609,-0.6658363085
pcoli__hsTPH_N158trunc__1,4.2996513923,0.3145846915,0.30525573500000003,1.8053978370000001,-0.520813089,-0.2244638365
pcoli__hsTPH_N158trunc__2,4.325385796,0.14422956750000002,0.36285334500000005,1.560127004,-0.48425736100000005,-0.2482690085
pcoli__hsTPH_N174trunc__1,4.2459047184,0.7096817165,0.9229170050000001,0.919791797,0.034146833,-0.5153169895
pcoli__hsTPH_N174trunc__2,4.2896467659,0.040111890500000004,0.6854901050000001,1.041569813,0.08995188700000001,-0.48553604850000004
pcoli__hsTPH_Ntermtrunc__1,5.4098922538,0.6650886315,1.094570805,1.6652461230000002,0.01632935,-0.2952392075
pcoli__hsTPH_Ntermtrunc__2,5.1952060139,1.4955926635,1.385971565,1.039705413,0.16868771400000002,-0.2963726025
pcoli__hsTPH1__1,4.1550469784,1.8280390735,0.893005295,0.50274254,0.22200064400000002,-0.4302125505
pcoli__hsTPH1__2,4.2471317582,1.7600652435000002,0.8963619450000001,0.6401297970000001,0.25149593400000003,-0.4850190415
pcoli__MBP__1,1.0936824515,-1.0376566575,0.107615625,1.061396366,-0.377358744,-0.7390115905
pcoli__MBP__2,3.0511809388,-0.2624610385,0.8126329750000001,0.55110956,0.07337225900000001,-0.7039886675
pcoli__msCOMT__1,-3.7527463938,0.27137312750000003,0.146692115,0.7545692190000001,-0.118642355,-0.40989327750000004
pcoli__msCOMT__2,-3.7585546352,-0.3075013015,0.008338235000000001,0.30918041300000004,-0.030626512,-0.42889552150000004
pcoli__ocAANAT__1,-1.0087821116,0.24327829150000002,0.343833905,0.42315771100000005,0.079373179,-0.5881114505
pcoli__ocAANAT__2,-1.3315763589,0.1663365665,0.31392150500000005,0.5002385460000001,0.057242457000000004,-0.5782192045
pcoli__osTDC_K374H__1,4.7217454407,2.0989961935,1.283960655,0.853500699,0.251023844,-0.4600701575
pcoli__osTDC_K374H__2,5.0982156518,1.9581819235000002,1.646649845,0.9497951040000001,0.263231914,-0.37878255650000003
pcoli__osTDC_K374L__1,-4.163251829,-0.8934555335000001,-0.0025753950000000003,0.404986035,-0.07501706300000001,-0.3075448425
pcoli__osTDC_K374L__2,-3.0152917993,-0.8724384295000001,0.044617885,0.6214890980000001,-0.034025836000000004,-0.33202824950000004
pcoli__osTDC_K374Q__1,3.9081124876,1.6621849435,0.7409232450000001,0.583249451,0.051425928,-0.4807711765
pcoli__osTDC_K374Q__2,4.3205262822,1.6351747335,0.7893113850000001,0.683855255,0.15329183400000002,-0.5577874855
pcoli__osTDC_L360V__1,-1.975405765,-0.9368577065,0.213034735,0.5322341620000001,-0.055657298,-0.6317186525
pcoli__osTDC_L360V__2,-1.7833962835000001,-0.9706840245,0.286647295,0.6781150260000001,-0.24574647,-0.5808814035000001
pcoli__pmTPH__1,-2.6045692724,-0.2288403115,-0.542287796,0.256661592,-0.083229101,-0.46387577950000003
pcoli__pmTPH__2,-2.7734818419,-0.46612059250000004,-0.41813227500000005,0.45911598000000003,-0.24349019200000002,-0.4197538495
pcoli__RFC__1,-2.0928493994,0.36654356450000003,-0.042492765,0.454826074,0.06930343600000001,-0.6170092725
pcoli__RFC__2,-2.2016493832,0.0428559995,-0.05563172500000001,0.531610887,0.015586778,-0.5957459565000001
