,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.83552763015,0.33835465450992597,2.0,0.0,2.0747805008,5.0,1.5962747595,,
1,U01-Set001__USA300 LAC CA-MHB Control,2.0398115202,0.37998781973088486,2.0,1.0,2.3085034843,6.0,1.7711195561,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.50460844425,1.1307285698891711,2.0,2.0,3.3041542837,7.0,1.7050626048000002,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.0,0.0,2.0,3.0,0.0,8.0,0.0,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.3885654257,1.9637280572673101,2.0,4.0,0.0,9.0,2.7771308514,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,1.835406434,0.5508436347426875,2.0,10.0,1.4459011645,29.0,2.2249117035,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.5891468086,0.833179406950946,2.0,11.0,0.0,30.0,1.1782936172,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.505495556,0.5573262417858671,2.0,12.0,1.8995847209,31.0,1.1114063911,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.0,0.0,2.0,13.0,0.0,14.0,0.0,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.9064105268999998,0.6833671127989359,2.0,15.0,2.3896240464,18.0,1.4231970074,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.66510721075,0.9406036378747904,2.0,16.0,1.3302144215,19.0,0.0,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.2559916321,1.7762404003429388,2.0,17.0,2.5119832642,20.0,0.0,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,2.5196656609500003,0.06246158971334742,2.0,21.0,2.4754986473000002,24.0,2.5638326746,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,1.4709509919500001,2.0802388424018474,2.0,22.0,2.9419019839000002,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.9580767314,0.4361938695912874,2.0,23.0,2.2665123745,26.0,1.6496410883000001,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,1.36932068475,0.38870164600710944,2.0,27.0,1.6441742545,28.0,1.094467115,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.01919196355,0.09606252755208657,2.0,32.0,1.0871184282,33.0,0.9512654989,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.0,0.0,2.0,34.0,0.0,38.0,0.0,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.0,0.0,2.0,36.0,0.0,40.0,0.0,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.91670151295,1.2964117122618255,2.0,37.0,0.0,41.0,1.8334030259,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.82369387515,1.1648790494807808,2.0,42.0,0.0,45.0,1.6473877503,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.2554795319,1.775516181294805,2.0,43.0,0.0,46.0,2.5109590638,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.10444818945,1.5619256084585995,2.0,44.0,0.0,47.0,2.2088963789,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,1.5565947691500002,0.40305434063545087,2.0,48.0,1.2715923117,52.0,1.8415972266,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,1.1783812206,0.011343785003079773,2.0,49.0,1.1864024879,53.0,1.1703599533,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,1.7238900633999998,0.015221972814259138,2.0,50.0,1.7346536235999999,54.0,1.7131265032,,
