,-0.061223279433714736,-0.04591745957528605,-0.03061163971685736,-0.015305819858428674,1.3877787807814457e-17,0.015305819858428701,0.03061163971685739,0.045917459575286076,0.061223279433714764,0.07652909929214345,0.09183491915057214,0.10714073900900083,0.12244655886742951,0.13775237872585822,0.15305819858428688,0.1683640184427156,0.18366983830114425,0.19897565815957297,0.21428147801800163,0.22958729787643029
thresh,-0.05357036950450039,0.05357036950450039,2,,,,,,,,,,,,,,,,,
unreg,2,14,71,935,2482,584,108,32,7,2,2,1,1,0,0,0,0,0,0,0
TnrA,0,0,1,6,43,9,2,0,10,4,2,0,0,0,1,1,3,2,0,0
unreg_genes,['cotJA' 'ykzN'],[],[],[],[],[],[],[],['cimH' 'yocS' 'yrhP' 'nfeDB' 'ilvA' 'floT' 'braB'],['yxjG' 'nupN'],['ybfA' 'ybfB'],['ilvD'],['bcaP'],[],[],[],[],[],[],[]
TnrA_genes,[],[],['yxkC'],['dtpT' 'alsT' 'yuiB' 'amtB' 'tnrA' 'yfiS'],"['glnK' 'degS' 'rpiB' 'yycA' 'pucJ' 'ywdI' 'pucM' 'pxpG' 'ywdJ' 'alaP'
 'yycB' 'pxpA' 'lipC' 'ywlG' 'ywdK' 'glnA' 'pxpI' 'pycA' 'nasB' 'pucK'
 'pucR' 'ftsW' 'nasF' 'pucL' 'glnP' 'degU' 'nasA' 'yfiR' 'hpxW' 'glnR'
 'ureB' 'ansZ' 'ykoL' 'pxpB' 'yycC' 'nasE' 'pelA' 'pxpR' 'yttA' 'glnQ'
 'glnM' 'ykzB' 'gltA']",['pxpC' 'ureC' 'glnH' 'nasC' 'ureA' 'yvgT' 'nasD' 'cotQ' 'gltB'],['gabP' 'yuiA'],[],['appC' 'appD' 'hom' 'oppB' 'thrC' 'oppC' 'appF' 'appAn' 'appB' 'thrB'],['oppD' 'oppF' 'appAc' 'oppA'],['yodF' 'yoyD'],[],[],[],['ilvB'],['leuA'],['ilvH' 'ilvC' 'leuB'],['leuC' 'leuD'],[],[]
