,-0.05192973286805048,-0.017309910956016826,0.017309910956016826,0.05192973286805048,0.08654955478008414,0.1211693766921178,0.15578919860415144,0.19040902051618508,0.22502884242821874,0.2596486643402524,0.2942684862522861,0.3288883081643197,0.36350813007635335,0.398127951988387,0.43274777390042063,0.46736759581245435,0.501987417724488,0.5366072396365216,0.5712270615485553,0.6058468834605889
thresh,-0.03461982191203365,0.03461982191203365,1,,,,,,,,,,,,,,,,,
unreg,6,2630,1538,54,13,8,3,2,1,1,1,0,0,0,0,0,0,0,0,0
unreg_genes,['cyaY' 'ytfP' 'ymfR' 'mbiA' 'yohO' 'ynaM'],[],[],"['yifB' 'yehW' 'ymfJ' 'ynfE' 'gspO' 'hslJ' 'araG' 'ssuE' 'yjeO' 'yaiT'
 'yccM' 'gspL' 'yecT' 'rzpR' 'ttdT' 'gspK' 'topAI' 'arpA' 'yjhF' 'citE'
 'yaaI' 'hokA' 'yhfU' 'insD-6' 'pphA' 'yfjZ' 'yddH' 'yneG' 'insI-2' 'citG'
 'ymfL' 'sgcQ' 'yafF' 'pinQ' 'acrR' 'aaeA' 'yahH' 'ybeF' 'sgcX' 'marB'
 'yjeJ' 'insF-1' 'yfeS' 'yeiW' 'yfjX' 'cbeA' 'ybgO' 'cbtA' 'insF-3' 'ynjI'
 'ymfT' 'insD-7' 'yfjU' 'ykfI']","['ykfG' 'yeeT' 'ykfH' 'phnL' 'intG' 'yafZ' 'arnF' 'insF-5' 'eutB' 'ytfA'
 'yceK' 'yafW' 'ydfV']",['ydjO' 'rzpD' 'yfiM' 'bglJ' 'ychS' 'aaeX' 'insB-6' 'bglF'],['yghE' 'ykfF' 'yafX'],['yjjY' 'yqgD'],['insB-4'],['yqgC'],['yceQ'],[],[],[],[],[],[],[],[],[]
