,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,0.7811007690217616,3.0,0.0,-0.3003532022,6.0,-0.5863418147,12.0,0.8866950169000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.3580928992666667,0.0750726502965219,3.0,1.0,0.39113556790000004,7.0,0.2721666706,13.0,0.41097645930000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.015580715966666667,0.20932409142763445,3.0,2.0,-0.2555421137,8.0,0.0792908023,14.0,0.1295091635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.15811344453333334,0.21254900271850596,3.0,3.0,-0.061199693900000005,9.0,-0.4018467195,15.0,-0.0112939202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.34315108710000003,0.20885400252046726,3.0,4.0,0.46000703740000004,10.0,0.46742097600000004,16.0,0.1020252479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.6098304741,0.46786411656513116,3.0,5.0,1.0725711186,11.0,0.6199143991,17.0,0.1370059046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,5.28574856425,2.134065030769229,2.0,18.0,3.7767367095,71.0,6.794760419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-2.6179749969999997,1.526666565346018,3.0,19.0,-3.0646911935,70.0,-0.9177809967,205.0,-3.8714528008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.0920150249000002,1.630079410290012,8.0,20.0,0.410045647,32.0,1.5104870494,55.0,0.4237081821,67.0,0.38178606660000003,126.0,0.455601676,147.0,1.1292380646,203.0,-0.4417001916,210.0,4.8669537051,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.3296598776333333,0.550354031759252,3.0,21.0,0.293316277,34.0,-0.7498452104000001,61.0,-0.5324506995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,1.0719787814875001,0.39841141962021526,8.0,22.0,0.9509548676,104.0,1.0855572361,111.0,1.6252850282,133.0,0.5133509230000001,165.0,1.2350138637,238.0,0.7400701735,265.0,1.6011758885,270.0,0.8244222713,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-0.7420128513285716,1.3846051861901325,7.0,23.0,-2.5217018578,56.0,-0.7781265609,82.0,0.26656231280000003,118.0,-2.1607046365,134.0,-0.8343285038,137.0,-0.7249664607,227.0,1.5591757475999999,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.12786975247500001,0.2622602918153849,4.0,24.0,0.2811663532,101.0,0.417249168,139.0,-0.1171332127,149.0,-0.06980329860000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.14976609035,2.045457673202699,4.0,25.0,-0.5613683523,123.0,-0.3759616685,155.0,-4.1415931098,191.0,0.47985876920000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,1.2615469179333334,0.526446443191313,3.0,26.0,1.3422887286,59.0,1.7429579858,159.0,0.6993940394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,0.04060008686000001,0.5644663118903402,5.0,27.0,-0.49670245690000003,76.0,0.2317083234,146.0,0.8939384822,162.0,-0.4280167286,262.0,0.0020728142,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.50017426835,1.233847270860619,4.0,28.0,-1.2422331542,94.0,1.6652773779,186.0,0.8481907512,231.0,0.7294620985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,0.9413964153666668,1.690605540303569,3.0,29.0,2.2934898429,49.0,-0.9540885360000001,260.0,1.4847879392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,2.9131871083,3.8766482766346337,5.0,30.0,5.0231655866,77.0,5.8250172112000005,172.0,-0.10545607200000001,259.0,6.1580323923,280.0,-2.3348235766,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.22957712445,1.1039560141174767,4.0,31.0,1.6717839388,40.0,-0.9866777491000001,138.0,0.30553644820000003,192.0,-0.0723341401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.6938361928285713,1.0274591734036147,7.0,33.0,-0.22969847880000002,39.0,-0.1274334209,58.0,0.5543454966,122.0,2.004262589,170.0,2.2785271567,244.0,0.033775942100000005,261.0,0.3430740651,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,2.2518558803000004,2.769398843474768,7.0,35.0,0.0370364753,79.0,0.326146437,92.0,6.6290335362,208.0,3.5068230582,251.0,-0.21167678580000002,263.0,4.9881149567000005,299.0,0.48751348450000004,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.7053978208,1.0362631305479924,3.0,36.0,1.8977893548,234.0,0.0226393715,275.0,0.1957647361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,0.2934992098,0.48283769193535003,3.0,37.0,0.3814096608,214.0,0.7263416890000001,307.0,-0.2272537204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,0.6664929297000001,1.05492567105878,4.0,38.0,2.0161801268,102.0,0.1091543636,248.0,-0.3976688597,269.0,0.9383060881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,0.48498567985,0.5057910957784582,4.0,41.0,0.6342789560000001,178.0,-0.18187718600000002,249.0,1.0323360595,309.0,0.4552048899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,0.35649859980000004,0.6169571267128157,2.0,42.0,0.7927531678,294.0,-0.0797559682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,0.4718222314999999,3.2140563131356883,8.0,43.0,0.6836329211000001,142.0,0.0671236593,166.0,-3.0528760729,177.0,1.142979597,221.0,0.6258550341,256.0,-3.4902526849,282.0,0.7356053769,305.0,7.0625100214,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-1.2462117829500001,0.8084371247165116,2.0,44.0,-1.817863156,154.0,-0.6745604099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,-0.3485644407888889,0.709737467823199,18.0,45.0,-0.52194673,54.0,0.4156972298,106.0,-0.0388857288,108.0,0.2906459269,135.0,-1.2208523023,143.0,-0.9979541352,150.0,-0.3838730905,183.0,-0.14304644090000002,204.0,0.0536222406,226.0,1.0025081873,253.0,-0.0389184827,255.0,-1.0527652746,257.0,-0.8996911966000001,264.0,0.2280086002,268.0,-1.1699170783,284.0,-0.1692980454,300.0,-1.7791441983,306.0,0.1516505846
30,abx_mega__dmso-10,-0.3678936311,1.256270369933469,3.0,46.0,0.2605774347,57.0,0.4501178638,66.0,-1.8143761918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,-1.7153185983800001,1.4229750040668419,5.0,47.0,-3.4087762462,72.0,-2.906101816,112.0,-0.1464841628,156.0,-1.5512141316,212.0,-0.5640166353,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,-1.254107964,0.7254305953791255,3.0,48.0,-0.4495859975,184.0,-1.8583784836000001,266.0,-1.4543594109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,0.6901833124333333,0.3651112290858686,3.0,50.0,0.4540534222,245.0,1.1107184475,258.0,0.5057780676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,1.380348051625,1.0113975214425173,4.0,51.0,0.8555901196,119.0,1.7390897628,120.0,0.312068265,278.0,2.6146440590999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,0.21387475139999995,1.1544442630435492,2.0,52.0,1.0301901183,182.0,-0.6024406155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,0.39473218141999994,0.3467972397452666,5.0,53.0,0.2238245884,90.0,0.6516735545,100.0,0.8545594303,216.0,0.009059046000000001,293.0,0.2345442879,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,-4.84598285565,0.2174321496281031,2.0,60.0,-4.6922351082,78.0,-4.9997306031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,1.1147842711625,1.980403002045791,8.0,62.0,-1.2872021817000001,91.0,0.2275534998,103.0,3.8516336322,105.0,2.3753379051,117.0,1.956517484,141.0,1.7402632599999999,174.0,-2.0164408547,201.0,2.0706114246,,,,,,,,,,,,,,,,,,,,
39,abx_mega__sxt_dmso,-0.6304605114499999,0.5678095184761327,4.0,63.0,-1.159332383,181.0,-0.6546822943,207.0,-0.8706217746,239.0,0.1627944061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
