sample,new_2096129_2096321_c
LBexp_1,7.773
LBexp_2,7.817
LBexp_3,7.7793
LBtran_1,7.42
LBtran_2,7.5223
LBtran_3,7.3664
LBstat_1,7.252000000000002
LBstat_2,7.5846
LBstat_3,7.6113
LBGexp_1,7.2325
LBGexp_2,8.1716
LBGexp_3,7.7362
LBGtran_2,7.7724
LBGtran_3,8.0222
LBGstat_1,7.4396
LBGstat_2,7.5993
LBGstat_3,7.8477
S0_1,7.1388
S0_2,7.2168
S0_3,7.7289
S1_1,7.9968
S1_2,7.717
S1_3,7.4012
S2_1,7.7181
S2_2,7.3046
S2_3,7.1607
S3_1,8.2267
S3_2,7.0527
S4_1,8.1089
S4_2,7.9813
S4_3,7.7447
S5_1,8.2087
S5_2,8.0134
S5_3,8.327
S6_1,8.2439
S6_2,7.6107
S6_3,7.9258
S6/t_1,8.9702
S6/t_2,7.8799
S6_4,9.0207
S6_5,9.0244
S6_6,8.8463
S7_4,9.8678
S7_5,10.1268
S7_6,10.1602
S8_4,9.7634
S8_5,9.8879
G135_1,8.3892
G135_3,7.6804
G150_1,7.7429
G150_2,7.471
G150_3,7.3545
G180_1,7.9757
G180_2,7.8324
G180_3,7.6979
C30_1,9.3491
C30_2,9.4037
C90_1,9.0026
C90_2,8.0473
BI_1,6.9788
BI_2,6.8696
BC_2,6.8812
BC/t_1,7.7286
BC/t_2,9.2245
BC_1,7.2588
Sw_1,6.9596
Sw_2,6.7143
BT_1,8.6364
BT_2,8.2825
B36_1,8.3602
B36_2,8.1964
B60_1,7.7115
B60_2,8.0151
M9exp_1,7.7557
M9exp_2,7.8324
M9exp_3,7.6155
M9tran_1,7.5975
M9tran_2,7.7537
M9tran_3,7.2827
M9stat_1,8.1929
M9stat_2,8.1711
M9stat_3,7.9018
M+G_1,9.2458
M+G_2,7.6807
M+G_3,7.5974
Glu_1,7.9843
Glu_2,7.8126
Glu_3,8.0398
Fru_1,7.9864
Fru_2,8.5106
Fru_3,7.6647
Mal_1,7.3457
Mal_2,7.9469
Mal_3,7.6333
G+S_2,7.9851
G+S_3,8.4338
Pyr_1,7.971
Pyr_2,8.454
Pyr_3,8.5556
Gly_1,7.8475
Gly_2,8.2075
Gly_3,8.0465
Glucon_1,8.6064
Glucon_2,7.9155
