,A,Nac
tcs__del_cpxR_etoh__1,2.294296059,-3.377578252
tcs__del_cpxR_etoh__2,2.6766508735,-2.6196977869999998
tcs__del_cpxR_lb__1,6.2767643224,-1.326580982
tcs__del_cpxR_lb__2,6.2812306409,-1.248043741
tcs__del_cusR_CuSO4__1,-0.144529039,-3.031573906
tcs__del_cusR_CuSO4__2,0.4327503062,-2.8734514410000003
tcs__del_cusR_lb__1,0.7399363688,-3.286662655
tcs__del_cusR_lb__2,0.8055839609000001,-2.530835291
tcs__del_kdpE_01-kcl__1,0.7078066218,-1.138090408
tcs__del_kdpE_01-kcl__2,0.7916267119,-1.153471241
tcs__del_kdpE_115-kcl__1,-0.8187936046000001,-1.4168517600000001
tcs__del_kdpE_115-kcl__2,-0.9915039405,-1.6201095840000002
tcs__del_phoB_m9__1,0.2201348688,-0.200650132
tcs__del_phoB_m9__2,0.0940472463,-0.176142724
tcs__del_phoB_m9p__1,-1.0669950803,-0.504796463
tcs__del_phoB_m9p__2,-0.9358563562000001,-0.628441113
tcs__del_rcsB_etoh__1,2.0176710325,-3.246007265
tcs__del_rcsB_etoh__2,2.3742484389,-3.095630934
tcs__del_rcsB_lb__1,4.9178473441,-1.743259519
tcs__del_rcsB_lb__2,4.6466470934,-1.694758291
tcs__del_zraR_lb__1,0.8445307759,-2.955538505
tcs__del_zraR_lb__2,1.0004167026,-3.0253386
tcs__del_zraR_zncl2__1,2.0570713462,-2.15854104
tcs__del_zraR_zncl2__2,1.951904214,-2.417276404
tcs__wt_01-kcl__1,1.6544370393,-1.163697798
tcs__wt_01-kcl__2,1.9374955876,-1.092688602
tcs__wt_01xlb__1,12.6607759567,-0.41130444600000005
tcs__wt_01xlb__2,12.0252925485,-0.674457886
tcs__wt_115-kcl__1,-0.4869745639,-1.794511795
tcs__wt_115-kcl__2,-0.2014355706,-1.503999945
tcs__wt_CuSO4__1,1.0054787279,-2.892442958
tcs__wt_CuSO4__2,0.43477199800000005,-3.048381668
tcs__wt_etoh__1,2.9090193239,-2.657182674
tcs__wt_etoh__2,2.1671921781,-3.156967104
tcs__wt_lb__1,4.4878908274,-2.097714854
tcs__wt_lb__2,4.3175784603,-2.062252024
tcs__wt_LiAcet__1,-0.2171204521,-0.407214988
tcs__wt_LiAcet__2,-0.6407373589,-0.631341039
tcs__wt_LiCl__1,-0.38894067600000004,-0.6726240870000001
tcs__wt_LiCl__2,-0.5920342403000001,-0.666731186
tcs__wt_m9p__1,-1.9184744664000002,-1.413026462
tcs__wt_m9p__2,-2.1368577747,-1.607455923
tcs__wt_pyr__1,12.8055372842,-0.579271164
tcs__wt_pyr__2,13.2441011658,-0.407988915
tcs__wt_zncl2__1,0.07913105050000001,-2.850527354
tcs__wt_zncl2__2,0.38110954690000004,-2.89553779
ros_tale__1_112_0pq__1,-1.0837584251,-0.88086487
ros_tale__1_112_0pq__2,-2.0285330793,-0.986913982
ros_tale__1_112_250pq__1,-3.2731594601,-0.41410755200000005
ros_tale__1_112_250pq__2,-3.3745240159,-0.9453101020000001
ros_tale__1_112_750pq__1,-2.7244487777,-0.803822451
ros_tale__1_112_750pq__2,-3.4032952651,-0.590449126
ros_tale__1_112_750pq__3,-3.0916318082,-0.35181083300000004
ros_tale__3_76_0pq__1,0.05530017,-2.1304158380000002
ros_tale__3_76_0pq__2,0.31675342500000003,-2.254619933
ros_tale__3_76_0pq__3,0.7590817892,-2.262120418
ros_tale__3_76_0pq__4,0.2424604364,-1.987662254
ros_tale__3_76_250pq__1,-1.2426729691,0.033017963000000004
ros_tale__3_76_250pq__2,-0.0363905292,-0.48847541800000005
ros_tale__3_76_750pq__1,-0.6077272561,0.42702512400000003
ros_tale__3_76_750pq__2,-0.7934085825,-1.211360483
ros_tale__7_103_0pq__1,-1.3973718815,-1.347370294
ros_tale__7_103_0pq__2,-1.1760158028,-1.161415486
ros_tale__7_103_0pq__3,-1.8418538802,-1.570713954
ros_tale__7_103_0pq__4,-1.3068301497,-1.45773742
ros_tale__7_103_250pq__1,-1.0464773724,-1.321018496
ros_tale__7_103_250pq__2,-1.3889007608,-1.18124423
ros_tale__7_103_750pq__1,-2.2256695248,-1.900338767
ros_tale__7_103_750pq__2,-1.2773929197,-1.471879588
ros_tale__9_77_0pq__1,0.1000389109,0.5565902070000001
ros_tale__9_77_0pq__2,0.2516642918,0.375603208
ros_tale__9_77_250pq__1,0.8595108170000001,1.489965852
ros_tale__9_77_250pq__2,1.0310427175,1.239299718
ros_tale__9_77_750pq__1,-0.32060626200000003,1.236972437
ros_tale__9_77_750pq__2,0.348018814,1.572649995
ros_tale__11_83_0pq__1,-1.900373788,0.339475144
ros_tale__11_83_0pq__2,-2.0308689579,0.555228442
ros_tale__11_83_250pq__1,-1.7603761129,0.6386945930000001
ros_tale__11_83_250pq__2,-2.1790777188,0.055939241
ros_tale__11_83_750pq__1,-1.5516315474,0.227576309
ros_tale__11_83_750pq__2,-1.9643107686,0.5489627890000001
ros_tale__13_87_0pq__1,-1.5559492072999999,-0.739357931
ros_tale__13_87_0pq__2,-1.3536939478,-1.081946777
ros_tale__13_87_250pq__1,-1.8314935998,-0.493559768
ros_tale__13_87_250pq__2,-2.0245030045,-0.88594467
ros_tale__13_87_750pq__1,-1.2831130381,-0.7901707750000001
ros_tale__13_87_750pq__2,-1.8733635451000001,-0.8785097420000001
ros_tale__14_27_0pq__1,-0.12384831190000001,-1.177376764
ros_tale__14_27_0pq__2,-0.24195536050000002,-0.973242479
ros_tale__14_27_250pq__1,-1.745973492,-1.395038712
ros_tale__14_27_250pq__2,-2.7812014048,-1.7653635250000002
ros_tale__14_27_750pq__1,-0.6723925995000001,-0.208430932
ros_tale__14_27_750pq__2,-1.0237960266,-0.30289857800000003
ros_tale__16_28_250pq__1,-0.0428534943,-0.5950899070000001
ros_tale__16_28_250pq__2,-0.6851442102,-0.5714855910000001
ros_tale__16_32_0pq__1,-3.2116611602,-1.280633568
ros_tale__16_32_0pq__2,-3.6604130113,-1.40680385
ros_tale__16_32_0pq__3,-1.4846317156,-2.363363002
ros_tale__16_32_0pq__4,-1.4298253592,-2.136956238
ros_tale__16_32_250pq__1,-1.7862102788,-2.401117138
ros_tale__16_32_250pq__2,-1.4647583247,-2.6495171920000002
ros_tale__16_32_750pq__1,-2.4935889782,-1.4485956070000001
ros_tale__16_32_750pq__2,-3.2260284066000002,-1.7846304
ros_tale__17_104_0pq__1,-2.4002119512,-0.22633572700000001
ros_tale__17_104_0pq__2,-2.4615975635,-0.110132274
ros_tale__17_104_250pq__1,-2.7234318557,-0.28739696
ros_tale__17_104_250pq__2,-3.4140815728,-0.681259354
ros_tale__17_104_250pq__3,-3.4829054226,-0.545770983
ros_tale__17_104_250pq__4,-2.1581495189,-0.10358573600000001
ros_tale__17_104_750pq__1,-1.9511953855000002,-0.273764979
ros_tale__17_104_750pq__2,-2.346305845,-0.509339247
ros_tale__18_24_250pq__1,-0.4675692879,-1.6771193370000002
ros_tale__18_24_250pq__2,-0.5664585655000001,-1.6437144840000002
ros_tale__18_36_0pq__1,-3.087206978,-0.32299555500000005
ros_tale__18_36_0pq__2,-2.9494975214,-0.50295945
ros_tale__18_36_0pq__3,-1.8713895287,-1.6627085140000002
ros_tale__18_36_0pq__4,-2.1820222563,-1.5678575160000001
ros_tale__18_36_250pq__1,-1.697181571,-1.8336249750000002
ros_tale__18_36_250pq__2,-1.5911959278,-1.855846255
ros_tale__18_36_750pq__1,-0.0483030531,0.11376462
ros_tale__18_36_750pq__2,0.3787177547,0.27864587900000004
ros_tale__19_91_0pq__1,-3.4616799726,-1.166184645
ros_tale__19_91_0pq__2,-3.5998443901,-1.240487423
ros_tale__19_91_250pq__1,-3.85039036,-0.6437002820000001
ros_tale__19_91_250pq__2,-3.587798566,0.439519926
ros_tale__19_91_750pq__1,-2.2629149796,-0.160907978
ros_tale__19_91_750pq__2,-0.6933647070000001,-0.896852631
ros_tale__19_91_750pq__3,-2.9571196308000003,0.43149137
ros_tale__19_91_750pq__4,-0.4077581444,-0.529542014
ros_tale__21_97_0pq__1,-1.159184248,-1.54117735
ros_tale__21_97_0pq__2,-0.3785424705,-0.834071062
ros_tale__21_97_250pq__1,-0.9401596614000001,-1.050288607
ros_tale__21_97_250pq__2,-0.5780310543,-1.315107398
ros_tale__21_97_750pq__1,-1.5463928151,-1.165852851
ros_tale__21_97_750pq__2,-0.5839447136,-0.803344672
ros_tale__25_111_0pq__1,-0.2598744059,0.639583019
ros_tale__25_111_0pq__2,-1.3398205287,2.449850752
ros_tale__25_111_250pq__1,1.4836741211,2.110240714
ros_tale__25_111_250pq__2,0.6632412597,2.400477129
ros_tale__25_111_750pq__1,0.3508924336,2.475779696
ros_tale__25_111_750pq__2,1.7869102991,3.382650958
ros_tale__29_119_0pq__1,-0.3419433197,2.682382643
ros_tale__29_119_0pq__2,-1.1978508677,1.2790701740000001
ros_tale__29_119_250pq__1,-0.8322178811000001,1.156132613
ros_tale__29_119_250pq__2,-0.6716534608,0.17699374
ros_tale__29_119_750pq__1,-0.3212013455,1.563159006
ros_tale__29_119_750pq__2,-0.5207303111,0.255840483
ros_tale__ALE4_0pq__1,-2.6126826719,-2.207937476
ros_tale__ALE4_0pq__2,-2.8720588384,-2.459445656
ros_tale__ALE4_250pq__1,0.35059548090000003,-1.215457913
ros_tale__ALE4_250pq__2,0.4139638694,-1.21326124
pcoli__atASMT_325G__1,0.9385174049,-1.042666826
pcoli__atASMT_325G__2,0.8746408804,-1.169446055
pcoli__bpTDC__1,0.0151761742,-1.2758140820000001
pcoli__bpTDC__2,-0.2744703757,-1.731034935
pcoli__BRCA__1,0.6801772744,-1.207661011
pcoli__BRCA__2,0.3362145134,-1.346114219
pcoli__BRCActrl__1,0.5322437733000001,-0.829841102
pcoli__BRCActrl__2,0.5129637428,-1.338259144
pcoli__BRCAswap__1,1.3837411421999999,-1.023506257
pcoli__BRCAswap__2,1.3252905100999999,-0.970452693
pcoli__btAANAT__1,0.7353754257,-1.276783846
pcoli__btAANAT__2,0.6586158961,-1.561457903
pcoli__btASMT__1,0.8559449853000001,-1.5314850039999999
pcoli__btASMT__2,0.8040632615000001,-1.452338003
pcoli__CC1__1,1.97737701,-0.9229275870000001
pcoli__CC1__2,1.9272699818999999,-0.9728307780000001
pcoli__ccCOMT__1,0.6036658298,-1.324211181
pcoli__ccCOMT__2,0.5770330992,-1.17924864
pcoli__ckDDC__1,1.9600066556,-0.837304197
pcoli__ckDDC__2,1.9156796602,-0.8880493770000001
pcoli__CNTF_belt__1,1.2295828492,-1.20239437
pcoli__CNTF_belt__2,1.8333277998000002,-1.52778412
pcoli__cobPNMT__1,1.2784176449,-1.030208354
pcoli__cobPNMT__2,1.4748766594,-1.286106043
pcoli__cvPhhB__1,0.3033445059,-1.038832827
pcoli__cvPhhB__2,-0.11677128290000001,-1.229589593
pcoli__ggAANAT__1,0.11436702030000001,-1.51116356
pcoli__ggAANAT__2,0.16969087360000001,-1.325156519
pcoli__ggTPH__1,0.8354485596000001,-1.268360357
pcoli__ggTPH__2,0.6387015794,-1.23048175
pcoli__hsAANAT__1,1.8556484182,-0.739345433
pcoli__hsAANAT__2,1.5928978569,-0.7757633230000001
pcoli__hsASMT__1,0.4237507539,-1.2952102810000001
pcoli__hsASMT__2,0.2032150298,-1.383618735
pcoli__hsPNMT_mb__1,1.118838587,-1.405140846
pcoli__hsPNMT_mb__2,1.1565801066999999,-1.201739273
pcoli__hsTPH__1,-0.0524029509,-1.59813556
pcoli__hsTPH__2,-0.6227974975,-1.445020886
pcoli__hsTPH_E2K__1,0.7291385028,-1.333643857
pcoli__hsTPH_E2K__2,0.6611468756000001,-1.3614494270000002
pcoli__hsTPH_E2K_N91I_P99C__1,0.4346984303,-1.092296466
pcoli__hsTPH_E2K_N91I_P99C__2,0.0387209715,-1.363106466
pcoli__hsTPH_N158trunc__1,0.2326016921,-1.521282083
pcoli__hsTPH_N158trunc__2,0.48204236100000003,-1.287705518
pcoli__hsTPH_N174trunc__1,0.8499074991000001,-1.039902738
pcoli__hsTPH_N174trunc__2,0.5466862065,-1.1428056770000001
pcoli__hsTPH_Ntermtrunc__1,1.588274501,-0.49733259
pcoli__hsTPH_Ntermtrunc__2,1.1758308413,-0.7659946350000001
pcoli__hsTPH1__1,1.4179345777,-0.9050159630000001
pcoli__hsTPH1__2,1.2247752667,-1.035461399
pcoli__MBP__1,0.554988633,-1.190524439
pcoli__MBP__2,1.4336127052,-0.91360235
pcoli__msCOMT__1,0.2836168461,-1.192025318
pcoli__msCOMT__2,0.42380320720000003,-1.283777267
pcoli__ocAANAT__1,0.5475947446,-1.5211258220000001
pcoli__ocAANAT__2,0.31728773790000003,-1.270347412
pcoli__osTDC_K374H__1,1.4743579922,-1.13009271
pcoli__osTDC_K374H__2,1.9946914059,-0.5899309420000001
pcoli__osTDC_K374L__1,-0.3405691015,-1.655980284
pcoli__osTDC_K374L__2,-0.130951065,-1.6526594810000002
pcoli__osTDC_K374Q__1,1.0255575772,-1.292057265
pcoli__osTDC_K374Q__2,1.2131003535,-1.31740981
pcoli__osTDC_L360V__1,0.20830582900000003,-1.849390804
pcoli__osTDC_L360V__2,-0.4104398685,-1.530475676
pcoli__pmTPH__1,-0.2420928787,-1.719718722
pcoli__pmTPH__2,-0.7950150093,-1.634599287
pcoli__RFC__1,0.2225332864,-1.693674271
pcoli__RFC__2,0.0437098515,-1.542079615
pcoli__RFCctrl__1,1.927198765,-0.610437499
pcoli__RFCctrl__2,1.431149767,-0.612343749
pcoli__RFCnopause__1,1.7400961842,-0.580532045
pcoli__RFCnopause__2,1.6065103716,-1.131892136
pcoli__RFCpluspause__1,2.499293013,-0.627051612
pcoli__RFCpluspause__2,3.0724118791,-0.40947478
pcoli__rnCOMT_sol__1,2.0592234878,-0.5507263210000001
pcoli__rnCOMT_sol__2,2.3529156931,-0.744989863
pcoli__rnPNMT__1,0.2795174271,-1.432416415
pcoli__rnPNMT__2,-0.5543714774,-1.506838936
pcoli__rnTDC__1,-0.12550407800000002,-1.500240696
pcoli__rnTDC__2,0.18224867120000002,-1.483567907
pcoli__rnTDC_trunc__1,0.331674815,-1.102482653
pcoli__rnTDC_trunc__2,-0.16411407390000002,-1.394823686
pcoli__saCOMT_T2A__1,0.135725016,-1.49290434
pcoli__saCOMT_T2A__2,-0.3042173955,-1.3194745220000001
pcoli__sfCOMT__1,0.5808347072,-1.570656693
pcoli__sfCOMT__2,0.1681349504,-1.699116584
pcoli__sgAANAT_D63G__1,0.19701494360000002,-1.410227063
pcoli__sgAANAT_D63G__2,0.4985410087,-1.5425496760000001
pcoli__ssDDC__1,0.8890044117,-0.920831257
pcoli__ssDDC__2,0.6386837138,-1.252352416
pcoli__TP53B__1,0.588642024,-1.205114776
pcoli__TP53B__2,0.9482738261,-1.080325978
pcoli__WT__1,2.2412023547,-0.056893521
pcoli__WT__2,2.4716057893,0.09450949600000001
cck__glu_ale4__1,-2.6439303348000003,-1.164661216
cck__glu_ale4__2,-2.585158838,-2.042026931
cck__cck_ale1__1,-2.4350062208,-1.335518649
cck__cck_ale1__2,-3.0918167882,-1.5692657890000001
cck__cck_ale2__1,-2.5566326579,-1.4356235800000001
cck__cck_ale2__2,-2.5418091788,-1.5795896850000002
cck_pgi__gmos_delpgi__1,-1.9766293840000002,-1.506648588
cck_pgi__gmos_delpgi__2,-1.8925736458,-1.542321078
cck_pgi__pgi_ale1__1,-0.9586348091,-2.119495088
cck_pgi__pgi_ale1__2,-1.6882717768000002,-2.230544519
cck_pgi__pgi_ale2__2,0.6047489722,-1.569131332
cck_pgi__pgi_ale3__1,-1.7112336493,-2.025124185
cck_pgi__pgi_ale3__2,-2.1013975984,-1.980871988
cck_pgi__pgi_ale4__1,-2.6101490212,-1.6819331260000001
cck_pgi__pgi_ale4__2,-2.7590574493,-2.207824748
cck_pgi__pgi_ale4__3,-3.7628959535,-2.151444893
cck_pgi__pgi_ale5__1,-0.7900058209,-1.889073806
cck_pgi__pgi_ale5__2,-1.2348893083,-2.514778248
cck_pgi__pgi_ale6__1,-0.9778069182,-1.555765285
cck_pgi__pgi_ale6__2,-1.3733196795,-1.488518894
cck_pgi__pgi_ale7__1,-0.9966063813,-1.502505079
cck_pgi__pgi_ale7__2,-1.1368651345,-2.068751252
cck_pgi__pgi_ale8__1,-1.3002548654,-1.828525723
cck_pgi__pgi_ale8__2,-1.6467422756999999,-1.985562973
cck_sdh__gmos_delsdhCB__1,-1.5312671888,-0.6264603310000001
cck_sdh__gmos_delsdhCB__2,-3.9097889582,-1.656125026
cck_sdh__sdh_ale1__1,-2.4137012187,-2.007587649
cck_sdh__sdh_ale1__2,-2.3740227288,-2.013885977
cck_sdh__sdh_ale2__1,-2.2956824229,-1.278459261
cck_sdh__sdh_ale3__2,-2.8265149652,-1.016796117
cck_sdh__sdh_ale3__1,-0.2496881329,1.57260452
cck_sdh__sdh_ale3__3,-0.2104482322,1.613395873
cck_pts__gmos_delptsHIcrr__2,-3.8654953806,-2.155799645
cck_pts__gmos_delptsHIcrr__1,-3.7100457224000003,-2.199626004
cck_pts__pts_ale1__2,-2.5100212585,-1.848527625
cck_pts__pts_ale1__1,-2.6749563895,-1.802100995
cck_pts__pts_ale2__2,-3.0021650927,-2.329764753
cck_pts__pts_ale2__1,-2.6262759903,-2.036054154
cck_pts__pts_ale3__2,-2.2447767271,-2.706974694
cck_pts__pts_ale3__1,-2.1686164871,-2.3963191200000002
cck_pts__pts_ale4__2,-2.6299597838,-2.01107063
cck_pts__pts_ale4__1,-2.042220778,-2.362275261
cck_gnd__gmos_delgnd__1,-1.5250353344,-1.559830502
cck_gnd__gmos_delgnd__2,-0.9577792919,1.563248242
cck_gnd__gnd_ale1__1,-2.5433439722999998,-1.293315583
cck_gnd__gnd_ale1__2,-2.3098575531,-1.160517994
cck_gnd__gnd_ale2__1,-2.8775008475,-1.907754527
cck_gnd__gnd_ale2__2,-2.5786388438,-1.7477447810000002
cck_gnd__gnd_ale3__1,-2.7164091163,-1.417112733
cck_gnd__gnd_ale3__2,-2.7071267437,-1.9385186330000002
cck_tpiA__gmos_deltpiA__1,0.0244678309,-1.9112451799999999
cck_tpiA__gmos_deltpiA__2,0.6885986532,-1.029558428
cck_tpiA__tpiA_ale1__1,-1.8640176347000001,-1.549522644
cck_tpiA__tpiA_ale1__2,-1.2861736438,-1.938427998
cck_tpiA__tpiA_ale2__1,-0.1517586988,-1.986227236
cck_tpiA__tpiA_ale2__2,0.14555770340000002,-1.755744059
cck_tpiA__tpiA_ale3__1,-1.1524314201,-1.6295124790000002
cck_tpiA__tpiA_ale3__2,-1.6136652478,-1.591203162
cck_tpiA__tpiA_ale4__1,-1.1033924673,-1.136032118
cck_tpiA__tpiA_ale4__2,-1.2452362205,-1.412963886
acid_tale__acid_ale1_pH7__1,-2.1001055906,-2.359897657
acid_tale__acid_ale1_pH7__2,-2.1051576772,-2.307506731
acid_tale__acid_ale1_pH5__1,-2.9836243961,1.740166291
acid_tale__acid_ale1_pH5__2,-2.8323216083,2.387447404
acid_tale__acid_ale2_pH7__1,-2.5355478202,-1.800276736
acid_tale__acid_ale2_pH7__2,-2.630650735,-1.729539483
acid_tale__acid_ale2_pH5__1,-2.334639639,-0.31320728600000003
acid_tale__acid_ale2_pH5__2,-2.9089763744,-0.9052936260000001
acid_tale__low_Mg_ale_pH7__1,-1.7698047416,-2.520723974
acid_tale__low_Mg_ale_pH7__2,-1.8767147955999999,-2.689966563
acid_tale__low_Mg_ale_pH5__1,-2.0634580477,-1.59310097
acid_tale__low_Mg_ale_pH5__2,-2.5493431507,-1.382100815
acid_tale__MES_ale_pH7__1,-2.5800299711,-2.886402183
acid_tale__MES_ale_pH7__2,-2.516910035,-2.713753574
acid_tale__MES_ale_pH5__1,-2.8039753225,-0.987618945
acid_tale__MES_ale_pH5__2,-2.0538504679,-1.09537524
acid_tale__gmos_pH7__1,-2.4877728793,-2.46527231
acid_tale__gmos_pH7__2,-2.7227565771,-2.527763103
acid_tale__gmos_pH5__1,-2.314462336,-1.284898291
acid_tale__gmos_pH5__2,-2.4591841583000003,-1.009284114
adnB__wt_adn__1,-0.9536432970000001,-1.235749811
adnB__wt_adn__2,-0.8996850539000001,-1.228105799
adnB__delydhB_adn__1,-1.9643922417000002,-1.165899449
adnB__delydhB_adn__2,-1.8645302124,-0.972594885
ytf2__wt_glc__1,-0.7956904344,-0.7320250370000001
ytf2__wt_glc__2,-0.9763416346,-1.09539953
ytf2__ybcM_glc__1,-2.1018763649,-1.086083143
ytf2__ybcM_glc__2,-2.317733016,-0.5563805070000001
ytf2__ydhB_glc__1,-0.3261392617,-1.340291275
ytf2__ydhB_glc__2,-0.6403035956,-1.4082988300000001
ytf2__yfeC_glc__1,-0.45084505100000005,-1.089592341
ytf2__yfeC_glc__2,-0.8679365327,-1.421188608
ytf2__yciT_glc__1,-1.2936111935,-1.426766276
ytf2__yciT_glc__2,-0.7447199603,-1.113946262
ytf2__ydiZ_glc__1,-0.9203384378,-0.850491438
ytf2__ydiZ_glc__2,-1.1391683203,-1.168242167
ytf2__ynfL_glc__1,-0.6191742054,-0.620114296
ytf2__ynfL_glc__2,-0.8234868139,-0.745072821
misc2__dellon_glc__1,-2.6922558573,-1.329687196
misc2__dellon_glc__2,-2.8335781859,-1.054080899
ytf3__wt_glc2__1,-0.07642084390000001,-0.361450257
ytf3__wt_glc2__2,0.0878461307,-0.260808774
ytf3__wt_pH7_lactate__1,-0.362009821,-0.14158736300000002
ytf3__wt_pH7_lactate__2,-0.6369255589,-0.36716932300000005
ytf3__wt_pH55_lactate__1,-0.4847739486,-0.9407026580000001
ytf3__wt_pH55_lactate__2,-0.5331936585,-0.84604712
ytf3__wt_pH55_HCl__1,-0.6459296134,-0.515307175
ytf3__wt_pH55_HCl__2,-0.4857356928,-0.290553088
ytf3__dyieP_pH7__1,0.25014231400000003,-0.043669799999999995
ytf3__dyieP_pH7__2,0.0550768031,-0.09663796300000001
ytf3__dyieP_pH55__1,-0.0575205431,-1.071238351
ytf3__dyieP_pH55__2,-0.2193937644,-0.7884589110000001
