,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.3286091178620712,2.0,0.0,0.2323617356,1.0,-0.2323617356,,,,,,,,
1,fur__wt_dpd,-0.2279783081,0.1439686746168299,2.0,2.0,-0.126177082,3.0,-0.3297795342,,,,,,,,
2,fur__wt_fe,-0.2619996317,0.1869149903755929,2.0,4.0,-0.1298307745,5.0,-0.3941684889,,,,,,,,
3,fur__delfur_dpd,0.40954215390000004,0.011467320376129702,2.0,6.0,0.40143353390000003,7.0,0.4176507739,,,,,,,,
4,fur__delfur_fe2,0.17630611740000002,0.046398677078086786,2.0,8.0,0.2091149366,9.0,0.1434972982,,,,,,,,
5,acid__wt_ph5,-1.4658668865500002,0.15344575082129644,2.0,10.0,-1.5743694175,11.0,-1.3573643556000001,,,,,,,,
6,acid__delgadx_ph5,-0.9382838234,,1.0,12.0,-0.9382838234,,,,,,,,,,
7,acid__delgadw_ph5,-0.7741830473,0.1019883620391618,2.0,13.0,-0.8462997097,14.0,-0.7020663849000001,,,,,,,,
8,acid__delgade_ph5,-1.3141816544,0.1182204653160388,2.0,15.0,-1.2305871617,16.0,-1.3977761471,,,,,,,,
9,oxidative__wt_pq,-0.021616514450000002,0.04649885353217361,2.0,17.0,-0.054496169100000005,18.0,0.0112631402,,,,,,,,
10,oxidative__deloxyr_pq,-0.7203876483,0.2744387493701665,2.0,19.0,-0.9144451490000001,20.0,-0.5263301476,,,,,,,,
11,oxidative__delsoxr_pq,0.21218665245,0.034513252735390805,2.0,21.0,0.2365912075,22.0,0.18778209740000001,,,,,,,,
12,oxidative__delsoxs_pq,0.4752342531,0.16517257083012962,2.0,23.0,0.35843960820000004,24.0,0.592028898,,,,,,,,
13,nac_ntrc__wt_csn,18.778341449499997,0.11577124485022182,2.0,25.0,18.6964788172,26.0,18.8602040818,,,,,,,,
14,nac_ntrc__wt_cytd,18.31945919555,0.2270123114653762,2.0,27.0,18.1589372507,28.0,18.4799811404,,,,,,,,
15,nac_ntrc__wt_gln,22.5458133183,0.227572974098728,2.0,29.0,22.7067317115,30.0,22.3848949251,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-5.514659639,0.47712954885521464,2.0,31.0,-5.1772780995,32.0,-5.8520411785,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-5.2538912709000005,0.32386427339265417,2.0,33.0,-5.4828978948,34.0,-5.024884647,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-5.8567177561,0.6455194237199374,2.0,35.0,-6.313168918,36.0,-5.4002665942,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-2.8798981170999998,0.15762362257786874,2.0,37.0,-2.7684413847,38.0,-2.9913548495,,,,,,,,
