,A,CpxR
SRX4705225,-2.5483236134,-0.1538052907
SRX4705226,-2.5529916195,-0.18493456090000002
SRX4705227,-2.329410179,-0.18630295970000002
SRX4705228,-2.6881450908,0.3670534203
SRX4705229,-2.7548917259,0.3920862734
SRX4705230,-2.6944725773,0.3835933978
SRX4705231,-0.5254863244,0.11542331600000001
SRX4705232,0.1470274727,0.0844924779
SRX4705233,1.5032861485,1.0897858248
SRX4705234,4.0702293339,1.2371729595
SRX4705235,2.9346701337,1.0646058979
SRX4705236,3.3306878858,1.0078764544
SRX4705237,3.0624871664,0.9463870165
SRX4705238,2.7970756474,1.0722413734
SRX2038319,1.2601474838,0.42934506310000004
SRX2038320,1.3166522905,0.349692112
SRX2038321,0.8423734704,0.2498593021
SRX2038322,1.391593019,-0.28456256900000004
SRX2038323,0.57535413,-0.6794094024
SRX2038324,0.7993613914000001,-0.9080935587000001
SRX2038325,1.0451051174,0.06443553
SRX2038326,1.8132237991,-0.1007906664
SRX2038327,0.5033683108,0.0972707941
SRX2038328,2.5284305966,0.2105139865
SRX2038329,1.7063866468,-0.0825145317
SRX2038330,-0.5017351297,-0.46108296270000004
SRX2038331,-0.6653133676,-0.2255620557
SRX2038332,0.8736451173,0.3351334701
SRX2038334,-1.5361882448,-0.42369144810000003
SRX2038335,1.3403939832,-0.4865265509
SRX2038336,0.32728126360000004,-0.5945639628
SRX2038337,1.71841474,-0.10043155120000001
SRX2038338,-0.2730410821,-0.267338644
SRX2038339,-0.3601377743,-0.1698473996
SRX2038340,0.6524062127,-0.504854488
SRX2038341,-0.1340111145,-0.3928416974
SRX2038342,-0.13557081740000002,-0.3014839036
SRX2038343,-0.2812539536,-0.5503437983
SRX2038344,-0.2185684656,-0.9198102947000001
SRX2038345,-0.6990671779000001,-0.718766828
SRX2038346,-0.0022376008,-0.5556702269
SRX2038347,0.47075338590000004,-0.6087219654
SRX2038348,0.6038043181,-0.368221721
SRX2038349,-1.7007174744,-0.40167385310000003
SRX2038350,-1.5657946318,-0.3170440785
SRX2038351,-1.2163804184,-0.7864090192000001
SRX2038352,-0.1343122256,-0.44031152840000004
SRX2038353,-0.8612071457,-0.3318387024
SRX2038354,-1.1578075916000001,-0.5513330144
SRX2038355,-0.8802776143000001,-0.8250874175
SRX2038356,1.1421911217,-0.4833633171
SRX2038357,-0.9871064016000001,-0.1620064192
SRX2038358,-0.9306873588000001,-0.48958256440000003
SRX2038359,0.6616361718,-0.4065506169
SRX2038360,-0.5467514008000001,-0.532395069
SRX2038361,-0.4102001236,-0.2328720968
SRX2038362,-1.1647247166,-0.40044192710000004
SRX2038363,0.0379933638,-0.4818347753
SRX2038364,-0.3166477574,-0.2546157579
SRX2038365,-0.4581146092,-0.6566580883
SRX2038366,0.8467478473000001,-0.7421686731
SRX2038367,-0.9399697367000001,-0.6787338459000001
SRX2038368,-2.7343664277,-0.37284269740000003
SRX2038369,-3.0335985396,-0.42366776580000004
SRX2038370,-1.3976523354000001,-0.6914863225
SRX2038371,-0.47784978650000004,-0.7230838301
SRX2038372,-2.3694232286,-0.4130373771
SRX2038373,-1.0428062072,-0.509219433
SRX2038374,-0.9057894167,-0.8974718884
SRX2038375,0.7982094352,-0.4257217213
ERX530520,-0.13635051650000002,0.020335840600000002
ERX530521,-0.0797672406,-0.0184909293
ERX530522,-0.6282770144000001,-0.0492823468
ERX530523,-1.3912966272,-0.0604251336
ERX530524,0.13635051650000002,-0.020335840600000002
ERX530525,-0.293129291,0.0838556715
ERX530526,0.5540217554,0.046098688900000004
ERX530527,-0.9557416491,-0.1668641971
ERX3212443,2.6047789804,0.1545497002
ERX3212444,2.8183587784,0.0553338096
ERX3212445,2.4000342101,0.0788436764
ERX3212446,0.3191043901,0.0694455252
ERX3212447,0.2735407015,0.1154743923
ERX3212448,0.2813085345,0.0859990135
ERX3212449,0.07360585780000001,-0.0711654266
ERX3212450,-0.24457354480000001,-0.016146395
ERX3212451,0.170967687,0.0873118216
ERX3212452,0.2673465497,0.4685359932
ERX3212453,0.5194214562,0.6167929325
ERX3212454,-0.7975208810000001,0.5296781177000001
SRX7478973,-0.354841933,-0.1105050858
SRX7478974,2.3687307976,0.2694673586
SRX7478975,-2.0138888647,-0.1589622728
SRX7478976,-2.1332380711,-0.2038576902
SRX7478977,-0.4407032803,-0.028602246100000003
SRX7478978,-3.389216207,-0.2031477816
SRX7478979,-3.7556010939,-0.2184015159
SRX7478980,-3.4355456688,-0.1585762655
SRX7478981,-3.5555908928999997,-0.3233503708
SRX7478982,-2.2119850631,-0.023002259100000002
SRX7478983,-2.0783567644,-0.116712119
SRX7478984,-1.9153786973,-0.1368007856
ERX1521038,1.8594389218,-0.2702563025
ERX1521039,5.1152619588,0.3272404
ERX1521040,2.2648985819,-0.3281931207
ERX1521041,3.3032725053,-0.043753475
ERX1521042,-0.2071704628,-0.6003882434000001
ERX1521043,0.911640223,0.7022607658000001
ERX1521044,-0.127893969,-0.2739927064
ERX1521045,0.127893969,0.2739927064
SRX621182,3.6955060146000003,-0.5673553801
SRX621183,4.1093212903,-0.6060110909
SRX621184,11.6229456965,-0.5661964137000001
SRX621185,13.1860239447,-0.6157655464
SRX621188,5.7403158965,-1.4712032196
SRX621189,5.4506446326999995,-1.2549382491
SRX621190,-0.1965296409,0.2750056623
SRX621191,0.1965296409,-0.2750056623
SRX621192,5.0924745656,-1.3111142374
SRX621193,4.6212421715000005,-0.9998972656
SRX6489436,-2.6948254188,-0.7302739534
SRX6489437,-1.6164316645999999,-0.0082724754
SRX6489438,-2.1428969437,-0.6704213957
SRX6489439,1.3823047925,-0.0668475587
SRX6489440,1.8706224663,-0.2642575455
SRX6489441,-3.2529272587999998,0.3311051042
SRX6489442,2.4169398701,0.3120586175
SRX6489443,3.3885028785,0.2092973025
SRX6489444,-2.6518201025,0.5062252284000001
SRX6489445,1.0763440473,0.027854673400000002
SRX6489446,2.1344807772,-0.040923303800000005
SRX6489447,-2.344056084,0.516745506
SRX6489448,1.7389617846,1.4015121785
SRX6489449,2.8630342015,1.2272195015
SRX6489450,0.41021847450000004,1.6358587604000001
SRX6489451,0.9174607920000001,-0.2496081364
SRX6489452,1.5696315222,-0.43735545340000004
SRX6489453,-2.9850489507,0.1977786359
SRX6489454,0.9524801398,0.0423132393
SRX6489455,2.0159244861,-0.1612054251
SRX6489456,-2.6524574958000002,0.33599820890000004
SRX6489457,-1.6375943974,-0.41099985990000004
SRX6489458,-1.7470248628,-0.159389053
SRX6489459,-4.0511476446,0.1127834006
SRX6489460,0.2290493223,0.1994538541
SRX6489461,-1.2084523723,-0.010091235300000001
SRX6489462,-4.0726457346,0.024226954800000002
SRX6489463,1.7430132401,1.4035816425
SRX6489464,1.0361365203,1.3557573147
SRX6489465,-2.8439297296,1.4101645373
SRX6489466,-1.9793997303,-0.5530923867
SRX6489467,-4.7639985865,0.2206790538
SRX6489468,-4.775672384,0.0176952592
SRX6489469,-3.8767147587,0.2033751406
SRX6489470,-1.4121897773,-0.24692591460000002
SRX6489471,-5.210887265,0.06971141260000001
SRX6452027,9.2174919199,-0.0360408709
SRX6452029,-0.2603339545,-0.0481135783
SRX6452030,11.9233919654,0.1465458641
SRX6452031,-2.2410341674,-0.5274741966000001
SRX6452044,-2.7356611267,-0.7355926254
SRX6452045,-0.2960960086,-0.24600683380000002
SRX6452046,-1.1679630351,-0.5993404863
SRX6452047,11.4570529795,-0.0524247822
SRX6452048,0.2603339545,0.0481135783
SRX6452059,9.8997618302,-0.1272979299
SRX1828491,7.4121829256,0.9734180148
SRX1828492,7.4910906225,1.0697541
SRX1828493,1.9288753088,0.3214930523
SRX1828494,1.0793611564,0.6944767985
SRX1828495,1.1367234221,-0.2931592042
SRX1828496,1.3687790775,-0.2545739622
SRX1828497,5.7333107951,0.8670389489
SRX1828498,5.8996078436,0.7220544470000001
SRX1828499,1.0650850495,-0.0284659508
SRX1828500,0.6671458815,0.15986351540000002
SRX1828501,0.2950853845,0.265704047
SRX1828502,1.9395018016,0.2740989871
SRX1828503,0.4172499826,0.3412168364
SRX1828504,1.2244139642,0.0387867384
SRX1828505,1.3931536381,0.3705721886
SRX1828506,0.6544637838,0.4575733992
SRX1828507,-0.1766628969,-0.054632373000000005
SRX1828508,0.1766628969,0.054632373000000005
SRX3796953,-0.06950065750000001,-0.085190873
SRX3796954,0.06950065750000001,0.085190873
SRX3796955,-0.8140071957,0.3006862263
SRX3796956,-1.14166453,0.7901479353
SRX3796957,1.9923877915000001,-0.15816363320000001
SRX3796958,-0.5605634129,0.32689867570000003
SRX3796959,1.2497583844,0.09476369920000001
SRX3796960,1.3274165813,-0.005898263700000001
SRX3796961,-1.8030851991999999,-0.2019390416
SRX3796962,-0.6980235374,-0.0052967786000000005
SRX3796963,2.4834364956,-0.986366921
SRX3796964,1.9958593971,-0.7575218522
SRX3796965,-0.5770045994,-0.856349303
SRX3796966,-1.0465262277,-0.7713305594000001
SRX3796967,2.6553009889,-0.0469033016
SRX3796968,2.6704185106000002,0.1675404269
SRX3796969,-1.8312194712,-0.8535396727000001
SRX3796970,-2.9983296909,-0.5383057239
SRX3796971,2.5891229702,-0.21771291110000002
SRX3796972,2.4980177233,-0.1184068793
SRX3796973,-1.6949769379,-0.0313070653
SRX3796974,-0.9813653879,0.5722001046
SRX3796975,-0.0301086365,-0.23605733920000002
SRX3796976,0.0050296487,-0.267969358
SRX3796977,0.7414394183,0.2820147958
SRX3796978,0.1700143291,0.2295438757
SRX3796979,-0.6481762863,-0.09749744040000001
SRX3796980,-0.7429809998,0.09133600360000001
SRX3796981,0.258459312,-0.7018194301
SRX3796982,0.1682320391,-0.2577119422
SRX3796983,-0.0978314395,-0.9406597256
SRX3796984,0.20689508880000002,-0.8972891226
SRX3796985,2.3472860111,-0.0777353283
SRX3796986,1.7915760992,0.1520115666
SRX3796987,-3.6641616284,-0.9057200259
SRX3796988,-4.2036095174,-0.4203691717
SRX2568270,0.6327513766,-0.4410813813
SRX2568271,-0.42047800100000005,-0.5858555032
SRX2568272,1.6632189643,0.2517081583
SRX2568273,1.6628265195,0.26081836740000003
SRX2568274,2.8163170081,-0.3887162884
SRX2568275,-0.6327513766,0.4410813813
SRX2568276,-0.2788819011,-0.061213924
SRX2568277,-0.5455530405,0.114191992
SRX2568278,2.8936178538,-0.39486583210000004
SRX2568279,2.3381252358,-0.4947988354
SRX3421856,-0.0469834618,-0.0554142007
SRX3421857,0.0469834618,0.0554142007
SRX3421858,2.5081672711,-0.8126496476
SRX3421859,2.5016749034,-0.771580315
SRX3421860,-0.47207968310000004,0.2484932926
SRX3421861,-1.8134103548,0.3175826655
SRX3421868,-2.8555175843000002,-2.2048188817
SRX3421869,-1.8728848412999999,-1.5943856458
SRX2606337,1.1781449028,-0.10625784810000001
SRX2606338,2.0581350355,-0.026500168900000003
SRX2606339,1.6210446332,0.31436668170000004
SRX2606340,1.4399956194999999,0.7006189972
SRX2606341,8.0146979384,0.7567995786
SRX2606342,9.6443280221,1.5920108846
SRX2606343,0.9986024797,1.1676171258
SRX2606344,-1.0529192512,-1.4964580906
SRX2606345,-1.0224218516,-1.1928560562000001
SRX2606346,0.9367246632,0.0720831524
SRX2606347,-0.7873396717000001,0.0072061665000000006
SRX2606348,1.7810864591,0.1145913635
SRX2606349,1.6844079427,0.5718113268
SRX2606350,0.0890447052,0.7468876940000001
SRX2606351,9.6123513196,1.0707527447
SRX2606352,7.9363631034,1.6000786482
SRX2606353,0.572161287,0.0406040729
SRX2606354,-0.917180474,-1.5218186684
SRX2606355,-0.7017211835,-1.1609540846
SRX2606356,0.9641133779000001,0.5599899023
SRX2606357,-0.39080523110000004,0.09905168160000001
SRX2606358,1.1612974641,0.10087928410000001
SRX2606359,1.2881352397999999,0.6847298651
SRX2606360,-0.3463462755,0.7599028827000001
SRX2606361,4.3687296284,-0.0199653925
SRX2606362,11.7479088559,1.6571499298
SRX2606363,1.8470040929,0.5784731624
SRX2606364,-0.9474043266000001,-1.3819413729
SRX2606365,-0.7446455914,-1.3447560984
SRX2606366,0.6797396768,0.6910171244000001
SRX3648427,13.3591169381,1.1549884504
SRX3648428,12.4561153514,0.9866101913
SRX3648429,13.7690987183,1.0117627526
SRX3648430,2.9173293381,0.4497663946
SRX3648431,2.5951180869,0.4467504208
SRX3648432,1.9671023211,0.11271707
SRX3648433,4.4964685806,0.4737921758
SRX3648434,2.3556288423,0.0210948966
SRX3648435,3.0892808015,-0.4513013241
SRX3648436,-3.4801815412,-1.6776492069
SRX3648437,-5.0454107614,-1.5198417672
SRX3648438,-5.1189779962,-1.7353531479000002
SRX3648439,2.5294253962,0.2402987245
SRX3648440,-0.6691408978000001,-0.0294725261
SRX3648441,-0.3844501739,-0.59887558
SRX3648442,-2.4993807828,-1.7514268919
SRX3648443,-3.3913386744,-1.7538739876
SRX3648444,-3.5393567099,-1.9315618384
SRX3648445,5.6347671242,0.6240470746
SRX3648446,4.2095721647,0.2111709242
SRX3648447,5.2495454405,0.42616260440000003
SRX3648448,1.0742967944,0.3855869934
SRX3648449,0.6692396526000001,0.3276942318
SRX3648450,0.1766540487,0.24272764130000002
SRX3648451,-0.35704679770000003,0.0593095545
SRX3648452,-0.8482288152,-0.46814876660000004
SRX3648453,-0.7149148829,-0.5471696545
SRX3648454,-3.4251169046,-1.134089523
SRX3648455,-4.8972875380000005,-1.3182761478
SRX3648456,-4.5169170782,-1.3597313846
SRX3648457,12.6941105511,1.0233195814
SRX3648458,10.5885674929,0.7616030180000001
SRX3648459,9.5097360366,0.3752126847
SRX3648460,2.8509130047,0.0608675211
SRX3648461,-0.3593538539,-0.2023100566
SRX3648462,0.4958407106,-0.6573908451
SRX3648463,3.1460821289,0.3606497126
SRX3648464,-0.1636805732,-0.0359278247
SRX3648465,-0.0435876531,-0.3339386635
SRX3648466,1.3974788146,0.305279312
SRX3648467,-0.0086684203,-0.0046643435
SRX3648468,0.8217338063,-0.4208882539
SRX3648469,-1.4065264158000002,-0.2103101967
SRX3648470,-0.4422839577,-0.0869917573
SRX3648471,-0.681085915,-0.5091625391
SRX3648472,14.9233614776,-0.028137555600000003
SRX3648473,14.9810971617,0.30538185700000003
SRX3648475,3.0098457171,-0.11213618560000001
SRX3648476,0.0351852155,-0.3236260483
SRX3648477,0.9311673564,-0.793249916
SRX3648478,8.9172086525,1.0360119055
SRX3648479,5.1653454723,0.5992588387000001
SRX3648480,8.9502419499,0.857324246
SRX3648481,1.3438887854,0.177552794
SRX3648482,-1.5912204625,-0.0106702197
SRX3648483,-3.0647609062,-0.3408935949
SRX1429221,1.1596390951,-0.0094958209
SRX1429222,-0.8003256231,-0.2179940514
SRX1429223,-0.359313472,0.2274898723
SRX1429224,0.0509699543,-0.055858571100000004
SRX1429225,0.5829539977,-0.2471362725
SRX1429226,0.7204784761,-0.1516428652
SRX1429227,1.6500258905,-0.1380663601
SRX1429228,-0.44169336670000003,-0.1124474607
SRX1429229,1.0930245379,-0.2060346127
SRX1429230,1.0024600234,0.12838920040000001
SRX1429231,-0.6379126270000001,0.0170810394
SRX1429232,1.3509457746,0.16437697140000002
SRX1429233,2.2203645434,0.41791736500000004
SRX1429234,2.3683249014,0.4196722201
SRX1429235,1.7546845607,0.2495682033
SRX1429236,2.865724706,0.3126764515
SRX1429237,3.7740556128,0.7061330464000001
SRX1429238,3.1135534505,0.7281858257
SRX1429239,3.5033030403,0.6392296042
SRX1429240,4.1236176974,0.7768638234
SRX1429241,2.7214763214,0.5623307459
SRX1429242,5.5050053019,0.9186920074
SRX1429243,4.8723373978,0.7362360591
SRX1429244,4.4992155835,0.6658441113
ERX2339161,0.0083782771,-0.2623568314
ERX2339162,-0.0083782771,0.2623568314
ERX2339163,-2.0513206044,-1.7908034525
ERX2339164,-2.3612093776,-1.3749364752
ERX2339165,-0.0076468958,2.3778217705999998
ERX2339166,-2.7365779079,-0.32749264580000004
ERX2339167,0.3191744845,-1.4110568948
ERX2339168,1.1363325361,-0.20861218850000002
ERX2339169,0.4464647687,0.2876644212
ERX2339170,-2.1698609991,-1.7796899076
ERX2339171,-2.8627802983,-1.5788387114
SRX7656012,-0.10402939530000001,0.2509926245
SRX7656013,0.9172623345,0.021007925400000002
SRX7656014,0.1563903267,-0.0776117363
SRX7656015,-0.27266279190000003,0.1891060031
SRX7656016,1.619088964,-0.058857650500000004
SRX7656017,2.6095691352,0.0161159136
SRX7656018,2.3760497356,-0.0798196958
SRX7656019,0.1662983044,0.0552353809
SRX7656020,3.7089350922,-0.0617836826
SRX7656021,1.2642826738,0.22336080490000002
SRX7656022,0.5429847468,0.2682369562
SRX7656023,3.4637434377,0.2770594018
SRX7656024,-1.6282804965,-0.0577645236
SRX7656025,0.259776604,-0.07870764570000001
SRX7656026,-1.7264354747000001,0.0269747595
SRX7656027,-0.7080412683,0.0506895232
SRX7656028,-1.2039093644,0.1337780013
SRX7656029,-0.5869057066000001,0.21004856300000002
SRX7656030,0.3997975353,-0.009751495
SRX7656031,0.3745916394,0.12305727200000001
SRX7656032,0.8706115767,0.0459022003
SRX7656033,-0.1868146518,0.2517618314
SRX7656034,0.28238218460000003,0.18439425780000002
SRX7656035,-0.2456134278,0.0468653356
SRX7656036,-0.6278814407000001,-0.0806890861
SRX7656037,-0.5189063387,0.028028073100000002
SRX7656038,-0.5983367045,0.14315877
SRX7656039,0.49400453320000004,-0.0202679776
SRX7656040,0.0593336241,-0.0344510221
SRX7656041,-0.5533381574,0.0547189997
SRX7656042,-1.2705342239,0.2861318282
SRX7656043,-0.5782809693000001,0.3508936093
SRX7656044,-0.3573659039,0.3365121206
SRX7656045,-0.49799987570000004,0.3140230665
SRX7656046,-0.45268331040000004,0.2544657605
SRX7656047,-0.0731557474,0.3033542863
SRX7656048,-0.1480950519,0.2299485843
SRX7656049,-0.7263545996,0.17895556840000001
SRX7656050,-1.0311888121,0.348371397
SRX7656051,-2.3242444674,0.11923674000000001
SRX7656052,-1.4145515795999999,-0.0394669735
SRX7656053,-2.6400811363,0.004119916
SRX7656054,-0.020970117,0.0132184207
SRX7656055,-0.4982801435,-0.030548802700000002
SRX7656056,-0.7299340324,-0.0764494721
SRX7656057,0.23834153930000002,-0.1578173227
SRX7656058,0.4109506256,-0.037986756
SRX7656059,-0.33496950610000004,0.0066445532
SRX7656060,-0.5392988415000001,-0.12487552160000001
SRX7656061,-0.09807384420000001,0.0924754684
SRX7656062,-0.5218027451,-0.1109547526
SRX7656063,-1.4377250168,-0.3531246905
SRX7656064,-1.095864266,-0.2784321115
SRX7656065,-1.5228436672,-0.16735095830000002
SRX7656066,-1.0730520241,0.0167845657
SRX7656067,-0.8056350237000001,0.054004257300000004
SRX7656068,-0.11867185150000001,-0.0699977585
SRX7656069,-0.2501720618,0.0583563343
SRX7656070,-0.2976752177,-0.0434095517
SRX7656071,-0.9958052722,-0.048146842
SRX7656072,-1.5811495429,-0.018541802200000002
SRX7656073,-1.0102537865,0.1235540838
SRX7656074,-1.5243523556,0.0651089456
SRX7656075,-1.3333130623,-0.41744649640000003
SRX7656076,-2.0362762745,-0.403501113
SRX7656077,-1.4415252627,-0.33106125740000003
SRX7656078,3.3358905426,0.2930290645
SRX7656079,2.9157044651,0.4333633329
SRX7656080,2.1217234228,0.2474938083
SRX7656081,3.1302240048,0.2532359246
SRX7656082,2.9191375245,0.1221697615
SRX7656083,3.1281628905,0.2819060152
SRX7656084,3.3961907624,0.3208234544
SRX7656085,3.1350178231,0.1894442928
SRX7656086,1.3383994636,0.22499267950000001
SRX7656087,0.3446591423,-0.0244287358
SRX7656088,0.9875856862000001,-0.3141428743
SRX7656089,0.5055646197,-0.06603580790000001
SRX7656090,0.6522370369,0.0119340617
SRX7656091,0.2133077516,0.0408055141
SRX7656092,0.9178540540000001,-0.037203106
SRX7656093,0.22200161340000002,0.14256862550000002
SRX7656094,-0.1582635862,0.12380330910000001
SRX7656095,-0.0194750944,0.11416146370000001
SRX7656096,-0.2557809489,0.23262484100000003
SRX7656097,-0.6264397592000001,-0.0219620576
SRX7656098,-0.6675582245,0.1614484475
SRX7656099,-1.1334302222,-0.2364382355
SRX7656100,-1.2375061453,-0.1423702668
SRX7656101,-1.4816205282000001,-0.1634562651
SRX7656102,0.5604121904,-0.014110153700000001
SRX7656103,0.1320192986,0.12268127050000001
SRX7656104,0.6174305637,-0.0052149305
SRX7656105,-1.1001158576,-0.27812726320000003
SRX7656106,-1.6935108039,-0.2338669506
SRX7656107,-1.474747464,-0.47698047050000003
SRX7656108,3.8699204763,-0.30114314670000003
SRX7656109,3.9624666733,-0.21622304450000002
SRX7656110,2.8100703241,-0.1830535108
SRX7656111,5.4033251338,-0.4813839992
SRX7656112,4.8842058085,-0.4213635195
SRX7656113,4.9296956385,-0.5806053135
SRX7656114,3.115993607,-0.1049615713
SRX7656115,4.6510246964,-0.2751524749
SRX7656116,2.3295434094,-0.25850524350000004
SRX7656117,0.17591356190000002,-0.4526876353
SRX7656118,2.1073712527,-0.12369815690000001
SRX7656119,2.2966235375,-0.21202969670000002
SRX7656120,0.84597159,0.1391818165
SRX7656121,0.9238814041000001,-0.0639225928
SRX7656122,1.2564000499999999,0.0697663239
SRX7656123,0.139883316,-0.0465531633
SRX7656124,0.5706183442,0.0190727985
SRX7656125,0.6238392394,0.1516056878
SRX7656126,0.13255185290000002,0.1005279486
SRX7656127,0.7628747473,0.11899765720000001
SRX7656128,-0.3280660406,0.14767448190000002
SRX7656129,0.11953289610000001,-0.1150861504
SRX7656130,-0.2588762217,-0.2665517542
SRX7656131,0.6092756323,-0.42588176800000005
SRX7656132,-0.6247063899,-0.2747300298
SRX7656133,-0.5706589379,-0.2510203231
SRX7656134,-0.6482476231000001,-0.2968256698
SRX7656135,-0.5473129707000001,-0.0269963283
SRX7656136,-0.0075477401,-0.0235963058
SRX7656137,-0.052304789000000004,0.0165516054
SRX7656138,-0.35739457350000003,-0.0304030759
SRX7656139,0.3918582886,-0.0740950018
SRX7656140,0.4222349852,-0.19661251370000002
SRX7656141,-0.44286571890000004,0.1853049702
SRX7656142,-0.7721146988,0.1400148331
SRX7656143,-0.2861635983,-0.0510896458
SRX7656144,0.6059816697,-0.27868733560000003
SRX7656145,0.1756399249,-0.1656410395
SRX7656146,0.5823385021,-0.3324034878
SRX5388319,-0.0936964899,-0.1730375139
SRX5388320,0.1442808831,-0.20340653700000003
SRX5388321,-0.0505843932,0.37644405080000004
SRX5388322,0.7062316438,-0.235523419
SRX5388323,0.8032352642,0.2769858745
SRX5388324,0.4802368052,0.6016827565
SRX5388325,0.2551846134,-0.273738474
SRX5388326,0.044891444600000004,0.3172052365
SRX5388327,0.4927311569,0.6103014231
SRX8708326,10.9832923028,-0.287963071
SRX8708328,1.0823700145,-1.3464550153000001
SRX8708335,0.1748885627,0.21689737580000001
SRX8708336,-0.6370433987,0.5812559044
SRX8708337,-0.6202151785000001,0.5483017351
SRX8708338,5.8380885632,0.5877636955000001
SRX8708339,6.2379198287,0.6188157392
SRX8708340,6.0700182908,0.7132215321
SRX8708365,4.4283376979,0.8138244361
SRX8708366,4.7023715827,0.9000947581000001
SRX8708368,4.7898839381,0.833051559
SRX8708369,-0.2026429439,0.3389198409
SRX8708370,0.5679147931,0.6184361814
SRX8708371,-0.4242108409,0.41399466090000003
SRX4166001,-0.884552462,-0.1415201627
SRX4166002,0.5005871543,-0.0071671948
SRX4166003,0.38396530770000004,0.1486873575
SRX4166004,1.0762149584,0.08319208980000001
SRX4166005,0.4478385091,0.3228055849
SRX4166006,1.7139832362,0.181779601
SRX4166007,3.5850392505,0.4970256725
SRX4166008,1.1237912385,0.2349562621
SRX4166009,2.3823596908,0.32557745200000004
SRX4166010,2.7092199319,-0.10706829150000001
SRX4166011,0.5531373729,-0.0019691942
SRX4166012,2.8890521688,-0.1175980029
SRX5000481,0.43369360160000003,-0.1348534868
SRX5000482,-0.2268029013,-0.0287215398
SRX5000483,1.1170166017,0.2126310429
SRX5000484,0.7307207492000001,-0.1047768649
SRX5000485,0.9187284141000001,0.0347489458
SRX5000486,1.1768654545000001,0.23003279210000002
SRX5000487,0.4136523232,-0.1974606964
SRX5000488,0.18200547290000002,-0.1627291303
SRX5000489,0.4760020259,-0.039899753
SRX5000490,0.5539882930000001,-0.0159636591
SRX5000491,0.5280315933,-0.1787613647
SRX5000492,1.1873218798,1.4294768494
SRX5000493,1.2510683022,1.2400581258
SRX5000494,1.2644427093,1.2873618237
SRX5000495,1.0110813433,1.4912675401
SRX5000496,1.2787871128,1.5377929716
SRX5000497,0.1060135236,0.06401862430000001
SRX5000498,-0.0672141228,-0.0549245478
SRX5000499,0.9620520054,1.2980342705
SRX5000500,-0.0387994008,-0.009094076500000001
SRX5000501,-0.1603944048,-0.2559520376
SRX5000502,0.36523155960000003,-0.39384880050000004
SRX5000503,0.2936842348,-0.3331579579
SRX5000504,-0.5517832526,-0.1315206731
SRX5000505,-0.5641127920000001,-0.1086332706
SRX5000506,-0.1751820208,-0.18029110680000002
SRX5000507,0.7930516872000001,-0.0080249297
SRX5000508,0.4821123398,-0.055697279
SRX5000509,-0.0884205391,-0.15564586660000002
SRX5000510,-0.0570689923,-0.3210653231
SRX5000511,0.28709692330000003,-0.3018128619
SRX5000512,-0.053067875,-0.3278982825
SRX5000513,0.2528236822,-0.23116548850000002
SRX5000514,-0.10969149710000001,-0.367299237
SRX5000515,0.34195673790000003,-0.2428153513
SRX5000516,-0.2136834246,-0.29034179860000003
SRX4124772,-0.5276154013000001,-0.34374438
SRX4124773,-0.3101736124,-0.23799523320000002
SRX4124774,-0.0232366747,-0.0466259818
SRX4124775,0.0232366747,0.0466259818
SRX5323946,0.8653090388,0.0227504236
SRX5323947,-0.8653090388,-0.0227504236
SRX5323948,2.3404292994,0.1937052901
SRX5323949,1.3164407276,0.1777448465
SRX5323950,1.0038353191,0.1447525507
SRX5323951,1.0545689646,0.1638951529
SRX5323952,0.907280556,0.057156976400000004
SRX5323953,0.1133542131,0.1705298794
SRX5323954,0.23646018640000002,0.26621517510000003
SRX5323955,0.49150383150000004,0.2259507932
DRX093856,-0.5004721169,0.1437116718
DRX093857,-0.0853053408,0.7389055753
DRX093858,0.7312446944000001,0.8028341209000001
DRX093859,1.3449414213,0.7882439178
DRX093860,0.072405,0.038514038
DRX093861,0.0869329184,-0.1738662508
DRX093862,0.1487897032,0.9246334297000001
DRX093863,1.2509726319,0.6333198047
DRX093864,1.391530096,0.7619889201000001
DRX093865,-0.38557154450000003,-0.0425945865
DRX093866,0.41353919850000004,0.030154579
DRX093867,1.1806944114,0.7002719820000001
DRX093868,1.4280614899000001,0.7126242151000001
DRX093869,1.2467933671,0.6372868053
DRX093870,0.3968493676,0.0374280794
SRX6366242,-1.8828974215,0.717327939
SRX6366243,-1.759807037,0.32563080110000003
SRX6366244,-0.009357957,0.5151128172
SRX6366245,-1.8492167295000002,0.4294303598
SRX6366246,-1.148241657,0.5092063624000001
SRX6366247,-0.1723417796,0.0022622435
SRX6366248,-1.3315212241,0.12098062
SRX6366249,-0.9784956738,0.11308617030000001
SRX6366250,-2.2848011146,0.5663568732
SRX6366251,-2.3061180903,0.3465683472
SRX6366252,0.0759377933,-0.1951549207
SRX6366253,-0.0759377933,0.1951549207
SRX254739,1.1297625624,-0.42864875610000003
SRX254740,0.8337426928,-0.5118606595
SRX254741,1.2603132419,-0.5769585448
SRX254742,0.7012304038,-0.6239350127000001
SRX254743,0.4492394832,-0.5690728834000001
SRX254744,0.7914339939,-0.601988772
SRX254745,-0.36890773390000003,-0.7894902877000001
SRX254746,-0.34257879020000004,-1.0214879791
SRX254747,0.4040452847,-0.9175960660000001
SRX254748,0.1002943152,-0.37501931780000003
SRX254749,-0.7448723284000001,-0.6803453221
SRX254750,0.4404434947,-0.6777660804
SRX254751,0.8186465887000001,-0.2871004375
