,A,Fis,Crp,RpoS,ihfB
quinone__menFubiC_ale2__2,-4.3133620405,-0.62426598,0.587592463,-0.666881703,0.596736845
quinone__menFubiC_ale3__1,-2.9101300720000003,0.14885626700000001,0.10847917900000001,0.230084175,-0.15358316500000002
quinone__menFubiC_ale3__2,-2.53876428,0.077107833,0.14360144,0.23440550300000002,-0.036589665
quinone__menFubiC_ale4__1,0.4705690577,-1.046684625,1.042582673,1.010209612,0.775029505
quinone__menFubiC_ale4__2,0.4634853546,-1.061123279,1.027989663,0.9647885620000001,0.8413603550000001
oxyR__wt_glc__1,-1.020517908,1.008042233,0.09382866100000001,0.378515502,-0.48556983000000004
oxyR__wt_glc__2,-0.3887507303,0.869858153,0.13043923,0.446818512,-0.46299467600000005
oxyR__wt_h2o2__1,-1.046614929,0.913504893,0.057576022000000004,0.523289032,-0.5230424
oxyR__wt_h2o2__2,-0.8906430523000001,0.616684833,0.46187418300000005,1.140273702,0.050135135000000004
oxyR__glu_ale4__1,-3.9441361814,0.474343952,0.7723290730000001,1.471336792,0.5308955750000001
oxyR__glu_ale4__2,-2.2965479397,0.733082353,0.495795953,0.989478182,0.239963105
oxyR__glu_ale4_h2o2__1,-3.6413489685,0.524785193,0.621328373,1.105704232,0.321393215
oxyR__glu_ale4_h2o2__2,-3.7141371085,0.218363469,0.486348433,1.308540662,0.175331545
oxyR__oxyR_ale17__1,-4.0076913097,-0.21022535,0.13801763,0.864667662,-0.012998075000000001
oxyR__oxyR_ale17__2,-4.6849636578,-0.328531883,0.15520324300000002,1.044993532,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,-3.5872970516000002,0.136944699,0.211227453,0.8066634020000001,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,-2.4863083603,0.21885896400000002,0.156206473,0.7939193720000001,-0.10849309500000001
oxyR__oxyR_ale18__1,-1.1825626211,1.037321973,-0.23326590800000002,-0.18988374400000002,-0.712682895
oxyR__oxyR_ale18__2,-1.3390897411,1.046110623,-0.08594182800000001,-0.012120128,-0.45515782
oxyR__oxyR_ale18_h2o2__1,-4.6134092962,0.116352668,0.027939159,0.380774492,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,-4.175844697,-0.026201397,0.095125363,0.425706862,-0.057134725000000004
oxyR__oxyR_ale19__1,-1.3327123765,1.189862043,-0.186683067,-0.28424791600000004,-0.6934130190000001
oxyR__oxyR_ale19__2,-2.2130938572,1.046570473,-0.08065952300000001,-0.020286427000000003,-0.61577951
oxyR__oxyR_ale19_h2o2__1,-1.1493720563,1.036456733,-0.32169368600000003,-0.353377109,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,-0.4890211071,0.975658863,-0.22926116100000002,-0.353964906,-0.70593072
oxyR__oxyR_ale20__1,-3.9780775219,-0.058915348000000006,-0.29073972200000003,0.292686165,-0.6174351720000001
oxyR__oxyR_ale20__2,-3.8883769416,-0.029860925000000003,-0.328630297,0.284491559,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,-4.0938087566,0.150638443,-0.103214605,0.461398122,-0.553778804
oxyR__oxyR_ale20_h2o2__2,-4.2707729677,0.071561994,-0.05797147800000001,0.5234612820000001,-0.39342944500000004
svns_pgi__BmePgi24_15__1,-0.08972475440000001,0.8566230530000001,0.20789728300000002,1.136906472,-0.242068375
svns_pgi__BmePgi24_15__2,0.2619082117,0.7949840930000001,0.288214413,1.106938532,-0.145811075
svns_pgi__BmePgi24_26__1,1.1503728651,0.9098056830000001,0.16856253300000001,0.8895994620000001,-0.22252184500000002
svns_pgi__BmePgi24_26__2,0.9590183967,1.020238573,0.144982372,1.002864882,-0.290125915
svns_pgi__BmePgi24_41__1,-0.5722208158000001,0.408983164,0.495849313,1.666172602,0.818727175
svns_pgi__BmePgi24_41__2,0.1026257688,0.7854916930000001,0.08223337900000001,0.761387542,-0.43698767
svns_pgi__BmePgi24_52__1,0.2605665904,0.8188250130000001,0.260077643,1.073754122,-0.23280757500000002
svns_pgi__BmePgi24_52__2,1.3533159861000001,0.850229483,0.110092349,0.9053895820000001,-0.44035611500000005
svns_pgi__PaePgi2_34__1,1.5072707592999999,0.257376687,0.946417433,1.278137802,0.48633563500000004
svns_pgi__PaePgi2_34__2,1.1530844,0.317308755,0.980365153,1.205160902,0.469224085
svns_pgi__PaePgi2_63__1,1.5633154347,-0.018749232,0.9986914830000001,1.469231752,0.310422755
svns_pgi__PaePgi2_63__2,1.4045258173000001,-0.041486231000000005,0.9749593430000001,1.445767052,0.406436905
svns_pgi__PaePgi24_54__1,0.5558963598000001,0.44470543,0.830338573,0.914250742,0.107600365
svns_pgi__PaePgi24_54__2,0.1627822854,0.43804132300000004,0.926503413,0.839892022,0.14424013500000002
svns_pgi__PaePgi24_90__1,0.1086069065,0.48623346500000003,0.8096897230000001,0.6100121420000001,0.21443858500000001
svns_pgi__PaePgi24_90__2,0.0636931532,0.624318373,0.9991721830000001,0.7799764520000001,0.256181475
abx_media__m9_ctrl__1,-1.4635718998,-0.110975184,-0.219087253,0.780609612,-0.7748466310000001
abx_media__m9_ctrl__2,-2.1007417518000002,0.12504452300000002,0.06872793,0.949769912,-0.64266658
abx_media__rpmi_ctrl__1,-4.2942471988,1.660646693,0.181883243,-2.40001744,-1.939577305
abx_media__rpmi_ctrl__2,-4.2163913145,1.569078573,0.46045822300000006,-1.6442175950000002,-2.241790295
abx_media__camhb_ctrl__1,-5.023084447,1.9071262230000001,-1.466715649,-2.412374072,-1.209246395
abx_media__camhb_ctrl__2,-5.3443207078,1.751255813,-1.564214307,-2.437496206,-1.408883126
abx_media__m9_mero__1,-2.3101529227,0.068560206,0.10006032100000001,0.113079119,-0.692410551
abx_media__m9_mero__2,-1.0131588569,0.126381815,-0.24440689100000001,0.5862508120000001,-0.760633267
abx_media__rpmi_mero__1,-3.1642738227000002,1.279271183,-0.15585906600000002,-2.431478613,-2.122024952
abx_media__rpmi_mero__2,-3.203400875,1.580369343,0.12222331400000001,-2.200063945,-1.985576121
abx_media__camhb_mero__1,-4.562917688,1.587596363,-2.568928611,-2.479313904,-1.809309373
abx_media__camhb_mero__2,-5.3022624836,1.588643803,-2.37205329,-2.4048321599999998,-1.769452582
abx_media__m9_trisulf__1,-0.2070497628,-0.032365693,-0.13952741600000002,0.9038694920000001,-0.654139134
abx_media__m9_trisulf__2,-0.3865428187,0.224967291,-0.121563182,1.065425372,-0.673502463
abx_media__rpmi_trisulf__1,-5.4095264522,1.520727603,-1.138543574,-0.970301579,-1.495545031
abx_media__rpmi_trisulf__2,-5.2125366799,1.502625933,-1.125744815,-0.922598691,-1.3725593790000001
abx_media__camhb_trisulf__1,-4.7402515159,1.520355993,-0.616348749,-1.479011908,-1.642703878
abx_media__camhb_trisulf__2,-5.0640852959,1.4155661830000001,-0.651084973,-1.453408986,-1.608883975
abx_media__m9_cef__1,-0.9545565933000001,0.46159249,-0.424559634,0.855176342,-0.7174840370000001
abx_media__m9_cef__2,-1.476632789,0.6555212930000001,-0.35219075800000005,0.6537064220000001,-0.795013022
abx_media__rpmi_cef__1,-5.6733701606,1.080170473,0.17718560300000002,-1.312759304,-2.385835026
abx_media__rpmi_cef__2,-6.0611926397,1.055675403,0.253641923,-1.226735445,-2.377511802
abx_media__camhb_cef__1,-5.575523544,1.578386303,-0.8382274850000001,-1.396097704,-1.499025855
abx_media__camhb_cef__2,-5.5663188129,1.6467797430000002,-0.903455694,-1.393840567,-1.429627373
abx_media__m9_cipro__1,-0.8551409199000001,0.014654271000000002,-0.296102011,0.6878804820000001,-0.797538743
abx_media__m9_cipro__2,-0.47790945700000004,-0.052372151000000006,-0.23094071100000002,0.7698332320000001,-0.715373115
abx_media__rpmi_cipro__1,-5.4390626769,1.190109813,-0.708797459,-1.842582587,-1.969755932
abx_media__rpmi_cipro__2,-4.4493425967,1.108673243,-0.968107711,-1.756150681,-1.89297845
abx_media__camhb_cipro__1,-5.2397552663,1.514446123,-1.356589447,-1.8498726840000002,-1.285918855
abx_media__camhb_cipro__2,-4.9242275939,1.456631613,-1.123683673,-1.789965745,-1.320916752
hot_tale__42c_ale3_30c__1,-2.7760642532,1.032676373,0.062207968,-1.907963797,-0.311726125
hot_tale__42c_ale3_30c__2,-2.3177850576,1.010794233,0.01735881,-1.944972908,-0.313698215
hot_tale__42c_ale3_37c__1,-3.5712542161,0.9126266730000001,0.43556652300000004,-1.438491919,-0.356550505
hot_tale__42c_ale3_37c__2,-3.0112429542,0.829763903,0.40063680300000004,-1.5778546850000001,-0.286844505
hot_tale__42c_ale3_44c__1,-4.418076792,-1.265274609,0.37188534300000003,-0.44932950800000004,0.8838351350000001
hot_tale__42c_ale3_44c__2,-4.5149455420999995,-1.487063213,0.35534419300000003,-0.22272809400000002,0.915693485
hot_tale__hot_ale3_mid_30c__1,-2.3837983693,0.37418627600000004,0.739618883,-1.351382508,0.005993265
hot_tale__hot_ale3_mid_30c__2,-1.7731269904,0.201678769,0.562500333,-1.53105376,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,-2.4429752257,0.519294193,0.5847484430000001,-2.061404382,-0.501685806
hot_tale__hot_ale3_mid_37c__2,-2.1721503654,0.219288643,0.18943374300000002,-1.997902988,-0.528992617
hot_tale__hot_ale3_mid_44c__1,-5.3754816854,0.5281928530000001,-0.071245341,-0.378401614,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,-3.709743945,0.485925449,-0.002275453,-1.5208829650000002,0.23116971500000003
hot_tale__hot_ale3_30c__1,-1.0377562365,0.21072264500000001,0.515020333,-0.88529355,-0.45345180900000004
hot_tale__hot_ale3_30c__2,-1.8362548310000002,0.08194114300000001,0.5286701730000001,-0.702621626,-0.329073775
hot_tale__hot_ale3_37c__1,-0.8749806025,-0.009333,0.349377103,-1.400893626,-0.40363830500000003
hot_tale__hot_ale3_37c__2,-0.7162195115000001,-0.19452722500000003,0.396319383,-1.261976733,-0.277036345
hot_tale__hot_ale3_44c__1,-2.284738792,0.5157548630000001,0.286434483,-1.372628723,0.227503365
hot_tale__hot_ale3_44c__2,-2.549885985,0.08085197300000001,0.302318703,-1.5608087030000002,0.238396985
hot_tale__hot_ale4_30c__1,-4.134363108,0.855894463,-0.059878781000000006,-1.931304048,-0.546493917
hot_tale__hot_ale4_30c__2,-4.3136786272,0.842607733,0.027680622000000002,-1.859626883,-0.407269425
hot_tale__hot_ale4_37c__1,-4.2150967028,0.5912204630000001,-0.154360834,-1.888368872,-0.459973854
hot_tale__hot_ale4_37c__2,-3.3278740382,0.302125229,-0.04945323,-1.830199923,-0.44517688800000005
hot_tale__hot_ale4_44c__1,-4.1463647704,-0.28610262000000003,0.164713793,-1.3972837359999999,0.082785365
hot_tale__hot_ale4_44c__2,-4.0343858607,-0.056523724000000004,0.075804102,-1.338729662,0.259213805
hot_tale__hot_ale8_30c__1,-1.9753845073,0.799678913,-0.056768665,-1.9839582040000001,-0.9095089900000001
hot_tale__hot_ale8_30c__2,-3.0656441624,0.826481443,-0.10699186200000001,-1.9168988690000002,-0.7777570690000001
hot_tale__hot_ale8_37c__1,-2.8646582132000002,0.45952306,-0.007091699000000001,-1.9041362620000002,-0.727489724
hot_tale__hot_ale8_37c__2,-2.5892307624,0.42680426,-0.044047578000000004,-1.896623705,-0.703668932
hot_tale__hot_ale8_44c__1,-3.2674016746,-0.38799655600000005,0.07381628,-1.426807011,0.012718265000000001
hot_tale__hot_ale8_44c__2,-2.8892821033000002,-0.115694289,0.140506256,-1.401286403,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,-2.9687757937,0.989755503,0.119931675,-1.486259717,-0.049583385
hot_tale__hot_ale9_mid_30c__2,-2.8613289309,0.9308610030000001,0.10594186400000001,-1.602807011,0.135071655
hot_tale__hot_ale9_30c__1,-0.9523206027000001,0.684133733,0.057352916000000004,-1.7950013550000001,-0.592842238
hot_tale__hot_ale9_30c__2,-1.2766028899,0.683843453,0.174084083,-1.947474307,-0.58999575
hot_tale__hot_ale9_mid_37c__1,-3.0058145427,0.602518753,-0.07088768,-1.652567464,-0.367639655
hot_tale__hot_ale9_mid_37c__2,-3.3994190465000003,0.7505160230000001,0.028525377,-1.6748199380000002,-0.29849762500000004
hot_tale__hot_ale9_37c__1,-1.9797463696,0.432709952,0.032825572000000004,-1.497790775,-0.38001561500000003
hot_tale__hot_ale9_37c__2,-2.1563149102,0.453376347,0.037217243000000004,-1.530303604,-0.376293755
hot_tale__hot_ale9_mid_44c__1,-4.208653365,-0.062045193000000005,0.286125693,-1.164812891,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,-4.2664376512,-0.396389407,0.30561196300000004,-0.989517818,0.510890925
hot_tale__hot_ale9_44c__1,-2.6743784957,-0.34963567900000003,-0.027297961000000003,-0.86014164,0.24630422500000002
hot_tale__hot_ale9_44c__2,-2.5709236727,-0.13523410600000002,-0.086313521,-0.837791747,0.38751159500000004
hot_tale__hot_ale10_30c__1,-2.1293680909,0.451254863,0.23749544300000003,-1.386495954,-0.45869837300000005
hot_tale__hot_ale10_30c__2,-2.6973975793,0.533828113,0.42203483300000005,-1.402138782,-0.355403095
hot_tale__hot_ale10_37c__1,-2.6565969873,0.29872928,0.06875389400000001,-1.471664917,-0.447231433
hot_tale__hot_ale10_37c__2,-2.9985604419,0.306708546,0.12083432100000001,-1.549020217,-0.371389305
hot_tale__hot_ale10_44c__1,-2.5823228697,0.04957964,-0.035753444,-0.9616132070000001,0.178874645
hot_tale__hot_ale10_44c__2,-3.2537002662,-0.20847917600000002,0.110043497,-0.951745735,0.311857795
hot_tale__hot_ale16_30c__1,-3.0512682914,0.630715923,0.129309161,-1.531300938,-0.467012603
hot_tale__hot_ale16_30c__2,-3.3016010608,0.6985527330000001,0.251086443,-1.634359187,-0.372629985
hot_tale__hot_ale16_37c__1,-2.6575148205,0.31309343500000003,-0.022647861000000002,-1.565068318,-0.431921053
hot_tale__hot_ale16_37c__2,-3.0561761061,0.331032157,-0.007290675000000001,-1.614135088,-0.424432715
hot_tale__hot_ale16_44c__1,-3.0170014193,0.142388748,0.039920518,-1.248922181,0.140553845
hot_tale__hot_ale16_44c__2,-2.9692499073,0.22579321600000002,0.206041613,-1.155512192,0.24958026500000002
pdhr_ale__pdhR-13_51__1,-2.5868536498,0.041137864,0.426042593,0.545286652,0.670059155
pdhr_ale__pdhR-13_51__2,-3.333498723,0.25877903,0.345369843,0.418927092,0.584683415
pdhr_ale__pdhR-14_46__1,-1.7973110419,-0.383202111,0.413744223,1.5375000920000002,1.127235165
pdhr_ale__pdhR-14_46__2,-1.9152326158,-0.098661227,0.374689043,1.406942552,1.086679905
pdhr_ale__pdhR-15_51__1,-4.8955348793999995,0.31331580400000003,0.208151253,0.550614182,0.419866055
pdhr_ale__pdhR-15_51__2,-4.9306646921,0.18330173500000002,0.291227723,0.5427596720000001,0.633658665
pdhr_ale__pdhR-16_49__1,-4.8715925056,-0.390391295,0.35863981300000003,0.892385662,0.992749325
pdhr_ale__pdhR-16_49__2,-4.0844582965,-0.39202611200000004,0.29102474300000003,1.6646909220000001,0.978565255
tcs__del_atoC_LiAcet__1,-2.572935053,-0.664671027,0.372321163,0.14008757600000002,0.07488206500000001
tcs__del_atoC_LiAcet__2,-2.5461623024,-0.6059585270000001,0.554500683,0.317528992,0.076697995
tcs__del_atoC_LiCl__1,-2.2532391938,-0.856802754,0.729717593,0.572097892,0.35601839500000004
tcs__del_atoC_LiCl__2,-2.6243049043,-0.6334539220000001,0.8032040530000001,0.664503352,-0.003665175
tcs__del_atoC_m9__1,-2.5094920018,-0.845930668,0.699493633,0.45651683200000004,0.390416185
tcs__del_atoC_m9__2,-2.7238477347,-0.8777779950000001,0.8078232030000001,0.48580563200000004,0.45289707500000004
tcs__del_baeR_etoh__1,-2.3568222748,-4.580359271,0.7253874130000001,-0.366068699,-1.004696949
tcs__del_baeR_etoh__2,-2.4397695948,-4.616734858,0.8432000030000001,-0.18654836400000002,-1.039493529
tcs__del_baeR_lb__1,-1.4239731472,-2.970390382,0.45295403300000003,1.7351000920000001,0.560565675
tcs__del_baeR_lb__2,-1.8673459364,-3.21488313,0.513648663,1.686986762,0.6126008350000001
tcs__del_btsR_01xlb__1,7.4997357563,-0.873507802,-1.00432669,1.4074916320000002,0.9432713450000001
tcs__del_btsR_01xlb__2,7.77205758,-0.7332535210000001,-1.132510871,1.352980122,0.936693195
tcs__del_btsR_lb__1,-3.1962584528,-2.324817388,0.905930643,-0.6825328420000001,-0.685354248
tcs__del_btsR_lb__2,-3.4538096324,-2.016888119,0.882795573,-0.726716694,-0.7342108110000001
tcs__del_btsR_pyruvate__1,7.4195193519,-0.8411960460000001,-1.207481932,1.308905382,1.100573585
tcs__del_btsR_pyruvate__2,7.4033856831,-0.719839709,-1.260247428,1.2243911920000001,1.042834665
tcs__del_cpxR_etoh__1,-2.3381582646,-4.550710786,1.209290043,-1.103766331,-1.245766886
tcs__del_cpxR_etoh__2,-1.1506714036,-4.437634923,1.196778413,-1.097200214,-1.365107315
tcs__del_cpxR_lb__1,-3.7298389549,-3.864628881,0.560846033,1.589736432,0.496570985
tcs__del_cpxR_lb__2,-3.1089148692,-3.86796052,0.640789563,1.709398122,0.521179295
tcs__del_cusR_CuSO4__1,-5.9712183688,-2.7915488489999998,1.046254113,1.261222212,0.18434866500000002
tcs__del_cusR_CuSO4__2,-5.4390613489,-2.870571335,1.048489943,1.344198652,0.172252555
tcs__del_cusR_lb__1,-1.0935568688,-2.746438998,0.995224693,-0.045943153,-1.04493152
tcs__del_cusR_lb__2,-0.7148460141,-2.538323333,1.040602243,-0.080519901,-0.94008373
tcs__del_kdpE_01-kcl__1,-2.8185791745,-0.6584425610000001,0.088105161,2.143029202,1.188748505
tcs__del_kdpE_01-kcl__2,-3.2632721797,-0.708355884,0.12273579200000001,2.130364142,1.132852455
tcs__del_kdpE_115-kcl__1,-2.5721966469,-1.289083233,0.04519701,1.9626137520000002,0.315758295
tcs__del_kdpE_115-kcl__2,-2.081919508,-1.163286869,-0.003365355,1.923137492,0.327461795
tcs__del_phoB_m9__1,-0.2623679286,-1.076082735,0.731063943,1.017683462,0.34490785500000004
tcs__del_phoB_m9__2,-0.4469832896,-1.1293486480000001,0.757859213,0.9924556320000001,0.359382225
tcs__del_phoB_m9p__1,-0.9697780077,-1.559452026,-0.51730162,0.381978592,0.042946165
tcs__del_phoB_m9p__2,-0.6417889823,-1.527885144,-0.48681598000000004,0.378607332,0.148344995
tcs__del_rcsB_etoh__1,-0.2616923981,-4.521711251,0.858421713,0.602795022,-1.113655764
tcs__del_rcsB_etoh__2,0.2017519352,-4.323496289,0.9214160130000001,0.6368650020000001,-1.286862524
tcs__del_rcsB_lb__1,-3.5550330664,-3.438243162,0.6655188230000001,1.367672302,-0.130483775
tcs__del_rcsB_lb__2,-3.7796788591,-3.407779463,0.700550933,1.439483182,-0.11948199500000001
tcs__del_zraR_lb__1,3.6695215481,-1.422639233,0.536767573,0.325799862,-1.008928745
tcs__del_zraR_lb__2,3.4349291839,-0.9575911450000001,0.5696375730000001,0.39428292200000004,-1.091690486
tcs__del_zraR_zncl2__1,-2.0042278019,-1.733823329,0.833890483,1.110020682,-0.38165406500000004
tcs__del_zraR_zncl2__2,-2.188093657,-1.803808878,0.8158754130000001,1.140191742,-0.349034975
tcs__wt_01-kcl__1,-2.9693725067,-2.189852301,-0.04219238,1.650929632,1.455038345
tcs__wt_01-kcl__2,-3.0430068663,-1.6007646800000002,-0.041591509000000006,1.5050050220000002,1.366600795
tcs__wt_01xlb__1,7.9535050797,-1.2614741600000001,-1.18682151,1.405993702,1.232707105
tcs__wt_01xlb__2,7.8526851274,-1.270333648,-1.187464975,1.369863552,1.196058335
tcs__wt_115-kcl__1,-2.6037872886,-0.823189091,-0.09970663,1.9654553520000002,0.32144473500000004
tcs__wt_115-kcl__2,-2.5107894497,-1.024942058,-0.12142913200000001,1.955990402,0.254998695
tcs__wt_CuSO4__1,-0.6031912692,-2.3704511740000003,0.733850203,0.9521508320000001,-0.34763808500000004
tcs__wt_CuSO4__2,-0.5910435294,-2.476639334,0.730520613,1.044374912,-0.33729100500000003
tcs__wt_etoh__1,-2.2429570604,-3.892846311,0.575463063,1.2274404620000001,-0.748208975
tcs__wt_etoh__2,-2.1843129785,-3.841647178,0.539484413,1.175064452,-0.77338142
tcs__wt_lb__1,-4.0068646442,-3.636752627,0.9893765630000001,0.8492971020000001,0.7751741050000001
tcs__wt_lb__2,-3.5846653229000003,-3.366808622,1.092255943,0.8937301820000001,0.778722075
tcs__wt_LiAcet__1,-2.1359392691,-0.78492225,0.649175273,0.47077431200000003,0.017340905
tcs__wt_LiAcet__2,-1.6808241984999999,-1.12893876,0.406217943,0.35456234200000003,0.268100265
tcs__wt_LiCl__1,-1.6743352714,-1.095646671,0.574315623,0.548405402,0.29628289500000005
tcs__wt_LiCl__2,-1.7544737926,-1.208340721,0.6016396030000001,0.47028348200000003,0.39963469500000004
tcs__wt_m9p__1,-2.5453229124,-1.339070616,-0.395497808,0.09293588900000001,0.076579375
tcs__wt_m9p__2,-2.8483619683,-1.269670861,-0.420119436,0.06531996100000001,0.131004705
tcs__wt_pyr__1,8.7204167344,-1.494096999,-1.287916309,1.6245794120000001,1.210572895
tcs__wt_pyr__2,8.9850127653,-1.5594622980000001,-1.163147485,1.586807102,1.222105615
tcs__wt_zncl2__1,-0.8117198918,-1.236352531,0.665530193,0.5992908720000001,-0.7767742820000001
tcs__wt_zncl2__2,-1.0770162284,-1.234524521,0.6831118230000001,0.6067851120000001,-0.85283599
ros_tale__1_112_0pq__1,-2.3462192833,-0.39106625700000003,0.040594261,0.385690382,-0.8659966050000001
ros_tale__1_112_0pq__2,-2.3471241319000002,-0.397391804,0.219280403,0.395483542,-0.9510845130000001
ros_tale__1_112_250pq__1,-2.7345326213,-1.700164219,1.110700303,0.821033152,-0.892650067
ros_tale__1_112_250pq__2,-2.9555474989,-1.87256593,0.843117993,0.48740582200000004,-0.650211917
ros_tale__1_112_750pq__1,-3.1299919837,-1.9578167610000001,0.9049245530000001,0.6522788820000001,-0.449078336
ros_tale__1_112_750pq__2,-2.8775877302,-1.604475711,1.048487963,0.698912572,-0.756018851
ros_tale__1_112_750pq__3,-3.7491184866,-1.064855121,0.7018120830000001,0.6330313320000001,-0.9738206110000001
ros_tale__3_76_0pq__1,9.0936159037,-0.619576619,0.40668794300000005,1.730569362,0.609933425
ros_tale__3_76_0pq__2,9.3241425445,-0.64522156,0.36532405300000004,1.731126742,0.5490627650000001
ros_tale__3_76_0pq__3,9.539601834399999,-0.461002829,0.389190503,1.682178662,0.20033556500000002
ros_tale__3_76_0pq__4,9.269018363,-0.48543414100000004,0.43728822300000003,1.717740542,0.21333680500000002
ros_tale__3_76_250pq__1,0.5294571946000001,0.002357896,-0.610562742,1.524751262,-0.101637155
ros_tale__3_76_250pq__2,-0.2259624872,0.9959623930000001,-0.773419076,0.856116462,-0.49744366
ros_tale__3_76_750pq__1,0.7218136124,-0.6640191860000001,0.051653856000000005,0.655051432,-1.24988038
ros_tale__3_76_750pq__2,-0.5628564289,0.48546730200000004,-0.9425002680000001,0.485958512,-1.09819233
ros_tale__7_103_0pq__1,0.6123091318,-1.4551394260000001,0.7026568830000001,0.634709132,-0.10574536500000001
ros_tale__7_103_0pq__2,0.684540958,-1.7659308930000002,0.947477173,0.524656542,-0.101382835
ros_tale__7_103_0pq__3,0.8414312203000001,-1.555215781,0.7939082030000001,0.773720472,-0.140543905
ros_tale__7_103_0pq__4,0.5467680032000001,-1.948419993,1.056964733,0.6472917020000001,-0.151116715
ros_tale__7_103_250pq__1,-2.8318997947,-0.28273038100000003,-0.24247490100000002,0.605508142,-0.28454211500000004
ros_tale__7_103_250pq__2,-3.0812211507,-0.59570097,-0.20438087800000002,0.990139002,-0.218709975
ros_tale__7_103_750pq__1,-3.0642096756,-0.524472442,0.088597729,0.408591482,0.059289785000000005
ros_tale__7_103_750pq__2,-2.5817923805,-0.145865458,0.14973729300000002,0.5977885820000001,0.08908384500000001
ros_tale__9_77_0pq__1,-1.9473154912,0.705589043,-0.7757600000000001,1.730857472,-0.518450237
ros_tale__9_77_0pq__2,-1.7533860129,0.7775984330000001,-0.573824628,1.7069542819999999,-0.47543456700000003
ros_tale__9_77_250pq__1,-2.181770807,0.357807103,-0.910153037,1.784431142,-0.869744331
ros_tale__9_77_250pq__2,-2.1687311,-0.967038872,-0.9544832510000001,1.9958476520000001,-1.050985093
ros_tale__9_77_750pq__1,-2.5144788193,0.748687003,-0.588176502,1.542874952,-0.72520451
ros_tale__9_77_750pq__2,-2.8116195189,0.763736433,-0.8824148350000001,1.534533042,-0.7641835720000001
ros_tale__11_83_0pq__1,1.6796032781,-1.025819035,0.767703793,0.786947932,-1.0700173099999999
ros_tale__11_83_0pq__2,2.0044333434,-0.816353544,0.727341753,0.757394302,-1.103072573
ros_tale__11_83_250pq__1,1.3870873795,-1.026141811,0.616797033,0.8782502320000001,-1.148855377
ros_tale__11_83_250pq__2,1.696247416,-1.203094197,0.8796841830000001,0.9175091620000001,-0.9061221570000001
ros_tale__11_83_750pq__1,1.4316445814,-2.030618167,0.9722065830000001,1.404979642,-0.9090295740000001
ros_tale__11_83_750pq__2,1.4604303671,-1.825397699,1.096863553,1.211564372,-0.6581965830000001
ros_tale__13_87_0pq__1,-2.1496203631,-0.022733217,0.40261139300000004,-0.20712402400000002,-1.130481859
ros_tale__13_87_0pq__2,-1.5356206124,0.26424009,0.201186783,-0.193773294,-1.097951499
ros_tale__13_87_250pq__1,-2.9508848802000003,-0.259379678,0.613315693,0.08313350200000001,-0.7678107230000001
ros_tale__13_87_250pq__2,-2.7108161083,-0.386375952,0.806008833,0.21432803700000003,-0.501428296
ros_tale__13_87_750pq__1,-1.6262201594999999,-0.826000818,1.099164733,0.299810982,-0.539670415
ros_tale__13_87_750pq__2,-0.7605134241,-0.9245689260000001,1.124829123,0.283518739,-0.418458545
ros_tale__14_27_0pq__1,2.477642468,-0.16598346900000002,-0.037079376000000004,0.116283754,-0.859777644
ros_tale__14_27_0pq__2,3.0942959072,-0.167376192,-0.11367244900000001,0.15466231800000002,-0.8969574320000001
ros_tale__14_27_250pq__1,1.0474344921,-1.019402408,0.407816973,0.752842482,-0.7157152090000001
ros_tale__14_27_250pq__2,1.7569880827,-0.8759214550000001,0.321498873,0.7440650520000001,-0.827818583
ros_tale__14_27_750pq__1,-1.6255581833,-2.864287473,0.963881143,2.678412222,1.084884585
ros_tale__14_27_750pq__2,-2.4202245273000003,-2.817300316,1.226371643,2.670276142,1.110534925
ros_tale__16_28_250pq__1,-0.49390069270000003,0.06710132,0.654686623,0.021450516000000003,-0.322763075
ros_tale__16_28_250pq__2,-0.9698772722000001,0.096236155,0.625724853,0.12467335300000001,-0.293092475
ros_tale__16_32_0pq__1,0.6197756421,-1.9749570950000002,1.494979073,0.8053895320000001,0.34716982500000004
ros_tale__16_32_0pq__2,0.3526752765,-1.690103662,1.442336843,0.764711982,0.33392048500000004
ros_tale__16_32_0pq__3,0.8701402898,0.43274787000000003,0.607936503,-0.16620885100000002,-0.291864605
ros_tale__16_32_0pq__4,0.7607833492,0.420603628,0.622877623,-0.112423224,-0.29224345500000004
ros_tale__16_32_250pq__1,0.22289817,0.243415495,0.496195963,-0.14096666,-0.465235485
ros_tale__16_32_250pq__2,0.010527190700000001,0.180824218,0.602191523,-0.07097354800000001,-0.483834904
ros_tale__16_32_750pq__1,0.1633198895,-0.17107552,0.625901413,0.31248612200000003,-0.230275895
ros_tale__16_32_750pq__2,0.1413315124,-1.172690283,1.045357503,0.691914182,0.08051488500000001
ros_tale__17_104_0pq__1,-3.6208464889,-1.2421107,1.6003325529999999,0.379909192,0.414410155
