,PSPTO_2335
SRX1828913,-0.0808859797
SRX1828914,-0.42098484750000004
SRX1828915,0.2979880446
SRX1828916,-0.8100739138
SRX1828917,-0.2171020648
SRX1828918,-0.7303977457
SRX3983989,0.6470764713
SRX3983990,-0.3517547889
SRX3983993,-1.6954837759
SRX3983994,-1.8539017869
SRX3983995,0.4662578144
SRX3983996,-1.1335225247
SRX3983997,-1.6661583233
SRX3983998,0.2969381608
SRX3983999,0.0838268762
SRX3984000,0.3693727954
SRX3984001,-1.4995664327
SRX3984002,-1.5451467337
SRX3984003,-1.4981334579
SRX3984004,0.44850452550000003
SRX3984005,0.5612226610000001
SRX3984006,-1.1476666351
SRX3984007,-1.8070867045
SRX3984008,0.2563671293
SRX3984009,0.1369881159
SRX3984010,-1.6899302140999999
SRX3984011,0.43168313020000004
SRX3984012,0.19742920500000002
SRX3984013,0.0141386172
SRX3984014,0.4667851282
SRX3984015,-1.3627561448
SRX3984016,0.555572982
SRX3984017,-1.6491370671
SRX3984019,-0.2296129123
SRX3984020,-1.4480043588
SRX3984021,-1.5069873775
SRX3984022,-1.7729181457
SRX3984023,-0.0141285216
SRX3984024,0.4918994696
SRX3984025,0.23993393970000002
SRX3984026,0.44965847940000003
SRX3984027,0.4083986419
SRX3984028,0.3797643672
SRX3984029,0.3857866052
SRX3984031,-1.252609245
SRX3984032,-1.221765916
SRX3984034,0.0217052139
SRX3984035,-1.9408530615
SRX3984036,-1.3108205739
SRX3984037,-1.2580870715999999
SRX3984038,-1.5627314776999999
SRX3984039,-1.1568000168
SRX3984040,0.45154394550000004
SRX3984041,-1.5266987818
SRX3984042,-1.6051120710000002
SRX3984043,-1.7606987934
SRX3984045,0.031535468000000004
SRX3984046,0.1630731364
SRX3984047,-1.213728148
SRX3984048,-1.4046810541
SRX3984049,-1.5078745888
SRX3984050,-1.5661887933
SRX3984051,-1.608946928
SRX3984052,0.027312917000000003
SRX3984056,-1.5336817727
SRX3984057,-1.4947141508000001
SRX3984058,-1.8355614684
SRX3984059,0.3268217612
SRX3984061,0.2291682957
SRX3984062,0.3883876862
SRX3984063,0.1184367338
SRX3984064,0.2926850324
SRX3984065,0.4566856563
SRX3984066,0.3277380308
SRX3984067,0.1821950984
SRX3984068,0.3375309435
SRX3984069,-1.5842725872
SRX3984070,-1.4034729021
SRX3984071,-1.6411722769
SRX3984073,0.4999422613
SRX3984074,0.6159234288000001
SRX3984077,-0.0295105511
SRX3984078,-0.06414257870000001
SRX3984079,-0.6216999196
SRX3984080,-0.1706498286
SRX3984082,0.217471922
SRX3984084,-1.4302739408
SRX6997963,0.3303765412
SRX6997964,0.3908369909
SRX6997965,0.0298531249
SRX6997967,-0.3177754405
SRX6997968,-0.07514881350000001
SRX6997969,0.1458752834
SRX6997971,-0.012601100700000001
SRX6997972,-0.1559519268
SRX6997973,0.0937105379
SRX3159100,0.035655039900000005
SRX3159101,-0.07402086150000001
SRX3159102,0.2388084151
SRX3159103,-0.20044259350000002
SRX3159000,-0.42058719910000003
SRX3159001,-0.4267849117
SRX3159002,0.4274308734
SRX3159003,-0.38231469840000004
SRX3159004,-0.4958650637
SRX3159005,-0.760007431
SRX3159006,0.3387377706
SRX3159007,-1.010400323
SRX3159008,-0.577562177
SRX3159009,-0.2065338392
SRX3159010,-0.47472863800000004
SRX3159012,-0.6246095601
SRX3159013,-0.041795722800000004
SRX3159014,-0.6872091541
SRX3159015,-0.5697468347
SRX3159016,-0.7594121447000001
SRX3159017,-0.1206397461
SRX3159018,-0.38000519580000003
SRX3159019,-0.0272953693
SRX3159020,0.09475078890000001
SRX3159021,0.0772389928
SRX3159022,0.4323995195
SRX3159023,-0.5114842476
SRX3159024,-0.7542440983
SRX3159025,-1.331837431
SRX3159026,0.0993221667
SRX3159027,-0.186389262
SRX3159028,-0.0375600825
SRX3159029,-0.2986359791
SRX3159030,-0.18018609700000002
SRX3159034,-0.9568635994
SRX3159036,0.5526496638
SRX3159037,-0.5892302502
SRX3159041,-0.3775836006
SRX3159042,0.22448280510000002
SRX3159043,-0.1618896535
SRX3159045,0.4222434613
SRX3159047,0.0539111101
SRX3159048,-0.2205749232
SRX3159049,0.1338849128
SRX3159050,-0.5428642992
SRX3159051,0.1283498769
SRX3159052,0.17795947210000002
SRX3159053,0.3318505717
SRX3159054,0.3268681196
SRX3159055,-0.2498940816
SRX3159056,-0.1212935889
SRX3159057,-1.4191994988
SRX3159058,0.0022320720000000003
SRX3159060,-0.0555085752
SRX3159061,0.2888449906
SRX3159062,0.3838668441
SRX3159063,0.2790028955
SRX3159066,0.7906987998
SRX3159069,-0.0900466248
SRX3159070,-0.37232256890000004
SRX3159071,0.2834776066
SRX3159073,0.2817348301
SRX3159074,0.5624299712
SRX3159075,-0.2405521445
SRX3159076,-0.4581260784
SRX3159080,-0.13267171120000001
SRX3159082,0.5694621354
SRX3159083,0.21859150600000002
SRX3159086,-0.4851284058
SRX3159087,-0.189065061
SRX3159088,0.8482116186
SRX3159089,-1.1640264757
SRX3159090,0.1038399317
SRX3159091,-0.5060922108
SRX3159092,-0.2653529694
SRX3159093,0.2907217724
SRX3159094,-0.1711588859
SRX3159095,-0.3512878304
SRX3159096,0.1929946324
SRX3159097,-0.28572669100000003
SRX3159098,0.7116401836
SRX3159099,-0.7999132457
SRX3158988,0.3483690853
SRX3158989,-0.6287043753
SRX3158990,0.9594223415
SRX3158991,0.8407477212000001
SRX3158992,-0.37579246320000004
SRX3158996,0.027423377800000003
SRX3644656,-0.19910982130000002
SRX3644657,-0.0327525046
SRX3644658,0.2318623259
SRX3644659,-0.1499977347
SRX3644660,-0.0487758618
SRX3644661,-0.0931671823
SRX3644662,-0.7182057953000001
SRX3644663,-0.5262991575
SRX3644664,-0.4317378523
SRX3644665,-0.2765166505
SRX3644666,0.1521416016
SRX3644667,0.0598132914
SRX3644668,-0.8418830047
SRX3644669,-0.597177445
SRX3644670,-0.6456012965
SRX3644671,-0.2942474556
SRX3644672,-0.1197289854
SRX3644673,-0.5876514847000001
