,A,Cra
SRX4705226,-5.7141455731,-0.8214510339000001
SRX4705227,-5.5462854315,-0.7360847575
SRX4705228,-4.2555733082,0.3966041554
SRX4705229,-3.3405788617,0.3910926074
SRX4705230,-4.2026610427,-0.035026353
SRX4705231,-4.9445022732,-0.2532313176
SRX4705232,-5.3083924344,-0.8358621076
SRX4705233,-3.4908767456,0.1310562172
SRX4705234,-5.0777720605,0.5837345662
SRX4705235,-7.792344649,-0.7926743156
SRX4705236,-5.0574426764,1.3401219728
SRX4705237,-7.6732911535,-0.5941587655
SRX4705238,-7.3483865644,-0.7212959865
SRX2038319,-1.329981491,-0.8537273313
SRX2038320,-0.5248136813000001,-0.5581509644
SRX2038321,-2.1203108127,-0.4894097088
SRX2038322,-1.1254602088,0.0555135524
SRX2038323,0.8632013238,-0.0787142445
SRX2038324,-1.2466008583,0.1591601426
SRX2038325,-1.5317697289,-0.6722701763000001
SRX2038326,-1.4403812922,-0.6569091517
SRX2038327,-1.4191512566,-0.6965257371
SRX2038328,-1.6302850012999999,-0.867810289
SRX2038329,3.0374270012,-0.2072308356
SRX2038330,-2.5652277113,-0.0366993311
SRX2038331,-2.0443159806,0.012245357600000001
SRX2038332,-0.40942126560000003,-0.41071263300000005
SRX2038334,2.1837894891,0.3169642319
SRX2038335,2.4024651794,0.015997995100000002
SRX2038336,-0.24581380190000002,0.0644254838
SRX2038337,-1.9418470422,-0.3527493064
SRX2038338,-0.6904747338,0.11344961220000001
SRX2038339,-2.1268589476,-0.0776861945
SRX2038340,1.8888681044000002,-0.3085645329
SRX2038341,1.8975764593000002,0.5362143779
SRX2038342,1.2527214963,0.2827147237
SRX2038343,2.8680641577,0.1739749676
SRX2038344,3.7809672113,0.5552778938
SRX2038345,-1.2519313803,0.6973714623
SRX2038346,-1.9445195341,-0.29816975030000004
SRX2038347,-1.8852542559,-0.16488263350000001
SRX2038348,-2.150149659,-0.1090022791
SRX2038349,-0.8057074906,0.3859898433
SRX2038350,0.3853876847,-0.5205175573
SRX2038351,2.1136347301,0.3174432465
SRX2038352,3.0221909813,0.5627784507
SRX2038353,2.2972404921000003,0.4923875361
SRX2038354,1.8941414011000002,0.3566497402
SRX2038355,1.1953442244,0.7956397664
SRX2038356,4.4964082308,0.3601288832
SRX2038357,2.0204562248,0.7402777192000001
SRX2038358,-0.0013950319,0.48647327700000004
SRX2038359,1.9768679288,0.27027891930000003
SRX2038360,2.1587571929,1.101532198
SRX2038361,3.3531021395,0.7309354211
SRX2038362,3.0321845318,0.7472775657
SRX2038363,0.31795088650000003,0.8744017874000001
SRX2038364,1.5107179079000002,0.745558492
SRX2038365,-2.1661139484,-0.047413801000000005
SRX2038366,-2.1412104549,-0.1801907724
SRX2038367,-2.3854761056,0.1621832389
SRX2038368,0.5660622463,0.0343100946
SRX2038369,1.8728479808,0.3322543509
SRX2038370,3.6505773138,0.8075245937000001
SRX2038371,-1.3458720418,0.8193045941
SRX2038372,4.6138066786,0.7120229640000001
SRX2038373,3.6113219609,0.8730704559
SRX2038374,2.121531733,1.301894215
SRX2038375,2.8234083288000003,0.42012269210000003
ERX530520,0.049670025900000005,-0.1895340584
ERX530521,1.6731960675000002,0.153080733
ERX530522,1.252898918,0.3677356986
ERX530523,0.358186759,0.20934616350000002
ERX530524,-0.049670025900000005,0.1895340584
ERX530525,1.6781435711000001,0.2349933388
ERX530526,0.8548168856,-0.30974919160000003
ERX530527,1.37707771,0.3322552634
ERX3212443,1.9376228652,-0.9568080187
ERX3212444,1.4876132800000001,-0.9676118753
ERX3212445,1.5144424987,-1.0099299057
ERX3212446,1.0993937361,-0.4600895052
ERX3212447,0.6115380783000001,-0.46340290570000003
ERX3212448,0.9706378134,-0.5932001555
ERX3212449,-0.0524479526,-0.0431349533
ERX3212450,0.013223588500000001,0.0100351717
ERX3212451,0.0392243641,0.0330997816
ERX3212452,-0.39210645580000003,0.7607520602000001
ERX3212453,-0.45685945200000005,0.848878765
ERX3212454,-0.3609032694,0.5210592231
SRX7478973,-0.5016461482,-0.216800287
SRX7478974,0.9908621377000001,0.2673721395
SRX7478975,-0.4892159895,-0.0505718525
SRX7478976,-0.0128829322,-0.1657855262
SRX7478977,0.0782149449,0.0558414491
SRX7478978,0.0636098093,-0.149255529
SRX7478979,-0.8111810196,-0.3121806988
SRX7478980,-0.9135309060000001,-0.2982454419
SRX7478981,-1.3022172334,-0.2805224475
SRX7478982,-0.6867916644000001,-0.1825965015
SRX7478983,-1.0641491816,-0.1968644844
SRX7478984,-0.7860074361,-0.13727567940000002
ERX1521038,-7.0990756685,0.11390770330000001
ERX1521039,-3.9455574524,0.1873961184
ERX1521040,-7.0754041585,0.0168979536
ERX1521041,-3.0123218626,0.45957792270000003
ERX1521042,-7.1588356334,-0.5553368521000001
ERX1521043,2.5679475369,1.5354335179
ERX1521044,-6.9240120193,-0.3400196666
ERX1521045,6.9240120193,0.3400196666
SRX621182,0.7478024818,-0.965519541
SRX621183,0.7032439497,-1.1416494558
SRX621184,1.5790574222,-0.8614623277000001
SRX621185,1.4902694065,-1.1799050635000001
SRX621188,1.5734660471000002,-0.8568152088000001
SRX621189,0.7517333087,-1.2488999172
SRX621190,0.2471288919,0.3037840317
SRX621191,-0.2471288919,-0.3037840317
SRX621192,1.2749142081,-2.9306335603
SRX621193,1.8851960582,-2.4810304921
SRX6489436,-3.8376710477,-1.1343475535
SRX6489437,-3.3685509504,-0.745303582
SRX6489438,-2.9219968409,-0.8684320375000001
SRX6489439,1.7161072886,-0.1286148301
SRX6489440,1.0966617405,-0.8133276643
SRX6489441,-2.8127690291,0.9419424944
SRX6489442,4.846021473,0.2687126539
SRX6489443,3.036984289,-0.7678659126
SRX6489444,-2.0304880072,0.6197851686
SRX6489445,2.6965770407000003,-0.7257333649000001
SRX6489446,2.029893857,-0.9063900389
SRX6489447,-2.1902370608,0.5474014037
SRX6489448,2.5452139750000002,0.5672649508000001
SRX6489449,3.638760287,-0.14745600050000002
SRX6489450,-5.6122008383,0.798751953
SRX6489451,0.7931528561000001,-0.048757564
SRX6489452,-1.0383296188,-0.5341879819
SRX6489453,-1.7386931969,0.3887646153
SRX6489454,1.7140304454000002,0.021528378600000002
SRX6489455,1.3699153647,-0.46063201200000004
SRX6489456,-1.4633897018,0.5577970553
SRX6489457,-3.1978872358,-0.47915796060000004
SRX6489458,-1.4343578083000001,-0.4242198553
SRX6489459,-1.9142296358,-0.4408909259
SRX6489460,-3.3839523056,-0.7986508937
SRX6489461,-1.4959418084,-0.23109035
SRX6489462,-3.9920113327,-0.4984742653
SRX6489463,0.4999670055,-0.7412924465
SRX6489464,1.5430125022999999,-0.32567890390000004
SRX6489465,-0.9419024663000001,-0.1433465964
SRX6489466,-3.3111417809,-0.5727036634
SRX6489467,-3.0664059996,-0.06640882050000001
SRX6489468,-2.0762956183,-0.0988652604
SRX6489469,-0.4947379825,-0.2921015008
SRX6489470,1.5109822316,-0.23103725800000002
SRX6489471,-1.8814286274,-0.4034763851
SRX6452027,2.8321518517,-0.8134585722000001
SRX6452029,0.4277463698,-0.15458974220000002
SRX6452030,1.9945057218,-1.0411310568
SRX6452031,-0.1235048998,-0.1568155477
SRX6452044,0.3461820492,-0.2971344521
SRX6452045,0.5074704056,-0.1844494213
SRX6452046,0.9697292978000001,-0.3766773225
SRX6452047,1.9230652635,-0.9073723469
SRX6452048,-0.4277463698,0.15458974220000002
SRX6452059,2.2885003203,-1.1203611161
SRX1828491,4.8507513078999995,1.2763301475
SRX1828492,4.9974932546,1.5518422955
SRX1828493,1.1488535861,0.7051289762
SRX1828494,-0.1256654174,1.7200493047
SRX1828495,0.8363954943,-0.13141419940000001
SRX1828496,0.1250789873,-0.2414090268
SRX1828497,1.3146821674,0.6210753481
SRX1828498,2.6830012887,0.5507871298
SRX1828499,2.6079233657,0.4600576756
SRX1828500,3.6613880989,0.5858702455
SRX1828501,1.0185817257,0.7626308654
SRX1828502,0.7672626334,0.12262653920000001
SRX1828503,-2.3248229607,1.9881627285
SRX1828504,-1.1772715040000001,2.1931153397
SRX1828505,-1.0582497384,0.4856786449
SRX1828506,0.10181813940000001,0.7669822615
SRX1828507,-0.19743020260000002,-0.2521839124
SRX1828508,0.19743020260000002,0.2521839124
SRX3796953,-0.20802095650000002,-0.0605792777
SRX3796954,0.20802095650000002,0.0605792777
SRX3796955,0.1536027214,0.2948835343
SRX3796956,0.3149012184,0.8609545578000001
SRX3796957,3.9497337506,-1.1863394348
SRX3796958,3.6751593412,-0.9082664866
SRX3796959,-1.4189170612,-0.06662269800000001
SRX3796960,-0.7215167995,-0.2838553941
SRX3796961,0.918931877,0.7321625501
SRX3796962,0.8394484280000001,0.6851959435
SRX3796963,4.0277664078,-1.3965703528
SRX3796964,3.2023909894,-1.317922929
SRX3796965,-1.2882479881,-1.104683767
SRX3796966,-1.1189557038,-1.2546926981
SRX3796967,1.2314790741000001,-0.1032883054
SRX3796968,0.4476769464,-0.1602192955
SRX3796969,-1.7086610935,-0.030563167500000002
SRX3796970,-0.9580628537,-0.045479457
SRX3796971,-1.7642707566,-0.2876364708
SRX3796972,-1.4128098319,-0.3919699821
SRX3796973,-0.7340275369,-0.0756674972
SRX3796974,0.2884029802,-0.1685223861
SRX3796975,3.8788610359,-1.7743965943000002
SRX3796976,2.8866544516,-1.5057214365
SRX3796977,-1.6799019645,-0.4013139988
SRX3796978,-1.2805509957,-0.3582488616
SRX3796979,0.5842886189000001,0.33721073900000004
SRX3796980,0.7447940282000001,0.20826187340000002
SRX3796981,2.3547688394,-1.5433322065000001
SRX3796982,3.0163807551,-1.3081320442
SRX3796983,-1.6388352923,-1.1285112896
SRX3796984,-1.4476383398000001,-1.1969005227
SRX3796985,-0.1500499277,0.0065009034
SRX3796986,0.5326238918,-0.0929676374
SRX3796987,-1.6764997445,-0.5564313898000001
SRX3796988,-1.3265566996,-0.2266175615
SRX2568270,-0.5478692319,-0.1477545398
SRX2568271,1.8781272,-0.43275175790000003
SRX2568272,2.0153589176,0.1479863207
SRX2568273,0.163474782,-0.2443604499
SRX2568274,-0.5103203669,-0.8080377215000001
SRX2568275,0.5478692319,0.1477545398
SRX2568276,3.5463796234,0.0461749848
SRX2568277,1.3237081468,-0.0514301256
SRX2568278,1.0685694011,-0.5199344295
SRX2568279,-1.1843773947,-0.6797673496000001
SRX3421856,-0.1386691639,-0.12346562080000001
SRX3421857,0.1386691639,0.12346562080000001
SRX3421858,-0.7150648772,-1.1624552896
SRX3421859,-0.7390554904000001,-1.4364844985
SRX3421860,0.7163583704,-0.4126939052
SRX3421861,0.0864812313,-0.1829286654
SRX3421868,-2.0146419854,-0.7191670112
SRX3421869,-2.5171908174,-0.40730122700000004
SRX2606337,0.1424484164,-0.1857918591
SRX2606338,2.2075827555,-0.1868763263
SRX2606339,2.541661745,0.3238727241
SRX2606340,4.8750542745,0.8356858648000001
SRX2606341,-2.1374752954,-0.22677903370000002
SRX2606342,-2.4741382191,0.5621870492000001
SRX2606343,-2.7497943776,0.26711411300000004
SRX2606344,-2.6532800811,-0.1262987588
SRX2606345,-1.2895985977,0.3810050012
SRX2606346,1.0653328132,-0.1619302818
SRX2606347,-0.23707977260000002,0.058426803000000006
SRX2606348,1.8690785969,-0.1173781455
SRX2606349,5.2281333047,0.4872405014
SRX2606350,7.0338615547,0.9080987553000001
SRX2606351,-2.7457140455999998,-0.0297912286
SRX2606352,-2.0132858895,0.5846082504
SRX2606353,-1.0930507377,-0.2218057851
SRX2606354,-3.4244550987,-0.1916045547
SRX2606355,-1.3504866305,0.6524467373
SRX2606356,6.9209104197,0.29032078240000003
SRX2606357,0.0946313562,0.1273650561
SRX2606358,1.7928128017,-0.127055734
SRX2606359,3.8193099071,0.6357684652000001
SRX2606360,5.8863787938000005,0.8850378171000001
SRX2606361,-1.9585178742,0.0046560919
SRX2606362,-1.2052082211,0.0678483553
SRX2606363,-2.0570160613,-0.0236504214
SRX2606364,-3.8754279511,-0.1462217733
SRX2606365,-2.0692563718,0.361232363
SRX2606366,5.9758318719,0.3867110192
SRX3648427,0.2668039559,0.584350059
SRX3648428,-1.7650052418,0.5612321191
SRX3648429,-3.0880692916,0.7252041223
SRX3648430,0.722166202,0.34205440740000004
SRX3648431,0.28022592890000003,0.22224936680000001
SRX3648432,-1.7246189579,0.2263666454
SRX3648433,0.8201186471,0.4854345262
SRX3648434,-0.7209323571,0.2678998206
SRX3648435,-2.6708063039,-0.2812563866
SRX3648436,-0.4729855712,-1.2052740636000001
SRX3648437,1.7349387873,-1.3303265582
SRX3648438,0.9745268915,-1.3992202423
SRX3648439,-0.5808610861,-0.2545123398
SRX3648440,-1.2573480042,0.0424620631
SRX3648441,-2.8520009337000003,-0.9677405381
SRX3648442,-3.0972827898,-0.8490187973000001
SRX3648443,0.4425386515,-0.7381865388000001
SRX3648444,0.2908052233,-1.0849211184
SRX3648445,0.1729304545,0.3246570434
SRX3648446,-1.07438255,0.579482291
SRX3648447,-3.5197267916,0.464146029
SRX3648448,1.5760411711,0.2862670263
SRX3648449,1.299109316,0.3376952083
SRX3648450,-0.49984484770000004,0.28355337740000003
SRX3648451,-0.2945950934,0.2016907658
SRX3648452,-1.3324098615,-0.5270452958
SRX3648453,-0.7483006846,-0.5821610818
SRX3648454,-2.124306215,-0.8909379665
SRX3648455,1.3100487849,-0.9451145184
SRX3648456,0.03916256,-1.1784900915
SRX3648457,-0.46153347780000004,0.6581000238
SRX3648458,-1.3143778126,0.8599772351
SRX3648459,-1.9541013304,0.1385184684
SRX3648460,-0.0267959548,-0.2185407695
SRX3648461,-1.0012220033,-0.5237493508000001
SRX3648462,-2.5355720634,-1.3008615058
SRX3648463,0.3952716667,0.5300976039
SRX3648464,-0.664327699,0.3141896867
SRX3648465,-2.2450514394,-0.0591681271
SRX3648466,1.3806461314,0.438793453
SRX3648467,-0.3348511759,0.041449978400000004
SRX3648468,-1.1642181488,-0.7209296585
SRX3648469,-6.8710972017,-0.0663100073
SRX3648470,-6.3673629177,-0.2772480386
SRX3648471,-4.9891164503,-0.5173315996
SRX3648472,-1.5614305755,0.13794225740000002
SRX3648473,1.749794384,0.45533078930000004
SRX3648475,-1.3978884801,-0.1599813379
SRX3648476,-2.6291999332,-0.1839737578
SRX3648477,-3.6296713667000002,-1.000553978
SRX3648478,-1.8252747925000001,0.5793834407
SRX3648479,-1.1606735732,0.5914048513
SRX3648480,-1.9995711204000002,0.738351594
SRX3648481,0.7919056590000001,-0.3198325453
SRX3648482,1.5969851399000001,-1.6856781159
SRX3648483,-0.24110309540000002,-1.7025706833
SRX1429221,-0.0389976275,-0.031780728700000004
SRX1429222,-0.1842405493,-0.2470601962
SRX1429223,0.22323817680000002,0.2788409249
SRX1429224,1.1052404438,-0.23242710490000001
SRX1429225,0.1668249248,-0.3447267781
SRX1429226,0.6936301171,-0.220306462
SRX1429227,1.7251445589,-0.2770510078
SRX1429228,1.6848718904000002,-0.43489242580000004
SRX1429229,1.7037108273000001,-0.3932892277
SRX1429230,2.6091346037000003,0.2603327419
SRX1429231,2.2928100488,0.1163153344
SRX1429232,1.9599468397000002,0.39293823990000004
SRX1429233,1.1978380391,0.7859913724
SRX1429234,1.7304058910000002,0.6523330356
SRX1429235,2.1594343765,0.1594684261
SRX1429236,1.9545814185000001,0.1912951491
SRX1429237,0.8011139845,1.1449997337
SRX1429238,-0.0014985697,1.250561042
SRX1429239,0.0630032548,1.4176613845000001
SRX1429240,0.8128110793000001,1.2104512864
SRX1429241,0.5213703789,1.3236244123
SRX1429242,0.034217092000000005,0.8547699826
SRX1429243,-0.21745025140000002,1.3846301315
SRX1429244,1.2617025357,1.0138454204
ERX2339161,-0.8762325811,-0.2966523447
ERX2339162,0.8762325811,0.2966523447
ERX2339163,0.8758805039,-0.487371274
ERX2339164,0.84065101,0.24648453320000002
ERX2339165,-0.4116771019,-1.0823461384
ERX2339166,-0.4349281781,0.7686622388000001
ERX2339167,0.2388989458,-0.1156313083
ERX2339168,-0.4775092392,-0.1149216552
ERX2339169,0.8208633737000001,0.2441574411
ERX2339170,1.4762773041,-0.3027948613
ERX2339171,1.4731794859,-0.06721356540000001
SRX7656012,-0.6982988132,0.20735438120000002
SRX7656013,-0.30345250830000003,0.0256314861
SRX7656014,-2.7445646847000003,0.3064775468
SRX7656015,-2.5117842059,0.037830820200000004
SRX7656016,-2.9723495103,0.4811783807
SRX7656017,-2.9777284951,0.5477686202000001
SRX7656018,-3.3337258883,0.5651400414000001
SRX7656019,-1.8864474101000002,-0.0178645784
SRX7656020,-2.6962085439,0.6875318453
SRX7656021,-3.9357932187999998,0.4387658593
SRX7656022,-2.4027994356,0.4388912896
SRX7656023,-3.8124081774,0.6243244893000001
SRX7656024,-2.5982252986,-0.021139511200000002
SRX7656025,-4.386603524,0.35806108070000003
SRX7656026,-3.0369959414,-0.0655820829
SRX7656027,-0.9227882579000001,0.2170968093
SRX7656028,-1.2257861447,0.0341583028
SRX7656029,-1.0665784097,-0.06883790470000001
SRX7656030,-0.7151592142000001,0.1168036481
SRX7656031,-0.1973669378,0.1261891338
SRX7656032,-0.2834921777,0.0060031047
SRX7656033,-0.7805103522,-0.0471617841
SRX7656034,-0.9288772782,0.1317909055
SRX7656035,-1.4035571774,-0.000507356
SRX7656036,-1.1861172451,0.2944396418
SRX7656037,-0.7753369840000001,0.08657757790000001
SRX7656038,-0.2406464761,-0.15243836600000002
SRX7656039,0.18947549400000002,-0.060977236100000005
SRX7656040,-0.2819313304,0.1401264251
SRX7656041,0.0924558364,-0.07914918900000001
SRX7656042,-0.7942964053,0.1565876287
SRX7656043,-0.3147709067,0.2790342484
SRX7656044,-2.0761499963,0.2325448924
SRX7656045,0.0542292611,0.07596320570000001
SRX7656046,-1.0873226386,0.1351039299
SRX7656047,-1.3119928196,0.1927704775
SRX7656048,-0.2148721268,0.14098871170000002
SRX7656049,-1.7794938978000001,-0.015999365300000002
SRX7656050,-2.294584836,0.0503658858
SRX7656051,-1.9675870621,-0.3348069162
SRX7656052,0.6834897637,-0.392951052
SRX7656053,-2.1755729779,-0.4157214896
SRX7656054,-1.7416478528,0.2176369463
SRX7656055,-1.7690683036000001,0.1072133666
SRX7656056,-1.348256449,0.1286123824
SRX7656057,-2.1263853902,0.22614742710000002
SRX7656058,-1.6606637851000001,0.38189227340000004
SRX7656059,-1.1254695145,0.17133579540000002
SRX7656060,-2.1164789698,0.1468243774
SRX7656061,-1.8528447184,0.3736224957
SRX7656062,-1.7856245974,0.0599994098
SRX7656063,-4.40865018,0.0650839
SRX7656064,-3.274563411,0.07327022820000001
SRX7656065,-4.4348769554,-0.1169926317
SRX7656066,-3.8410575455,0.2718133273
SRX7656067,-3.5981363003,0.226503942
SRX7656068,-4.4101411443,0.30415046230000004
SRX7656069,-4.115079983,0.20237956640000002
SRX7656070,-4.5615525972,0.3063496127
SRX7656071,-4.7653790928,0.2595230659
SRX7656072,-4.5914712681,0.0827453938
SRX7656073,-4.6254140784,0.19306830800000002
SRX7656074,-4.7523625849,0.0675069831
SRX7656075,-5.0142351078,-1.0135988511
SRX7656076,-3.8655634126000002,-0.7747005866000001
SRX7656077,-3.8569209991999998,-0.83717249
SRX7656078,-0.7450024393,0.48374546
SRX7656079,-0.6236767321000001,0.3559413354
SRX7656080,-0.41669780840000004,0.5011152258
SRX7656081,0.2414900251,0.3775755541
SRX7656082,-0.031685642,0.5068639618
SRX7656083,-0.1724030623,0.49035703500000005
SRX7656084,-0.026280880700000002,0.5905879261
SRX7656085,0.07688108140000001,0.47295478420000003
SRX7656086,-1.2722883271,0.3270453648
SRX7656087,-1.6603977965999999,-0.3212800536
SRX7656088,-1.4669748714,-0.1667810023
SRX7656089,-1.5546144689,-0.1457684514
SRX7656090,-0.8365216543,-0.0871140761
SRX7656091,-0.8307459835000001,-0.071092812
SRX7656092,-0.8120150398,-0.149400481
SRX7656093,-1.0981988145,-0.20789760470000002
SRX7656094,-0.9080156709,-0.2365154387
SRX7656095,-1.0470702058,-0.22010310260000002
SRX7656096,-0.1765227285,-0.036099849100000005
SRX7656097,-0.9535208386,0.2201422381
SRX7656098,-0.2160273128,0.0965136587
SRX7656099,-3.4226287861999998,-0.119101409
SRX7656100,-5.0070969461,0.1240700847
SRX7656101,-2.2714758037,-0.5155587688000001
SRX7656102,-0.8968755298000001,0.328507046
SRX7656103,-0.1951092215,0.1762947142
SRX7656104,-0.9220310927,0.3503579766
SRX7656105,-3.1750555029,-0.2999140281
SRX7656106,-3.2660930554,-0.1434798417
SRX7656107,-2.2228429963,-0.5482341095000001
SRX7656108,-2.7642016331,0.2615455535
SRX7656109,-2.5755157417,0.022816547000000003
SRX7656110,-2.1655812959,0.14322027310000002
SRX7656111,-2.3354709918,-0.2223309275
SRX7656112,-2.2164072566,0.0749752857
SRX7656113,-3.0510794336,0.1732170253
SRX7656114,-3.0282848657,0.346582485
SRX7656115,-2.7600516665,0.1072366045
SRX7656116,-2.7641808225,0.4683926286
SRX7656117,-4.5593815074,-0.479230786
SRX7656118,-4.1565387974,-0.0028479629
SRX7656119,-3.6630139149,-0.1658786465
SRX7656120,-0.6975759296,-0.0397418659
SRX7656121,-1.4072242267,-0.1179446096
SRX7656122,-0.7678325833,-0.0527826593
SRX7656123,-0.5124302209,-0.11058463780000001
SRX7656124,0.0525450224,-0.1565136567
SRX7656125,-0.34715895550000003,-0.12906845890000002
SRX7656126,-1.9428126731000002,-0.2105805453
SRX7656127,-1.3994190545,-0.3080714573
SRX7656128,-0.5827643722,-0.11237660390000001
SRX7656129,-3.5864297958,-0.4967893231
SRX7656130,-3.3910223201,-0.5093192857000001
SRX7656131,-3.7085080046,-0.3969276883
SRX7656132,-4.9684351502,-0.1194489167
SRX7656133,-3.6601766999,-0.4480780991
SRX7656134,-3.3296718291,-0.3204030815
SRX7656135,0.32514091430000003,0.2280423662
SRX7656136,0.8364004284000001,-0.3420724435
SRX7656137,1.0775338541,-0.1789137036
SRX7656138,0.0458436172,0.1027047519
SRX7656139,0.3607287182,0.1911880287
SRX7656140,0.3193547833,-0.1491217709
SRX7656141,0.0557381065,0.09587075610000001
SRX7656142,0.41265654770000004,-0.1428046738
SRX7656143,-0.2400264018,0.0473687988
SRX7656144,-2.9479370172,-0.1261292315
SRX7656145,-3.6331906191,-0.0805893801
SRX7656146,-2.9511824629000003,-0.21293216110000002
SRX5388319,-0.8661065881000001,-0.0032759179
SRX5388320,-0.5962417025,0.0168790308
SRX5388321,1.4623482906,-0.0136031129
SRX5388322,-1.1099899313,-0.7187333214
SRX5388323,0.341671905,-0.2746912703
SRX5388324,3.5228864082999998,0.14624574710000002
SRX5388325,-1.0089880378,-0.62695382
SRX5388326,1.5259558216,0.10047882550000001
SRX5388327,3.4823681487,0.4689838643
SRX8708326,-1.9615919767,-0.4958998041
SRX8708328,0.3312448394,-1.5791436110000001
SRX8708335,-1.4696111083,0.5956534375
SRX8708336,-0.4711808389,0.4921958259
SRX8708337,1.6095471078,0.4912943476
SRX8708338,0.3710145065,0.2953870599
SRX8708339,-2.0129751356,0.5452071722
SRX8708340,-1.7693501513,0.31160570930000003
SRX8708365,-9.4293943937,0.1301580218
SRX8708366,-9.343994063,0.0528553927
SRX8708368,-9.4946843853,0.0871446503
SRX8708369,-5.7647778346,0.9807337260000001
SRX8708370,-5.7852183005,1.3282708135
SRX8708371,-4.2286156068,0.688691999
SRX4166001,-0.7108077862000001,0.1796494563
SRX4166002,1.3421519761,0.037576712000000005
SRX4166003,-0.6313441899000001,-0.2172261683
SRX4166004,-1.2583752450999999,-0.8388263528000001
SRX4166005,-1.3092803226,-0.6128652595
SRX4166006,-1.1394219129,-0.7317795944000001
SRX4166007,-2.773209411,-0.8485566041
SRX4166008,-0.3091585166,-0.3351232154
SRX4166009,0.0767107237,-0.3418438125
SRX4166010,0.8007102075,-1.0908188988
SRX4166011,-0.8012094823,0.3207930571
SRX4166012,-0.5165189208000001,-0.1398424733
SRX5000481,-0.2587696451,-0.2592567159
SRX5000482,0.25078526360000003,0.11566217940000001
SRX5000483,1.6691038181,-0.5626612781
SRX5000484,0.9490162662,-0.8290559164
SRX5000485,1.0141872921,-1.04370329
SRX5000486,0.9143866175,-0.6798733629
SRX5000487,0.9530235908,-0.6281157941000001
SRX5000488,1.3650073065,-0.8460730274
SRX5000489,1.0373903964,-0.6824705723000001
SRX5000490,1.5796719487000002,-0.6906080928
SRX5000491,1.4865666651,-0.49089214010000004
SRX5000492,-0.2357439205,0.3307851563
SRX5000493,-0.8364171836000001,0.5169309910000001
SRX5000494,-0.7689638448,0.5740156375000001
SRX5000495,0.1790981946,0.5002906692
SRX5000496,0.1210029358,0.5231524178
SRX5000497,0.046379070700000004,0.0746621029
SRX5000498,-0.2656489573,0.027528908100000003
SRX5000499,-0.7091194958,0.6399352797
SRX5000500,0.21926988660000002,-0.10219101100000001
SRX5000501,0.9758634848000001,-0.6730849749000001
SRX5000502,0.7590985002,-0.9503321387
SRX5000503,1.1080526051,-0.5423239007
SRX5000504,-0.4881516232,-0.1677205514
SRX5000505,-0.2009510776,-0.0781768803
SRX5000506,-0.21747089500000003,-0.17960757430000002
SRX5000507,0.9530081607,-0.5238685244
SRX5000508,-0.3452009856,-0.1186264588
SRX5000509,-0.2266229848,-0.1812743909
SRX5000510,-0.2168310239,-0.28958270680000003
SRX5000511,-0.28111458040000004,-0.2866106493
SRX5000512,1.1426794828,-0.7907420812
SRX5000513,1.0239124488,-0.9532888001000001
SRX5000514,0.9851828931000001,-0.9336476402
SRX5000515,1.0517214864,-0.6053601299
SRX5000516,0.7031682288000001,-0.6795355113
SRX4124772,-2.4596203936,-0.9341963907
SRX4124773,-1.8311483480000001,-0.6946366380000001
SRX4124774,-0.1349484601,0.0494950635
SRX4124775,0.1349484601,-0.0494950635
SRX5323946,-0.7340570195,0.0087537226
SRX5323947,0.7340570195,-0.0087537226
SRX5323948,-0.6907195753,0.1293266786
SRX5323949,0.22665652930000002,0.32173221420000003
SRX5323950,-0.6743375889000001,0.0700890705
SRX5323951,-0.35521030940000003,-0.0141261187
SRX5323952,-0.9503070203,0.1163143549
SRX5323953,-0.6058696151,0.22271107610000002
SRX5323954,-0.2612764044,0.3375797343
SRX5323955,-0.24179439,0.3637408091
DRX093856,-0.2244002512,-0.5266876943000001
DRX093857,1.7621087191,-1.5315670996000001
DRX093858,1.9591491835000001,-1.5619938064999999
DRX093859,2.094631427,-1.2940209444
DRX093860,1.3387539881000001,-1.2979340718999999
DRX093861,0.0558931872,-0.0359285861
DRX093862,2.0297982734,-1.6050447804
DRX093863,1.6624400885,-1.6620741616
DRX093864,2.3637255446,-1.4719150837
DRX093865,1.3941548991000001,-1.5834409815
DRX093866,0.168507064,0.5626162805
DRX093867,2.1182894897,-1.6845916618999999
DRX093868,1.5324957278,-1.4925735912
DRX093869,2.1631078624,-1.4198829016
DRX093870,1.6494986064,-1.7140940942
SRX6366242,-0.8643093660000001,0.31956510320000003
SRX6366243,-1.170278153,0.2129158669
SRX6366244,5.8547437622,0.4732526932
SRX6366245,-0.5790936103000001,0.4999213127
SRX6366246,-0.5590580718,0.15938206030000002
SRX6366247,5.8663982458,-0.08388415910000001
SRX6366248,-1.1635300813,0.11266717200000001
SRX6366249,-1.3029914373,0.2530273783
SRX6366250,-1.8483440952999999,0.3123582814
SRX6366251,-1.593233189,0.42942117620000003
SRX6366252,-0.0839067467,-0.0378642888
SRX6366253,0.0839067467,0.0378642888
SRX254739,-1.3293211521,-0.1418916872
SRX254740,-1.346957686,-0.5814895618
SRX254741,-1.2910098268,-0.6866577875000001
SRX254742,-1.0036154585,-0.46814463780000004
SRX254743,-1.0684783864,-0.5774250165
SRX254744,-0.8830784365000001,-0.5303597989000001
SRX254745,4.6744090937,-0.7153592160000001
