,-0.043869471343437313,-6.938893903907228e-18,0.0438694713434373,0.08773894268687461,0.13160841403031193,0.1754778853737492,0.21934735671718653,0.2632168280606238,0.3070862994040611,0.35095577074749845,0.3948252420909357,0.43869471343437305,0.4825641847778104,0.5264336561212477,0.5703031274646849,0.6141725988081222,0.6580420701515596,0.7019115414949969,0.7457810128384342,0.7896504841818714
thresh,-0.06580420701515596,0.06580420701515596,4,,,,,,,,,,,,,,,,,
unreg,67,3990,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN,1,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NtrC,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN and NtrC,0,31,10,2,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],['bhsA'],['yedL'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN_genes,['yahE'],"['pspE' 'rhaD' 'nikB' 'atoA' 'pspB' 'hycI' 'nikA' 'pspD' 'hycA' 'zraR'
 'focB' 'actP' 'glpQ' 'acrD' 'hypC' 'hypA' 'yaaU' 'hycH' 'pspC' 'atoE'
 'hypD' 'atoD' 'prpD' 'rtcB' 'nikD' 'chaC' 'aslB' 'xapB' 'hyfC' 'rpoH'
 'hypE' 'hycG' 'atoB' 'zraS' 'fdhF' 'hyfR' 'ibpB' 'radD' 'hyfI' 'hyfD'
 'nikR' 'prpB' 'xdhA' 'hypF' 'hycD' 'nikE' 'hyfG' 'emrD' 'hypB' 'xdhB'
 'fhlA' 'ygfK' 'puuP' 'hyfE' 'norW' 'gnsA' 'hyfH' 'htpG' 'prpC' 'prpE'
 'hyfA' 'dcuD' 'hycE' 'nikC' 'ymjE' 'hycF' 'hyfF' 'pspA' 'flhC' 'hyfJ'
 'ssnA' 'rtcA' 'hydN' 'flhD' 'norV' 'hyfB' 'hycB' 'hycC' 'pspG' 'rtcR'
 'xdhC' 'gltK' 'gltJ' 'yhjC' 'gltL']",['zraP' 'gltI'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NtrC_genes,[],[],['cbl'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN and NtrC_genes,[],"['rutF' 'rutG' 'astB' 'rseB' 'astD' 'potG' 'rpoE' 'astE' 'patA' 'hisM'
 'rseA' 'potI' 'hisQ' 'potF' 'rutC' 'rseC' 'potH' 'rutD' 'yhdZ' 'rseD'
 'yhdY' 'rutE' 'hisP' 'hisJ' 'ddpC' 'relA' 'rutB' 'yhdX' 'astA' 'ddpD'
 'ddpB']",['ddpF' 'yeaH' 'rutA' 'glnQ' 'astC' 'argT' 'glnP' 'yeaG' 'ddpA' 'glnH'],['ddpX' 'yhdW'],['ntrC' 'glnL' 'glnA'],[],[],[],['nac' 'amtB'],[],[],[],[],[],['glnK'],[],[],[],[],[]
