,A,NtrC,RpoN
R2,,0.5160364652479613,0.035514680515777663
xmin,,-5.0016790975,-2.3873792415000006
xmid,,-1.3958594936977886,0.0672062702528274
xmax,,2.3228636584999998,1.3623595312507586
ystart,,-4.536383996720685,-3.2381673207976096
yend,,10.427019589097508,1.711692321111245
control__wt_glc__1,-0.5206723906825517,-0.06631495149999989,-0.0046102245000003705
control__wt_glc__2,0.5206723906825512,0.06631495149999989,0.004610224499998594
fur__wt_dpd__1,-6.987820315798143,-0.9027221265000004,0.7030172054999984
fur__wt_dpd__2,-6.176728529394541,-0.8100453285000002,0.8161369584999996
fur__wt_fe__1,1.63170672961193,0.3333157334999992,-0.09844324150000183
fur__wt_fe__2,1.284107810536956,0.1918387794999994,-0.014624519500001654
fur__delfur_dpd__1,-8.07111711481255,-0.9745198565000006,0.5910067834999992
fur__delfur_dpd__2,-6.925744424552295,-0.9791649365000009,0.7714851734999986
fur__delfur_fe2__1,-2.6418496713475315,-0.5153295755,0.15829583549999882
fur__delfur_fe2__2,-2.9159472529580928,-0.6166971005000006,0.09519432949999818
acid__wt_ph5__1,-2.0762778367356787,-0.03020150050000048,0.15184900549999902
acid__wt_ph5__2,-1.994989690963404,-0.04181230749999987,0.2254091014999986
acid__delgadx_ph5__2,-0.9116270390996828,0.09079596750000007,0.21891853049999987
acid__delgadw_ph5__1,-1.929542190558289,-0.1128848324999998,0.18450770449999965
acid__delgadw_ph5__2,-2.069974064656201,-0.15206082050000005,0.14576261749999908
acid__delgade_ph5__1,-2.0851559403204947,0.00964439349999946,0.1606162704999985
acid__delgade_ph5__2,-1.7717926337307512,0.0527451275000006,0.23216701249999794
oxidative__wt_pq__1,-5.544447667896752,-0.3496920405000008,0.4468107434999986
oxidative__wt_pq__2,-5.452544273084353,-0.2896351934999988,0.3896680744999994
oxidative__deloxyr_pq__1,-4.323782439254771,-0.4274229505000005,0.3630092974999979
oxidative__deloxyr_pq__2,-4.1176725767481415,-0.4273335855000005,0.36022816349999864
oxidative__delsoxr_pq__1,-5.512768447370134,-0.4371913215000003,0.4533836634999986
oxidative__delsoxr_pq__2,-5.289940146609535,-0.4368724984999988,0.4385974174999987
oxidative__delsoxs_pq__1,-5.572709552923514,-0.1740475124999996,0.6504048324999978
oxidative__delsoxs_pq__2,-5.955099496673548,-0.08507181550000009,0.6203968144999994
nac_ntrc__wt_csn__1,9.3617043889844,1.0903374364999996,0.3878049414999989
nac_ntrc__wt_csn__2,8.97171671559684,1.1212646784999991,0.3861706294999987
nac_ntrc__wt_cytd__1,10.280832513532578,2.1180870945,0.17801387349999942
nac_ntrc__wt_cytd__2,10.335135871599944,2.1021411325,0.14013047449999938
nac_ntrc__wt_gln__1,11.674714690900553,2.2411077535,0.3875584074999985
nac_ntrc__wt_gln__2,11.49796035558213,2.2415717734999987,0.311200883499998
nac_ntrc__bw_delnac_csn__1,6.280530891605942,1.3996019744999997,0.6216542454999985
nac_ntrc__bw_delnac_csn__2,5.994046351345795,1.7068628634999996,0.8497727804999986
nac_ntrc__bw_delnac_cytd__1,7.78231095432078,2.034409352500001,0.16361194549999958
nac_ntrc__bw_delnac_cytd__2,7.904990855110921,1.9781382805,0.20669714449999965
nac_ntrc__bw_delnac_gln__1,8.654914657115432,2.3228636584999998,0.3080251984999993
nac_ntrc__bw_delnac_gln__2,8.754817702450518,2.2629229235,0.29679560549999984
nac_ntrc__bw_delnac_nh4__1,-2.685555286456441,-0.3211317545000005,-0.20403797450000027
nac_ntrc__bw_delnac_nh4__2,-2.882733562727087,-0.33999168049999984,-0.2513449025000014
misc__wt_no_te__1,-4.8728754745378975,-0.8669320615000009,0.4210455764999992
misc__wt_no_te__2,-3.946546893712055,-0.4844581635000002,0.34090928549999866
misc__bw_delcbl__1,-1.4328940002390709,-0.28719265550000017,0.2606270084999984
misc__bw_delcbl__2,-1.3409975462420125,-0.4352825115000005,0.32841042449999946
misc__bw_delfabr__1,0.1092807735085538,-0.4336975325000001,0.12483548650000033
misc__bw_delfabr__2,-0.073497928870496,-0.3983526615000006,0.10311443849999867
