,PSPTO_RS18060
SRX1828913,0.2561768951
SRX1828914,-0.0893848252
SRX1828915,-0.2335658541
SRX1828916,0.509349916
SRX1828917,-0.022611041000000002
SRX1828918,-0.8430271012
SRX3983989,0.6446902872
SRX3983990,0.8072567403
SRX3983993,1.2235123062
SRX3983994,0.18568782620000002
SRX3983995,0.417437365
SRX3983996,-0.3988710814
SRX3983997,0.6055268935
SRX3983998,0.1280141461
SRX3983999,0.759450579
SRX3984000,-0.3926415784
SRX3984001,0.2994067963
SRX3984002,0.7431246177
SRX3984003,1.1976050226
SRX3984004,1.0924139216
SRX3984005,0.4249163405
SRX3984006,1.2508454816
SRX3984007,0.6379502129
SRX3984008,1.4668115528
SRX3984009,0.12230425090000001
SRX3984010,0.0100235128
SRX3984011,-0.671203891
SRX3984012,0.3552901055
SRX3984013,0.0702631177
SRX3984014,0.6582746198
SRX3984015,0.7324871415
SRX3984016,1.811343305
SRX3984017,0.8499338418
SRX3984019,0.024717877000000003
SRX3984020,0.6700770094
SRX3984021,0.9515426419
SRX3984022,1.3709467394
SRX3984023,0.4376825883
SRX3984024,0.6583900666
SRX3984025,0.2849126789
SRX3984026,1.1536235353
SRX3984027,0.8820381140000001
SRX3984028,1.4073734295
SRX3984029,0.9422771687
SRX3984031,0.5349690082
SRX3984032,0.0875442199
SRX3984034,0.1954847852
SRX3984035,1.1217329473
SRX3984036,0.2118698131
SRX3984037,-1.3127310136
SRX3984038,-1.3127310136
SRX3984039,0.4778028326
SRX3984040,0.5688151023
SRX3984041,0.3229195408
SRX3984042,-0.1129275866
SRX3984043,0.0970500114
SRX3984045,0.9609825607
SRX3984046,-0.5961360292
SRX3984047,0.5258736573
SRX3984048,-0.0255447772
SRX3984049,-1.3127310136
SRX3984050,0.5022434867
SRX3984051,0.3023893355
SRX3984052,-0.0687648446
SRX3984056,0.5036913747
SRX3984057,-1.3127310136
SRX3984058,-0.5957181477
SRX3984059,0.1110497513
SRX3984061,-0.3681034901
SRX3984062,-0.3359466893
SRX3984063,0.2721066675
SRX3984064,0.10629893210000001
SRX3984065,1.1087926861
SRX3984066,0.7980658363
SRX3984067,0.27948313150000004
SRX3984068,0.41227454480000003
SRX3984069,0.2369363419
SRX3984070,0.4156138063
SRX3984071,0.10359764760000001
SRX3984073,0.6320097238
SRX3984074,0.9325783193
SRX3984077,0.2845658063
SRX3984078,0.7698968383
SRX3984079,0.0880742412
