,PSPTO_RS18680
SRX1828913,-0.0548992829
SRX1828914,-1.9113928044000001
SRX1828915,-0.0250625217
SRX1828916,-2.1565544638
SRX1828917,0.0799618046
SRX1828918,-2.0595713287
SRX3983989,-0.7276896239
SRX3983990,-0.5019659079000001
SRX3983993,-3.6546468841
SRX3983994,-3.2084200055
SRX3983995,-0.5637551751000001
SRX3983996,-3.3440362512
SRX3983997,-3.6070966929
SRX3983998,-0.4806863356
SRX3983999,-1.1796739404
SRX3984000,-0.8181382850000001
SRX3984001,-3.2628701668
SRX3984002,-3.5893038702
SRX3984003,-3.4223214102
SRX3984004,-0.7959304349
SRX3984005,-1.0596277005
SRX3984006,-3.5632582079
SRX3984007,-3.6644705943
SRX3984008,-0.5555376462
SRX3984009,-0.4475783135
SRX3984010,-2.2739006547000002
SRX3984011,-0.4088133362
SRX3984012,-0.11842617650000001
SRX3984013,-0.3810211328
SRX3984014,-0.5806684369
SRX3984015,-4.038635068
SRX3984016,-0.3506325209
SRX3984017,-2.0003228627
SRX3984019,-0.4597955394
SRX3984020,-2.9072103029000003
SRX3984021,-1.9362805927000002
SRX3984022,-1.8688708462
SRX3984023,-0.0040799831
SRX3984024,-0.4063055398
SRX3984025,-1.1118403222
SRX3984026,-0.9842691040000001
SRX3984027,-0.834048443
SRX3984028,-0.7128928466000001
SRX3984029,-0.9710260526000001
SRX3984031,-2.8124864982
SRX3984032,-2.9196873532
SRX3984034,0.058136470200000005
SRX3984035,-4.3356954853
SRX3984036,-2.4594845511
SRX3984037,-2.6743816944
SRX3984038,-3.4405951764
SRX3984039,-2.4763732857000003
SRX3984040,-1.0669258104
SRX3984041,-2.8065419477
SRX3984042,-3.8605287675
SRX3984043,-4.4220195197
SRX3984045,-0.7650868711000001
SRX3984046,0.0829373234
SRX3984047,-2.9107966024
SRX3984048,-2.9494796794
SRX3984049,-3.9153830823
SRX3984050,-4.1027864544
SRX3984051,-2.3179737963
SRX3984052,-1.1586458668
SRX3984056,-3.4382389594
SRX3984057,-2.7709056784
SRX3984058,-3.4732369283
SRX3984059,-0.43029946150000004
SRX3984061,-0.3282178282
SRX3984062,-0.4172137383
SRX3984063,-0.8758629886
SRX3984064,-0.7363095157
SRX3984065,-0.48763832560000003
SRX3984066,-0.6605956954000001
SRX3984067,-0.6111110078
SRX3984068,-0.21102529590000002
SRX3984069,-3.489680681
SRX3984070,-2.9252556788
SRX3984071,-3.3129459496
SRX3984073,-0.6759345118
SRX3984074,-0.8433180290000001
SRX3984077,-0.26597924500000003
SRX3984078,-0.2609829302
SRX3984079,-3.162953496
SRX3984080,-0.1369938104
SRX3984082,-0.6893132638
SRX3984084,-3.2927735239
SRX6997963,1.3411533622
SRX6997964,1.8205186973
SRX6997965,1.5751909967
SRX6997967,0.0314069743
SRX6997968,-0.4792266624
SRX6997969,0.8728008611
SRX6997971,-1.3725603365
SRX6997972,0.6154161162
SRX6997973,1.5952957456
SRX3159100,0.4975397281
SRX3159101,0.11799051690000001
SRX3159102,0.0381881532
SRX3159103,-0.6537183982
SRX3159000,0.8844401125
SRX3159001,0.8060779317000001
SRX3159002,-0.1958530669
SRX3159003,0.8650052376
SRX3159004,0.7490431456000001
SRX3159005,0.6195947049
SRX3159006,-0.19656367930000002
SRX3159007,0.1801977434
SRX3159008,0.4145596225
SRX3159009,1.4736612675
SRX3159010,1.1137343151
SRX3159012,-1.2606201612999999
SRX3159013,1.4428492605
SRX3159014,0.6488321296
