k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.007125618532299995,,,
5,Lead,False,-0.007087300699204206,,,
11,Chromium,False,-0.006683131512254478,,,
3,Cadmium,False,-0.004520359947346151,,,
10,Copper,False,-0.003589680807199329,,,
7,Zinc - Steady,False,-0.002732611675746739,,,
14,UC-7,False,-0.002630869462154806,,,
1,UC-2,False,0.0021779082342982294,,,
4,UC-4,False,-0.0014659212448168545,,,
12,Zinc - Intermediate,False,0.001264676695734442,,,
13,UC-6,False,0.0010847352899145334,,,
9,UC-5,False,-0.0007634284430609858,,,
0,UC-1,False,-0.0006467313668690621,,,
8,Zinc - Fast,False,0.0003674137400230393,,,
2,UC-3,False,-3.015312940988224e-05,,,
