sample,new_3213597_3213853_c
LBexp_1,8.2732
LBexp_2,8.5919
LBexp_3,8.4459
LBtran_1,10.02
LBtran_2,9.742
LBtran_3,9.7557
LBstat_1,10.6797
LBstat_2,10.6639
LBstat_3,10.6227
LBGexp_1,7.6941
LBGexp_2,7.8585
LBGexp_3,7.9266
LBGtran_2,9.3812
LBGtran_3,9.2589
LBGstat_1,8.9285
LBGstat_2,9.0507
LBGstat_3,8.7466
S0_1,10.819
S0_2,10.1396
S0_3,10.4084
S1_1,9.6956
S1_2,9.7689
S1_3,9.7729
S2_1,10.2316
S2_2,10.246
S2_3,10.4102
S3_1,9.636
S3_2,9.4517
S4_1,9.2701
S4_2,9.2612
S4_3,8.8151
S5_1,8.3765
S5_2,8.3478
S5_3,8.445
S6_1,7.547999999999999
S6_2,8.1783
S6_3,7.0243
S6/t_1,9.0082
S6/t_2,8.4788
S6_4,8.6547
S6_5,9.0378
S6_6,8.4758
S7_4,10.0025
S7_5,10.0748
S7_6,10.0279
S8_4,9.7843
S8_5,10.3089
G135_1,7.6497
G135_3,7.5671
G150_1,7.7925
G150_2,7.7472
G150_3,7.8453
G180_1,7.7849
G180_2,7.9538
G180_3,7.5484
C30_1,8.7865
C30_2,9.0928
C90_1,9.1255
C90_2,9.0485
BI_1,9.965
BI_2,10.1581
BC_2,11.9819
BC/t_1,11.5761
BC/t_2,11.9292
BC_1,11.1324
Sw_1,12.1478
Sw_2,12.7758
BT_1,10.4114
BT_2,9.9505
B36_1,10.501
B36_2,10.4284
B60_1,10.3859
B60_2,11.3324
M9exp_1,9.9513
M9exp_2,9.6828
M9exp_3,8.3911
M9tran_1,9.1391
M9tran_2,9.3886
M9tran_3,9.7977
M9stat_1,9.5502
M9stat_2,10.8915
M9stat_3,10.536
M+G_1,9.2507
M+G_2,8.9969
M+G_3,9.1816
Glu_1,9.2787
Glu_2,9.9684
Glu_3,9.4992
Fru_1,9.9939
Fru_2,9.8817
Fru_3,9.0981
Mal_1,9.5726
Mal_2,9.3462
Mal_3,10.0237
G+S_2,9.7923
G+S_3,9.6287
Pyr_1,9.1115
Pyr_2,9.1916
Pyr_3,9.3482
Gly_1,11.4364
Gly_2,11.8694
Gly_3,11.0184
Glucon_1,9.0814
Glucon_2,9.2867
Glucon_3,9.1196
aero_1,9.1057
aero_2,8.6948
aero_3,9.3598
nit_1,9.6545
nit_2,10.3084
nit_3,9.7463
ferm_1,9.5085
ferm_2,9.7255
ferm_3,10.0003
T-5.40H_1,9.3088
T-4.40H_1,9.5462
T-3.40H_1,9.5939
T-2.40H_1,9.3721
T-1.40H_1,9.3891
T-1.10H_1,9.7677
T-0.40H_1,9.4162
T0.0H_1,9.278
T0.30H_1,9.591
T1.0H_1,9.1631
T1.30H_1,9.0617
T2.0H_1,9.0712
T2.30H_1,9.4581
T3.0H_1,9.0539
T3.30H_1,9.2728
T4.0H_1,9.0967
T5.0H_1,8.7768
HPh_1,9.0462
HPh_2,8.6423
HPh_3,8.7144
LPh_1,10.1199
LPh_2,9.2599
LPh_3,8.6463
LPhT_1,10.3924
LPhT_2,11.1897
LPhT_3,11.0274
SMMPr_1,9.645
SMMPr_2,9.7066
SMMPr_3,9.8767
HiTm_1,12.1432
HiTm_2,9.6573
HiTm_3,9.8667
LoTm_1,9.1751
LoTm_2,10.7888
LoTm_3,9.176
HiOs_1,9.6014
HiOs_2,9.478
HiOs_3,9.6321
BMM_1,8.943
BMM_2,8.7661
BMM_3,9.7788
Heat_1,11.5843
Heat_2,11.7438
Heat_3,11.4087
Cold_1,9.0046
Cold_2,8.6034
Cold_3,8.3582
Etha_1,14.2844
Etha_2,13.2767
Etha_3,13.9399
SMM_1,9.0932
SMM_2,9.2808
SMM_3,9.1918
Salt_1,12.3181
Salt_2,12.4545
Salt_3,12.2948
Mt0_1,8.7014
Mt0_3,8.5011
M0t45_1,9.5462
M0t45_2,9.3142
M0t45_3,9.737
M0t90_1,9.4294
M0t90_2,10.6723
M0t90_3,10.1663
M40t45_1,9.2224
M40t45_2,10.5182
M40t45_3,9.7404
M40t90_1,9.8084
M40t90_2,10.5657
M40t90_3,10.4914
dia0_1,8.1609
dia0_2,8.4268
dia0_3,8.6596
dia5_1,8.8302
dia5_2,8.509
dia5_3,8.3591
dia15_1,8.276
dia15_2,8.514
dia15_3,8.1709
Diami_1,8.4837
Diami_2,8.8917
Diami_3,8.8971
Paraq_1,8.5406
Paraq_2,8.8195
Paraq_3,8.0498
H2O2_1,8.3325
H2O2_2,9.1331
H2O2_3,8.9879
Oxctl_1,8.5244
Oxctl_2,8.5478
Oxctl_3,8.9819
GM-0.1_1,9.2828
GM-0.2_1,9.2865
GM+5_1,9.3415
GM+15_1,9.2907
GM+25_1,9.5337
GM+45_1,9.3939
GM+60_1,9.2284
GM+90_1,9.2567
GM+120_1,9.0294
GM+150_1,9.3314
GM-0.1_2,9.5552
GM-0.2_2,9.2859
GM+5_2,9.6285
GM+10_2,9.2094
GM+15_2,8.8696
GM+25_2,9.0517
GM+45_2,8.2172
GM+60_2,8.5563
GM+90_2,9.2915
GM+150_2,9.5366
GM-0.1_3,9.559
GM-0.2_3,9.3886
GM+5_3,9.7963
GM+10_3,8.6174
GM+15_3,9.1243
GM+25_3,8.9124
GM+45_3,8.9959
GM+60_3,8.7992
GM+90_3,8.7451
GM+120_3,9.2384
GM+150_3,8.8283
MG-0.1_1,9.3029
MG+5_1,9.2689
MG+10_1,9.4874
MG+15_1,9.0017
MG+25_1,9.1979
MG+45_1,8.6324
MG+120_1,9.2617
MG+150_1,8.9906
MG-0.1_2,8.5592
MG-0.2_2,8.9994
MG+5_2,9.0879
MG+10_2,9.1756
MG+15_2,9.5837
MG+25_2,8.7836
MG+45_2,8.4248
MG+60_2,8.8663
MG+90_2,8.5373
MG+120_2,9.5604
MG-0.1_3,9.3347
