,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.7853726170000007,0.3545321734566467,2.0,0.0,1.036064721000001,1.0,0.5346805130000005,,,,
1,ALE__GalactoseA6,0.6597867630000005,0.3176414651590575,2.0,2.0,0.4351803290000005,3.0,0.8843931970000005,,,,
2,ALE__GalactoseA8,0.5513753385000002,0.009215137901896259,2.0,4.0,0.5578914250000002,5.0,0.5448592520000002,,,,
3,ALE__IL_Control,3.608224830031759e-16,0.4425136295471138,4.0,6.0,-0.3601908799999997,7.0,-0.3462289879999995,8.0,0.1430570850000001,9.0,0.5633627830000005
4,ALE__IL_TEOH_OAc,0.30341929450000055,0.4411389521347364,2.0,10.0,-0.0085130499999994,11.0,0.6153516390000004,,,,
5,ALE__IL_TEA_HS,0.04031095200000025,0.2636850217828842,2.0,12.0,0.2267644190000002,13.0,-0.1461425149999997,,,,
6,ALE__IL_Mixed,0.45180477700000043,0.02530537462810631,2.0,14.0,0.4696983790000004,15.0,0.4339111750000004,,,,
7,ALE__IL_PP5350,-0.3345808419999996,0.15697569582594156,2.0,16.0,-0.4455794209999997,17.0,-0.2235822629999995,,,,
8,ALE__IL_T8,-0.09432402099999955,0.053496088577349374,2.0,18.0,-0.1321514679999995,19.0,-0.0564965739999996,,,,
9,ALE__IL_T9,0.4229757350000003,0.3526218382202435,2.0,20.0,0.1736344420000004,21.0,0.6723170280000001,,,,
10,ALE__IL_Control2,0.1706926920000002,0.003688649394117305,2.0,22.0,0.1680844230000002,23.0,0.1733009610000002,,,,
11,ALE__IL_Glc+Ace,0.2216151680000002,0.1687374823358149,2.0,24.0,0.3409305860000002,25.0,0.1022997500000002,,,,
12,ALE__XyloseA1,0.24265224100000024,0.058376753127347115,2.0,26.0,0.2839308390000004,27.0,0.2013736430000001,,,,
13,ALE__XyloseA2,0.7431214455000004,0.5493747095002268,2.0,28.0,0.3546548630000004,29.0,1.1315880280000004,,,,
14,ALE__XyloseA3,0.7689928205000003,0.10428184181215848,2.0,30.0,0.8427312180000004,31.0,0.6952544230000002,,,,
15,ALE__XyloseA4,0.5663859100000003,0.5125916716451026,2.0,32.0,0.9288429570000004,33.0,0.2039288630000002,,,,
16,Aromatic__Coumarate,0.40335680300000004,0.23489752574014414,3.0,34.0,0.1387076753333334,35.0,0.4842277273333333,36.0,0.5871350063333334,,
17,Aromatic__Coumarate+ferulate,0.6237709016666667,0.022625811850936702,3.0,37.0,0.6491785433333335,38.0,0.6057977193333333,39.0,0.6163364423333335,,
18,Aromatic__Ferulate,0.32033432433333336,0.11135478087569124,3.0,40.0,0.4484547983333335,41.0,0.2656945613333334,42.0,0.2468536133333332,,
19,Aromatic__Glucose,1.295260195396016e-16,0.2509439881011071,3.0,43.0,-0.2194650716666664,44.0,-0.0541247096666666,45.0,0.2735897813333334,,
20,Bioreactor1__24h,2.498001805406602e-16,0.15279531376958536,2.0,46.0,0.1080426025000003,47.0,-0.1080426024999998,,,,
21,Bioreactor2__S_0min,2.220446049250313e-16,0.47234696105817076,3.0,48.0,-0.2518551516666665,60.0,0.5449005923333337,72.0,-0.2930454406666665,,
22,Bioreactor2__S_15min,0.0703487320000001,0.26761144354868804,3.0,49.0,0.0582383303333333,61.0,0.3438097823333335,73.0,-0.1910019166666665,,
23,Bioreactor2__P1_15min,-0.13323313099999978,0.1311745305580624,3.0,50.0,-0.1008715946666662,62.0,-0.0212682566666666,74.0,-0.2775595416666665,,
24,Bioreactor2__P3_15min,0.25512465600000017,0.20443569651577428,3.0,51.0,0.0676734183333334,63.0,0.4731099993333334,75.0,0.2245905503333336,,
25,Bioreactor2__P5_15min,0.09406471466666681,0.3038184444792605,3.0,52.0,0.3415747203333334,64.0,-0.2450034206666664,76.0,0.1856228443333334,,
26,Bioreactor2__S_1h,-0.2543234736666664,0.08071477584931382,3.0,53.0,-0.3221090706666665,65.0,-0.1650347396666664,77.0,-0.2758266106666664,,
27,Bioreactor2__S_3h,0.13353727666666695,0.13207099847934603,3.0,54.0,0.2543592623333337,66.0,0.1537134073333335,78.0,-0.0074608396666664,,
28,Bioreactor2__S_9h,0.17368489600000026,0.18841606183531692,3.0,55.0,0.3899661973333335,67.0,0.0451135973333336,79.0,0.0859748933333337,,
29,Bioreactor2__S_25h,0.07703295700000028,0.2261331395352415,3.0,56.0,0.2624981093333334,68.0,0.1434801683333337,80.0,-0.1748794066666663,,
30,Bioreactor2__P1_25h,0.15422617833333355,0.07878214462549403,3.0,57.0,0.0913966373333337,69.0,0.2426143013333335,81.0,0.1286675963333334,,
31,Bioreactor2__P3_25h,0.04755264000000009,0.037451343581764024,3.0,58.0,0.0479991753333335,70.0,0.0847787193333333,82.0,0.0098800253333335,,
32,Bioreactor2__P5_25h,0.4438348680000003,0.37368314079222703,3.0,59.0,0.7052839473333337,71.0,0.6103852413333337,83.0,0.0158354153333335,,
33,Carbon__Citrate,0.3383750786666666,0.17644102163141578,3.0,84.0,0.268594711,85.0,0.2074959669999998,86.0,0.539034558,,
34,Carbon__Ferulate,-0.37510361300000006,0.5562071234800381,3.0,87.0,0.2653745729999999,88.0,-0.6540252260000001,89.0,-0.7366601859999999,,
35,Carbon__Glucose,-2.498001805406602e-16,0.2312374246017352,2.0,90.0,0.1635095509999997,91.0,-0.1635095510000002,,,,
36,Carbon__Serine,0.07903844433333339,0.17038358053621827,3.0,92.0,0.261355,93.0,-0.0761594279999999,94.0,0.0519197610000001,,
37,Carbon2__Glucose,-7.401486830834377e-17,0.3732490252295503,3.0,95.0,0.0932589603333333,96.0,-0.4110357226666667,97.0,0.3177767623333332,,
38,Carbon2__Coumarate,0.18524923033333338,0.034730439495973375,3.0,98.0,0.2235077123333333,99.0,0.1765324743333334,100.0,0.1557075043333333,,
39,Crc__Control,0.0,0.2682378412235321,2.0,101.0,0.1896727965,102.0,-0.1896727965,,,,
40,Crc__Del_crc,-0.22533229149999995,0.13804635112705535,2.0,103.0,-0.3229458025,104.0,-0.1277187804999999,,,,
41,Crc__Del_crcZ_crcY,-0.1839015830000001,0.04993521691412646,2.0,105.0,-0.1485920525000001,106.0,-0.2192111135000001,,,,
42,FinR__Control,3.700743415417188e-17,0.501902079987645,3.0,107.0,0.2205033126666666,108.0,0.3539028596666667,109.0,-0.5744061723333331,,
43,FinR__Del_finR,-0.2094500089999999,0.30346520850923553,3.0,110.0,-0.0623947453333333,111.0,-0.5584267193333332,112.0,-0.0075285623333332,,
44,FleQ__Del_fleQ,0.21882480333333323,0.0596742666542307,3.0,113.0,0.2127920843333333,114.0,0.2812862873333333,115.0,0.1623960383333331,,
45,FleQ__OE_wspR,-0.08294474133333339,0.3255750260291177,3.0,116.0,-0.2119607466666666,117.0,-0.3242393716666667,119.0,0.2873658943333332,,
46,FleQ__Control,-7.401486830834377e-17,0.5019014273633341,3.0,118.0,-0.5744054316666667,120.0,0.2205030693333332,121.0,0.3539023623333333,,
47,Fuel__Butanol,-3.1551756555,0.029989722294015676,2.0,122.0,-3.1339697195,123.0,-3.1763815914999998,,,,
48,Fuel__Control,4.510281037539698e-16,0.06012252552388469,2.0,124.0,0.0425130455000006,125.0,-0.0425130454999997,,,,
49,Fuel__Isopentanol,-3.4634597075,0.06664039753787702,2.0,126.0,-3.5105815845,127.0,-3.4163378305,,,,
50,Glycolaldehyde__Glycolaldehyde,0.4725232370000001,0.05008390096411346,2.0,128.0,0.5079379030000002,130.0,0.437108571,,,,
51,Glycolaldehyde__Control,0.0,0.09643306472832489,2.0,129.0,-0.0681884739999998,131.0,0.0681884739999998,,,,
52,HNS_protein__Control_ex,0.0,0.008648350097474984,2.0,132.0,0.0061153069999999,147.0,-0.0061153069999999,,,,
53,HNS_protein__Del_turB_ex,-0.4226484315000003,0.01621277408874875,2.0,133.0,-0.4341125940000001,134.0,-0.4111842690000005,,,,
54,HNS_protein__WT_pCAR1_ex,-0.20351984150000035,0.20406568192977348,2.0,135.0,-0.0592236140000004,140.0,-0.3478160690000003,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,0.248913806,0.05212566896636249,2.0,136.0,0.2120553919999999,138.0,0.2857722200000001,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,0.2554271689999998,0.03711594867745414,2.0,137.0,0.2291822300000001,139.0,0.2816721079999995,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,0.16361601199999984,0.21162256816276037,2.0,141.0,0.0139762589999996,143.0,0.3132557650000001,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,0.6683289050000001,0.06220159694437475,2.0,142.0,0.6243457340000003,146.0,0.7123120759999999,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,0.2187688249999997,0.3465353062925229,2.0,144.0,-0.0262686400000005,145.0,0.4638062899999999,,,,
60,HNS_protein__WT_Del_turA_ex,-0.6214907235,0.041413108004510174,2.0,148.0,-0.650774213,149.0,-0.592207234,,,,
61,Mobile_gene__2737_exp,2.498001805406602e-16,0.09743148739255826,4.0,150.0,-0.129094384,151.0,0.0927764750000004,152.0,-0.0175226559999996,153.0,0.0538405650000002
62,Mobile_gene__2737_reg,-0.08789086874999982,0.07016901940830705,4.0,154.0,-0.0966600189999997,155.0,-0.0987570429999999,156.0,0.0067304759999999,157.0,-0.1628768889999996
63,Mobile_gene__3227_exp,-0.0032972092499999814,0.25061691631182825,4.0,158.0,-0.0833695219999999,159.0,0.3530832209999999,160.0,-0.233197772,161.0,-0.0497047639999999
64,Mobile_gene__3227_reg,0.20219978525000004,0.151115354196052,4.0,162.0,-0.0195377949999997,163.0,0.320443596,164.0,0.2527389069999999,165.0,0.2551544329999999
65,Mobile_gene__mfsR_exp,-0.5092385194999998,0.048113033851707065,2.0,166.0,-0.4752174669999998,167.0,-0.5432595719999997,,,,
66,Mobile_gene2__Condition1,0.20047024075000008,0.6279375284096724,2.0,168.0,-0.2435486437499996,169.0,0.6444891252499998,,,,
67,Mobile_gene2__Condition2,2.2898349882893854e-16,0.3163354569364828,4.0,170.0,-0.3390563587499997,171.0,0.4124162092499999,172.0,-0.1156330317499998,173.0,0.0422731812500005
68,Muconate__CJ522_fructose,0.2657030236666671,0.12102479309420543,3.0,174.0,0.2171250696666669,175.0,0.4034694756666672,176.0,0.1765145256666671,,
69,Muconate__CJ522_fructose_glucose,0.30091228433333367,0.355652316006967,3.0,177.0,0.2816011636666671,178.0,0.6658267366666668,179.0,-0.044691047333333,,
70,Muconate__CJ522_fructose_glucose_gluconate,0.6394247513333338,0.308254479619402,3.0,180.0,0.4602503846666672,181.0,0.462660223666667,182.0,0.995363645666667,,
71,Muconate__CJ522_glucose_gluconate,0.17646310166666698,0.3948293320677962,3.0,183.0,0.5460408766666669,184.0,-0.2395170543333331,185.0,0.2228654826666671,,
72,Muconate__CJ522_gluconate,0.5431171676666672,0.4216354210479814,3.0,186.0,0.1553634366666672,187.0,0.9919679756666672,188.0,0.4820200906666669,,
73,Muconate__CJ522_glucose,0.3878156030000004,0.24877042748222553,3.0,189.0,0.1011988436666668,190.0,0.5145453656666672,191.0,0.5477025996666671,,
74,Muconate__GB032_fructose,0.33439343500000024,0.4990427086391992,3.0,192.0,0.8707096586666667,193.0,0.2487656116666672,194.0,-0.1162949653333331,,
75,Muconate__GB032_fructose_glucose,0.2238000893333337,0.1381999386688265,3.0,195.0,0.344244999666667,196.0,0.2542362836666672,197.0,0.0729189846666669,,
76,Muconate__GB032_fructose_glucose_gluconate,0.02077372866666703,0.21878117946051273,3.0,198.0,-0.1749108743333329,199.0,-0.0197525233333331,200.0,0.2569845836666671,,
77,Muconate__GB032_glucose_gluconate,0.44010396266666696,0.31078839342438375,3.0,201.0,0.081956418666667,202.0,0.638854574666667,203.0,0.5995008946666669,,
78,Muconate__GB032_gluconate,0.25367767266666696,0.24271846870590746,3.0,204.0,0.5337010636666668,205.0,0.1237867686666671,206.0,0.1035451856666669,,
79,Muconate__GB032_glucose,0.3690858000000004,0.09444577517422333,3.0,207.0,0.4574350966666669,208.0,0.3802808706666671,209.0,0.2695414326666672,,
80,Muconate__GB045_fructose,1.0935781390000003,0.40068219424569784,3.0,210.0,0.9808271736666674,211.0,0.7613514656666669,212.0,1.5385557776666667,,
81,Muconate__GB045_fructose_glucose,0.6524970956666669,0.3114392717751375,2.0,213.0,0.8727179166666668,214.0,0.432276274666667,,,,
