,PN96_RS05945
SBRG_BHIN_Growth_Late_1,-2.0535742685
SBRG_BHIN_Growth_Late_2,0.2195329605000004
SBRG_BHIN_Growth_Mid_1,-0.2076923434999997
SBRG_BHIN_Growth_Mid_2,-1.6062367374999995
SBRG_BHIN_Growth_Stat_1,-1.4828007445
SBRG_BHIN_Growth_Stat_2,-1.0736741264999998
SBRG_LBv2_Growth_Late_1,-0.6337653754999999
SBRG_LBv2_Growth_Late_2,0.4003816765000003
SBRG_LBv2_Growth_Mid_1,0.0321170335000005
SBRG_LBv2_Growth_Mid_2,-0.0321170334999996
SBRG_LBv2_Growth_Stat_1,-0.3455222705
SBRG_LBv2_Growth_Stat_2,-0.8280917704999999
SBRG_MHB_Rich_Mid_1,0.4914576694999999
SBRG_MHB_Rich_Mid_2,3.1164757225
SBRG_NBO_Rich_Mid_1,-0.1478541015000001
SBRG_NBO_Rich_Mid_2,-0.4809883634999998
SBRG_M9Na_Arabinose_Mid_1,-1.7217598154999996
SBRG_M9Na_Arabinose_Mid_2,-1.6515105014999991
SBRG_M9Na_Galactose_Mid_1,-1.0991660164999997
SBRG_M9Na_Galactose_Mid_2,-1.8134064255
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.4673166594999993
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.7326090274999997
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.5481650274999996
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.7080096444999997
SBRG_M9Na_GlcNAcGrowth_Stat_1,-0.4366999444999995
SBRG_M9Na_GlcNAcGrowth_Stat_2,-0.6768575024999994
SBRG_M9Na_GlcNAc_Mid_1,-1.4992216724999996
SBRG_M9Na_GlcNAc_Mid_2,-1.2483963794999997
SBRG_M9Na_Gluconate_Mid_1,-1.5282287954999996
SBRG_M9Na_Gluconate_Mid_2,-2.3955012904999995
SBRG_M9Na_Glucosamine_Mid_1,-1.2919972274999996
SBRG_M9Na_Glucosamine_Mid_2,-1.4954448514999994
SBRG_M9Na_Glycerol_Mid_1,-2.0242250655
SBRG_M9Na_Glycerol_Mid_2,-1.7625189994999997
SBRG_M9Na_Maltose_Mid_1,-1.0737087954999995
SBRG_M9Na_Maltose_Mid_2,-1.4448744664999995
SBRG_M9Na_Mannitol_Mid_1,-1.6071357234999994
SBRG_M9Na_Mannitol_Mid_2,-1.9115303704999995
SBRG_M9Na_Trehalose_Mid_1,-1.4622642814999995
