,0
gene_id,rbsD
name,rbsD
operon,rbsDACBKR
gene_product,Nucleotide transport and metabolism
cog,<i>Not Available</i>
regulator,"['crp', 'rbsR', 'rpoD']"
link,<i>Not Available</i>
