,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.43124899564433905,2.0,0.0,-0.3049390892,1.0,0.3049390892,,,,,,,,
1,fur__wt_dpd,-0.2915688777,0.17370384299510205,2.0,2.0,-0.41439604300000005,3.0,-0.1687417124,,,,,,,,
2,fur__wt_fe,1.008796279,0.016912959567339986,2.0,4.0,1.0207555474,5.0,0.9968370106000001,,,,,,,,
3,fur__delfur_dpd,4.29117118045,0.2502188238855573,2.0,6.0,4.1142397533,7.0,4.4681026076,,,,,,,,
4,fur__delfur_fe2,9.2056457283,0.22269927426768077,2.0,8.0,9.0481735613,9.0,9.3631178953,,,,,,,,
5,acid__wt_ph5,-0.19186438150000001,0.13331267979330955,2.0,10.0,-0.0975980816,11.0,-0.28613068140000003,,,,,,,,
6,acid__delgadx_ph5,1.4412002684,,1.0,12.0,1.4412002684,,,,,,,,,,
7,acid__delgadw_ph5,1.4620363699499999,0.1266811354852047,2.0,13.0,1.37245928,14.0,1.5516134599,,,,,,,,
8,acid__delgade_ph5,-0.0856814319,0.27098147818419677,2.0,15.0,-0.2772942727,16.0,0.10593140890000001,,,,,,,,
9,oxidative__wt_pq,0.603448074,0.6457167629390096,2.0,17.0,0.1468573722,18.0,1.0600387758,,,,,,,,
10,oxidative__deloxyr_pq,0.58745659565,0.16023160329459377,2.0,19.0,0.7007574489,20.0,0.4741557424,,,,,,,,
11,oxidative__delsoxr_pq,1.82579894065,0.10080097977620138,2.0,21.0,1.897075997,22.0,1.7545218843,,,,,,,,
12,oxidative__delsoxs_pq,2.34159791965,0.31269502433419255,2.0,23.0,2.5627066918,24.0,2.1204891475,,,,,,,,
13,nac_ntrc__wt_csn,3.20194066955,0.14289535051615226,2.0,25.0,3.1008983982,26.0,3.3029829408999998,,,,,,,,
14,nac_ntrc__wt_cytd,-1.2993348186,0.8268687604987763,2.0,27.0,-0.7146503109,28.0,-1.8840193263,,,,,,,,
15,nac_ntrc__wt_gln,-2.70047436155,0.4286569393965903,2.0,29.0,-2.3973681329,30.0,-3.0035805902,,,,,,,,
16,nac_ntrc__bw_delnac_csn,6.52114350025,0.018883876813616685,2.0,31.0,6.5077905829,32.0,6.5344964176,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-1.2568383705500001,0.4598925030874625,2.0,33.0,-1.5820314781,34.0,-0.9316452630000001,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-2.85825560475,2.2134569240357567,2.0,35.0,-1.2931052039,36.0,-4.4234060056,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.1610736471,0.5661172850418362,2.0,37.0,0.23923172410000001,38.0,-0.5613790183,,,,,,,,
20,misc__wt_no_te,0.1447760327,0.5032688204500707,2.0,39.0,-0.211088763,40.0,0.5006408284,,,,,,,,
