,-0.33045268892307694,-0.27537724076923076,-0.22030179261538457,-0.1652263444615384,-0.1101508963076922,-0.05507544815384602,1.6653345369377348e-16,0.05507544815384635,0.11015089630769254,0.16522634446153872,0.2203017926153849,0.27537724076923104,0.3304526889230773,0.3855281370769235,0.44060358523076965,0.4956790333846158,0.550754481538462,0.6058299296923082,0.6609053778461544,0.7159808260000005
thresh,-0.357990413,0.357990413,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,83,4051,76,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ygdT'],[]
