,PSPTO_RS29930
SRX1828913,0.041360406700000005
SRX1828914,1.182724497
SRX1828915,0.1531927542
SRX1828916,0.6143234578
SRX1828917,-0.1945531608
SRX1828918,0.5211131210000001
SRX3983989,0.3848513336
SRX3983990,0.4407630504
SRX3983993,-1.3022754512999999
SRX3983994,-1.3126248106
SRX3983995,0.7209271109000001
SRX3983996,-0.9675391441000001
SRX3983997,-1.1429484986
SRX3983998,0.920040195
SRX3983999,0.6533675114
SRX3984000,0.8154806948000001
SRX3984001,-0.9651915013000001
SRX3984002,-1.2652343327
SRX3984003,-0.5438529698
SRX3984004,0.5646123445
SRX3984005,-0.7569828081000001
SRX3984006,0.44203312
SRX3984007,-1.2945054496
SRX3984008,0.9823520003
SRX3984009,0.5211707686
SRX3984010,-0.29199329490000003
SRX3984011,0.7863843248
SRX3984012,1.0075065116
SRX3984013,0.2268953578
SRX3984014,0.3067182134
SRX3984015,-0.6301323682000001
SRX3984016,0.9069064299
SRX3984017,-0.48230063380000004
SRX3984019,0.292442397
SRX3984020,-0.6438824405
SRX3984021,-0.48970694200000003
SRX3984022,-1.0912986068
SRX3984023,-0.0175603524
SRX3984024,1.079874629
SRX3984025,0.1269402637
SRX3984026,-0.25483398160000004
SRX3984027,0.5036473158
SRX3984028,0.7972749371000001
SRX3984029,0.9021500957
SRX3984031,-0.8800924178
SRX3984032,-0.0206029636
SRX3984034,0.1296845082
SRX3984035,-2.4377247008
SRX3984036,-0.1177989733
SRX3984037,-1.7422749965
SRX3984038,0.4341317381
SRX3984039,-0.2356145831
SRX3984040,0.28571485010000003
SRX3984041,-0.6266803062
SRX3984042,-0.6170787791
SRX3984043,-1.0810758928
SRX3984045,0.8734427023
SRX3984046,0.49915662390000004
SRX3984047,0.0104009498
SRX3984048,-0.4433919243
SRX3984049,-0.6332843082
SRX3984050,-1.8966818434000001
SRX3984051,-0.7647191639
SRX3984052,0.0046769742000000005
SRX3984056,-0.7943224866
SRX3984057,-0.41689236890000003
SRX3984058,-1.0612167901
SRX3984059,0.9605574006
SRX3984061,0.8003553974000001
SRX3984062,0.9406333686
SRX3984063,1.1091397021
SRX3984064,0.7677965066
SRX3984065,0.7799739854000001
SRX3984066,1.1808113433
SRX3984067,0.37629026990000003
SRX3984068,0.6067557238
SRX3984069,-1.3310183034
SRX3984070,-1.9960365791
SRX3984071,-1.2888930998
SRX3984073,0.4330138032
SRX3984074,0.4557898897
SRX3984077,0.8782952110000001
SRX3984078,-0.17677719490000002
SRX3984079,-0.3884334271
SRX3984080,-0.6112807797
SRX3984082,1.0456446607
SRX3984084,-0.6451902559
SRX6997963,-1.271248792
SRX6997964,0.1308094695
SRX6997965,0.8715163414
SRX6997967,2.5424975839
SRX6997968,1.2642633092
SRX6997969,1.7683094029
SRX6997971,-1.271248792
SRX6997972,4.1449632474
SRX6997973,2.9350598917
SRX3159100,2.4291816259
SRX3159101,-0.8097272086
SRX3159102,-0.8097272086
SRX3159103,-0.8097272086
SRX3159000,-2.2545545958
SRX3159001,-1.0079912747
SRX3159002,-2.2545545958
SRX3159003,-2.2545545958
SRX3159004,0.47276040300000005
SRX3159005,-1.0444167475
SRX3159006,-2.2545545958
SRX3159007,-0.8543171001000001
SRX3159008,0.0665876739
SRX3159009,-2.2545545958
SRX3159010,0.623172817
SRX3159012,-2.2545545958
SRX3159013,0.20200874430000001
SRX3159014,-1.2482540824
SRX3159015,-2.2545545958
SRX3159016,-2.2545545958
SRX3159017,-2.2545545958
SRX3159018,2.2206111782
SRX3159019,0.1564904845
SRX3159020,-2.2545545958
SRX3159021,-0.5943414623000001
SRX3159022,-2.2545545958
SRX3159023,-2.2545545958
