,ABUW_1138
SRX3737100,0.407211826
SRX3737101,0.5166865218
SRX3737103,0.1696587188
SRX3737104,0.1052007008
SRX3737105,-0.0283391492
SRX3737106,0.00037514950000000003
SRX3737107,-0.0772367011
SRX3737108,-0.2965429942
SRX3737109,-0.3490461808
SRX3737110,-0.28662887530000003
SRX3737111,-0.23134117510000002
Abaum_0017,0.0406610572
Abaum_0018,1.4265816678
Abaum_0019,1.5804523949
Abaum_0020,-1.5470529045
Abaum_0021,-0.0448896821
Abaum_0022,-0.0140431588
Abaum_0023,-0.0406610572
Abaum_0024,-1.2464095144
Abaum_0025,0.3825944778
Abaum_0026,-0.0577372616
SRX3141471,0.0592008009
SRX3141472,-0.1042424032
SRX3141473,-0.2498293969
SRX3141474,0.3540718001
SRX3141475,-1.3917924099
SRX3141476,-1.2894950588
SRX3141477,-0.5695382242
SRX3141478,0.1792410821
SRX3141479,0.2702206739
SRX8944518,-0.4084471341
SRX8944519,-0.903830326
SRX8944520,0.060652631900000004
SRX8944521,-0.9752320857000001
SRX8944522,0.3477945022
SRX8944523,0.36507782
SRX5930997,0.2964000859
SRX5930998,-0.8839295324
SRX5930999,0.5875294465
SRX5931001,0.2773547081
SRX5931002,0.4141893917
SRX4488546,1.1226336674
SRX4488547,-0.4269022132
SRX4488548,1.8362224930000002
SRX4488549,-0.6957314543
SRX4488550,1.9487335714
SRX4488551,2.071255178
SRX4488552,2.4055068337
SRX4488553,1.8901748234
SRX4488554,0.9027733568
SRX4488555,1.7365329616
SRX4488556,1.6500931604
SRX4488557,1.3903600419
SRX2568047,-3.7123894991
SRX2568048,-4.0224849525
SRX2568049,-2.8162919849
SRX2568050,-0.7189890008
SRX2568051,-0.7043167444
SRX2568052,-0.6670193794
SRX2568053,-1.9606055128
SRX2568054,-1.8511537851000002
SRX2568055,-3.7773047572
SRX2568056,-0.4521043402
SRX2568057,0.4518817254
SRX2568058,-0.5652187615
SRX2568059,-2.1785734025
SRX2568060,-1.9702184035
SRX2568061,-2.1419190266
SRX2568062,-0.23196382170000002
SRX2568063,0.4326108843
SRX2568064,-0.2006470626
Abaum_0001,0.0506377389
Abaum_0002,-0.14525014090000002
Abaum_0003,-0.0042934168
Abaum_0004,-0.7064974774
Abaum_0005,-0.6864772015
Abaum_0006,-0.5031712259
Abaum_0007,-0.6300770076000001
Abaum_0008,0.6152223113
Abaum_0009,-0.1895623344
Abaum_0010,-0.1693191821
Abaum_0011,0.0830349058
Abaum_0012,-0.0830349058
Abaum_0013,0.0345088023
Abaum_0014,-0.0246887877
Abaum_0015,0.1300980397
Abaum_0016,-0.1345743761
ERX1221046,0.2237074853
ERX1221048,-0.0328248622
ERX1221049,-0.1908826231
ERX1221050,-1.6557827645
ERX1221052,-1.2261806823
ERX1221053,-1.335217711
ABNM035,-0.3265108895
ABNM036,0.3265108895
ABNM037,0.3646327755
ABNM038,0.3115435365
ABNM041,-0.11476151250000001
ABNM042,-0.1805871175
ABNM019,-0.1121877295
ABNM020,0.1121877295
ABNM021,0.0027991022
ABNM022,-0.40860640870000003
ABNM023,-0.24504248950000002
ABNM024,-0.7452649802
ABNM025,0.2473527768
ABNM026,0.1198627126
ABNM027,0.2993486635
ABNM028,-0.2993486635
ABNM029,0.3653854319
ABNM030,-0.4246330842
ABNM031,-0.12509221380000002
ABNM032,-0.2560666169
ABNM033,-0.1780224931
ABNM034,0.1092361736
ABNM001,-0.2043233824
ABNM002,0.2043233824
ABNM003,-0.7178818695
ABNM004,0.12039922730000001
ABNM005,-2.1004781179
ABNM006,-1.0620256723
ABNM007,-1.4272501848
ABNM008,-1.5845138234
ABNM009,-0.9724837611
ABNM010,-0.688504619
ABNM043,-0.0340411315
ABNM044,0.0340411315
ABNM045,-0.6722402405
ABNM046,-0.4610455605
ABNM047,0.7474078855
ABNM048,0.7572707905
ABNM011,0.0898827069
ABNM012,-0.0898827069
ABNM013,0.1572662397
ABNM014,-0.0204042212
ABNM015,1.1876683734
ABNM016,0.4590699802
ABNM017,0.4610495115
ABNM018,0.7732878271
