locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2811,0.2499583096,proX,glycine/betaine/proline transport protein,Amino acid transport and metabolism,"h-NS,ihf,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2811
STM2810,0.2313638238,proW,glycine/betaine/proline transport protein,Inorganic ion transport and metabolism,"h-NS,ihf,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2810
STM2809,0.2204828459,proV,glycine/betaine/proline transport protein,Inorganic ion transport and metabolism,"h-NS,ihf,rpoD,rpoS,ybiH",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2809
