,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-3.333333146541643e-11,0.08335060279957975,3.0,0.0,0.0623509774,2.0,0.0323193118,4.0,-0.0946702893,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-7.6943710296,0.13520817411478894,3.0,1.0,-7.6797005574,3.0,-7.8363161958,5.0,-7.5670963356000005,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.58002292445,0.540786199760247,4.0,6.0,0.6055011697,20.0,0.7065904009,40.0,1.1555834135,63.0,-0.1475832863,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.5625503708,0.12966365277395034,4.0,7.0,-0.6282913402,33.0,-0.4283539718,81.0,-0.7102777928,82.0,-0.48327837840000004,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.943889926375,0.2999119522352582,4.0,8.0,-1.0384701156,51.0,-0.5795819910000001,65.0,-0.8645117345000001,76.0,-1.2929958644,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.2142918751333334,0.11781268804846813,3.0,9.0,-1.0826149717,22.0,-1.2505376877,49.0,-1.309722966,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.3729321107,0.11473500079275362,2.0,10.0,0.4540620078,26.0,0.2918022136,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-1.2256957397,0.14553444739295132,3.0,11.0,-1.3153869128,54.0,-1.3039228775,83.0,-1.0577774288,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.993907293925,0.21988128067663065,4.0,12.0,-1.0090122149,48.0,-0.7188605100000001,64.0,-0.990875303,78.0,-1.2568811478,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.173917179275,0.2207266912185831,4.0,13.0,0.395587566,38.0,0.27179644000000003,67.0,-0.1207404047,72.0,0.1490251158,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.2978898274,0.4926434636940438,3.0,14.0,0.4712212612,41.0,0.6804412701,85.0,-0.2579930491,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.35606985115000006,0.4931244015979241,4.0,15.0,0.7302549982000001,52.0,0.7244025437,71.0,-0.3136561176,80.0,0.2832779803,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.9940303750333334,0.41354060519572067,3.0,16.0,-0.9007157219,53.0,-0.6351200577,77.0,-1.4462553455,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-0.8850233721666667,0.08489297812454165,3.0,17.0,-0.8773912445000001,50.0,-0.8042041555,66.0,-0.9734747165000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-0.3174723657333333,0.4725214182534503,3.0,18.0,-0.7928157896,25.0,0.1521755578,62.0,-0.3117768654,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.036959622974999995,0.2640023486175638,4.0,19.0,0.3021749147,28.0,-0.0221930367,56.0,-0.3388870443,73.0,-0.0889333256,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.5085376172,0.239708900498141,4.0,21.0,-0.7900737011000001,34.0,-0.2563981551,45.0,-0.6144877944,58.0,-0.3731908182,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.064755618875,0.2450023361930173,4.0,23.0,0.23686912910000002,42.0,0.1486745543,70.0,-0.2984591153,79.0,0.1719379074,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.1589783728,0.16964911217596296,4.0,24.0,-0.26987283840000004,29.0,0.07802909670000001,68.0,-0.2924624823,74.0,-0.1516072672,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.2865390721750001,0.20469301946265017,4.0,27.0,-0.5284896867000001,31.0,-0.38409305850000003,69.0,-0.1189233033,75.0,-0.1146502402,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.6878694295500001,0.5193143117480568,4.0,30.0,-1.0175879586,32.0,0.074059361,59.0,-0.7890628163000001,86.0,-1.0188863043,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-0.2430893807,,1.0,35.0,-0.2430893807,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.8585719819000001,0.568992417154492,4.0,36.0,-0.0579797856,44.0,-0.8543223331,60.0,-1.3175879141,61.0,-1.2043978948,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-2.4999996864338847e-11,0.15472122119709988,4.0,37.0,0.0874977006,46.0,-0.2261207023,57.0,0.11067199500000001,84.0,0.0279510066,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,0.92036782645,0.1798980672148872,2.0,39.0,1.0475749697,43.0,0.7931606832,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-1.9969260689500001,0.24835793888910457,2.0,47.0,-2.1725416517,55.0,-1.8213104862,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.0,3.0,87.0,0.0,90.0,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,0.0,0.0,3.0,88.0,0.0,91.0,0.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.0,0.0,3.0,89.0,0.0,92.0,0.0,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,
