,Value,list
TF,LexA,
reg_genes,74,"['yqjZ' 'S926' 'parE' 'ydiO' 'ydgH' 'parC' 'rocR' 'yhaM' 'S605' 'sipV'
 'dnaE' 'S861' 'ruvB' 'ybaK' 'ligA' 'S213' 'S1107' 'yozM' 'yerH' 'S897'
 'pcrA' 'yhjE' 'yqjY' 'yqhB' 'sda' 'corA' 'recA' 'yqkC' 'yqzH' 'ydiP'
 'ytsJ' 'S369' 'S883' 'S927' 'ykvR' 'hbs' 'yolC' 'yqkB' 'S660' 'ydgG'
 'pcrB' 'yozL' 'ypuD' 'yqkA' 'uvrC' 'cwlD' 'aprX' 'S1108' 'S860' 'S1109'
 'ruvA' 'vpr' 'S672']"
comp_genes,27,['yobU' 'mrgA' 'yvzB' 'ymzE/2' 'S619' 'S498']
both_genes,21,"['yqjX' 'S454' 'lexA' 'sbcE' 'ynzC' 'xkdA' 'uvrB' 'yneB' 'tagC' 'yhaZ'
 'bstG' 'polY2' 'yorB' 'uvrA' 'yhjD' 'yorC' 'S898' 'uvrX' 'yhaO' 'yneA'
 'S1341']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,40,
comp_ops,15,
both_ops,13,
