,BSU39420
M9exp_1,12.4216
M9exp_2,12.0069
M9exp_3,11.7611
M9tran_1,12.1282
M9tran_2,12.1678
M9tran_3,12.1619
M9stat_1,9.871
M9stat_2,9.599
M9stat_3,9.6018
MG-0.1_1,12.5045
MG-0.1_2,11.7322
MG-0.1_3,12.9674
MG-0.2_2,12.2086
MG-0.2_3,12.3981
MG+5_1,11.3643
MG+5_2,11.2013
MG+5_3,11.0325
MG+10_1,11.4381
MG+10_2,11.1956
MG+10_3,11.0232
MG+15_1,10.6038
MG+15_2,12.0787
MG+15_3,11.6532
MG+25_1,11.3164
MG+25_2,11.2082
MG+25_3,11.5064
MG+45_1,11.7551
MG+45_2,11.2546
MG+45_3,12.3389
MG+60_2,11.9754
MG+60_3,11.8929
MG+90_2,11.6063
MG+90_3,12.2139
MG+120_1,11.5309
MG+120_2,12.1512
MG+120_3,11.7594
MG+150_1,11.9763
MG+150_3,11.5503
GM-0.1_1,12.0554
GM-0.1_2,12.4664
GM-0.1_3,12.0151
GM-0.2_1,12.1084
GM-0.2_2,12.5572
GM-0.2_3,12.0805
GM+5_1,11.7277
GM+5_2,12.1999
GM+5_3,12.1524
GM+10_2,11.9278
GM+10_3,10.7927
GM+15_1,11.9587
GM+15_2,11.7718
GM+15_3,11.4762
GM+25_1,12.1284
GM+25_2,11.7134
GM+25_3,11.2377
GM+45_1,12.1354
GM+45_2,11.0447
GM+45_3,11.6342
GM+60_1,12.2331
GM+60_2,11.1738
GM+60_3,11.1531
GM+90_1,12.345999999999998
GM+90_2,12.0202
GM+90_3,11.7989
GM+120_1,11.4767
GM+120_3,11.461
GM+150_1,11.7963
GM+150_2,12.2062
GM+150_3,12.1993
BT_1,11.4057
BT_2,11.1459
B36_1,10.4413
B36_2,10.2996
B60_1,10.2543
B60_2,10.1093
S0_1,12.9292
S0_2,13.1406
S0_3,13.3439
S1_1,12.9363
S1_2,12.9456
S1_3,12.8978
S2_1,11.9698
S2_2,12.1016
S2_3,12.4871
S3_1,10.9765
S3_2,11.2348
S4_1,11.4567
S4_2,11.1429
S4_3,10.9502
S5_1,11.3209
S5_2,11.8382
S5_3,11.7958
S6_1,10.5481
S6_2,8.8821
S6_3,10.777
S6/t_1,10.5594
S6/t_2,8.6583
S6_4,10.3587
S6_5,10.7993
S6_6,11.1457
S7_4,10.7127
S7_5,10.5204
