,b4623_1
rpoB__rpoBE546V_044__1,4.1493868388
rpoB__rpoBE546V_lb__1,2.9679901838
rpoB__rpoBE546V_lb__2,0.0
rpoB__rpoBE546V_glc__1,4.5224712667
rpoB__rpoBE672K_glc__1,0.0
rpoB__rpoBE672K_glc__2,0.0
rpoB__rpoBE672K_lb__1,3.1539891711
rpoB__rpoBE672K_lb__2,1.441008739
crp__wt_fru__1,3.1659857553
crp__wt_glyc__1,3.5270935562
crp__wt_glyc__2,4.229819019
crp__delar1_glyc__1,2.0951332993
crp__delar1_glyc__2,2.8419923062
crp__delar1ar2_glyc__1,2.3293943367
crp__delar1ar2_glyc__2,2.8584134419
crp__delar1ar2_glyc__3,1.8113063128
crp__delar2_glyc__1,2.284966596
crp__delar2_glyc__2,2.1805582969
crp__delar2_glyc__3,1.1661015227
crp__delcrp_fru__1,1.187121941
crp__delcrp_fru__2,2.0264377899
crp__delcrp_fru__3,3.1607012967
crp__delcrp_glc__1,2.8016544902
crp__delcrp_glc__2,1.6080833118
crp__delcrp_glc__3,0.0
crp__delcrp_glyc__1,0.0
crp__delcrp_glyc__2,1.9851291751
crp__delcrp_glyc__3,1.2645370999
glu__glu_ale3__1,3.4595976611
glu__glu_ale4__1,0.0
glu__glu_ale5__1,2.4339101547
glu__glu_ale6__1,2.3015480124
glu__glu_ale8__1,2.1835232886
glu__glu_ale9__1,2.4176788237
glu__glu_ale10__1,3.6602566545
42c__wt_42c__1,0.0
42c__42c_ale1__1,2.2073300261
42c__42c_ale2__1,2.6122991819
42c__42c_ale3__1,4.7169358494
42c__42c_ale4__1,3.160797561
42c__42c_ale5__1,4.6080467791
42c__42c_ale6__1,3.4733091069
42c__42c_ale8__1,2.1940388218
42c__42c_ale9__1,1.8458929478
42c__42c_ale10__1,3.58593271
ssw__wt_ac__1,4.9581972722
ssw__wt_glc__1,4.2208488539
ssw__wt_glyc__1,4.2010551463
ssw__wt_xyl__1,5.3290100741
ssw__glc_ale1__1,3.211558516
ssw__glc_ale2__1,3.03560998
ssw__glc_ale3__1,1.4867116724
ssw__glyc_ale1__1,2.4726364657
ssw__glyc_ale2__1,3.5312164268
ssw__xyl_ale1__1,4.8837822824
ssw__xyl_ale2__1,4.7297230393
ssw__xyl_ale3__1,5.0992506021
ssw__glc_ac_ac2__1,5.6445796690000005
ssw__glc_ac_glc1__1,5.55884715
ssw__glc_ac_glc2__1,5.5637345869
ssw__glc_glyc_glc__1,3.4323770562
ssw__glc_glyc_glyc__1,4.3285999001
ssw__glc_xyl_glc__1,3.9403469255
ssw__glc_xyl_xyl__1,4.5513962835
pgi__glu4_delpgi__1,1.8739611011
pgi__pgi_ale1__1,3.2805740106
pgi__pgi_ale2__1,3.1504877302
pgi__pgi_ale3__1,2.7143362096
pgi__pgi_ale5__1,2.7101075210000003
pgi__pgi_ale6__1,3.0829139662
pgi__pgi_ale7__1,3.4142183669
pgi__pgi_ale8__1,3.3229486045
ica__wt_glc__1,2.5305467889
ica__wt_glc__2,3.5279956643
ica__wt_glc__3,3.8771955285
ica__wt_glc__4,3.9356949239
ica__arg_sbt__1,2.7510571879
ica__arg_sbt__2,2.9645562888
ica__cytd_rib__1,3.5411130574
ica__cytd_rib__2,1.930037864
ica__gth__1,4.4279953253
ica__gth__2,4.5560850096
ica__leu_glcr__1,2.5724153861
ica__leu_glcr__2,3.1653979272
ica__met_glc__1,2.212847511
ica__met_glc__2,2.9332142299
ica__no3_anaero__1,4.0139528257
ica__no3_anaero__2,3.2037376086
ica__phe_acgam__1,2.3496039475
ica__phe_acgam__2,2.9337153945
ica__thm_gal__1,3.2434896431
ica__thm_gal__2,2.1916021343
ica__tyr_glcn__1,3.3988473792000002
ica__tyr_glcn__2,2.4849783339
ica__ura_pyr__1,3.1228922994
ica__ura_pyr__2,4.3235869938
ica__wt_glc__5,2.943874808
ica__wt_glc__6,2.6596962974
ica__bw_delpurR_cytd__1,2.8043228368
ica__bw_delpurR_cytd__2,3.0292043687
ica__ade_glc__1,3.9244845535
ica__ade_glc__2,3.0896512
ytf__wt_glc__1,4.4023100451
ytf__wt_glc__2,4.2864093527
ytf__delyafC__1,3.8776815466
ytf__delyafC__2,3.7691784708
ytf__delyeiE__1,3.9870578186000003
ytf__delyeiE__2,4.0304441833
ytf__delyiaJ__1,4.4974016683
ytf__delyiaJ__2,4.6201103573
ytf__delyieP__1,4.5831339768
ytf__delyieP__2,4.7303634183
ytf__wt_ph5__1,3.6107646452
ytf__wt_ph5__2,4.3161605033
ytf__wt_ph8__1,3.5139651993000003
ytf__wt_ph8__2,3.3058594274
ytf__delybaO__1,4.2404172483
ytf__delybaO__2,4.276943869
ytf__delybaQ__1,3.6210911398
ytf__delybaQ__2,3.3729777455
ytf__delybiH__1,4.005324141
ytf__delybiH__2,4.8994941361
ytf__delydcI_ph5__1,3.755058447
ytf__delydcI_ph5__2,3.6453636341999998
ytf__delydcI_ph8__1,3.458787413
ytf__delydcI_ph8__2,4.0648977887
ytf__delyddM__1,3.7155606545
ytf__delyddM__2,4.1053244627
ytf__delyheO__1,3.9377237265
ytf__delyheO__2,4.155689947
fps__bw_glc__1,3.8524022131
fps__bw_glc__2,4.2676235057
fps__fps_thrA_ale1__1,4.4409639332
fps__fps_thrA_ale1__2,3.2135513906
fps__fps_thrA_ale2__1,4.6598038669
fps__fps_thrA_ale2__2,4.1542739246
fps__fps_serB_ale1__1,3.8894394264
fps__fps_serB_ale1__2,4.1968324162
fps__fps_serB_ale4__1,4.9366139531
fps__fps_serB_ale4__2,4.9580048127000005
fps__fps_ptsI_ale1__1,4.9937351978
fps__fps_ptsI_ale1__2,4.6750159071
fps__fps_ptsI_ale3__1,5.058882747
fps__fps_ptsI_ale3__2,4.396090905
pal__lyx_ale2_f6__1,4.1407455556
pal__lyx_ale2__1,4.1600880248
pal__lyx_ale2__2,3.2530671068
pal__lyx_ale4__1,4.1600880248
pal__lyx_ale4__2,3.2530671068
pal__5drib_ale10_f18__1,4.3712966065
pal__5drib_ale10_f18__2,3.3299734728
pal__5drib_ale10__1,3.5530111223
pal__arab_ale14_f9__1,4.0522970558
pal__arab_ale14_f9__2,4.9347659519
pal__arab_ale14__1,4.2517522795
pal__arab_ale14__2,3.2224065585
pal__arab_ale16__1,5.1823741325
pal__arab_ale16__2,5.5642639377
pal__tartr_ale26_f10__1,3.7786582962
pal__tartr_ale26_f10__2,4.0458147269
pal__tartr_ale26__1,3.3916646717
pal__tartr_ale26__2,3.115111684
pal__tartr_ale28_f10__1,3.6991511576000002
pal__tartr_ale28_f10__2,3.8601006523
pal__tartr_ale28__1,4.6758477643
pal__tartr_ale28__2,4.820894805
efeU__delmenFentC_citr__1,3.9480296389
efeU__delmenFentC_citr__2,2.9134603694
efeU__delmenFentC__1,4.21546338
efeU__delmenFentC__2,3.4320383639
efeU__menFentC_ale39__1,3.2570835516
efeU__menFentC_ale39__2,3.4085647724
efeU__menFentC_ale29__1,1.629748614
efeU__menFentC_ale29__2,2.8407267978
efeU__menFentC_ale30__1,2.1837580875000002
efeU__menFentC_ale30__2,1.725906466
efeU__menFentCubiC_ale36__1,1.8108799258000001
efeU__menFentCubiC_ale36__2,3.7034722506
efeU__menFentCubiC_ale37__1,3.7201958719
efeU__menFentCubiC_ale37__2,3.1914658833
efeU__menFentCubiC_ale38__1,3.8500732365
efeU__menFentCubiC_ale38__2,3.6531542013
