,-0.10577079942996431,-0.07932809957247323,-0.052885399714982156,-0.026442699857491078,0.0,0.026442699857491092,0.052885399714982156,0.07932809957247322,0.10577079942996431,0.1322134992874554,0.1586561991449465,0.18509889900243753,0.21154159885992863,0.23798429871741972,0.26442699857491075,0.29086969843240185,0.31731239828989294,0.34375509814738403,0.3701977980048751,0.39664049786236616
thresh,-0.09254944950121877,0.09254944950121877,6,,,,,,,,,,,,,,,,,
unreg,0,1,10,427,3246,377,12,0,0,0,0,0,0,0,0,0,0,0,0,0
FlhDC,1,1,1,5,32,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FliA,0,0,0,5,26,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgD,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlhDC and FliA,0,0,4,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FlhDC, FliA, and CsgD",0,1,0,1,4,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FlhDC_genes,['flgB'],['flgC'],['flgD'],['nrfA' 'ccmE' 'flgE' 'mglB' 'ccmD'],"['nrfB' 'napB' 'napF' 'glpB' 'gltL' 'flhB' 'gltJ' 'nrfG' 'napD' 'flgF'
 'ccmH' 'mglC' 'glpA' 'ccmC' 'flhE' 'nrfF' 'flgG' 'hydN' 'ccmF' 'nrfC'
 'mglA' 'ccmA' 'gltK' 'mdh' 'ccmG' 'napA' 'glpC' 'ccmB' 'gltI' 'napC'
 'nrfD' 'nrfE']",['hypF' 'yecR' 'napG' 'napH' 'flhA' 'flgI' 'flgH' 'flgA'],['flgJ'],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliA_genes,[],[],[],['tar' 'fliC' 'ykfH' 'oppF' 'lolB'],"['yjcS' 'modA' 'yafX' 'motB' 'motA' 'cheW' 'ynjH' 'oppD' 'hemL' 'yjcZ'
 'ispE' 'oppB' 'ykfI' 'oppC' 'ykfG' 'ykfB' 'prs' 'cheA' 'yafW' 'modC'
 'ykfF' 'cheY' 'oppA' 'yhiL' 'cheZ' 'yecF']",['trg' 'tap' 'modB' 'cheR' 'tsr' 'aer' 'crfC' 'cheB'],['flxA' 'ves'],[],[],[],[],[],[],[],[],[],[],[],[],[]
CsgD_genes,[],[],[],['yccJ' 'csgC' 'yhbS'],"['yccT' 'wrbA' 'yhbT' 'dgcC' 'csgE' 'iraP' 'nlpA' 'csgD' 'csgG' 'pepD'
 'csgF' 'csgB' 'csgA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FlhDC and FliA_genes,[],[],['fliT' 'fliS' 'fliD' 'fliO'],['flgK' 'fliR' 'ygbK'],['fliL' 'fliN' 'pdeH' 'ppdC' 'fliQ' 'ygdB' 'flgL' 'fliP' 'ycgR' 'fliM'],['ppdA' 'recC' 'ppdB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"FlhDC, FliA, and CsgD_genes",[],['fliA'],[],['fliZ'],['flgN' 'fliE' 'flgM' 'tcyJ'],[],[],[],[],['fliF'],[],['fliI' 'fliG'],['fliH' 'fliK'],[],[],[],[],['fliJ'],[],[]
