,A,FliA,flhD,CsgD
ERX1521040,-4.5053371456,-5.3225125087,-0.44296944520000003,3.9158221338
ERX1521041,-0.2059176349,-0.8266909777,-1.2432488577,3.254885343
ERX1521042,1.5836991805,0.8067436205,0.7413075978,0.5466631537000001
ERX1521043,0.7056381013,-0.2585497469,-1.8651168603000001,-0.2747547777
ERX1521044,1.0819431448,0.7084270344,0.5925970952,0.33962482120000004
ERX1521045,-1.0819431448,-0.7084270344,-0.5925970952,-0.33962482120000004
SRX621182,-3.5191136863,-2.5013936572,-2.9402163159,4.7719500625
SRX621183,-3.6587629483,-2.1286966895,-3.1450521333,4.7839578281
SRX621184,-2.5421677174,-2.3806781005,-1.8579145807000002,4.819149749
SRX621185,-2.6646974416,-2.4217077606,-1.8031976149000002,4.250370548
SRX621188,-2.4844133696,-2.3786558558,-2.8949622407,4.2426235364
SRX621189,-2.9241728351000003,-2.2844933622,-1.9480776964,4.3623335146
SRX621190,0.2804075552,0.165556383,0.0848961508,0.0804357784
SRX621191,-0.2804075552,-0.165556383,-0.0848961508,-0.0804357784
SRX621192,-2.1639018246,-2.5962559057,-2.619610956,4.611396582
SRX621193,-2.113318563,-2.0341110669,-2.4251921516,4.5402322932
SRX6489436,-1.5892687437,0.8138998683,-1.1819943889,-0.7073040753000001
SRX6489437,-1.9235961169,0.23125016610000002,-0.5229154131,-0.3201947193
SRX6489438,-1.0759757851,2.0108751773,-0.8724672687,-1.3165431517
SRX6489439,0.3776995795,-0.9206305231,0.21979922130000001,-0.6230963436
SRX6489440,0.251297502,-0.9492158822000001,-0.6952356577000001,0.0845644227
SRX6489441,-0.6289970815,1.8698464053000001,0.4754364364,0.5385319209
SRX6489442,-0.4643763966,-2.1596356442,-0.022033430700000002,-0.8032342081
SRX6489443,-0.0153874283,-1.6943255264000001,-0.5547325118,-0.5759401713
SRX6489444,-2.0942463764,-0.4896008516,-0.4900724437,0.4498613017
SRX6489445,-0.316995079,-1.3465944129,-1.2136287645000001,-0.6413019498
SRX6489446,0.16016189960000002,-1.6154777,-1.1676149252,-0.359141296
SRX6489447,-1.5909273893,0.9038315898,-0.23512805990000002,0.1561844526
SRX6489448,-0.4691459731,-2.6692973569,-0.44741105340000004,-1.0099083739
SRX6489449,-0.0796134366,-3.1419568196,-1.4624820453,-1.6623173505
SRX6489450,-1.0571500784,-1.8091196213,-0.0200109656,-0.330420949
SRX6489451,0.9956277461,-0.1977773347,-0.0102414563,-0.5530915999
SRX6489452,0.29843424550000003,0.046340416200000005,-0.7325154026,-0.1055628365
SRX6489453,0.3385520811,2.5790471628000002,0.3475821951,1.1212192881
SRX6489454,-0.1032092273,-0.6826083712000001,0.1672108737,-0.3309785719
SRX6489455,0.0934199908,-1.0560678805000001,-1.1127612654,-0.2076601137
SRX6489456,-0.1365858935,2.2986640282,-0.1382982508,0.6636998814
SRX6489457,-1.2878918086,-0.585102294,-0.41978833330000004,-0.9001526995
SRX6489458,-0.8131259578000001,-0.9941167626,-1.3937462206,-0.6578391659
SRX6489459,-2.0346173191,-0.8513482516,-0.6449183039,-0.051765229
SRX6489460,-0.7115382348,-1.7132778339999999,-0.9361769584,-1.1536974224
SRX6489461,-1.5178397775999999,-1.355508731,-1.0116091574,-1.0030310525
SRX6489462,-2.3725537169,-0.6804766702,-0.3388951368,-0.5099606703
SRX6489463,-0.9135361628,-2.4649616079,-1.5782986386,-1.1679682695
SRX6489464,-0.8601394115000001,-3.1877942415,-2.0155911956,-1.7305546600000001
SRX6489465,-2.3652804335,-1.9322187161,-0.5626800374,-0.7623593483000001
SRX6489466,-0.8520753814,-0.5955355245,-0.8450540688,-0.7336255319
SRX6489467,-2.0433897857,-0.4263536929,-0.3496166391,-0.7133269406
SRX6489468,-2.5179441671,-1.2783151153,-0.24195349130000002,-0.3242159642
SRX6489469,-2.2207690015,-0.5213009768,-0.5466840748,-1.0032241851
SRX6489470,-1.4309440566,-1.6116319524,-1.2856622574,-1.2233132659
SRX6489471,-2.261284791,-0.9131437456,-0.1950597813,-0.5773264711
SRX6452027,-1.5974674753,-4.9830776921,-3.2304824495,1.2719955172000001
SRX6452029,-0.2748534234,-0.5947728422,-0.1814182389,-0.2183354369
SRX6452030,-1.1099771434,-4.6568701653,-2.5754241321,2.2808029102000003
SRX6452031,-2.3565339162,-2.3507668684,-1.2134138867,0.2198746953
SRX6452044,-2.1566352167,-2.0609630098,-1.1998704524,1.1090841996
SRX6452045,-2.0846959809,-2.6991126149999998,-0.9179394827,2.8589861908
SRX6452046,-2.1041920425,-2.5127504249,-1.3004401629,1.7463762169
SRX6452047,-0.1365468417,-4.5563306751,-2.0832300614,2.5956144164
SRX6452048,0.2748534234,0.5947728422,0.1814182389,0.2183354369
SRX6452059,-0.5549728794000001,-5.2521048443,-2.2848464484,2.2027434711
SRX1828491,0.048186094400000004,-0.2941047792,1.0291135471,-0.7376111413
SRX1828492,0.6523721217,-0.1029270433,1.0634169959,-0.24717035450000002
SRX1828493,1.1311708312,0.7195365039,0.9794416664000001,-0.38888514820000003
SRX1828494,0.7212867753000001,1.2095332824,1.0631892644,0.08561045190000001
SRX1828495,-1.8666162766,-0.21590178100000001,0.7450604029,-0.38146407660000003
SRX1828496,-1.0064431427,-0.4457561774,0.5706719983,0.36141488790000004
SRX1828497,-1.0716801515,-1.8630638,0.4477095022,-0.359641755
SRX1828498,-0.8074458745,-1.7225700222,0.6775408656,-2.0203559388
SRX1828499,1.0078625597,0.5206358589,0.9362783282,-0.2902766435
SRX1828500,1.5836328063,0.49514974230000003,0.7594104741000001,0.272267749
SRX1828501,-3.6959170981,-3.2375435047,0.7384340557,-1.2245186754
SRX1828502,-3.5857163068,-2.7724936497,1.0898786481,-0.2803719287
SRX1828503,-3.6980587799,-5.3358836119,1.121463123,1.5867909818
SRX1828504,-3.0977076271,-3.0473799397,1.1873438174,2.127508523
SRX1828505,-1.1532557031,-1.2828067822,0.0118761162,-0.6574087249
SRX1828506,-0.9701406918000001,-1.2951573026,0.5241512584,-0.6936211275
SRX1828507,-0.187193925,-0.0576469723,0.0785035017,0.1070754705
SRX1828508,0.187193925,0.0576469723,-0.0785035017,-0.1070754705
SRX3796953,0.2978366608,-0.0971833532,0.1433898172,-0.06798993810000001
SRX3796954,-0.2978366608,0.0971833532,-0.1433898172,0.06798993810000001
SRX3796955,-3.7262180513,-3.1917298063,-2.4239976339,1.4096890128
SRX3796956,-2.6838282463,-2.8453232441000003,-1.3105963456,2.0751805136
SRX3796957,-1.7328178036000002,-4.0143927194,-2.399353384,0.2759645093
SRX3796958,-2.2973730524000002,-3.5557016268,-2.5158486111,0.4271109591
SRX3796959,-1.7798536736,-2.1573982989,-0.3360944815,1.1848403548
SRX3796960,-2.1867011723,-2.0376184414,-0.3708449746,1.4078320274
SRX3796961,-2.5572108147,-5.2659252514,-0.8924450764,-0.4260567202
SRX3796962,-3.1042048523,-4.4004432059,-0.2598356852,-0.056881787600000004
SRX3796963,-2.6622182263000003,-4.2569212169,-3.1014428251,-0.1798215456
SRX3796964,-2.2871311737,-4.397253036,-3.1372679324,0.5424128076
SRX3796965,-3.250316421,-2.2139717729,-1.1946395809,-3.5382784109000003
SRX3796966,-3.124488313,-2.2016854847,-1.6321127232000001,-3.8166868574
SRX3796967,-2.4586929444,-5.2835063792,-2.6952618360000002,-0.3480166489
SRX3796968,-2.3371889608,-4.707966261,-2.149572878,-0.5150096622
SRX3796969,-1.8360600966,-5.910380341,-0.8207430724,0.8709621375000001
SRX3796970,-2.5100714394,-3.6491139845,-1.4656927577,0.9364400551000001
SRX3796971,-0.0849404517,1.1568199039,0.3665429979,0.044760531000000006
SRX3796972,0.0450972308,0.9351781897,0.5661154070000001,-0.1506351217
SRX3796973,-1.9101719404000002,-5.1781275157,-0.9803192008,1.4693554796
SRX3796974,-1.4870383181,-4.3768298993,-1.2159320078,1.7641501374000002
SRX3796975,-0.6613673233,-3.5998624457,-2.0524389402,0.7602485257
SRX3796976,-1.6449783388,-3.5982842774,-2.398184152,0.5953704952000001
SRX3796977,-0.8582958527000001,-0.2067346981,0.1906339239,1.1404300634
SRX3796978,-1.1978201766,-0.605059168,-0.2569659144,1.6203415399
SRX3796979,-1.8244767666000001,-1.425158961,0.0155252129,-0.29395885800000005
SRX3796980,-2.4338607228,-1.8447686068,-0.1785898558,-0.1448747238
SRX3796981,-2.4561158512,-3.6760806156,-3.2862671663,0.8290798397
SRX3796982,-1.275162321,-3.805573846,-1.9007090054,1.1499416045
SRX3796983,-0.3144127792,0.8131251577,-0.4759115418,-3.7012046667
SRX3796984,-0.4403013577,0.770048599,-0.4826881753,-3.8241666421
SRX3796985,-2.1316940323,-3.9179907202,-2.5219065013,-0.5127991128
SRX3796986,-2.6086977595,-4.9089368233,-2.2828526941,-0.4379548883
SRX3796987,-5.3723054704,-4.614339608,-1.5236008124,0.5042404851
SRX3796988,-4.6219520435,-5.910380341,-0.5959154528,0.816629836
SRX2568270,-0.6678823436,-0.2951125632,-0.2131620893,0.2832993165
SRX2568271,2.8520398396,0.134115397,0.1102255208,-0.632055566
SRX2568272,-0.5499408172,0.35312789380000004,0.1841788547,-0.5915116837000001
SRX2568273,-1.7995697485000002,1.0490036926,0.2100131948,-0.9167870232
SRX2568274,-2.6265864894,1.2339438051,-0.7065231553,-0.0316803642
SRX2568275,0.6678823436,0.2951125632,0.2131620893,-0.2832993165
SRX2568276,1.9836865918000002,0.7442310366,0.6422482559,-0.7338473297
SRX2568277,-2.7567263186,-0.015131832000000001,0.2960730326,-0.8461833757
SRX2568278,-3.9553345042,0.995402238,-0.6766807486,-0.8664262336
SRX2568279,-3.799281055,0.6518855277000001,-0.3275895629,-0.6420007399000001
SRX3421856,-0.1596548579,0.0024947385,0.0910839324,-0.041842380400000004
SRX3421857,0.1596548579,-0.0024947385,-0.0910839324,0.041842380400000004
SRX3421858,-2.0159489584,0.5855271348000001,0.1640848392,1.3416998527000001
SRX3421859,-2.0270760237,0.49607525550000003,0.124216475,1.5532667686
SRX3421860,1.4705383325999999,1.1351238821,0.19872546500000002,-1.5815317185
SRX3421861,0.4205331883,1.0198532672,0.6012948193000001,0.9774065105
SRX3421868,-3.4363578280000002,-1.012196261,-0.990361322,3.1624402178
SRX3421869,-4.851449159,-1.8931266569,-0.5198156838,3.3928928395
SRX2606337,0.396369368,-0.0438683564,-0.1533306096,-0.7967672405
SRX2606338,0.5160604494000001,0.1842293595,-0.5484061966,-0.2885905065
SRX2606339,0.0439541771,0.4641635873,-0.7265994543000001,0.4749187526
SRX2606340,-1.2256700618,0.1028835392,-0.7461501570000001,1.7870588767000002
SRX2606341,-6.6260130092,0.10727256510000001,-3.3475393834,0.2662190051
SRX2606342,-6.1188734961,-1.1010613386,-3.2677746725,0.625418832
SRX2606343,-6.3241781691,-2.285246275,-3.3068187399,2.7019493196
SRX2606344,-11.0243917917,0.596761924,-4.0953361159,2.5418824343
SRX2606345,-10.8646282007,0.3813457321,-3.0596941667,4.1922296872
SRX2606346,-1.9890182351,-1.1994833724,-0.326116432,1.0837453519
SRX2606347,-0.2602041754,-0.028471797,0.1103577625,0.0944486608
SRX2606348,0.1261826663,0.1469276877,-0.4488627538,-0.6324625113
SRX2606349,-0.7665466406,0.43361746630000003,-0.8146020177000001,0.6346392597
SRX2606350,-1.5762664816,-0.08801543960000001,-0.5261632586,0.6468159197000001
SRX2606351,-6.109752975,-0.3019257576,-2.9601277573,0.1256887824
SRX2606352,-4.9868338985000005,-1.3763093248,-2.7439903714,0.7696289007
SRX2606353,-3.1766998985,-2.2515325022,-1.2254052065,1.1273753665
SRX2606354,-11.3868909351,0.5017537281000001,-3.4190789229,2.3991119895
SRX2606355,-9.5297826865,0.0733450845,-3.0278136433,4.4915688148
SRX2606356,-0.6842366099,-0.21449169580000002,0.37133069830000004,1.4448496729
SRX2606357,-0.1361651926,0.0723401535,0.0429728471,0.7023185797
SRX2606358,0.47433917880000004,0.1341172823,-0.2932998711,-0.3906685449
SRX2606359,-1.2203841186,0.4306154588,-0.6164977258000001,1.4883126565
SRX2606360,-1.526937405,0.0998452518,-0.1998377797,1.6813306039
SRX2606361,-6.2315322631,0.5584126412,-2.5098092529000002,0.6401254464
SRX2606362,-5.9043473029,-0.5048175719,-2.8347133275000003,0.3916996413
SRX2606363,-4.9725885662,-2.1512560291,-2.0165949447,2.1967648219
SRX2606364,-10.9526256949,0.7227503561,-3.3074719139,2.8218115535
SRX2606365,-10.5126358817,0.3827791393,-3.1334860925,4.7172432296
SRX2606366,-0.413917635,0.0843450302,-0.0107137601,2.4062157653
SRX3648427,-1.2964179982,0.2963435601,-3.0112938923,-0.192655781
SRX3648428,-2.5589305699000002,-1.429474032,-3.8324852301,-0.6523555231
SRX3648429,-3.3975683736,-1.0388613173,-2.9261200316,-0.39127127030000003
SRX3648430,1.0441863531,1.0250009273,0.4470829697,0.2360261874
SRX3648431,0.9640404235000001,1.0937392171,0.6206966791,0.0410130686
SRX3648432,0.35283720220000003,0.9250583955,-0.45517806450000003,-0.4441757342
SRX3648433,0.42506403940000004,0.40066072550000004,0.2179676096,1.0085745772
SRX3648434,0.3527179305,0.16591062180000002,0.1954278894,-0.6560157600000001
SRX3648435,-0.43881913520000004,-1.1013806797,-0.6274843228,-0.4692793362
SRX3648436,-2.0704405367,-2.3457728449,0.1347209972,-0.2882213905
SRX3648437,-2.2368299127,-1.8756321839,0.5215930861,-0.30872115640000003
SRX3648438,-1.7864081713000002,-3.2881966067,-0.3435752761,-0.9461885483
SRX3648439,0.3723992937,-0.014920411000000001,-0.6806631816000001,-0.4175666816
SRX3648440,0.10491573480000001,0.1260984108,-0.1507720249,-0.7591204598
SRX3648441,-0.8763504667,-1.8180020933,-1.2323876174,-0.9403627297
SRX3648442,-3.4594061812,-3.4247062285,-0.0785532891,0.19268714580000001
SRX3648443,-4.5664476464,-3.0044174234,0.7097406947,0.0073756926
SRX3648444,-4.0559769302,-4.0854140207,0.0387133221,-0.7305141238
SRX3648445,-0.7069685936,-0.06610385490000001,-1.2537226773,0.1770756393
SRX3648446,-1.0180005606,-0.7628606618,-2.1828183151,-0.62983855
SRX3648447,-1.5468564726,-0.2387531856,-1.7055560419,-0.3431567077
SRX3648448,0.4131996142,0.4985095117,0.2891949413,0.1216713427
SRX3648449,-0.1589969973,0.3477789784,0.2295921453,0.5409425888
SRX3648450,0.0389036701,0.1941762562,0.2783680579,0.42584321340000003
SRX3648451,0.4873484715,0.3942369322,0.2225706218,0.2718142082
SRX3648452,-0.3895167437,-0.7770505262,-0.5251747053,-0.4772002946
SRX3648453,-0.3909380149,-0.6576511524,-0.4945510611,-0.8830710585
SRX3648454,-1.798554857,-3.1278710276,-0.0864241758,0.0251711908
SRX3648455,-1.6524343806,-2.6816465273,-0.0708286369,-0.44939924480000004
SRX3648456,-1.9997029812,-3.8817833755,-0.5528944566,-0.5015039396000001
SRX3648457,-2.2878867728,-2.0387361657,-4.6784793318,-0.0523303529
SRX3648458,-2.1962467224,-2.1940534856,-3.5617845201,0.11787386200000001
SRX3648459,-2.6897654242,-3.5208965428,-3.9030963259,-1.1136450264
SRX3648460,-0.6481177249,-0.5263215608,-1.6750953061,-0.5446831768
SRX3648461,-0.11749089650000001,-0.8657034452,-1.0701318796,-1.5629099398
SRX3648462,-1.2896335242,-2.2995471531,-2.4182279507,-1.4214913442000001
SRX3648463,0.3969595669,0.2347833926,-0.12120211950000001,-0.1115839193
SRX3648464,0.1842924581,0.0593561644,-0.047907401100000004,0.0151518967
SRX3648465,0.0942369592,0.5297721651,-0.4875011669,-0.3736771015
SRX3648466,-0.060814116700000004,0.4728903068,0.45531288700000005,0.7689960582
SRX3648467,0.7155116833,0.32564448760000003,-0.1252909207,-0.3292180783
SRX3648468,-0.5013428595,-0.8025538793,-0.7843410118,-0.6532410546
SRX3648469,0.3215865585,-4.2886879502,-3.4323890026,-0.6252440849
SRX3648470,-0.0718851492,-3.9276900227000002,-3.1166347467,0.2925326562
SRX3648471,-0.7357958725,-3.7128306328000003,-3.3441431404,-0.7778391672
SRX3648472,-0.2628797235,-2.151851273,-3.3050413343000002,0.5558977014
SRX3648473,0.7521520380000001,-2.3125521863,-3.5114722184,0.6094347895000001
SRX3648475,-0.17037198480000001,-0.5013474880000001,-2.2192939483,-0.5472598986
SRX3648476,-0.2153132579,-0.6521289743,-1.0339440144,-1.0033228959
SRX3648477,-1.7943612985000001,-2.3068654059,-2.5575687398999998,-1.5815468326
SRX3648478,-2.3662641935,-2.2582090429,-3.8065227195,0.3065418561
SRX3648479,-1.6470480593999999,-2.0574663637,-3.868190429,-0.2117726959
SRX3648480,-2.3372445443,-3.0307555072,-3.6374876434,-0.1597730084
SRX3648481,0.08708166810000001,0.3251047883,0.1152246638,-0.41220677780000003
SRX3648482,-2.7972168494,-1.8074158330999999,-0.48430123620000004,-0.7750532349
SRX3648483,-2.5153485744,-3.4603640526,-1.9057003053,-1.5028275738999999
SRX1429221,-0.1290339053,-0.5178978293000001,-0.037196824100000005,0.099510097
SRX1429222,0.0156234093,-0.23943147380000002,-0.553735465,-0.3865010954
SRX1429223,0.11341049610000001,0.7573293031,0.5909322892000001,0.28699099840000003
SRX1429224,-0.2257996824,-0.7552529812000001,0.2654986045,0.0871595064
SRX1429225,-0.6609261768,-0.9737583462,-0.0436176226,-0.16649791
SRX1429226,-0.7873310617,-1.2410967753,-0.10662981490000001,-0.0592110761
SRX1429227,-0.4395998799,-0.48267837750000003,0.5803344621000001,0.4473188544
SRX1429228,-0.1736762538,-0.5179664380000001,0.23830983890000002,0.368205377
SRX1429229,-0.7894075646000001,-1.5206449029,-0.2247920803,-0.1703490061
SRX1429230,-1.2511357901,-1.4548076503,-0.0106706222,0.258672565
SRX1429231,-0.7809185958,-0.89167817,0.0688292803,0.22722035270000002
SRX1429232,-0.9232530612000001,-1.1264734856,0.3144752958,0.25386269370000003
SRX1429233,-0.7236570524,-0.2520389609,0.4910586504,0.5876901997
SRX1429234,-0.7288078042,-0.6763202651,0.23688587200000003,0.538044735
SRX1429235,-0.1312852639,-0.1600890968,0.8399991329000001,0.5942895423
SRX1429236,0.40243719910000003,0.8984604975,1.2730548435,0.7857431553
SRX1429237,0.4327509238,1.2331429318,1.204371788,0.579410967
SRX1429238,-0.2457338791,0.6103929495,1.7366348476,1.3083172747
SRX1429239,-0.8390931651,-0.7154019034,1.1671994243000001,1.0062208233
SRX1429240,-0.433599975,0.16863229030000002,1.2874310856,0.7202457517
SRX1429241,0.088052585,0.650100007,1.5110897508,0.7026703785
SRX1429242,0.1900221293,1.5268524822,1.0964829639,0.1002782619
SRX1429243,0.9578910060000001,1.6603075603000002,1.8326067401000001,0.4492331343
SRX1429244,0.1391151176,0.7264923767,1.8186774890000001,0.810895554
ERX2339161,0.1078617661,0.3737708496,0.4003646825,-0.672827963
ERX2339162,-0.1078617661,-0.3737708496,-0.4003646825,0.672827963
ERX2339163,-1.6799779142,-0.43613830010000004,1.1744032757,-2.3505498594
ERX2339164,-1.0789409487,-0.40249763110000003,1.2168601725000001,-2.5914651054
ERX2339165,2.2493144413,-0.7033958370000001,0.7638128409,-1.5759717322
ERX2339166,0.8110464271000001,0.1645116557,0.3561189963,0.0316561464
ERX2339167,-0.4989889128,2.4286839462,0.8423520789000001,-0.3295586377
ERX2339168,-1.1768561615,4.7207864174,0.27613131490000004,-0.11565498290000001
ERX2339169,-0.5646119046,4.1479268244,-0.393634015,0.5131083831000001
ERX2339170,-1.8271591259000002,0.2473205672,1.0157972117,-2.5984129443
ERX2339171,-1.9017184897,-0.2192974644,0.9913618806000001,-2.4580077147
SRX7656012,0.2705840362,1.3120176182,0.3069557453,0.211857702
SRX7656013,0.292858143,0.4828232723,-0.0133812064,0.053709549700000005
SRX7656014,-0.2878003029,-0.1602312706,-0.1767236341,0.19998035720000001
SRX7656015,-0.6048417832,-2.9254770959,-1.2424302006,1.5618484103
SRX7656016,2.6234350161,1.0871590392,-0.6343300575,-0.2148756766
SRX7656017,3.3679490505,1.5776807640000001,-0.5469603446,-0.2935190399
SRX7656018,2.7312782196,1.2520879168,-0.1405467094,-0.6986401963000001
SRX7656019,-0.2128040913,-2.4102545506,-1.5187477776,1.4777153197000001
SRX7656020,3.9321377022,1.6711842693999999,-0.1260112744,-0.6230596589
SRX7656021,0.6144089723,0.2526362511,-0.4260980499,-0.5787513243
SRX7656022,-0.0346543286,-0.35315792160000004,-0.47186326900000003,0.1893793716
SRX7656023,3.3148253026,1.3656387921,-0.37861338980000003,-0.887521058
SRX7656024,-1.149644912,-1.8136411656,-1.1269211166,-0.4470691942
SRX7656025,1.2210530776,-0.3012885728,-0.9693356723000001,-1.429245662
SRX7656026,-2.2718895547,-1.399071071,-1.8828514237,-0.6043564504
SRX7656027,-0.4838459953,-0.7074351077000001,-0.4432293176,0.2764646294
SRX7656028,-0.7158857620000001,-0.9412963973,-0.3291957292,0.2518386854
SRX7656029,-0.5518104728000001,-0.3429309823,-0.2219257661,0.5676042285
SRX7656030,-0.8737821379,-0.3440855735,-0.5934480679,0.7327183253
SRX7656031,-0.1927989903,-0.350500368,-0.1900124638,0.4567316649
SRX7656032,-1.0997045411,-0.1895733739,-0.10870904790000001,0.47325511800000003
SRX7656033,-0.574420076,-0.2540048059,-0.38314747320000003,0.4164519289
SRX7656034,-0.4838517048,0.2480953803,-0.12567452,0.074266331
SRX7656035,-1.2030021541,-1.0751635421,-0.6111465367000001,0.7345041974000001
SRX7656036,-0.6903770785000001,-0.37629485630000004,0.0288447166,0.4348297377
SRX7656037,-0.2153022679,-0.2873132507,-0.2560326477,0.45614593670000003
SRX7656038,-0.5825589319000001,-0.4702557546,-0.1882734908,0.44328807210000004
SRX7656039,-0.09764950260000001,-0.0805135314,-0.0508388503,0.0808905703
SRX7656040,-0.8183638317,-0.25779218060000003,-0.1749716153,0.0156311469
SRX7656041,0.9160133343,0.3383057121,0.2258104656,-0.09652171720000001
SRX7656042,-1.4876596229,-2.7447683701,1.3571075751000001,0.3044215359
SRX7656043,0.1413924269,-2.2556272161,1.7298317924000002,0.2545466423
SRX7656044,0.44420715650000003,-3.1817081456,1.2826711162,0.5738891721
SRX7656045,-0.6095561543,-2.5619583811,1.7525184963,-0.1711858506
SRX7656046,-0.0970104341,-2.9160319169,1.3644405152,0.346232074
SRX7656047,-0.6867793439000001,-2.8767883148,1.3577076967,-0.0850523807
SRX7656048,0.4846068376,-2.6387033838000002,1.5686083707,-0.0168320514
SRX7656049,-0.0676248636,-2.5886017325,1.3244917950000001,0.09068249390000001
SRX7656050,-0.5855077029,-2.9756377304,1.2946081732999999,0.5864994212
SRX7656051,-2.1635262046,-2.4851871479,1.2960053212,-1.426624542
SRX7656052,-0.6179357323,-2.541045122,1.7642786239000001,-1.6685214227
SRX7656053,-1.0410875786,-2.2497609633,1.4150082725,-1.1789945378
SRX7656054,-1.0975685137,-1.6218713819000001,-1.2098233221,1.0511844533
SRX7656055,-0.30826445950000003,-1.6769227537,-1.2285821273,0.9615814014
SRX7656056,-0.4134456774,-1.3275980008000001,-1.035141587,0.9221852126000001
SRX7656057,-0.9116379815000001,-1.6710785205,-1.227076263,0.9262408201000001
SRX7656058,-1.2279262363,-1.2101928599,-0.6662495087,0.7857463478000001
SRX7656059,-0.5867241061,-1.6068124434,-0.6121149296,0.8985273179000001
SRX7656060,-1.2159279423,-1.9927018386,-0.9307837514,0.8604276541
SRX7656061,-0.1874590783,-1.2243979307,-0.8845795284,0.6603266168
SRX7656062,-1.3053077068,-2.1696904222,-1.4215001606,1.0852282172
SRX7656063,-1.5721174271,-0.4194287305,-0.967215142,-1.5785307073000001
SRX7656064,-1.2259708851,-0.4834729386,-0.6660566324,-1.785107225
SRX7656065,-1.0693075772,0.1864138054,-0.9900201484000001,-1.5229122264
SRX7656066,-0.30818011160000003,-1.4728763936,-2.4778305046,-0.4343922767
SRX7656067,-1.4053093856,-1.1297428642,-1.7664304724000002,-0.38351751640000004
SRX7656068,-1.0401939803,-1.4950420156,-2.4597954912,-0.4972184188
SRX7656069,-0.9703494068,-1.3469040395,-1.9226939911,-0.23613571160000002
SRX7656070,-1.158770653,-1.3961960321,-1.7589966447,-0.3510200336
SRX7656071,-0.307348061,-1.3470350999,-1.5036682263999999,-0.3019603642
SRX7656072,-0.3601497906,-1.8612130956000001,-1.8484581382,-0.41865937410000004
SRX7656073,-0.8575718022000001,-1.4663525370000001,-2.3527231521,-0.5114212426
SRX7656074,-1.3790741226,-1.1886202943,-2.0875995092,-0.5118955862
SRX7656075,-3.7414220718999998,0.6769741396000001,-1.6991410786,-2.5747757971
SRX7656076,-2.7600109669,0.6894026429,-1.4258634066,-1.9428015311000002
SRX7656077,-3.2360943086,0.6850579404,-0.9483200189000001,-2.2598963091
SRX7656078,0.7139155471,-1.5527103032,1.8163674154,0.8702423212
SRX7656079,0.3741256739,-1.5265569341,1.9065226866,0.7202943503
SRX7656080,1.1247358644,-1.4253915689,1.9177528203,0.6847601720000001
SRX7656081,0.3467481281,-2.2772918408000002,2.0467784248,0.4480689316
SRX7656082,-0.6212225503000001,-1.1706470419000001,1.9568203614000002,0.5057983411
SRX7656083,0.8518915552,-2.23858455,1.856016366,0.7329716526000001
SRX7656084,1.4109619314000001,-1.2293654841000001,2.0517158119,0.6552034942
SRX7656085,1.1548654036000001,-1.9910232826,1.7392417041,0.6129969853
SRX7656086,-0.0660688618,-1.9725243787000002,1.9312957674,0.9860505487000001
SRX7656087,0.21256119280000002,-3.6797808078000003,1.8592900147,-1.299494736
SRX7656088,0.2990447966,-2.5664763066000003,1.7455253094,-1.1725679939
SRX7656089,0.2974869164,-1.5385363083999999,1.8662925905,-1.2585047098
SRX7656090,-0.3579516045,-0.29657539120000004,-0.7463599882,-0.1837231953
SRX7656091,-0.3482045903,-0.4243694719,-0.5276347704000001,-0.0339925187
SRX7656092,0.6417202873,0.3142761516,-0.1618254688,-0.0623064872
SRX7656093,-0.6910232061,-0.288344392,-0.629729506,-0.06192555500000001
SRX7656094,-0.2948075394,-0.436057161,-0.9101150308,-0.1736202597
SRX7656095,-0.6497346491,-0.1512939381,-0.531173136,-0.12792456600000002
SRX7656096,-0.4855565772,-0.534866517,-0.5054922764,0.7905641387
SRX7656097,-0.8980638977000001,-0.1609788862,-0.4561575598,0.5262011061
SRX7656098,-0.5657280691000001,-0.713702061,-0.4097302481,0.6105774371
SRX7656099,-2.1114944023,0.0181832507,-0.49499937660000004,-1.6495391067
SRX7656100,-1.1780201198,0.19156911710000002,-0.5938869929,-1.992211206
SRX7656101,-1.4140774594,-0.8622296956000001,-0.5260641882,-1.6750013363
SRX7656102,1.6447762214,0.5539523847,0.2501753201,0.0560887969
SRX7656103,-0.1397347531,-0.3094944739,-0.6002060954,0.2790527514
SRX7656104,0.9798491041,1.0031480242,0.1885461383,0.16882805580000002
SRX7656105,-2.4063303219,0.36433359530000003,-0.40958689200000004,-1.9714633976
SRX7656106,-2.1737588264,0.4078913279,-0.5162723689000001,-1.6199691044
SRX7656107,-3.4997116024,-0.1085935375,-0.3966099731,-2.4426854847
SRX7656108,1.8792209129000002,0.4419750391,0.40864168230000003,-0.2680551563
SRX7656109,-0.4393239722,-0.8749880445,-0.0049919022,-0.1284397149
SRX7656110,1.2839720152,0.3130917415,0.3463034289,-0.2054015284
SRX7656111,1.3496878914,-2.3000384463,-0.953799394,-0.8212707558000001
SRX7656112,-0.5046740993000001,-1.7550184709,-1.119214833,-0.7488814409
SRX7656113,0.4170329157,-0.7012214697,0.1976333297,-0.39432393130000004
SRX7656114,3.4904613355,0.7405653305000001,0.7613687558000001,-0.7273808897
SRX7656115,0.5100511661,-1.216466079,0.1251853336,-0.23194647510000002
SRX7656116,4.6670675027,1.8963257332,0.5824847977000001,-0.4620528092
