,A,GatR,Crp,ArcA
SRX7656123,-0.7801842236000001,0.3833059339,-0.010088120800000001,0.0039371689
SRX7656124,-0.16369579950000002,-0.1036782291,-0.0220803095,0.0616059978
SRX7656125,-0.0590306889,0.3655552456,-0.006971406,0.148656964
SRX7656126,-1.0051839864,0.2557145226,0.0043966387,0.4149453925
SRX7656127,-0.5062981021,-0.08793938870000001,0.1668676485,0.2256326432
SRX7656128,-0.1486131595,0.1351678395,0.1832898366,0.092761073
SRX7656129,-5.0872904545,0.2799299047,-0.8509373182000001,-0.21925000730000002
SRX7656130,-5.7255723435,0.5886899368,-1.0133410348,-0.1713432605
SRX7656131,-5.344048475,0.18688333910000002,-0.8552114418000001,-0.1275550754
SRX7656132,-6.5087873224,0.6745772993,-1.0991152194,-0.1188444966
SRX7656133,-5.5466922654,0.2725556913,-0.7051006932,-0.1361487248
SRX7656134,-5.7659813019,0.0545317463,-0.929753295,-0.11329185450000001
SRX7656135,2.6904221454,0.7306542466,-0.0408171479,-0.3721373451
SRX7656136,2.0395165849,0.4415638932,-0.17322884830000002,-0.37419648920000004
SRX7656137,3.2154300165,0.12466319590000001,-0.17670345610000002,-0.4224466892
SRX7656138,1.9852398294,0.4845744301,-0.1133158625,-0.29863394050000003
SRX7656139,2.7725413771,0.4184214385,-0.0346631081,-0.3570339716
SRX7656140,2.9076211130000003,-0.0140696398,-0.1636875546,-0.38204602730000004
SRX7656141,2.1935914769,0.42816463450000003,0.0453136418,-0.3324084704
SRX7656142,2.4608325363,-0.49355719210000004,0.1758445305,-0.38286241060000004
SRX7656143,1.9267630356,0.2933993051,0.16750353580000002,-0.26085353170000003
SRX7656144,-4.6078490325,-0.0491947634,-0.8846690774,-0.2339598869
SRX7656145,-5.275141932,0.3893235928,-1.0415023493,-0.2886403155
SRX7656146,-4.6609225940000005,-0.3386321358,-0.7368803165000001,-0.1376267776
SRX5388319,0.0032134412,-0.1145927406,-0.1131082358,-0.21440200510000001
SRX5388320,-0.00610911,0.2520625868,-0.15099738340000002,-0.1576300118
SRX5388321,0.0028956688,-0.1374698462,0.26410561920000003,0.37203201690000004
SRX5388322,-2.5506679704,-0.7881047144000001,-0.3440473148,-0.1497389388
SRX5388323,-1.5656054786,-0.5892973796000001,0.10436316620000001,-0.0369705902
SRX5388324,-1.0624777123,-0.2564455851,0.4952732845,0.7431410647000001
SRX5388325,-1.8925455100000002,-0.6762979659,-0.32192762610000003,-0.2876900969
SRX5388326,-1.1919172202000001,-0.19863958780000002,0.32229741440000004,0.2433380028
SRX5388327,-0.4864497464,-0.36686245630000003,0.6368160699000001,0.8701147989
SRX8708326,-0.109352422,-0.083436276,-0.0362194251,0.21438425600000002
SRX8708328,-11.3047979492,-2.5759785672,-1.5616224187,-0.30035051360000004
SRX8708335,3.6339315883000003,0.7884397426,0.4342447082,-0.140268331
SRX8708336,3.8831284729,0.9486092867,0.5878589544,0.2020150476
SRX8708337,3.787737888,0.838929538,0.5395187561,0.238603797
SRX8708338,2.2957733108,1.0742784679,-0.14160878940000002,-0.6188908344
SRX8708339,3.2266215549,0.9302875784,0.148584254,-0.5476349758
SRX8708340,3.9695627015,0.9297306754,0.18241322270000002,-0.5547466482
SRX8708365,6.1381116666,1.9637700351,0.9307925237,0.39890568
SRX8708366,6.3678261,1.9556667426,0.9367801035000001,0.4232890375
SRX8708368,6.5392538701,1.9484698407,0.9764142145,0.4018782829
SRX8708369,3.3885003434,0.4378430575,0.7325937801,0.039621208500000005
SRX8708370,4.8064347235,1.2206474794,0.8605437876,0.2716691263
SRX8708371,3.2420224962,0.4383759607,0.6737314587000001,0.0246632748
SRX4166001,0.10756204330000001,0.0160610437,-0.0504309921,0.0448693536
SRX4166002,0.1351921476,-0.0760083154,0.15996817200000002,0.0930905695
SRX4166003,-0.2427541909,0.0599472717,-0.1095371799,-0.1379599231
SRX4166004,-1.3793217517,0.0232911775,-0.8779140316,-0.5457864885
SRX4166005,-1.2204621543,0.2141135506,-0.5371211839,-0.4753633935
SRX4166006,-2.4955752599,0.0821205217,-0.5047912804,-0.19267576560000002
SRX4166007,-4.7876178327000005,-0.6388976172,-0.49115894060000004,0.2041435115
SRX4166008,-1.264309302,-0.042760013,-0.1463925879,0.27431298800000004
SRX4166009,-0.9601697431,-0.0717445355,-0.2696574214,0.22746084330000002
SRX4166010,-2.5507318448,-0.1126285826,-0.422017325,-0.4405345269
SRX4166011,0.7949601510000001,0.17895201400000002,0.0331465663,-0.2830870253
SRX4166012,-0.1447461192,0.0857638387,-0.27523787650000003,-0.3873081933
SRX5000481,-0.7342877053,-0.2283078224,-0.011476057900000001,0.1620239536
SRX5000482,-0.3961052651,-0.208331228,-0.1060102587,0.12471851810000001
SRX5000483,-3.1248063806,0.6203065122,0.1512831843,1.3063350111
SRX5000484,-2.5186810255000003,0.3194732772,-0.1375585523,1.0700722438
SRX5000485,-2.7460702487,0.4304210285,0.2109785549,1.3110525301
SRX5000486,-3.0060649865,0.8448275745,0.2609776572,1.4065528255
SRX5000487,-3.1696267922,0.008030500900000001,-0.1923561796,0.7048026657
SRX5000488,-2.5090061931000003,0.22958477230000002,-0.34262451,0.4601408712
SRX5000489,-2.6805500475,0.2550179851,-0.1664668386,0.9813567482000001
SRX5000490,-3.2016893894,0.487732321,-0.16714632440000002,1.0470302386
SRX5000491,-2.769154162,0.1978903351,-0.37078453650000004,0.563147705
SRX5000492,0.0137647237,0.44994249810000003,1.475368666,2.2553511942
SRX5000493,0.4403767511,0.268540217,1.1376902668,1.453166348
SRX5000494,0.2644682325,0.5092571698,1.1347282112000001,1.5121257571
SRX5000495,-0.47349147290000004,0.302571754,1.4212904351,2.2442103555
SRX5000496,-0.2950316564,0.4571086842,1.467315173,2.289547288
SRX5000497,-0.1556167136,0.1718764095,-0.0192756679,0.07823853530000001
SRX5000498,-0.0461047225,-0.11586823880000001,0.0212278545,-0.0595165218
SRX5000499,0.2557694658,0.4728847056,1.1315243246,1.4546496266
SRX5000500,0.2017214361,-0.056008170700000005,-0.0019521866,-0.018722013500000002
SRX5000501,-2.8837782508,-0.07495182310000001,-0.4916651179,0.9007452943
SRX5000502,-1.9710913663,0.23993693500000002,-0.34854891390000003,0.7772417636000001
SRX5000503,-2.2776467996,0.2428728605,-0.43585225920000004,0.8209610593000001
SRX5000504,-0.3571596215,-0.40623124590000004,-0.1372784369,0.6236913775
SRX5000505,-0.8267124038,-0.1582726102,-0.1642322029,0.6223916111000001
SRX5000506,-0.8036486932,-0.3503346261,-0.1681617912,0.5376040695000001
SRX5000507,-2.6488274276,0.5446330105,-0.0774965284,0.6762737721000001
SRX5000508,-0.40511686420000004,0.1632646592,0.0630814665,0.201879105
SRX5000509,-0.9011100664,-0.3079643566,-0.2810515373,0.45632683420000003
SRX5000510,-0.6139078384000001,-0.4737888988,-0.28533503050000003,0.44274077380000004
SRX5000511,-0.9772090967,-0.5314303719,-0.1949960566,0.5074049783
SRX5000512,-1.7280212188,0.11375543390000001,-0.4457334711,0.2066540851
SRX5000513,-1.37620038,0.3393406237,-0.3135830297,0.321622073
SRX5000514,-1.9390096225,-0.0997693358,-0.4912625674,0.7557021915000001
SRX5000515,-2.4707047398,0.0002500936,-0.402798119,0.9368418241
SRX5000516,-2.6240592121,0.18131540270000002,-0.49061737310000003,0.8506512747
SRX4124772,-2.5841429305,-0.8730740124,-0.49159209540000004,-0.8681587916
SRX4124773,-1.3299880942,-0.6379474390000001,-0.2902563631,-0.7394498977
SRX4124774,-0.5964853401,-0.0151052444,0.0011446948,0.036210261300000005
SRX4124775,0.5964853401,0.0151052444,-0.0011446948,-0.036210261300000005
SRX5323946,-0.8259144209,-0.1443718262,-0.1947450853,-0.0387355869
SRX5323947,0.8259144209,0.1443718262,0.1947450853,0.0387355869
SRX5323948,-1.3331191707,0.045362047600000004,0.25533424920000003,0.5055877661
SRX5323949,-0.1364642223,0.4822079086,0.3336771074,0.5518146645
SRX5323950,0.452448057,1.2305232802,-0.19234211680000002,0.1582199441
SRX5323951,0.7120762269,1.189238926,-0.21453890080000002,0.0067155102
SRX5323952,-0.8152403594000001,-0.016355327700000002,-0.1725798192,-0.20791819690000002
SRX5323953,0.23319720600000002,0.6078950342,0.0807140303,-0.19365682850000002
SRX5323954,1.8751289475,1.5025849055,-0.0703709117,-0.082813973
SRX5323955,1.7795938175,1.4379901409,-0.0216465485,-0.12364642190000001
DRX093856,0.22018046100000002,-0.4025148933,0.0794100169,0.0917961189
DRX093857,-13.14406252,-2.0832623477,-0.6136421402000001,0.43684676520000004
DRX093858,-20.6719959774,-2.5194657715,-0.5901419459,0.522254579
DRX093859,-10.0217484429,-2.2764505331000002,-0.20304986730000002,0.5563993884
DRX093860,-4.0672545,-0.9874575178,0.09984774490000001,-0.1029413869
DRX093861,-0.1638460811,0.1401771648,-0.0386433461,-0.1427980245
DRX093862,-23.7021774375,-2.5198554878,-0.7873801161,0.3677988023
DRX093863,-20.229792255,-2.5771575494,-0.5712728994,0.2865146461
DRX093864,-11.1910230255,-2.1696450778,-0.0286686132,0.8909108266
DRX093865,-4.6355925219,-1.9997912486,-0.23342197620000002,-0.1946073646
DRX093866,-0.05633438,0.2623377284,-0.0407666707,0.0510019056
DRX093867,-23.9025231759,-2.345417681,-0.7308913606,0.3482362634
DRX093868,-19.874687417,-2.8465898467,-0.7037627470000001,0.08828627160000001
DRX093869,-11.5888220942,-2.6291190506,-0.2362122698,0.467396951
DRX093870,-3.8866641396,-2.1578894212,-0.0164546772,-0.11413830750000001
SRX6366242,1.5079493015,0.1314125495,0.0328965424,-0.1525709423
SRX6366243,1.2973109060999999,0.0803420639,0.1360103685,-0.2339680777
SRX6366244,3.8666077368,0.9541725053000001,0.5049328406,-1.9321320885
SRX6366245,3.2020686778,0.1285608204,0.1529755428,0.1425099832
SRX6366246,2.7295088661999998,-0.3554216021,-0.015406163700000001,0.0276660196
SRX6366247,4.1790377497,1.4302199175,0.37994444860000004,-1.7251881255
SRX6366248,1.6979833329,-0.0570124978,0.22590315390000001,-0.2232967539
SRX6366249,2.5765070139,0.2551044428,0.23212511460000002,-0.3382124423
SRX6366250,1.3395838052,0.31254540010000004,0.2831675712,-0.1024671756
SRX6366251,1.0302200826,0.2133690369,0.20362184190000002,-0.2333492755
SRX6366252,0.26575578250000004,-0.4495011008,-0.011167604900000001,-0.0869106188
SRX6366253,-0.26575578250000004,0.4495011008,0.011167604900000001,0.0869106188
SRX254739,-4.4664010455,-2.1645492739,-0.8924017296000001,-0.9591483862
SRX254740,-4.4129686175,-2.4690126234,-0.8649010421000001,-0.9069556407
SRX254741,-4.8490295539,-2.5678965728,-0.7001267639000001,-0.9805255295
SRX254742,-3.4237923766,-2.2244705837,-0.9119051060000001,-0.9351694974
SRX254743,-3.7120129853,-2.3471846753,-0.8563503673,-0.9049785276000001
SRX254744,-3.5457097874,-2.6637198987,-0.6222702813000001,-0.9910953517000001
SRX254745,-5.4727729073999996,-3.2360106399,-1.0877370598,-0.847915772
SRX254746,-5.8340458227,-2.2517899176,-1.7369671045000001,-1.0447402794
SRX254747,-8.9936513873,-3.1766355503,-1.3358746678,-0.8083185378000001
SRX254748,0.2499659442,-2.3484185265,-0.48690911950000004,-0.251267234
SRX254749,-1.0484307035,-2.1415332421,-0.9667081537000001,-0.5238376862
SRX254750,-2.2755583573,-1.8549336747,-1.2851862633,-0.6034573715
SRX254751,-1.8822707138,-2.0047451574,-0.385574128,-0.3508205254
SRX254752,-2.6079980181,-1.1474574012,-0.24326731070000002,-0.25833767490000004
SRX254753,-1.916981631,-1.6944755123,-0.2979551923,-0.2510583381
SRX254754,-1.2180095308,-1.2146556916,0.6722892721,0.6010919005
SRX254755,-4.2107433074,-2.4458262424,1.1260265914,0.3757489328
SRX254756,-4.1924797544,-1.6047721298000002,1.0397299023,0.46132468460000003
SRX254757,2.9606794345000003,-1.8849004004,-0.3628059501,-1.0414098383
SRX254758,1.1682889063,-2.4094563113,-0.4528756111,-0.9159551937
SRX254759,1.3650961641000001,-2.4394718958,-0.3254764307,-0.9083989386
SRX254760,-0.6355600175,-2.4326687582,-0.18830449770000002,-0.1170991074
SRX254761,0.6977562293,-1.3327527465,-0.7544182141,-0.39377184200000004
SRX254762,0.2564570138,-1.9712835932,-0.5831081023,-0.2477501017
SRX254763,3.3498044896,-0.5371626683,0.0047093158,0.32667003380000004
SRX254764,0.2649307597,-2.0357546445,0.5669202778,0.12583580960000001
SRX254765,0.302971784,-1.5797544372,0.5677400205,0.1471643461
SRX254766,3.0907668255,-1.9949671054,-0.4403543445,-1.0362206284
SRX254767,0.8624426477,-2.3606783086,-0.24124783460000002,-0.6122604305
SRX254768,0.8694014396,-2.6793013163,-0.4115574947,-0.8550408235
SRX254772,-6.3286116953,-1.3452849,-0.3562857689,0.6630495898000001
SRX254773,-6.9771643248,-1.5328803694,0.5579321807000001,1.0630222116999999
SRX254774,-6.3232857417,-0.8444320906,0.5313165346000001,0.9014951861
SRX254775,7.8937250003,0.9495133551,-0.2638966479,0.0964044275
SRX254776,9.7791400671,1.0653700259,-0.19432084730000002,0.17957707620000002
SRX254777,-0.0274648407,1.1204153735,0.10333546310000001,-0.1063888255
SRX254778,-7.2330015535,-0.0722523718,0.21447380530000001,0.6193695864000001
SRX254779,-6.1634635223,-0.6608956995,0.2213336307,0.6065092066000001
SRX254780,-3.4210263537,-0.5949279829,0.3721320869,0.9798709129000001
SRX254781,-7.5722901892,0.5705810058,0.3267917408,0.8557101366000001
SRX254782,-6.6650584702,0.20650141030000002,0.5609825497,1.1863850382
SRX254783,-7.1945073218,0.5267244145000001,0.28759943400000004,0.5824803033
SRX254784,-2.8993986023,0.9407838428,-0.2368919985,-0.3142659602
SRX254785,1.0255688229,0.9492550691,0.14532827,0.0337538764
SRX254786,0.837674621,0.7058022333,0.3642317098,-0.0101341902
SRX7136401,-0.0444282667,0.25299565290000003,-0.2650089901,-0.288400054
SRX7136403,-0.0981435261,-0.2942961578,0.1635474037,0.2116526986
SRX7136405,-0.1044656516,1.4290560012,0.1684464855,0.4593202712
SRX7136407,-1.1310766905,0.8575006283000001,0.2976957928,0.1422261995
SRX7136409,0.15677277620000002,1.095649546,0.1507827136,0.5915402557
SRX7136411,0.1425717928,0.0413005049,0.1014615864,0.07674735540000001
SRX3754949,0.2194033749,0.060001630800000004,0.0327470021,0.0615930873
SRX3754950,0.1461464931,-0.0056753405,0.0481021751,0.0329385384
SRX3754951,-0.365549868,-0.0543262902,-0.0808491772,-0.0945316257
SRX3754952,0.5529450659,0.0352856667,0.13673644840000002,0.2010524682
SRX3754953,0.7103803160000001,0.1188475823,0.07923360680000001,0.1186669462
SRX3754954,-0.784413628,0.209697966,0.0144034674,-0.0141325402
SRX3754955,14.2633762293,-0.1636814308,-1.632512297,-1.4564848430000001
SRX3754956,14.2174031583,-0.1980243677,-1.6693356927,-1.6013969880999999
SRX3754957,14.4926029301,-0.2892227244,-1.6531858744,-1.553788613
SRX3754966,0.8132276641,-0.2071226965,-0.2182690823,-0.040139883200000004
SRX3754967,0.47386450490000004,-0.34127360370000004,-0.19587325690000001,-0.034554307400000005
SRX3754969,0.8789738251,-0.3278051634,-0.2994099301,-0.0101406957
SRX1424798,0.1812797092,0.039609517600000005,-0.0842798241,0.06144421
SRX1424799,-0.1812797092,-0.039609517600000005,0.0842798241,-0.06144421
SRX1424800,0.6592963346,0.37319236710000003,0.0678688308,0.19347264390000002
SRX1424801,0.5016270709,0.04870861,0.030330043600000002,0.0563999518
SRX1424802,1.4089795813000001,0.614054132,0.5365988028,0.6973582141
SRX1424803,1.3006568305,0.5586844320000001,0.5911904992,0.8590970490000001
SRX1424804,-6.9480637878,-0.6401787065,-0.32946598320000003,-0.5461354771
SRX1424805,-7.6389763784,-0.6696694388000001,-0.6170200674,-0.7401518561
SRX1424806,3.159958525,0.5412833978,1.0357575523,1.2522616008
SRX1424807,3.8070432397,0.4595312125,0.9608772845,1.1799221578
SRX1424808,-0.7511496746,-0.3069688832,-0.1932318201,-0.2583467527
SRX1424809,-1.2138607169,-0.3367916975,-0.24201875890000002,-0.2709250874
SRX1424816,3.4052567043,0.8189220049,-0.2242368632,-0.44889419210000003
SRX1424817,2.4504616146,0.9996065071,-0.2415859193,-0.2810780755
SRX1424818,-17.4480433042,-1.4385758542,-1.6596404198,-3.019829697
SRX1424819,-18.0472056552,-1.2913202676,-1.5412069563,-2.6323871114
SRX1424824,-16.5649529731,-0.8957001237000001,-1.6338730553,-1.7908955562000002
SRX1424825,-13.1511091465,-0.951130106,-1.6921309905,-1.6025699759
SRX1424826,-17.6486515069,-0.6902302124,0.024751287900000002,-1.9418032751
SRX1424827,-17.4302461392,-0.8012535056000001,0.0278344303,-1.9856962374
SRX1424828,-16.7336277058,-1.1851151741,-1.4241152532,-2.3669895668
SRX1424829,-17.0319989079,-1.188235906,-1.6590049948,-2.3710449179
SRX1424830,-15.9894748319,-0.9238980699,-1.8726274564,-2.6855156997
SRX1424831,-16.5086072203,-1.3100813742000001,-1.8730596957,-2.6965056526
SRX1424834,-17.8553771293,-0.734194196,-1.10328679,-0.0961931421
SRX1424835,-17.3174601496,-0.7610980888000001,-1.1546180975,-0.07376151930000001
SRX1424840,-7.4065611308,-0.7913513609,-2.9067680232,-1.0278026086
SRX1424841,-8.1898263921,-0.464057651,-3.0181921286,-0.6743482373
SRX1424842,-9.2554796505,-0.6807328289,-1.5439177016999999,-1.7238647785999999
SRX1424843,-8.5002360071,-0.7966691758000001,-2.1842734612,-1.8713873546
SRX1424844,-12.1084566962,0.1045079455,-1.616189157,-1.5251290974
SRX1424845,-12.2189531701,-0.20432517490000002,-1.5982655594000001,-1.4189196877
SRX1424846,2.8461485409,-0.1359274132,-1.5932065020000001,-2.0082628339
SRX1424847,1.5884819097,0.07259391280000001,-1.2939667953,-1.7747494978
SRX5060277,-0.3262454343,0.2179081729,0.0834236646,0.5521880466
SRX5060279,-7.8597383056000005,-2.6115505123,-1.0800252217,0.5492686969
SRX5060281,0.3262454343,-0.2179081729,-0.0834236646,-0.5521880466
SRX5060283,-7.749920232,-2.562224467,-1.0200857079,0.690038118
SRX5936089,-0.30816834330000004,-0.16322504440000002,0.023435122500000002,0.0215765713
SRX5936090,0.7938905579000001,0.13158837710000001,0.1248516005,0.0549445758
SRX5936091,-0.0107926772,-0.2281327508,0.0692848872,0.0584711486
SRX5936092,-0.4749295374,0.2597694181,-0.21757161020000002,-0.13499229570000001
SRX5936093,8.0257991738,1.7807993145,0.1391748524,1.7274012238
SRX5936094,8.4144112956,1.5674754129,0.0317638306,1.4102260688000001
SRX5936095,7.3461711143,0.6999341076000001,-0.5801942053,2.5557166427
SRX5936096,7.3018689173,0.642149013,-0.6708481182,2.5107172164
SRX5936097,5.6165121403,-0.02835348,-0.2977467191,3.2090310107
SRX5936098,5.6316041539,0.2061772551,-0.22816473310000002,3.3160605602
SRX5936099,5.5459569823,-0.1652954728,-0.4658876377,3.2952809134
SRX5936100,5.5310197805,0.014980249800000001,-0.4601301404,3.2293741439
SRX5936101,5.3405844967,-0.5524513469,-0.9132657347,3.3666785997
SRX5936102,5.2447397061,0.1061897016,-0.9598387660000001,3.7109145168
SRX5936103,5.7419150394,-0.3747665163,-1.1240828075,3.4161205438
SRX5936104,4.9093041441,-0.8525500091,-1.1933479101,3.3943370553
SRX5936105,4.6028226182,-0.6016826163,-1.4654213975000001,3.3162868577
SRX5936106,5.1102033712,-0.7069877929,-1.2839636258,3.4466551443
SRX5936107,4.6215256143,-1.1734114805,-1.5241984337,3.2743984179
SRX5936108,5.2062458514,-1.1073811264,-1.4587504675,3.4705021146
SRX5936109,4.4069536494,-1.4877358985,-1.6489719420000002,3.206084659
SRX5936110,4.5524021232,-1.502893877,-1.7515646770000002,3.181396917
SRX5936111,3.9036801699,-1.848802956,-1.770421453,3.2529133971
SRX5936112,3.3324276971,-1.7733942851000002,-1.7906801929,3.5122064255
SRX5936113,2.9547113654,-2.4688967508,-1.6497521704,3.4949934231
SRX5936114,2.9378651619,-2.6402194348,-1.6595707367,3.462883138
SRX5936115,2.710062777,-2.4830549439,-1.5958078438999999,3.1402061795
SRX5936116,3.2623549748,-2.423200233,-1.5052361202,3.1607870235
SRX5936118,3.4904185281,-2.5601789162,-1.2832103901,3.1625844513
SRX5936119,3.2111137111,-1.9383735344000002,-1.4664207613,3.3466020633999998
SRX5936121,4.0385371018,-1.8771848197,-1.1202172584,3.0745868094
SRX5936122,3.7274101772,-1.9998830941,-1.1002127465,3.0672020863
SRX5936123,5.3095951748,-1.1921654944,-1.1087708567,2.9981207395
SRX5936124,5.2081470497,-1.3388364571,-1.0562763317,3.0662015866
SRX5936125,5.0659636721,-1.6398851509,-1.0770613484,3.096136478
SRX5936126,5.0325862173,-1.8387769611,-1.3037934838,2.9554343404
SRX5936128,-11.5184006922,-1.7894571053,-0.6188562966000001,-1.4542525062
SRX5936129,-11.5205695076,-2.2231999558,-0.685956077,-1.4923556801
SRX5936130,-12.4252016096,-2.3447198138,-0.9771786215,-1.3369239388
SRX5936131,-11.74419383,-2.0369635141,-0.7984177568,-1.5765010623
SRX5936132,-14.8364561639,-2.8147968144,0.1972167981,-0.24872552250000002
SRX5936133,-16.01313854,-2.4466958858,-0.25833408480000003,0.1474207494
SRX5936134,-11.7490414911,-1.7727681228,-0.07625097460000001,-0.6741092028
SRX5936135,-11.8410562489,-2.0811861292,-0.12687704800000002,-0.6760015424
SRX5936137,-4.454887294,-1.7023586092,0.4079259133,-0.5550853591
SRX5936138,-4.4612999526,-1.4137596761,0.30098022150000003,-0.6534195918
SRX5936139,-1.2497651604,-0.8867919504,0.5016748605,-0.5519787117
SRX5936140,-1.3265075783,-0.6717289036,0.24660512910000001,-0.4942073045
SRX5936141,0.5133006197000001,-0.2651386613,0.6661311877,-0.6968109447
SRX5936142,0.5196598672,-0.3176599509,0.6329567987,-0.5935545122
SRX5936143,1.6296462772,0.43837066090000004,0.4183987155,-0.0220025727
SRX5936144,2.0356216613,0.2632418851,0.48370192910000004,-0.0403046537
SRX8557650,0.3850123937,0.1442015582,-0.0066037492,-0.021281712
SRX8557651,-0.16606603080000001,-0.1109332547,0.0077228519,0.0391825917
SRX8557652,-0.2189463629,-0.0332683035,-0.0011191027,-0.017900879800000002
SRX8557653,-5.8361871061,-1.3251083845,-1.3647463804,-0.5653260981
SRX8557654,-6.0027956942,-1.4882453972,-1.380566146,-0.4530867756
SRX8557655,-5.7582303456,-1.5886644787000002,-1.5210848611999999,-0.5742132265000001
SRX8557656,-18.2422413888,-4.098658415,-1.1906271379,0.4764200516
SRX8557657,-17.539182378,-4.7274292666,-1.1528320159,0.5118145644000001
SRX8557658,-17.9866586479,-4.0168513799,-1.2579894262,0.5173338123
SRX8557659,-16.0467924208,-2.9895118778,0.9529671083000001,-0.0212805755
SRX8557660,-14.7923333581,-3.3620940779,0.9658081033,0.1096876323
SRX8557661,-14.4593277362,-3.8395489605,1.1082667562,0.2000894819
SRX8557662,-9.5868110811,-2.0872019733,0.4603158248,-0.7785712659
SRX8557663,-10.7295117193,-2.5410983989,0.3963233387,-0.6396150654
SRX8557664,-11.5426398016,-2.9108742809,0.1587720879,-0.6616692654
SRX8557665,-12.0712324236,-3.359031738,0.4995220433,-0.2723462035
SRX8557666,-9.8136336133,-2.2434339413,0.7128912778000001,-0.745181065
SRX8557667,-12.4482456715,-3.1088649328,0.18456944620000001,-0.3464250609
SRX3405147,0.447333442,0.0,-0.23651794610000001,0.1668643613
SRX3405148,0.2999794468,0.0,-0.0638936618,0.12375148180000001
SRX3405149,-0.7473128888,0.0,0.3004116079,-0.2906158432
SRX3405150,0.7470461791,0.0,-0.36936284280000004,0.043706739
SRX3405151,0.6120923572,0.0,0.0483945025,-0.6993696249
SRX3405152,0.4370208981,0.0,0.1697071903,-0.43367199170000004
SRX3405153,0.5286251536000001,0.0,0.0819766386,-0.2700726726
SRX3405154,0.9680226817,0.0,0.0312762479,0.4332604255
SRX3405155,1.1424855828,0.0,-0.0104577294,0.35556696790000003
SRX3405156,2.2782727366,0.0,0.26916821550000003,-0.11988288200000001
SRX3405157,0.2463817966,0.0,0.0222155,0.1240301535
SRX312063,-8.7749242513,0.9809575913,-0.2181308123,-0.1362005019
SRX312064,-9.9403239283,0.8839268781,-0.20736263130000002,-0.210334391
SRX312065,-9.1979648824,0.7763401719,-0.3580729292,0.1311683721
SRX312066,-9.3065732303,-1.0874025429,-1.1019684904,-1.3844105795
SRX312067,-9.1877827497,-0.648773264,-1.1014998148,-1.3624060896999999
SRX312068,-9.0681478402,-0.341082176,-1.7909618398,-0.7486997715
SRX312069,-9.0465971513,-0.308210249,-1.7921226591,-0.7491009392
SRX312070,-0.0270509581,0.0078622701,-0.0064831920000000005,0.00010153230000000001
SRX312071,0.0270509581,-0.0078622701,0.0064831920000000005,-0.00010153230000000001
SRX312072,4.3998837259,-0.5804046112,-0.5172351907,-1.9795452543
SRX312073,4.4000061643,-0.4782528608,-0.4930876744,-1.967157508
SRX312074,3.9305237278,0.5886855647,-1.5109077319000002,-2.8492738681
SRX312075,3.7624064932,0.5989626107,-1.546671549,-2.9159820306
SRX312076,3.7265387684,2.1170525971,-1.7910974918,-3.6017898952
ecoli_00001,-0.0585223802,-0.0273849855,0.012478646000000001,0.036636971000000004
ecoli_00002,0.0585223802,0.0273849855,-0.012478646000000001,-0.036636971000000004
ecoli_00003,-9.9008513063,-1.6629561625,0.077574131,1.058304126
ecoli_00004,-11.7107725883,-1.7530866895,-0.090682171,1.126720666
ecoli_00005,0.1270615071,-0.3559278735,-0.030513673,-0.05264584
ecoli_00006,0.6158325999,-0.2010277225,0.05819072,-0.129847039
ecoli_00007,-6.1476355037,-1.3316460365,-0.105981984,1.122678696
ecoli_00008,-5.1410730353,-0.9346337535,-0.22346684100000003,1.043829066
ecoli_00009,-1.3738945498000001,-0.4757643575,0.436429913,0.038872322
ecoli_00010,-1.5610520622,-0.6008214225,0.367563393,0.005759822
ecoli_00011,-1.873059271,-0.2525690245,0.345522573,0.9077065660000001
ecoli_00012,-1.8184469891,-0.1287967985,0.343136463,0.8854765760000001
ecoli_00014,-1.1061167119,-0.1990846755,0.33938771300000004,0.6386470710000001
ecoli_00015,-1.2966192488,-0.1117198115,0.383863793,0.774188486
ecoli_00016,-1.3313353745,-0.28644002550000003,0.33986178300000003,0.8036499260000001
ecoli_00017,-1.3416520809999999,-0.11589685450000001,0.43240872300000005,0.499338233
ecoli_00018,-1.1918984844,-0.1477703255,0.482436193,0.48226117700000004
ecoli_00019,-8.5977980956,-2.1826908405,0.17662370300000002,2.161495396
ecoli_00020,-8.7112566232,-2.2278475105,0.24038529300000003,2.173902676
ecoli_00021,-7.652202367,-1.8288625585,0.513155013,2.132592106
ecoli_00022,-7.5977345126,-1.7070274885,0.536337303,2.155119376
ecoli_00023,-7.8578930084,-1.9015388645,0.334672533,2.114133386
ecoli_00024,-7.9207239301,-1.9421867815,0.387059873,2.045519786
ecoli_00025,-8.2836211873,-1.7105071525,0.513462963,2.3445910960000003
ecoli_00026,-8.170496021,-2.0482473195,0.5104807530000001,2.405278176
ecoli_00027,-7.7229321881,-1.1101512855,-0.07279683,0.614107743
ecoli_00028,-7.521568558,-0.9084625445000001,-0.093243951,0.560547789
ecoli_00029,-5.3180061332,-1.1901872155,-0.043119613,0.279501977
ecoli_00030,-5.0360104012,-1.2025294595,-0.07348926,0.286099773
ecoli_00031,-7.7625730824,-1.2581087975,0.16383650300000002,0.8913351260000001
ecoli_00032,-7.9711071802,-1.5636630715000002,0.11651884600000001,0.8662795560000001
ecoli_00033,-12.8261031148,-0.8461380695,0.16921202300000002,0.9463078960000001
ecoli_00034,-13.308313659,-1.2858882345,0.03216219,1.058494226
