,A,ManR
R2,,0.7957072285052266
xmin,,-6.414673769282763
xmid,,
xmax,,4.471408763480619
ystart,,-16.606397194185686
yend,,10.507401899534136
SRX8138083,-4.7847745702845375,-1.9519700313911332
SRX8138084,1.7815676647561391,0.3172612623947311
SRX8138085,3.0032069055283563,1.6347087689964033
SRX8138086,-5.338159245063069,-2.207959495428262
SRX8138087,0.8253395131949715,0.5053712630944824
SRX8138088,4.037369841611843,1.7311013870186909
ERX4111143,-0.004824212018743164,-0.0004912008494084574
ERX4111144,-0.2023733125726669,-0.5755743251455403
ERX4111145,-9.49041152296353,-3.2793465485850137
ERX4111146,-12.17743164998714,-4.661585310405402
ERX4111148,-0.5671713650242823,-0.24747834271876454
ERX4111149,-6.603783802383439,-1.8990958668997893
ERX4111150,-4.135151533095098,-1.0614330954508409
ERX4111151,0.004824212018725803,0.0004912008494084574
ERX4111152,0.0010885854472217232,-0.2674998285241905
ERX4111153,-8.504655622859412,-2.6911570526280792
ERX4111154,-8.645741289581077,-3.6059747770330604
ERX4111156,-0.7930799351255939,-0.32511062558373816
ERX4111157,-7.618539360415435,-2.385997275519133
ERX4111158,-6.033956368804718,-1.836248542643455
SRX5577041,-0.07138518440367395,-0.13089283899363924
SRX5577042,-0.0011396987484600185,0.05287343599748695
SRX5577043,-0.07240742676554046,0.16213154483948689
SRX5577044,0.1449323099176715,-0.0841121418433346
SRX5577045,0.8863820036776482,0.8156139149137891
SRX5577046,-0.3911172919077195,0.40478235023884057
SRX5577047,-0.9227549917145212,0.2021541590122755
SRX5577048,-0.5733215291316572,0.10863116722613153
SRX5577049,-1.4711702158363265,0.07297324464701482
SRX5577050,-2.4618611278711207,-0.1742942588612868
SRX5577051,-1.4355243445437211,0.7303348619063925
SRX5577052,-1.212556102555744,0.7400941769803238
SRX5577053,-0.2988723420591648,0.6953212186525581
SRX5577054,-1.76301904645013,-0.7528004751429198
SRX5577055,0.18938056365500844,1.0401903275020574
SRX5577056,-1.64523478327541,-0.5883713592492024
SRX5577057,-0.4880238276504557,-0.21275020634337327
SRX5577058,-3.1562791298134787,-1.211921515837147
SRX5577059,-1.7099896219732855,-1.4409402906804027
SRX5577060,-3.1949495709239466,-1.3490648672593464
SRX5577061,1.7778078779243902,1.966509433339284
SRX5577062,-4.716209454623961,-1.1964715205603724
SRX5577063,-5.922752246859848,-1.6672577774222923
SRX5577064,-0.3133925942036293,0.6985668947467882
SRX5577065,-4.918518887095209,-0.7826671663597735
SRX5577066,-0.6226946585691316,0.7206748810479535
SRX5577067,0.7630699121630129,1.6924883491983858
SRX5577068,-1.0414133724711077,0.7799071901344155
SRX533166,-0.18522836381440266,-0.04979585713511092
SRX533171,0.18522836381438648,0.04979585713511092
SRX533786,-1.7054100227564697,-0.16939505006319733
SRX533787,-1.2921618670468995,-0.29471949225022565
SRX533789,-1.5095967810868658,-0.2880141908261744
SRX533791,-1.4626508537023917,0.01527791201251549
SRX533792,-1.9165960931808643,-0.6104135761077094
SRX533793,-0.4260449179579153,-0.17501347147366264
SRX533794,-1.0451494780878547,-0.0316107266340242
SRX533795,-1.0579494193698875,-0.10571914259350246
SRX4703435,0.189451398652753,0.5333970456687993
SRX4703436,0.4552805118025177,0.06894724486300953
SRX4703437,-0.6447319104552544,-0.6023442905318079
SRX4703438,6.292053400078174,4.099661589784716
SRX4703439,7.119809107219403,4.471408763480619
SRX4703440,6.387248869582474,4.228181311724509
SRX6902408,0.7406455136377591,0.10155454804370656
SRX6902409,0.2062303447847912,0.3862650088826869
SRX6902410,1.1114615002972659,0.6464033745111868
SRX6902411,1.220694007933193,0.253888798811853
SRX6902412,1.1333667721968552,0.6116105285899618
SRX6902413,0.2076760558603834,0.5513702067162174
SRX6902414,-0.0981984929029308,-0.5167190979050953
SRX6902415,0.09819849290293778,0.5167190979050953
SRX5278698,0.5558079481142209,0.33604102320817475
SRX5278699,1.5373186032617585,0.7133501271384395
SRX5278700,-2.0931265513760002,-1.0493911503466125
SRX5278701,-0.964907678570058,-0.4497899858175485
SRX5278702,-2.5787652566847425,-0.19446755215422584
SRX5278703,-9.874881154652826,-4.487907247860782
SRX5278704,-5.277551503832845,-4.493326139879977
SRX5278705,-5.476573550081996,-4.5816803308659635
SRX5278707,-17.43698756237086,-5.515385458035062
SRX5278708,-16.035181759496812,-4.527356852581885
SRX5278709,-18.93478677131014,-5.084884688930481
SRX5278710,-15.664578115384836,-5.472190904359918
SRX5278711,-15.175044314542658,-5.053675912781153
SRX5278713,-16.10596882876326,-5.615774596695895
SRX5278714,-16.132493051807337,-5.205403534067582
SRX5278715,-18.667020959518727,-4.163793861322239
SRX5278716,1.6346191778023618,1.6249905735397911
SRX5278717,-0.07753169630173926,0.885351015295881
SRX5278718,1.864798902863265,1.4680306145632978
SRX5278719,-1.8271663793882569,0.8510417417600022
SRX5278720,-2.8569707235795674,0.3613370436181045
SRX5278721,-9.196090739625195,-2.01193862873943
