,A,ManR
SRX1254783,-18.174618767120805,-6.414673769282763
SRX1254784,-17.534526574525312,-5.375676466390458
SRX1254785,-18.14146634684339,-5.292327642483403
SRX1254786,-16.857404024919937,-5.335154175813868
SRX1473807,0.5376892373718603,0.08460644262437889
SRX1473808,-0.5243596326725164,-0.1492356251159901
SRX1473809,-0.01332960469932868,0.06462918249161298
SRX7520944,1.735253706393893,0.03854600836038058
SRX7520945,2.0626698257178915,-0.06087005777959442
SRX7520946,-1.9482965849309608,0.009448749872347229
SRX7520947,-1.8496269471808373,0.01287529954686617
SRX7520948,5.592416931789055,-0.09313751822236682
SRX7520949,5.651400750790844,-0.005142453511892242
SRX7520950,2.5242066760493893,-0.24263460153954464
SRX7520951,2.92590605893296,-0.2755902366648946
SRX959206,-0.2821531466790105,0.2218967366504101
SRX959207,-0.07809789845574637,0.3324840903364059
SRX959208,0.5356504019339301,0.12695762651521125
SRX959209,0.4509444988262338,0.1284395000181382
SRX959210,0.4386106428853009,-0.0055992815453609355
SRX959211,0.39905440752833704,-0.2382967209996658
SRX959212,-0.017729199577362017,0.13891451833970914
SRX959213,0.5343126397363895,0.14494453134876872
SRX959214,-0.024953593668304262,0.10432286435550298
SRX959215,-0.7886408681297596,-0.19407100896717197
SRX959216,0.16762182466961506,-0.1559076846109062
SRX959217,0.12938919696942824,-0.03820322046590263
SRX3269802,-4.045389534345256,-1.299263921042498
SRX3269803,4.045389534345275,1.2992639210424972
SRX3269804,-8.920945232508952,-3.360118507498989
SRX3269805,-1.8018790506068847,-0.7875463219710612
SRX3269806,-1.5346546953416151,-0.18382203990747747
SRX3269807,-14.076492093158445,-5.316361203582115
SRX3269808,-12.495766386598994,-5.902390806611386
SRX3269809,-12.074295244974856,-5.336656952738883
SRX3269810,-12.360971318857693,-5.239421289455487
SRX3269811,-10.922574724110662,-5.5662408219348825
SRX2529102,1.9298645464622788,0.6612201138886444
SRX2529103,-1.9298645464622888,-0.6612201138886427
SRX2529104,6.261806894655013,2.198839044811958
SRX2529105,6.884199311937596,2.496794115606784
ERX1981712,7.122826676857944,1.7141873254641684
ERX1981713,10.00307521426633,2.3271962646990545
ERX1981714,9.897516270199572,1.6227623513021694
ERX1981715,-2.4824083296830906,-0.8363931846814525
ERX1981716,0.7457063457417319,0.4431579880597489
ERX1981717,1.7367019839413569,0.3932351966216992
ERX2274784,-0.6664974137530436,0.3842576042328467
ERX2274785,2.0196308846579747,0.6563387467351776
ERX2274786,1.5985706879485304,0.5968947176672224
ERX2274787,-8.304821814675305,-1.458329331218203
ERX2274788,-8.626985585460949,-1.680390266391795
ERX2274789,10.301666108347783,3.757459437816341
ERX2274790,-0.5276857432300456,0.8525200589099633
ERX2274791,-0.1887626712417717,-0.5891769410771044
ERX2274792,2.359442755449957,1.1171912807668685
ERX2274793,-4.372729649783868,-0.6754368087044105
ERX2274794,6.734794708053187,3.3359393729535785
ERX2274795,-5.920064356263883,-0.8275379003627252
ERX2274796,2.524327168346284,1.9385460067592044
ERX2274797,-3.5844739850382674,-2.13811210485006
ERX2274798,1.0601468166919867,0.19956609809085268
ERX2274799,-8.863613943301404,-1.5645267809142656
ERX2274800,10.225699852572431,4.077919123802125
ERX2274801,-10.358612783564695,-1.5186335937697066
ERX1819430,0.6127116546298434,-0.33046423412367165
ERX1819431,0.8007588967921722,-0.3247164289158597
ERX1819432,0.8149898106603637,-0.2161352076150589
ERX1819433,1.5493104901836758,-0.16323221291054235
ERX1819434,0.16335759495289456,0.17392824516086236
ERX1819435,-2.3710115080475576,-0.8421144280259929
ERX1819436,0.03735830859499125,-0.044673413560389896
ERX1819437,-0.7542089435786273,-0.1700539710835267
ERX1819438,1.1661246251006387,1.0612198903293786
ERX1819439,1.7548982559049993,0.5373578339199971
ERX1819440,1.3676333924487858,0.9538848588458472
ERX1819441,1.9622197975745903,0.8022273333714569
ERX1819442,-1.3294822200535383,-1.2351481354902385
ERX1819443,1.2961195054495755,0.4719707412143022
ERX1819444,-3.370807956362093,-1.7162698152014828
ERX1819445,0.8742525051884313,0.43562111226695777
ERX3440914,-0.4788612550693325,0.16238762775441806
ERX3440915,-0.28827151303428755,-0.07170628550529656
ERX3440916,0.5614656243381514,-0.17497135153072207
ERX3440917,-0.04437714694133953,-0.2087164796039307
ERX3440918,-2.0236137851565927,0.2974920620639985
ERX3440919,-2.1711018045885617,0.05661853610498735
ERX3440920,-1.9547842079610682,0.1259685456580497
ERX3440921,-4.039492082144208,-0.003895408284008362
ERX3440922,-3.725381577299789,-0.03241595111104534
ERX3440923,-3.400199173465112,0.3060946755269489
ERX3440924,-3.0487998204113165,0.393139216034152
ERX3440925,0.08236153197010744,-0.14723505054916064
ERX3440926,-2.846666177697604,0.4585375678783024
ERX3440927,-2.3931205321165523,0.3797186403187967
ERX3440928,-1.8316482183118543,0.4297123092025883
ERX3440929,-0.6959031851055621,0.5295914040860925
ERX3440930,-1.874058733072888,0.4167524507888372
ERX3440931,-5.517011878047273,-1.00982895664852
ERX3440932,-3.8280031254773212,0.2042611715154754
ERX3440933,-5.837775544465412,-0.8021602866211293
ERX3440934,-2.509630894851652,0.5047776832357522
ERX3440935,-2.246749363189448,0.3274692065445137
ERX3440936,0.3964997230992256,-0.015152577205260087
ERX3440937,-2.7484994895069894,0.3149948909590909
ERX3440938,0.033707009535269984,0.1926063547029964
ERX3440939,0.1869431452869436,0.07594364435284451
ERX3440940,-1.1820804066314876,-0.5832422266261421
ERX3440941,1.4710242436897882,-0.4027535454764921
ERX3440942,0.28395633356157424,-0.7101644202969499
ERX3440943,1.6454239949244842,-0.198686410322912
SRX5347612,-1.5156690556171566,-0.7233699838391594
SRX5347613,-0.2663851223169147,0.10668592672597743
SRX5347614,1.7820541779340804,0.6166840571131784
SRX5347615,-5.231724793420074,-1.7658079441160732
SRX5347616,-3.782588426523544,-0.935795342534365
SRX5347617,-5.169934144076451,-1.7838521235148157
SRX5347618,-4.6260589346804855,-1.8263115063305653
SRX5347619,-4.213737197692922,-0.5420560924338451
SRX5347620,-3.966717255596795,-1.3269968511657444
SRX5347621,-4.466237393463868,-1.6341311815252917
SRX5347622,-5.18197636313844,-1.6242023007636943
SRX5347623,-2.9847632739661725,-0.9549143186020028
SRX8170783,-4.7847504656868605,-1.951969938442489
SRX8170784,1.7815610478281751,0.31726126369420005
SRX8170785,3.00318941785869,1.6347086747482902
SRX8170786,-2.5917984820866717,-1.1733471584375632
SRX8170787,5.514696324811539,0.9984959696363136
SRX8170788,6.176699328569088,1.3341538363392873
SRX5177009,-4.7285757994517965,0.7016078140916644
SRX5177010,-4.585810559497096,0.914572341313744
SRX5177011,-5.280148991085613,-0.30109007093866635
SRX5177012,-6.085037535133887,-0.6637870617680992
SRX7354731,-0.26130549390607954,0.044730150624821
SRX7354732,0.2613054939060746,-0.044730150624821
SRX7354733,-4.128064169567566,-0.4243266758558861
SRX7354734,-5.622103055771586,-0.6598109543836652
SRX7354735,-1.4420821632727099,-0.11924342487921312
SRX7354736,-0.5392058271221529,-0.001037207337333701
SRX7354737,-2.8063343194117407,0.10873657427292027
SRX7354738,-3.034467583938429,0.3224657139786715
SRX2508581,0.2849244489307818,0.2207057274503903
SRX2508582,-1.23377022128336,-0.5170913396793361
SRX2508583,-12.781289540774784,-5.4798363165344846
SRX2508584,-13.150743441125801,-5.0785867274702445
SRX2508585,-0.36455596902620896,-0.1142158379810958
SRX2508586,-0.8230079989674366,-0.19238278236938197
SRX2508587,-13.506140357294786,-5.79674929909728
SRX2508588,-13.461199114281154,-6.008962272056313
SRX2508589,0.07963152009543653,-0.10648988946929272
SRX2508590,-0.5482686013487995,-0.036103258559681
SRX2508591,-10.70563783676418,-3.1947028597904925
SRX2508592,-8.814148889031578,-2.1297668972959523
SRX1736086,-0.1143044914651124,0.0990242448890335
SRX1736087,-0.21906945219191676,-0.07389531458750563
SRX1736088,0.333373943657007,-0.02512893030152785
SRX1736089,2.137510083983124,-1.407125936586064
SRX1736090,3.1173577014527436,-0.9195453102165976
SRX1736091,3.049094863889336,-0.9431487731487174
SRX1736092,0.5002736586995808,0.05926003385006951
SRX1736093,0.12418552223038094,-0.19244755933140836
SRX1736094,-0.6773430814042992,-0.2440463215335376
SRX1736095,3.7598601209315263,-0.9375574826276925
SRX1736096,4.478188379190945,-0.8441240701928736
SRX1736097,4.03466170858382,-1.2544185445674936
SRX7176371,2.7190364356987407,0.9449826575239566
SRX7176372,0.7887803942443682,0.16155269217440704
SRX7176373,-3.5078168299430983,-1.1065353496983679
SRX7176374,2.760843191392957,0.70189652635068
SRX7176375,0.12748675250524702,-0.1921869308433113
SRX7176376,-3.3028771133216828,-1.2148569995521985
