,A,DksA
tcs__del_cpxR_lb__2,-5.6118054999,0.28233142
tcs__del_cusR_CuSO4__1,-1.4479460767,0.44386309
tcs__del_cusR_CuSO4__2,-1.3902806891,0.45079604
tcs__del_cusR_lb__1,-4.0854374063,0.17237744
tcs__del_cusR_lb__2,-4.0823294951,0.21500515
tcs__del_kdpE_01-kcl__1,-0.3910201844,-0.03005871
tcs__del_kdpE_01-kcl__2,-0.2884059973,0.05563396
tcs__del_kdpE_115-kcl__1,3.6279384293,-0.716851232
tcs__del_kdpE_115-kcl__2,3.615435346,-0.687600094
tcs__del_phoB_m9__1,1.9604267048000001,-0.451714021
tcs__del_phoB_m9__2,2.2414974349,-0.42877673600000005
tcs__del_phoB_m9p__1,3.03617504,0.23896446000000002
tcs__del_phoB_m9p__2,2.9568648834,0.23599088000000001
tcs__del_rcsB_etoh__1,-4.2155178599,-1.552816589
tcs__del_rcsB_etoh__2,-4.3121541713,-1.596668256
tcs__del_rcsB_lb__1,-5.684700878,-0.332014757
tcs__del_rcsB_lb__2,-5.8128441943,-0.314201151
tcs__del_zraR_lb__1,-4.5190048723,0.69529098
tcs__del_zraR_lb__2,-4.5304013957,0.72534813
tcs__del_zraR_zncl2__1,-4.1603668379,0.2812091
tcs__del_zraR_zncl2__2,-4.1543174531,0.34726337
tcs__wt_01-kcl__1,-1.7770718207,-0.05473591
tcs__wt_01-kcl__2,-1.4398806487,-0.14008358
tcs__wt_01xlb__1,-4.3223261909,0.35746396
tcs__wt_01xlb__2,-4.5846488957,0.35514249999999997
tcs__wt_115-kcl__1,1.7174652833000001,-0.7471762230000001
tcs__wt_115-kcl__2,1.9325937551,-0.744706312
tcs__wt_CuSO4__1,-3.6216640608,0.66649344
tcs__wt_CuSO4__2,-3.1226207821,0.69846019
tcs__wt_etoh__1,-4.3237573964,-1.010065924
tcs__wt_etoh__2,-4.2155305908,-1.055879769
tcs__wt_lb__1,-6.6653731015,-0.06022805
tcs__wt_lb__2,-6.8439373073,-0.08170624
tcs__wt_LiAcet__1,7.4913192873,-0.8158870680000001
tcs__wt_LiAcet__2,7.0618796266,-0.8379963380000001
tcs__wt_LiCl__1,5.6110857427,-0.5843190260000001
tcs__wt_LiCl__2,5.6062006337,-0.638837149
tcs__wt_m9p__1,5.1571187447,0.02051269
tcs__wt_m9p__2,4.9139859906000005,-0.01737706
tcs__wt_pyr__1,-4.4744477504,0.5719796500000001
tcs__wt_pyr__2,-4.5749975849,0.5709051900000001
tcs__wt_zncl2__1,-4.2440794265,0.40358206
tcs__wt_zncl2__2,-4.1347678803,0.43617118
ros_tale__1_112_0pq__1,0.5261299387,-0.9322632240000001
ros_tale__1_112_0pq__2,1.2297337879,-0.9846712980000001
ros_tale__1_112_250pq__1,2.3105592594,-0.8770745430000001
ros_tale__1_112_250pq__2,1.7306368921000002,-1.044136749
ros_tale__1_112_750pq__1,1.8544241538000001,-0.843805648
ros_tale__1_112_750pq__2,1.5436676193999999,-1.1318830690000001
ros_tale__1_112_750pq__3,2.8741983672,-1.411766134
ros_tale__3_76_0pq__1,-1.4898280989,-0.53215157
ros_tale__3_76_0pq__2,-1.1252566033,-0.51478449
ros_tale__3_76_0pq__3,-1.4285441634,-0.611977132
ros_tale__3_76_0pq__4,-1.2045850285,-0.6420919970000001
ros_tale__3_76_250pq__1,2.7702844581,-0.666353005
ros_tale__3_76_250pq__2,5.0083752595,-1.444666812
ros_tale__3_76_750pq__1,10.626975442700001,-2.373632202
ros_tale__3_76_750pq__2,9.7244273272,-2.344372094
ros_tale__7_103_0pq__1,0.5592779565,-1.238592802
ros_tale__7_103_0pq__2,0.38104716720000004,-1.001320645
ros_tale__7_103_0pq__3,1.1564704406,-1.337420238
ros_tale__7_103_0pq__4,0.7532893962,-1.065014724
ros_tale__7_103_250pq__1,0.419226666,-1.532401552
ros_tale__7_103_250pq__2,-1.3008182755,-1.202301672
ros_tale__7_103_750pq__1,1.4921259978,-1.189284048
ros_tale__7_103_750pq__2,2.0538524248,-1.190613042
ros_tale__9_77_0pq__1,2.0205046449,-1.222235039
ros_tale__9_77_0pq__2,1.9551286203,-1.287045295
ros_tale__9_77_250pq__1,2.0137715379,-1.205770591
ros_tale__9_77_250pq__2,2.3141361193,-1.022557049
ros_tale__9_77_750pq__1,2.224736997,-1.244268647
ros_tale__9_77_750pq__2,1.9101755396,-1.252107228
ros_tale__11_83_0pq__1,3.2894681254,-1.543562922
ros_tale__11_83_0pq__2,3.3326159410000002,-1.40431438
ros_tale__11_83_250pq__1,3.6860205966,-1.616442389
ros_tale__11_83_250pq__2,3.7298799693999998,-1.5393925689999999
ros_tale__11_83_750pq__1,4.6218811675,-1.5047846900000001
ros_tale__11_83_750pq__2,3.495757197,-1.256090514
ros_tale__13_87_0pq__1,6.6810892347,-1.179960935
ros_tale__13_87_0pq__2,6.009835609,-1.111769614
ros_tale__13_87_250pq__1,5.4530995411,-0.911073698
ros_tale__13_87_250pq__2,5.5653889071,-0.707789803
ros_tale__13_87_750pq__1,4.139076472,-0.48755389600000004
ros_tale__13_87_750pq__2,2.934686236,-0.49634561800000004
ros_tale__14_27_0pq__1,3.31398491,-1.776681238
ros_tale__14_27_0pq__2,4.3692366158,-1.676944038
ros_tale__14_27_250pq__1,10.0829318612,-1.5180227419999999
ros_tale__14_27_250pq__2,7.6560750563,-1.541220791
ros_tale__14_27_750pq__1,-1.4080585132,0.17225991000000002
ros_tale__14_27_750pq__2,-0.9435083077,0.11401301
ros_tale__16_28_250pq__1,-0.7398123819,-0.14208906
ros_tale__16_28_250pq__2,-0.5532184989,-0.15535034
ros_tale__16_32_0pq__1,3.0648697606,0.09889758
ros_tale__16_32_0pq__2,4.0687267621,0.028576630000000002
ros_tale__16_32_0pq__3,-1.097625409,-0.16199365200000002
ros_tale__16_32_0pq__4,-1.3159144997,-0.04418918
ros_tale__16_32_250pq__1,-0.5980496987,-0.36221366200000005
ros_tale__16_32_250pq__2,-1.0421733109,-0.31223024400000005
ros_tale__16_32_750pq__1,1.6444555087000001,-0.372933775
ros_tale__16_32_750pq__2,2.5604640164,-0.13904191
ros_tale__17_104_0pq__1,8.2869539372,-0.432007566
ros_tale__17_104_0pq__2,9.8379140767,-0.44768218200000004
ros_tale__17_104_250pq__1,9.404563165,-0.7173249140000001
ros_tale__17_104_250pq__2,8.6980771791,-0.514666559
ros_tale__17_104_250pq__3,8.5239101412,-0.6078177220000001
ros_tale__17_104_250pq__4,9.9041375706,-0.7876631590000001
ros_tale__17_104_750pq__1,7.2318097877,-0.718001741
ros_tale__17_104_750pq__2,7.3895652793,-0.682761611
ros_tale__18_24_250pq__1,0.6747695375,0.04742824
ros_tale__18_24_250pq__2,0.8139998663,-0.164151443
ros_tale__18_36_0pq__1,1.5114172671000001,-0.419179063
ros_tale__18_36_0pq__2,1.8896840671000001,-0.27116506700000004
ros_tale__18_36_0pq__3,-0.5011992655,-0.163033602
ros_tale__18_36_0pq__4,0.9700717077000001,-0.45262595400000005
ros_tale__18_36_250pq__1,0.9075783994000001,-0.2455571
ros_tale__18_36_250pq__2,0.3362494373,-0.184830121
ros_tale__18_36_750pq__1,0.226390791,0.5313665200000001
ros_tale__18_36_750pq__2,0.265525552,0.69130265
ros_tale__19_91_0pq__1,12.7810222877,-1.209747058
ros_tale__19_91_0pq__2,13.2294558841,-1.347340183
ros_tale__19_91_250pq__1,7.0220581417,-1.263389101
ros_tale__19_91_250pq__2,10.6626371662,-1.46180971
ros_tale__19_91_750pq__1,10.2248149485,-1.639187561
ros_tale__19_91_750pq__2,8.4453761433,-1.370058648
ros_tale__19_91_750pq__3,11.1869885948,-1.439826482
ros_tale__19_91_750pq__4,9.1738677459,-1.3247997150000002
ros_tale__21_97_0pq__1,-1.0678010805,-1.476806734
ros_tale__21_97_0pq__2,2.81925412,-1.3988781860000001
ros_tale__21_97_250pq__1,2.2252776289,-1.714050093
ros_tale__21_97_250pq__2,7.9301957133,-1.631696979
ros_tale__21_97_750pq__1,0.510964709,-1.481335957
ros_tale__21_97_750pq__2,6.6919900647,-1.67614586
ros_tale__25_111_0pq__1,1.5775881373,-1.816633399
ros_tale__25_111_0pq__2,6.7583404369,-1.514870536
ros_tale__25_111_250pq__1,3.3968670074,-1.8561794420000002
ros_tale__25_111_250pq__2,6.5667575271,-1.840699162
ros_tale__25_111_750pq__1,6.031952414,-1.7586483140000002
ros_tale__25_111_750pq__2,9.9068142764,-1.302515154
ros_tale__29_119_0pq__1,4.9123832781,-1.479398333
ros_tale__29_119_0pq__2,6.7479651778,-1.349549087
ros_tale__29_119_250pq__1,4.9985278601,-1.6357188690000002
ros_tale__29_119_250pq__2,5.5019991866,-2.246452483
ros_tale__29_119_750pq__1,6.0906685137,-1.361051123
ros_tale__29_119_750pq__2,5.6053063769,-1.508044928
ros_tale__ALE4_0pq__1,0.20519972990000002,-0.352092163
ros_tale__ALE4_0pq__2,0.5321304369000001,-0.25918898
ros_tale__ALE4_250pq__1,-4.1487343903,0.34192868
ros_tale__ALE4_250pq__2,-4.0493855883,0.33603271
pcoli__atASMT_325G__1,3.4674913603,-0.56245241
pcoli__atASMT_325G__2,3.75141896,-0.5977678080000001
pcoli__bpTDC__1,1.5384713498,-0.720758659
pcoli__bpTDC__2,1.9709859203,-0.6870748560000001
pcoli__BRCA__1,1.5120697295,-0.6937500010000001
pcoli__BRCA__2,1.9456860342,-0.715461682
pcoli__BRCActrl__1,2.6498059458,-0.8081114530000001
pcoli__BRCActrl__2,2.7759135702,-0.7852557560000001
pcoli__BRCAswap__1,1.7512959380000002,-0.25744907300000003
pcoli__BRCAswap__2,1.5316807971,-0.21115987400000003
pcoli__btAANAT__1,2.2947107458,-0.36159036
pcoli__btAANAT__2,2.8432104076,-0.417373961
pcoli__btASMT__1,1.0804950395,-0.367007375
pcoli__btASMT__2,1.2422132097,-0.341374663
pcoli__CC1__1,2.0403770376,-0.22185532500000002
pcoli__CC1__2,1.2760459547,-0.21032704700000002
pcoli__ccCOMT__1,3.0380477641,-0.6495001300000001
pcoli__ccCOMT__2,3.1504417918,-0.646308899
pcoli__ckDDC__1,3.2890109259,-0.637397835
pcoli__ckDDC__2,3.5734865153,-0.593960994
pcoli__CNTF_belt__1,1.8799271192,-0.687293141
pcoli__CNTF_belt__2,0.8854461157,-0.496028593
pcoli__cobPNMT__1,1.0922400266,-0.546324033
pcoli__cobPNMT__2,1.1231188791,-0.635433251
pcoli__cvPhhB__1,6.6828194889,-0.789075763
pcoli__cvPhhB__2,6.9840650126,-0.7440889230000001
pcoli__ggAANAT__1,2.7049179274,-0.597649058
pcoli__ggAANAT__2,2.9729840684,-0.5914366910000001
pcoli__ggTPH__1,2.8950840183,-0.5072923610000001
pcoli__ggTPH__2,3.2008621901,-0.589508416
pcoli__hsAANAT__1,4.39414494,-0.06550763
pcoli__hsAANAT__2,3.9018092514,-0.16525044900000002
pcoli__hsASMT__1,1.5955438671,-0.6047078020000001
pcoli__hsASMT__2,1.8411976583,-0.554495582
pcoli__hsPNMT_mb__1,1.7801125496,-0.54339688
pcoli__hsPNMT_mb__2,1.9635618206,-0.530847908
pcoli__hsTPH__1,0.2617087999,-0.959077987
pcoli__hsTPH__2,0.32361954470000004,-0.97270472
pcoli__hsTPH_E2K__1,0.8821399910000001,-0.294773706
pcoli__hsTPH_E2K__2,1.2193842995,-0.391189308
pcoli__hsTPH_E2K_N91I_P99C__1,-0.0077172461,-0.7108491050000001
pcoli__hsTPH_E2K_N91I_P99C__2,1.0090628286,-0.8105617340000001
pcoli__hsTPH_N158trunc__1,2.3850237282,-0.500399922
pcoli__hsTPH_N158trunc__2,1.8840456348,-0.5334013400000001
pcoli__hsTPH_N174trunc__1,0.4589024222,-0.552691589
pcoli__hsTPH_N174trunc__2,1.245634256,-0.493705793
pcoli__hsTPH_Ntermtrunc__1,0.0459856945,-0.28662444400000003
pcoli__hsTPH_Ntermtrunc__2,-0.2650136803,-0.267651077
pcoli__hsTPH1__1,2.4035451903,-0.26272029999999996
pcoli__hsTPH1__2,2.3353929861,-0.34669495100000003
pcoli__MBP__1,1.4532890672,-1.0585755510000001
pcoli__MBP__2,0.046244608300000004,-0.7997402570000001
pcoli__msCOMT__1,1.4061767827,-0.708846653
pcoli__msCOMT__2,1.0649160422,-0.71371898
pcoli__ocAANAT__1,1.8991301188,-0.564269323
pcoli__ocAANAT__2,1.7681518235,-0.621011529
pcoli__osTDC_K374H__1,0.7380666159,-0.06235882
pcoli__osTDC_K374H__2,-0.2240850546,0.09358518
pcoli__osTDC_K374L__1,2.3702614605,-0.686736823
pcoli__osTDC_K374L__2,2.6289708137,-0.6038482270000001
pcoli__osTDC_K374Q__1,2.6582000193,-0.358429533
pcoli__osTDC_K374Q__2,2.7315559162,-0.366209812
pcoli__osTDC_L360V__1,1.6239117748,-0.794045595
pcoli__osTDC_L360V__2,2.4117667782,-0.73649164
pcoli__pmTPH__1,0.9900041885,-0.890096011
pcoli__pmTPH__2,1.2920400956,-0.7669762990000001
pcoli__RFC__1,1.8773286758,-0.49171904400000005
pcoli__RFC__2,1.6649804417,-0.554183811
pcoli__RFCctrl__1,4.6275008963,-0.14158364
pcoli__RFCctrl__2,4.6177867964,-0.14886678
pcoli__RFCnopause__1,4.8093913412,-0.030270520000000002
pcoli__RFCnopause__2,4.8475806353,-0.0349453
pcoli__RFCpluspause__1,2.210112279,-0.177226662
pcoli__RFCpluspause__2,1.8575208131,-0.11102336
pcoli__rnCOMT_sol__1,4.6118574723,-0.10016638
pcoli__rnCOMT_sol__2,4.576643452,-0.12232087
pcoli__rnPNMT__1,0.8918135261000001,-0.55204094
pcoli__rnPNMT__2,0.7081034558,-0.6682079630000001
pcoli__rnTDC__1,3.1846266005,-0.759033186
pcoli__rnTDC__2,2.6205704849,-0.7105141930000001
pcoli__rnTDC_trunc__1,5.2768876541,-0.500964557
pcoli__rnTDC_trunc__2,6.540475066,-0.545825517
pcoli__saCOMT_T2A__1,4.0975024834,-0.754165757
pcoli__saCOMT_T2A__2,4.2046166386,-0.7127337720000001
pcoli__sfCOMT__1,-0.9786822647000001,-0.593179207
pcoli__sfCOMT__2,-0.7899447854,-0.708188993
pcoli__sgAANAT_D63G__1,2.001110352,-0.614227956
pcoli__sgAANAT_D63G__2,0.7140264302,-0.639611139
pcoli__ssDDC__1,1.4697161202,-0.629611789
pcoli__ssDDC__2,2.0087065294,-0.560378378
pcoli__TP53B__1,3.537131149,-0.5435840270000001
pcoli__TP53B__2,3.6160594557,-0.673780445
pcoli__WT__1,-1.9515915164000002,0.06618946
pcoli__WT__2,-1.5467523755,-0.06461968
cck__glu_ale4__1,1.7963285676,0.023601940000000002
cck__glu_ale4__2,1.07962258,-0.14111208
cck__cck_ale1__1,1.4457927331,-0.34563813800000004
cck__cck_ale1__2,1.3455896937,-0.402959869
cck__cck_ale2__1,1.2251148875,-0.315535236
cck__cck_ale2__2,1.4964832679,-0.34842167
cck_pgi__gmos_delpgi__1,4.2205576498,-0.747016125
cck_pgi__gmos_delpgi__2,4.6056667129,-0.532594039
cck_pgi__pgi_ale1__1,0.854189336,-0.08035537
cck_pgi__pgi_ale1__2,-0.0480096785,0.00473186
cck_pgi__pgi_ale2__2,-0.6406908039,0.07589027
cck_pgi__pgi_ale3__1,2.1188958075,-0.01837202
cck_pgi__pgi_ale3__2,1.0305386876,-0.15278709999999998
cck_pgi__pgi_ale4__1,1.8310993857,-0.425070981
cck_pgi__pgi_ale4__2,1.8186694511,-0.42095400200000005
cck_pgi__pgi_ale4__3,1.8576139005,-0.327064513
cck_pgi__pgi_ale5__1,1.7096427044,-0.10981741
cck_pgi__pgi_ale5__2,0.9180066875,-0.06886241
cck_pgi__pgi_ale6__1,2.2363159769,0.03218178
cck_pgi__pgi_ale6__2,1.1020804768,0.03423202
cck_pgi__pgi_ale7__1,2.8443507042,-0.08175251
cck_pgi__pgi_ale7__2,2.2019481309,-0.15558674
cck_pgi__pgi_ale8__1,2.7481872226,-0.40677497100000004
cck_pgi__pgi_ale8__2,2.1613416351,-0.30074459600000003
cck_sdh__gmos_delsdhCB__1,8.4013572739,0.202863
cck_sdh__gmos_delsdhCB__2,5.7169860944,0.09555572
cck_sdh__sdh_ale1__1,-0.4049685207,-0.14578359999999999
cck_sdh__sdh_ale1__2,0.1934297704,-0.21993975100000002
cck_sdh__sdh_ale2__1,0.3999207205,-0.248607557
cck_sdh__sdh_ale3__2,0.5838664231,-0.292765492
cck_sdh__sdh_ale3__1,0.9040076445,-0.19570809600000003
cck_sdh__sdh_ale3__3,0.6138761627,-0.200413491
cck_pts__gmos_delptsHIcrr__2,2.3350516703,0.36243757
cck_pts__gmos_delptsHIcrr__1,2.7321216332000002,0.40373641
cck_pts__pts_ale1__2,-0.1376968237,0.68789486
cck_pts__pts_ale1__1,-0.2700597663,0.76061503
cck_pts__pts_ale2__2,1.3046446475,-0.317803445
cck_pts__pts_ale2__1,1.4591415626,-0.374354114
cck_pts__pts_ale3__2,-4.7712781941,0.9678345500000001
cck_pts__pts_ale3__1,-3.834168924,0.95111157
cck_pts__pts_ale4__2,2.0584258993,-0.5103258540000001
cck_pts__pts_ale4__1,1.2073811767,-0.39492032600000004
cck_gnd__gmos_delgnd__1,3.4176608252,-0.10726087000000001
cck_gnd__gmos_delgnd__2,2.9249569697,-0.242230453
cck_gnd__gnd_ale1__1,1.3561568559000001,-0.307028815
cck_gnd__gnd_ale1__2,1.3471117299,-0.35738712
cck_gnd__gnd_ale2__1,1.5448988023,-0.29555021600000003
cck_gnd__gnd_ale2__2,0.9936068574,-0.15161503
cck_gnd__gnd_ale3__1,1.3746165892,-0.24023396700000002
cck_gnd__gnd_ale3__2,1.6427577299,-0.27060858200000004
cck_tpiA__gmos_deltpiA__1,0.7261835599,-0.10750226
cck_tpiA__gmos_deltpiA__2,-1.5259478478,0.042078290000000004
cck_tpiA__tpiA_ale1__1,-0.732421022,-0.30254452
cck_tpiA__tpiA_ale1__2,-0.5525984850000001,-0.30329453300000003
cck_tpiA__tpiA_ale2__1,-0.4711976178,-0.42880144400000003
cck_tpiA__tpiA_ale2__2,-0.8459034405,-0.48761747400000005
cck_tpiA__tpiA_ale3__1,-2.0563823904,-0.180548448
cck_tpiA__tpiA_ale3__2,-2.0191498651,-0.14395317
cck_tpiA__tpiA_ale4__1,-1.3783663973,-0.260098161
cck_tpiA__tpiA_ale4__2,-1.2264494245,-0.27294908
acid_tale__acid_ale1_pH7__1,-0.6271007914,0.17983809
acid_tale__acid_ale1_pH7__2,-0.7325322916,0.13244324
acid_tale__acid_ale1_pH5__1,3.5894928339,-0.8819183530000001
acid_tale__acid_ale1_pH5__2,3.5621117416,-0.761970865
acid_tale__acid_ale2_pH7__1,-0.093707156,-0.10459817
acid_tale__acid_ale2_pH7__2,-0.0521834885,-0.173266745
acid_tale__acid_ale2_pH5__1,-2.0588504499,-0.12571575000000001
acid_tale__acid_ale2_pH5__2,0.8094593651,-0.24983347300000003
acid_tale__low_Mg_ale_pH7__1,-0.8927012421,-0.07034709
acid_tale__low_Mg_ale_pH7__2,-0.45686396420000003,-0.37174436800000005
acid_tale__low_Mg_ale_pH5__1,-3.0360530081,-0.08317898
acid_tale__low_Mg_ale_pH5__2,-1.3675627984,-0.305471317
acid_tale__MES_ale_pH7__1,0.6174471433000001,-0.33658317800000004
acid_tale__MES_ale_pH7__2,-0.25035974710000003,-0.220015714
acid_tale__MES_ale_pH5__1,-2.0760340859,-0.44484579500000004
acid_tale__MES_ale_pH5__2,-5.0502631859,-0.11242719
acid_tale__gmos_pH7__1,-0.10101697550000001,-0.395513769
acid_tale__gmos_pH7__2,-0.2858829867,-0.28425443300000003
acid_tale__gmos_pH5__1,-2.1496703667,-0.015253840000000001
acid_tale__gmos_pH5__2,-3.4484546275,0.0752443
adnB__wt_adn__1,-0.47242700870000004,0.72084984
adnB__wt_adn__2,-1.8654059376,-0.9219365260000001
adnB__delydhB_adn__1,-2.8126145080000002,0.54983064
adnB__delydhB_adn__2,0.3935106105,0.60799751
ytf2__wt_glc__1,1.7766229035,-0.726799213
ytf2__wt_glc__2,1.3109517014,-0.590026445
ytf2__ybcM_glc__1,2.807084858,-0.10742514
ytf2__ybcM_glc__2,3.2469580036,-0.02551379
ytf2__ydhB_glc__1,1.6986120423000002,-0.09764907
ytf2__ydhB_glc__2,1.7397101194,-0.211179796
ytf2__yfeC_glc__1,1.8103031352999999,-0.260521292
ytf2__yfeC_glc__2,1.9438949286,-0.17956443500000002
ytf2__yciT_glc__1,0.4986055366,-0.376073154
ytf2__yciT_glc__2,0.7995665571,-0.35091156700000004
ytf2__ydiZ_glc__1,0.876199198,-0.404930444
ytf2__ydiZ_glc__2,0.7977992672,-0.441314079
ytf2__ynfL_glc__1,1.3991716084,-0.22667676900000003
ytf2__ynfL_glc__2,1.0512764510000001,-0.24731809999999999
misc2__dellon_glc__1,3.8445111875,-0.30787817900000003
misc2__dellon_glc__2,3.9876308981,-0.502215182
ytf3__wt_glc2__1,2.3408443851,-0.570424546
ytf3__wt_glc2__2,2.2918222065,-0.407061938
ytf3__wt_pH7_lactate__1,2.0073329152,-0.560210318
ytf3__wt_pH7_lactate__2,1.9637016470000002,-0.501582175
ytf3__wt_pH55_lactate__1,0.44592284120000003,-0.653213671
ytf3__wt_pH55_lactate__2,0.6000293709,-0.641128075
ytf3__wt_pH55_HCl__1,0.45994951580000004,-0.580629509
ytf3__wt_pH55_HCl__2,0.163098298,-0.596389583
ytf3__dyieP_pH7__1,2.973304155,-0.44500794400000004
ytf3__dyieP_pH7__2,2.6136521414000002,-0.44742471800000005
ytf3__dyieP_pH55__1,2.4110234585,-0.6216011450000001
ytf3__dyieP_pH55__2,2.2197340851,-0.44862132600000004
