,-0.14088122538,-0.12075533604000001,-0.10062944670000001,-0.08050355736000002,-0.060377668020000025,-0.04025177868000003,-0.020125889340000036,-2.7755575615628914e-17,0.020125889339999953,0.04025177867999993,0.06037766801999994,0.08050355735999995,0.10062944669999993,0.12075533603999991,0.14088122537999995,0.16100711471999993,0.1811330040599999,0.2012588933999999,0.22138478273999987,0.2415106720799999
thresh,-0.15094417005,0.15094417005,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,1,9,62,705,2689,665,64,7,4,0,0,0,0,0,0,0,0
Molybdopterin,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Molybdopterin_genes,[],[],[],[],[],[],[],[],[],[],[],[],['moaA'],[],[],[],[],['moaC' 'moaB' 'moaE'],['moaD'],[]
