,A,PlaR,Crp,ihfB
oxyR__glu_ale4__1,-0.0826003275,-0.372423055,0.7723290730000001,0.5308955750000001
oxyR__glu_ale4__2,-0.1394726184,-0.5273876,0.495795953,0.239963105
oxyR__glu_ale4_h2o2__1,0.2990202113,-0.462742943,0.621328373,0.321393215
oxyR__glu_ale4_h2o2__2,0.1887097487,-0.46949476500000004,0.486348433,0.175331545
oxyR__oxyR_ale17__1,0.4792269622,-0.606915936,0.13801763,-0.012998075000000001
oxyR__oxyR_ale17__2,0.3333710514,-0.6786539960000001,0.15520324300000002,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,0.5816109893,-0.6412121040000001,0.211227453,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,0.053893154000000006,-0.601593001,0.156206473,-0.10849309500000001
oxyR__oxyR_ale18__1,2.0700849387,0.11460382300000001,-0.23326590800000002,-0.712682895
oxyR__oxyR_ale18__2,1.7895639991,0.15708481800000001,-0.08594182800000001,-0.45515782
oxyR__oxyR_ale18_h2o2__1,2.1279796176,0.501211933,0.027939159,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,2.535332833,0.535932011,0.095125363,-0.057134725000000004
oxyR__oxyR_ale19__1,2.2852765058,0.025772989000000003,-0.186683067,-0.6934130190000001
oxyR__oxyR_ale19__2,2.251557606,0.318220767,-0.08065952300000001,-0.61577951
oxyR__oxyR_ale19_h2o2__1,1.395099224,0.074155698,-0.32169368600000003,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,1.5408412862,0.097637261,-0.22926116100000002,-0.70593072
oxyR__oxyR_ale20__1,0.6470437487,-0.550572277,-0.29073972200000003,-0.6174351720000001
oxyR__oxyR_ale20__2,0.34698297370000003,-0.671016599,-0.328630297,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,0.47233744710000003,-0.5474210270000001,-0.103214605,-0.553778804
oxyR__oxyR_ale20_h2o2__2,0.8216192782,-0.457017214,-0.05797147800000001,-0.39342944500000004
svns_pgi__BmePgi24_15__1,0.4316185697,-0.409457061,0.20789728300000002,-0.242068375
svns_pgi__BmePgi24_15__2,0.146068641,-0.46554913200000003,0.288214413,-0.145811075
svns_pgi__BmePgi24_26__1,0.2505214545,-0.6272605010000001,0.16856253300000001,-0.22252184500000002
svns_pgi__BmePgi24_26__2,-0.1439973512,-0.578713263,0.144982372,-0.290125915
svns_pgi__BmePgi24_41__1,-0.8676769845000001,-0.240636379,0.495849313,0.818727175
svns_pgi__BmePgi24_41__2,-0.1395156818,-0.39817514600000004,0.08223337900000001,-0.43698767
svns_pgi__BmePgi24_52__1,0.5728459772,-0.568027069,0.260077643,-0.23280757500000002
svns_pgi__BmePgi24_52__2,0.20686535450000001,-0.591331742,0.110092349,-0.44035611500000005
svns_pgi__PaePgi2_34__1,-0.3652867504,-0.6730755850000001,0.946417433,0.48633563500000004
svns_pgi__PaePgi2_34__2,0.3170627959,-0.65263517,0.980365153,0.469224085
svns_pgi__PaePgi2_63__1,-0.6583666747,-0.630134694,0.9986914830000001,0.310422755
svns_pgi__PaePgi2_63__2,-0.1050172514,-0.654054452,0.9749593430000001,0.406436905
svns_pgi__PaePgi24_54__1,-0.0197804775,-0.478358178,0.830338573,0.107600365
svns_pgi__PaePgi24_54__2,0.2827963159,-0.47111276700000004,0.926503413,0.14424013500000002
svns_pgi__PaePgi24_90__1,-0.7773336658000001,-0.45033121600000003,0.8096897230000001,0.21443858500000001
svns_pgi__PaePgi24_90__2,-0.7734807895,-0.493018848,0.9991721830000001,0.256181475
abx_media__m9_ctrl__1,-0.3170262491,-1.776817337,-0.219087253,-0.7748466310000001
abx_media__m9_ctrl__2,0.0197315,-1.552107772,0.06872793,-0.64266658
abx_media__rpmi_ctrl__1,0.5836627535000001,-2.640184295,0.181883243,-1.939577305
abx_media__rpmi_ctrl__2,1.250961217,-2.441581935,0.46045822300000006,-2.241790295
abx_media__camhb_ctrl__1,1.6720690819000001,-2.80515202,-1.466715649,-1.209246395
abx_media__camhb_ctrl__2,1.4305952095,-2.79159341,-1.564214307,-1.408883126
abx_media__m9_mero__1,0.31510227290000004,-2.083731087,0.10006032100000001,-0.692410551
abx_media__m9_mero__2,0.2155237929,-1.990175567,-0.24440689100000001,-0.760633267
abx_media__rpmi_mero__1,0.9257219698,-2.897109476,-0.15585906600000002,-2.122024952
abx_media__rpmi_mero__2,0.6535119951,-2.660140502,0.12222331400000001,-1.985576121
abx_media__camhb_mero__1,2.0045263576,-3.081252792,-2.568928611,-1.809309373
abx_media__camhb_mero__2,2.2216440074,-2.8248329940000003,-2.37205329,-1.769452582
abx_media__m9_trisulf__1,-0.3765682865,-2.301645829,-0.13952741600000002,-0.654139134
abx_media__m9_trisulf__2,0.1699871778,-2.037875957,-0.121563182,-0.673502463
abx_media__rpmi_trisulf__1,0.8992293707000001,-2.353455077,-1.138543574,-1.495545031
abx_media__rpmi_trisulf__2,0.6947257607,-2.678158687,-1.125744815,-1.3725593790000001
abx_media__camhb_trisulf__1,0.34260725540000003,-2.161769562,-0.616348749,-1.642703878
abx_media__camhb_trisulf__2,0.3390042009,-2.323072744,-0.651084973,-1.608883975
abx_media__m9_cef__1,-0.6066868293000001,-1.992907892,-0.424559634,-0.7174840370000001
abx_media__m9_cef__2,0.004254,-1.88761321,-0.35219075800000005,-0.795013022
abx_media__rpmi_cef__1,0.510398105,-3.185058269,0.17718560300000002,-2.385835026
abx_media__rpmi_cef__2,0.6000424929,-3.288646992,0.253641923,-2.377511802
abx_media__camhb_cef__1,1.4779422347,-2.612672814,-0.8382274850000001,-1.499025855
abx_media__camhb_cef__2,0.9640953432,-2.609049206,-0.903455694,-1.429627373
abx_media__m9_cipro__1,-0.310473039,-1.300470794,-0.296102011,-0.797538743
abx_media__m9_cipro__2,-0.3173339102,-1.770330494,-0.23094071100000002,-0.715373115
abx_media__rpmi_cipro__1,1.1032939728,-2.879167275,-0.708797459,-1.969755932
abx_media__rpmi_cipro__2,0.9257532789,-3.186402127,-0.968107711,-1.89297845
abx_media__camhb_cipro__1,1.1900829483,-2.30449533,-1.356589447,-1.285918855
abx_media__camhb_cipro__2,0.8618440853,-2.232459324,-1.123683673,-1.320916752
hot_tale__42c_ale3_30c__1,0.2913681748,-0.69332728,0.062207968,-0.311726125
hot_tale__42c_ale3_30c__2,1.4378806207000001,-0.575475668,0.01735881,-0.313698215
hot_tale__42c_ale3_37c__1,-0.5307622623,-0.250577012,0.43556652300000004,-0.356550505
hot_tale__42c_ale3_37c__2,0.8820367901,-0.354926613,0.40063680300000004,-0.286844505
hot_tale__42c_ale3_44c__1,2.0354915834,0.5609052050000001,0.37188534300000003,0.8838351350000001
hot_tale__42c_ale3_44c__2,2.3654302897,0.693523238,0.35534419300000003,0.915693485
hot_tale__hot_ale3_mid_30c__1,-0.12293605,-0.37157227,0.739618883,0.005993265
hot_tale__hot_ale3_mid_30c__2,-0.3936783292,-0.39116416400000004,0.562500333,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,-0.12682921090000002,-0.367183541,0.5847484430000001,-0.501685806
hot_tale__hot_ale3_mid_37c__2,-0.09959528770000001,-0.5866387040000001,0.18943374300000002,-0.528992617
hot_tale__hot_ale3_mid_44c__1,3.7863706526,0.31581378200000004,-0.071245341,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,1.8855521453000001,0.234003757,-0.002275453,0.23116971500000003
hot_tale__hot_ale3_30c__1,0.28808617000000003,-0.751574136,0.515020333,-0.45345180900000004
hot_tale__hot_ale3_30c__2,-0.3300944142,-0.556272796,0.5286701730000001,-0.329073775
hot_tale__hot_ale3_37c__1,1.9335494996,-0.8451927450000001,0.349377103,-0.40363830500000003
hot_tale__hot_ale3_37c__2,0.5385214136,-0.485496866,0.396319383,-0.277036345
hot_tale__hot_ale3_44c__1,2.710640913,0.032225265,0.286434483,0.227503365
hot_tale__hot_ale3_44c__2,2.0441051186,-0.01032833,0.302318703,0.238396985
hot_tale__hot_ale4_30c__1,0.3031451637,-0.84209269,-0.059878781000000006,-0.546493917
hot_tale__hot_ale4_30c__2,0.3157849385,-0.7068114360000001,0.027680622000000002,-0.407269425
hot_tale__hot_ale4_37c__1,0.9884551650000001,-0.751670536,-0.154360834,-0.459973854
hot_tale__hot_ale4_37c__2,0.1452955493,-0.601892466,-0.04945323,-0.44517688800000005
hot_tale__hot_ale4_44c__1,1.1850544461,0.343350474,0.164713793,0.082785365
hot_tale__hot_ale4_44c__2,1.147268385,0.23290865800000002,0.075804102,0.259213805
hot_tale__hot_ale8_30c__1,0.12663437090000002,-0.823224375,-0.056768665,-0.9095089900000001
hot_tale__hot_ale8_30c__2,0.2498348785,-0.8972631520000001,-0.10699186200000001,-0.7777570690000001
hot_tale__hot_ale8_37c__1,0.9852545793,-0.538616717,-0.007091699000000001,-0.727489724
hot_tale__hot_ale8_37c__2,0.48481926010000004,-0.5030278490000001,-0.044047578000000004,-0.703668932
hot_tale__hot_ale8_44c__1,1.4239022324000001,0.337359161,0.07381628,0.012718265000000001
hot_tale__hot_ale8_44c__2,1.7616234275,0.255889486,0.140506256,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,0.3758623478,-0.643888613,0.119931675,-0.049583385
hot_tale__hot_ale9_mid_30c__2,0.4728445181,-0.6611654960000001,0.10594186400000001,0.135071655
hot_tale__hot_ale9_30c__1,0.0716314118,-0.92544015,0.057352916000000004,-0.592842238
hot_tale__hot_ale9_30c__2,0.34171438660000003,-0.6709624820000001,0.174084083,-0.58999575
hot_tale__hot_ale9_mid_37c__1,0.8712885380000001,-0.614695302,-0.07088768,-0.367639655
hot_tale__hot_ale9_mid_37c__2,0.42487533050000004,-0.614641045,0.028525377,-0.29849762500000004
hot_tale__hot_ale9_37c__1,0.6070994306,-0.556763345,0.032825572000000004,-0.38001561500000003
hot_tale__hot_ale9_37c__2,0.1682336366,-0.43468328,0.037217243000000004,-0.376293755
hot_tale__hot_ale9_mid_44c__1,1.6040697555999999,0.417638612,0.286125693,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,2.4436465319,0.576799409,0.30561196300000004,0.510890925
hot_tale__hot_ale9_44c__1,1.5465182591,0.27537319800000004,-0.027297961000000003,0.24630422500000002
hot_tale__hot_ale9_44c__2,2.2124337221,0.15202389300000002,-0.086313521,0.38751159500000004
hot_tale__hot_ale10_30c__1,-0.0650424834,-0.49538858,0.23749544300000003,-0.45869837300000005
hot_tale__hot_ale10_30c__2,0.16937157560000002,-0.531069837,0.42203483300000005,-0.355403095
hot_tale__hot_ale10_37c__1,0.8195319078000001,-0.5559179980000001,0.06875389400000001,-0.447231433
hot_tale__hot_ale10_37c__2,0.31522898720000003,-0.41888952500000004,0.12083432100000001,-0.371389305
hot_tale__hot_ale10_44c__1,3.1457918121,0.08705948300000001,-0.035753444,0.178874645
hot_tale__hot_ale10_44c__2,4.8109165824,0.282101745,0.110043497,0.311857795
hot_tale__hot_ale16_30c__1,0.6929846404000001,-0.8712106850000001,0.129309161,-0.467012603
hot_tale__hot_ale16_30c__2,0.0695779068,-0.62286661,0.251086443,-0.372629985
hot_tale__hot_ale16_37c__1,0.13621125450000002,-0.557604995,-0.022647861000000002,-0.431921053
hot_tale__hot_ale16_37c__2,0.8416033351000001,-0.49722426300000006,-0.007290675000000001,-0.424432715
hot_tale__hot_ale16_44c__1,1.7912911284000002,0.12206106,0.039920518,0.140553845
hot_tale__hot_ale16_44c__2,1.4475153499,0.245143819,0.206041613,0.24958026500000002
pdhr_ale__pdhR-13_51__1,0.7475824536,-0.8865180570000001,0.426042593,0.670059155
pdhr_ale__pdhR-13_51__2,0.5711764540000001,-0.6608574070000001,0.345369843,0.584683415
pdhr_ale__pdhR-14_46__1,0.8202139180000001,-0.795286781,0.413744223,1.127235165
pdhr_ale__pdhR-14_46__2,0.4810457475,-0.5272794630000001,0.374689043,1.086679905
pdhr_ale__pdhR-15_51__1,0.6237733352,-0.737749854,0.208151253,0.419866055
pdhr_ale__pdhR-15_51__2,0.9504340505000001,-0.725180053,0.291227723,0.633658665
pdhr_ale__pdhR-16_49__1,0.9442578586,-0.644515935,0.35863981300000003,0.992749325
pdhr_ale__pdhR-16_49__2,1.1768287844,-0.964909686,0.29102474300000003,0.978565255
tcs__del_atoC_LiAcet__1,0.1729751227,-1.379184244,0.372321163,0.07488206500000001
tcs__del_atoC_LiAcet__2,-0.2690651183,-1.2138952650000001,0.554500683,0.076697995
tcs__del_atoC_LiCl__1,-0.008229049300000001,-1.17938212,0.729717593,0.35601839500000004
tcs__del_atoC_LiCl__2,0.281005591,-1.245539201,0.8032040530000001,-0.003665175
tcs__del_atoC_m9__1,-0.14608548940000002,-1.344464058,0.699493633,0.390416185
tcs__del_atoC_m9__2,-0.4495752135,-1.160954115,0.8078232030000001,0.45289707500000004
tcs__del_baeR_etoh__1,3.9757397951,-2.295658439,0.7253874130000001,-1.004696949
tcs__del_baeR_etoh__2,3.6543050341,-1.919476036,0.8432000030000001,-1.039493529
tcs__del_baeR_lb__1,2.4255354815,-2.272800837,0.45295403300000003,0.560565675
tcs__del_baeR_lb__2,3.4003231573,-1.8783722520000001,0.513648663,0.6126008350000001
tcs__del_btsR_01xlb__1,1.0440418447,-2.456164363,-1.00432669,0.9432713450000001
tcs__del_btsR_01xlb__2,1.2342788585,-2.283278406,-1.132510871,0.936693195
tcs__del_btsR_lb__1,2.2386169577,-1.759719435,0.905930643,-0.685354248
tcs__del_btsR_lb__2,1.9622310256,-2.006705331,0.882795573,-0.7342108110000001
tcs__del_btsR_pyruvate__1,1.3765729664,-2.3425830420000002,-1.207481932,1.100573585
tcs__del_btsR_pyruvate__2,1.0294429513,-2.221745151,-1.260247428,1.042834665
tcs__del_cpxR_etoh__1,3.2483661845,-2.114664383,1.209290043,-1.245766886
tcs__del_cpxR_etoh__2,3.5438692649,-2.068026618,1.196778413,-1.365107315
tcs__del_cpxR_lb__1,3.374359053,-2.008256414,0.560846033,0.496570985
tcs__del_cpxR_lb__2,3.1756159407,-1.952577733,0.640789563,0.521179295
tcs__del_cusR_CuSO4__1,2.6924125464,-1.376714907,1.046254113,0.18434866500000002
tcs__del_cusR_CuSO4__2,2.5748861781,-1.096977347,1.048489943,0.172252555
tcs__del_cusR_lb__1,2.8221878469,-1.843244328,0.995224693,-1.04493152
tcs__del_cusR_lb__2,2.8256580079,-1.969301519,1.040602243,-0.94008373
tcs__del_kdpE_01-kcl__1,0.6995175603,-0.43512055,0.088105161,1.188748505
tcs__del_kdpE_01-kcl__2,-0.2836721702,-0.465708218,0.12273579200000001,1.132852455
tcs__del_kdpE_115-kcl__1,-0.5056266205000001,-1.351133592,0.04519701,0.315758295
tcs__del_kdpE_115-kcl__2,-0.4117610304,-1.527650154,-0.003365355,0.327461795
tcs__del_phoB_m9__1,0.27079712300000003,-1.223442672,0.731063943,0.34490785500000004
tcs__del_phoB_m9__2,0.3983970948,-1.215121228,0.757859213,0.359382225
tcs__del_phoB_m9p__1,1.8297696438000002,-1.8946707470000002,-0.51730162,0.042946165
tcs__del_phoB_m9p__2,1.7612996934,-1.732600874,-0.48681598000000004,0.148344995
tcs__del_rcsB_etoh__1,2.9958720886,-1.336533234,0.858421713,-1.113655764
tcs__del_rcsB_etoh__2,3.2794011137,-1.300062563,0.9214160130000001,-1.286862524
tcs__del_rcsB_lb__1,3.4853614592,-1.881423974,0.6655188230000001,-0.130483775
tcs__del_rcsB_lb__2,3.0001591963,-1.5101299570000002,0.700550933,-0.11948199500000001
tcs__del_zraR_lb__1,3.4647286591,-1.694724069,0.536767573,-1.008928745
tcs__del_zraR_lb__2,3.8575905021,-1.829227145,0.5696375730000001,-1.091690486
tcs__del_zraR_zncl2__1,2.3306486956,-1.463992478,0.833890483,-0.38165406500000004
tcs__del_zraR_zncl2__2,1.8598667795,-1.392772866,0.8158754130000001,-0.349034975
tcs__wt_01-kcl__1,0.8210900152,-1.301488276,-0.04219238,1.455038345
tcs__wt_01-kcl__2,0.1626845045,-1.07690628,-0.041591509000000006,1.366600795
tcs__wt_01xlb__1,2.8951296859,-2.536074282,-1.18682151,1.232707105
tcs__wt_01xlb__2,2.2096415338,-2.453981746,-1.187464975,1.196058335
tcs__wt_115-kcl__1,-0.6805785633,-1.121441335,-0.09970663,0.32144473500000004
tcs__wt_115-kcl__2,-1.1096909785,-1.08949667,-0.12142913200000001,0.254998695
tcs__wt_CuSO4__1,3.6305554298000002,-1.558307949,0.733850203,-0.34763808500000004
tcs__wt_CuSO4__2,3.7049277241,-2.042169051,0.730520613,-0.33729100500000003
tcs__wt_etoh__1,3.3544098889000002,-1.2357920070000001,0.575463063,-0.748208975
tcs__wt_etoh__2,3.4561749641,-1.260389779,0.539484413,-0.77338142
tcs__wt_lb__1,1.6598647513,-1.581001675,0.9893765630000001,0.7751741050000001
tcs__wt_lb__2,2.8567304337,-1.4765049860000001,1.092255943,0.778722075
tcs__wt_LiAcet__1,0.3296125783,-1.361258452,0.649175273,0.017340905
tcs__wt_LiAcet__2,0.5070216574,-1.38730629,0.406217943,0.268100265
tcs__wt_LiCl__1,0.5489099121000001,-1.32592926,0.574315623,0.29628289500000005
tcs__wt_LiCl__2,0.5206350864,-1.429284003,0.6016396030000001,0.39963469500000004
tcs__wt_m9p__1,1.5337256533999999,-1.402612431,-0.395497808,0.076579375
tcs__wt_m9p__2,1.5370728622,-1.361472382,-0.420119436,0.131004705
tcs__wt_pyr__1,2.287294701,-2.462526048,-1.287916309,1.210572895
tcs__wt_pyr__2,2.528973139,-2.631893363,-1.163147485,1.222105615
tcs__wt_zncl2__1,2.1911905237,-1.466227098,0.665530193,-0.7767742820000001
tcs__wt_zncl2__2,2.2211781765,-1.48320105,0.6831118230000001,-0.85283599
ros_tale__1_112_0pq__1,-0.469732727,-1.6730833390000002,0.040594261,-0.8659966050000001
ros_tale__1_112_0pq__2,-0.5823868043,-1.754029555,0.219280403,-0.9510845130000001
ros_tale__1_112_250pq__1,-0.6767234591,-1.6246540170000001,1.110700303,-0.892650067
ros_tale__1_112_250pq__2,-0.8796178275000001,-1.462167339,0.843117993,-0.650211917
ros_tale__1_112_750pq__1,-0.27118959670000004,-1.529124064,0.9049245530000001,-0.449078336
ros_tale__1_112_750pq__2,-0.9642049966,-1.6633802659999999,1.048487963,-0.756018851
ros_tale__1_112_750pq__3,-0.6951282118000001,-1.970635683,0.7018120830000001,-0.9738206110000001
ros_tale__3_76_0pq__1,0.6945983141000001,-0.585098788,0.40668794300000005,0.609933425
ros_tale__3_76_0pq__2,0.6260932773,-0.7529564040000001,0.36532405300000004,0.5490627650000001
ros_tale__3_76_0pq__3,0.48788054890000004,-0.5720792840000001,0.389190503,0.20033556500000002
ros_tale__3_76_0pq__4,0.40351684320000003,-0.758365205,0.43728822300000003,0.21333680500000002
ros_tale__3_76_250pq__1,-1.4120548229,-1.85274341,-0.610562742,-0.101637155
ros_tale__3_76_250pq__2,-1.6430918927,-1.8361757330000001,-0.773419076,-0.49744366
ros_tale__3_76_750pq__1,-0.047987000700000004,-2.130435159,0.051653856000000005,-1.24988038
ros_tale__3_76_750pq__2,-0.5496749935,-2.03126598,-0.9425002680000001,-1.09819233
ros_tale__7_103_0pq__1,-0.5065085962,-1.600474321,0.7026568830000001,-0.10574536500000001
ros_tale__7_103_0pq__2,0.48244144120000004,-1.72002562,0.947477173,-0.101382835
ros_tale__7_103_0pq__3,-0.6005506987,-1.465591705,0.7939082030000001,-0.140543905
ros_tale__7_103_0pq__4,0.3275750773,-1.6298285090000002,1.056964733,-0.151116715
ros_tale__7_103_250pq__1,-0.6937228674,-1.926043415,-0.24247490100000002,-0.28454211500000004
ros_tale__7_103_250pq__2,-1.3896899274,-2.003419152,-0.20438087800000002,-0.218709975
ros_tale__7_103_750pq__1,-0.4237172146,-2.061667691,0.088597729,0.059289785000000005
ros_tale__7_103_750pq__2,-0.253382788,-2.03825315,0.14973729300000002,0.08908384500000001
ros_tale__9_77_0pq__1,-1.4867194869,-1.801759055,-0.7757600000000001,-0.518450237
ros_tale__9_77_0pq__2,-1.0482253024000001,-2.019681667,-0.573824628,-0.47543456700000003
ros_tale__9_77_250pq__1,-1.0779868007,-2.019335032,-0.910153037,-0.869744331
ros_tale__9_77_250pq__2,-0.8891335347,-2.020100426,-0.9544832510000001,-1.050985093
ros_tale__9_77_750pq__1,-1.1546151027,-2.034178963,-0.588176502,-0.72520451
ros_tale__9_77_750pq__2,-0.49782221740000004,-1.891864699,-0.8824148350000001,-0.7641835720000001
ros_tale__11_83_0pq__1,-0.1856011031,-2.005848099,0.767703793,-1.0700173099999999
ros_tale__11_83_0pq__2,-0.6640930706,-1.874178552,0.727341753,-1.103072573
ros_tale__11_83_250pq__1,-0.1171636399,-2.023413661,0.616797033,-1.148855377
ros_tale__11_83_250pq__2,-0.2686748862,-2.028911329,0.8796841830000001,-0.9061221570000001
ros_tale__11_83_750pq__1,0.1997950132,-2.162539442,0.9722065830000001,-0.9090295740000001
ros_tale__11_83_750pq__2,-0.2058132983,-2.140434611,1.096863553,-0.6581965830000001
ros_tale__13_87_0pq__1,-0.4836106296,-1.955972644,0.40261139300000004,-1.130481859
ros_tale__13_87_0pq__2,0.1126788537,-1.960973684,0.201186783,-1.097951499
ros_tale__13_87_250pq__1,-0.30536154730000004,-1.9077956340000002,0.613315693,-0.7678107230000001
ros_tale__13_87_250pq__2,-0.1686447707,-1.854429048,0.806008833,-0.501428296
ros_tale__13_87_750pq__1,-0.11256144430000001,-2.005156393,1.099164733,-0.539670415
ros_tale__13_87_750pq__2,-0.7043396886000001,-1.9258504360000002,1.124829123,-0.418458545
ros_tale__14_27_0pq__1,-1.2406502004,-1.970259902,-0.037079376000000004,-0.859777644
ros_tale__14_27_0pq__2,-0.8265495777,-1.979258701,-0.11367244900000001,-0.8969574320000001
ros_tale__14_27_250pq__1,-1.3400608929,-1.9555055380000002,0.407816973,-0.7157152090000001
ros_tale__14_27_250pq__2,-2.0589360991,-1.831861476,0.321498873,-0.827818583
ros_tale__14_27_750pq__1,-0.5825929559,-2.162484753,0.963881143,1.084884585
ros_tale__14_27_750pq__2,-0.4804051716,-2.079447823,1.226371643,1.110534925
ros_tale__16_28_250pq__1,0.1309401915,-0.763335776,0.654686623,-0.322763075
ros_tale__16_28_250pq__2,0.1152016431,-0.689755302,0.625724853,-0.293092475
ros_tale__16_32_0pq__1,0.6864485546,-1.896763401,1.494979073,0.34716982500000004
ros_tale__16_32_0pq__2,0.7575961846,-1.781360067,1.442336843,0.33392048500000004
ros_tale__16_32_0pq__3,0.8203710308000001,-0.7457521210000001,0.607936503,-0.291864605
ros_tale__16_32_0pq__4,1.0489233194,-0.674449791,0.622877623,-0.29224345500000004
ros_tale__16_32_250pq__1,0.5335144668,-0.761851775,0.496195963,-0.465235485
ros_tale__16_32_250pq__2,0.48567869010000003,-0.732044369,0.602191523,-0.483834904
ros_tale__16_32_750pq__1,0.0254581303,-1.955117384,0.625901413,-0.230275895
ros_tale__16_32_750pq__2,0.8627380360000001,-1.497249445,1.045357503,0.08051488500000001
ros_tale__17_104_0pq__1,0.2541743327,-2.252293233,1.6003325529999999,0.414410155
ros_tale__17_104_0pq__2,0.7091096392,-2.428687782,1.598090103,0.420775255
ros_tale__17_104_250pq__1,-0.2966358603,-2.316710806,0.982030343,-0.091196495
ros_tale__17_104_250pq__2,0.0956972687,-1.995539737,1.277154773,0.18637689500000001
ros_tale__17_104_250pq__3,-0.27829398720000004,-1.797295282,1.232406513,-0.25625172500000004
ros_tale__17_104_250pq__4,0.08283032280000001,-1.867773899,0.6953416530000001,0.16089092500000002
ros_tale__17_104_750pq__1,-0.873730094,-1.9246052599999999,1.004531303,-0.5423704530000001
ros_tale__17_104_750pq__2,-0.3890543897,-2.105706181,0.830057743,-0.41065191500000003
ros_tale__18_24_250pq__1,-0.4759851601,-0.768884184,0.46653734300000005,0.556681175
ros_tale__18_24_250pq__2,-0.17514751110000001,-0.745519041,0.224964563,0.044054445000000005
ros_tale__18_36_0pq__1,-0.37869130630000003,-1.5642652209999999,1.323272493,0.150418815
ros_tale__18_36_0pq__2,-0.1276432504,-1.6394614230000002,1.432955703,0.296173185
ros_tale__18_36_0pq__3,0.1005625862,-0.624862135,0.225153443,-0.39758026500000004
ros_tale__18_36_0pq__4,0.5558509331,-0.468836248,0.48006017300000003,-0.7291996590000001
ros_tale__18_36_250pq__1,0.3120602948,-0.669856558,0.43674846300000003,-0.535026925
ros_tale__18_36_250pq__2,0.0246806246,-0.7335039750000001,0.46680216300000005,-0.47481011500000003
ros_tale__18_36_750pq__1,-0.6362611610000001,-2.391246609,0.390658013,0.676957735
ros_tale__18_36_750pq__2,-0.5586891325000001,-2.456976318,0.545242793,0.760018115
ros_tale__19_91_0pq__1,-0.0191436327,-1.884231303,0.982287223,0.732289525
ros_tale__19_91_0pq__2,-0.059571285700000004,-1.829970286,0.887445543,0.43077015500000004
ros_tale__19_91_250pq__1,-0.3317833662,-1.918393733,0.5704754430000001,0.394077915
ros_tale__19_91_250pq__2,-0.8261494027,-1.795153891,0.592155203,-0.033236975
ros_tale__19_91_750pq__1,-0.23299837,-1.574947107,0.307201803,-0.08328756500000001
ros_tale__19_91_750pq__2,-0.5952563181,-2.367992197,0.42239436300000005,-0.444519447
ros_tale__19_91_750pq__3,-1.0919431318,-0.9626776850000001,0.6522730330000001,0.360943715
ros_tale__19_91_750pq__4,-0.3910823035,-1.056749219,0.25258847300000004,-0.0008650550000000001
ros_tale__21_97_0pq__1,-1.2144770728,-1.601962464,-0.387833971,-1.239469425
ros_tale__21_97_0pq__2,-0.9237759294000001,-2.016891745,-0.184451325,-0.906114233
ros_tale__21_97_250pq__1,-0.7550309985,-2.168742933,0.006036631000000001,-0.664380941
ros_tale__21_97_250pq__2,-1.1113239274,-1.956704856,0.018638846,-0.751543803
ros_tale__21_97_750pq__1,-1.8227577415,-1.878881483,0.231216303,-0.582283069
ros_tale__21_97_750pq__2,-1.6709617544,-1.7825565120000002,-0.144563632,-0.6685993090000001
ros_tale__25_111_0pq__1,-0.5157594438,-1.8835526050000002,0.079864026,-0.8101516240000001
ros_tale__25_111_0pq__2,-0.6275471895,-1.832777514,0.7592634930000001,-0.821579228
ros_tale__25_111_250pq__1,-0.7224936632000001,-1.777190639,0.17330999300000002,-0.6815045200000001
ros_tale__25_111_250pq__2,-0.3587370778,-2.041015348,0.429255013,-1.030650892
ros_tale__25_111_750pq__1,-1.1286498725,-1.8276435260000001,0.557660793,-0.91410638
ros_tale__25_111_750pq__2,-1.1222779356,-1.463174945,0.305956793,-0.396619785
ros_tale__29_119_0pq__1,-0.0395571537,-2.17971728,0.860010453,-1.143270606
ros_tale__29_119_0pq__2,-0.3026546638,-2.33600479,0.9657211630000001,-0.5396704520000001
ros_tale__29_119_250pq__1,-0.2998582219,-2.407555915,0.8571940530000001,-0.460564228
ros_tale__29_119_250pq__2,-0.3664808331,-2.7827100590000002,0.8164901330000001,-1.3851055859999999
ros_tale__29_119_750pq__1,-0.2751012212,-2.434559378,1.026877023,-0.664774753
ros_tale__29_119_750pq__2,0.0401652787,-2.446574223,0.8530044830000001,-0.693988244
ros_tale__ALE4_0pq__1,0.7377856775,-0.788636592,0.329227253,-0.29706712500000004
ros_tale__ALE4_0pq__2,0.6120748668,-0.763490003,0.307710333,-0.29380178500000004
ros_tale__ALE4_250pq__1,0.0789270804,-0.869160672,1.452259763,1.463623175
ros_tale__ALE4_250pq__2,0.3581850716,-0.8712974840000001,1.438498573,1.494380965
pcoli__atASMT_325G__1,0.046313425400000004,-0.7295457830000001,0.39244801300000004,0.22948868500000003
pcoli__atASMT_325G__2,0.0219375375,-0.7060945660000001,0.38625268300000004,0.23820617500000002
