,A,Fnr,NarP,ModE,NarL
SRX4166008,-0.14851941500000002,0.10933264640000001,0.0683641904,-0.0350693494,0.219839851
SRX4166009,-0.5321464872,-0.3342927867,0.2950950061,-0.16336628350000001,0.1249547648
SRX4166010,-2.4994185493,0.12056433700000001,-0.7854756102,-0.475215529,-0.5165319329
SRX4166011,-1.9455459723000001,0.29229301500000004,-0.4174722361,-0.20280792290000002,-0.2281622478
SRX4166012,-2.7417999133,0.23799157110000002,-0.9176353826,-0.4939039456,-0.7624830522
SRX5000481,-0.5528360316,-0.0411554648,-0.3291219258,0.0966943698,-0.1924147068
SRX5000482,-0.3050917057,-0.2025695905,-0.1996007129,0.0487845446,0.0671026978
SRX5000483,0.1128205699,0.5362358304,0.8104624965,0.40811121310000004,0.9901104417000001
SRX5000484,-0.4003546532,0.4017882678,0.4437697531,0.3245640879,0.5738845173
SRX5000485,-1.0407355057,0.3807298423,0.7505414695,0.2109739253,0.9514955949
SRX5000486,-0.5447637296,0.5917958579,0.9784636577,0.39460693480000003,1.1686499769
SRX5000487,0.2954063686,0.5170737542,0.6494589909,0.7769604827000001,0.6307025854
SRX5000488,-0.4384063113,0.3270566549,0.4947065444,0.3137912538,0.4239319917
SRX5000489,-0.7403870266,0.29859400950000003,0.5672578006,0.48758923340000004,0.5241369097
SRX5000490,0.2810137075,0.4231736048,0.3944015158,0.4653152352,0.7045524360000001
SRX5000491,0.07502423100000001,0.46268946920000004,0.5103771606,0.5222072301,0.5315418983
SRX5000492,-1.6571478599,0.1092882143,0.4296128637,0.8206630326000001,1.6931631819000001
SRX5000493,-1.2475125546,-0.1709551273,0.2456397146,0.6294368988,0.8817612938
SRX5000494,-2.0819821732,-0.1236654839,0.2115004369,0.6257007677,0.8665839936
SRX5000495,-1.3116225957,0.2443210787,0.4747642902,0.8925144439,1.6733409549
SRX5000496,-1.2106117276,0.2046474319,0.4283397995,0.8105292807000001,1.7355360369000001
SRX5000497,-0.34700721640000004,0.0131317333,0.09393518120000001,-0.000394918,-0.0605163211
SRX5000498,0.3481387141,0.0016198894000000001,0.0534356714,0.06728967100000001,0.0505840361
SRX5000499,-0.8954852096,-0.068830864,0.2889350349,0.6627639715,0.8196507850000001
SRX5000500,-0.0011314977,-0.014751622800000001,-0.14737085260000002,-0.0668947529,0.009932285
SRX5000501,-0.1241156624,0.2993968877,0.2468971616,0.3345200989,0.3551519179
SRX5000502,-1.0640282069,0.2372887783,0.18640842270000002,0.5049291651,0.2717580786
SRX5000503,0.2364699084,0.2941459511,0.3186249988,0.3468676651,0.4722876371
SRX5000504,-0.9232251589,-0.2101261882,-0.3170837891,-0.0345674279,-0.2883396092
SRX5000505,-0.4987085898,-0.1270523133,-0.1996041576,-0.2532572353,-0.2178965834
SRX5000506,-0.8811599868000001,-0.0790129266,-0.2127744288,0.1179053498,-0.27739284940000003
SRX5000507,-0.3274621488,0.5584079094000001,0.5928794502,0.5908758088,0.5559413535000001
SRX5000508,-0.5721949,0.0044322814,0.0965494598,0.1669210485,0.1662981304
SRX5000509,0.0794423942,-0.1535203644,-0.35610512780000003,0.040280646600000004,-0.207634334
SRX5000510,-1.2002684301,-0.1989277479,-0.24610355490000002,-0.1406312845,-0.35920091730000003
SRX5000511,-0.6557180605,-0.11060810300000001,-0.2054788771,-0.0442392406,-0.2164583904
SRX5000512,-0.17910120540000002,0.1314688236,-0.0156849607,0.2480509365,0.341689538
SRX5000513,-0.190534802,0.1838631336,0.3092876589,0.5434249605,0.41433005580000004
SRX5000514,-1.6518828922000002,0.1477637272,0.0847480134,0.2635428805,0.1643844771
SRX5000515,-0.3817826261,0.3884039694,0.2579907603,0.2844741125,0.3985071779
SRX5000516,-0.3752353338,0.3191821125,0.2985581945,0.4898002716,0.35461388920000003
SRX4124772,-2.2552252925,0.7734956825,-0.3309727652,-0.4848502618,-0.9388010775000001
SRX4124773,-2.0599347155,0.7219430089000001,-0.5895680369,-0.3086605609,-0.6745487105
SRX4124774,0.06780729170000001,0.1790881402,0.16283835130000002,0.0185702661,-0.020260472800000002
SRX4124775,-0.06780729170000001,-0.1790881402,-0.16283835130000002,-0.0185702661,0.020260472800000002
SRX5323946,0.1885591268,0.12426001610000001,0.06370929,-0.15800295890000002,-0.10862044400000001
SRX5323947,-0.1885591268,-0.12426001610000001,-0.06370929,0.15800295890000002,0.10862044400000001
SRX5323948,-0.3800088176,0.6018622403,0.2983821752,-0.015239224400000001,-0.20038221420000002
SRX5323949,-0.6220857543,0.6799802673,0.3981841713,0.3104285853,0.1431525804
SRX5323950,-0.009218193000000001,0.3707996442,0.32267430420000004,-0.240025503,-0.24373348350000001
SRX5323951,0.48623946970000004,0.46834393950000003,0.43174336420000003,0.0043351614,-0.16452277310000002
SRX5323952,-0.28248568760000003,0.1720929292,0.1620667302,-0.097338645,-0.2856081164
SRX5323953,0.4814377448,0.11808093680000001,0.1954085682,0.0268130923,-0.0238121763
SRX5323954,1.0275440083,0.3892559581,0.4193593222,0.027829357500000002,0.0673951557
SRX5323955,0.1704042509,0.2630490143,0.435767701,0.4178384611,0.2663090582
DRX093856,-1.7627065404,0.1685579585,0.1734487123,-0.22820904190000002,0.056704150800000006
DRX093857,-5.5655042737,0.6340361556,-1.2339747359,-0.0336267993,1.479586695
DRX093858,-6.068718239,0.5859364184,-1.2540262694,0.1681731148,1.639253818
DRX093859,4.2354110428,0.1388133504,-0.7609543515,-0.0310548328,1.3770820739
DRX093860,-2.0068597612,0.1720571806,0.12577374,0.2429974117,0.7792600630000001
DRX093861,0.5262014691,0.17014523580000002,0.0539812484,0.028577745300000002,-0.0445686966
DRX093862,-6.1477929946,0.4002211491,-1.3344603479,0.1017140446,1.4481519999999999
DRX093863,-6.8246928441,0.6187439533,-1.0131876508,-0.0449160718,1.4373939677
DRX093864,6.7138249892,-0.0231897728,-0.5222575729,-0.0061799755000000005,2.4694155805999998
DRX093865,-1.1985978125,0.1774231919,-0.2768360567,-0.2380401848,0.5968325534000001
DRX093866,1.2365050713,-0.3387031943,-0.2274299608,0.19963129670000002,-0.0121354542
DRX093867,-6.4496306393000005,0.6168372836,-1.3069481705000001,-0.0458952932,1.5365692734
DRX093868,-5.1201275514,0.47221863690000004,-1.2708506052,-0.1647020397,1.1944590751
DRX093869,-2.9594926062,0.1866437766,-0.6335071261,0.0155054632,0.8287414566
DRX093870,-2.9882440294,0.5095188969000001,0.2639395798,-0.4016556973,0.5234341099
SRX6366242,1.5095463503,0.1745111691,-0.6461268269,0.0220185969,0.0122861384
SRX6366243,0.9178054122,0.1781953679,-0.3595962578,-0.1613168236,-0.0858173234
SRX6366244,0.49628462970000004,0.6569750524,0.1820564802,0.16350046640000002,-0.29398723920000003
SRX6366245,-1.0463612173,0.1787996128,-0.8521072635,0.0684444307,-0.11454335530000001
SRX6366246,0.6656736643000001,0.11778360900000001,0.6539816258000001,-0.043939170400000005,0.2151462495
SRX6366247,2.9114827686,0.654130041,-0.35862058700000005,0.41050501030000003,-0.0620120392
SRX6366248,-1.9225196815,0.13318347290000002,-0.1300194619,0.1136252548,-0.0270007778
SRX6366249,-0.6404762836,0.0482401603,-0.1181085422,-1.2419092569,0.0481567592
SRX6366250,0.5826087274,0.1520617836,-0.7850459272,-0.5268808401,0.082140617
SRX6366251,0.5333658194,0.022923051700000002,0.1255495698,0.12234342020000001,0.20203678830000002
SRX6366252,-0.2336482634,-0.012503975300000001,0.0781405974,-0.1364076195,-0.025006627
SRX6366253,0.2336482634,0.012503975300000001,-0.0781405974,0.1364076195,0.025006627
SRX254739,0.9063897114,-0.5360698087,0.2500302821,-0.5922831665,-2.1238755546
SRX254740,0.0079285517,-0.1752285714,0.15388861650000002,-0.8751508418,-1.9248298331
SRX254741,0.17661255150000002,0.0422851349,0.1900539102,-0.8030626461,-1.6931748922
SRX254742,-0.0496898889,-0.1848959024,0.2663911908,-0.6342099199,-2.0237864724
SRX254743,0.0096700582,-0.11445331630000001,0.1440494404,-0.7524930428000001,-1.9135664945
SRX254744,0.38988004460000003,0.109365481,0.3728155299,-0.7543741109000001,-1.8198528319
SRX254745,-0.462475256,0.07952887700000001,-0.5864979791,-0.7775734916,-1.2003054988
SRX254746,0.0088037053,-0.1709218388,-0.19360031020000001,-0.3761099725,-0.8426649982000001
SRX254747,-0.34688193570000003,0.1546433043,-0.4520895595,-0.5639239178000001,-1.1818286916
SRX254748,-0.4237558148,0.24525902700000002,-0.9745826691,0.1523262417,-0.2348409917
SRX254749,-0.6523937485,-0.0468967645,-0.3770824997,-0.1922413715,-0.6748495210000001
SRX254750,-1.4676791268,0.2451304448,-0.42610673920000003,-0.329944045,-0.78678222
SRX254751,-2.255789677,0.3046829473,-2.0391803614,-0.4323208505,-0.1825263235
SRX254752,-1.3611024998,0.5800346571,-2.5552989952000003,0.065221105,-0.0445204394
SRX254753,-1.3470470742,0.41055047240000003,-1.6918845492,-0.1477032563,-0.3660800893
SRX254754,-0.4401840321,0.3495013483,-0.634221041,-0.07713330830000001,-0.7796313167000001
SRX254755,0.2522564872,0.2135503367,-0.4090284583,0.1785135199,-0.6203881761000001
SRX254756,-0.000279152,0.27022110390000004,-0.8407772364,-0.0484926493,-1.1406679103
SRX254757,-1.6275927531,-0.5960188213000001,-1.0939164435,-1.5132272619,-2.095595951
SRX254758,-1.26174482,-0.5153006611000001,-1.1596416297,-0.6640683614,-1.7255578059
SRX254759,-0.7866754159,-0.7494009207,-0.7153809564,-0.7072889741,-2.0588338165
SRX254760,-1.6691790382,0.9373966127000001,-1.6428676667,-0.25183522880000003,-0.2600976211
SRX254761,-1.8500989705,0.524749906,-1.4103339253,-0.42505892770000003,-0.3351713465
SRX254762,-1.0889500488,0.5390292830000001,-2.0076080169,-0.3321822741,-0.3279873786
SRX254763,-0.2960834683,0.1927103994,-0.7828851209000001,-0.1479182349,-0.9964165641
SRX254764,-1.8764527480000002,-0.2721809743,-0.2745808797,0.10725738010000001,-1.5132070228
SRX254765,-1.6628664267,0.0942445324,-1.6268347765,0.2144134232,-1.2810773083
SRX254766,-1.0910460117,-0.5028454892,-1.0643389752,-1.199378431,-1.716588631
SRX254767,-1.8330679828,-0.7619765309000001,-1.0023945239,-0.5407977511000001,-2.217729829
SRX254768,-3.3684737106,-0.7772664028,-0.9151706148000001,-0.9345763524,-2.1868854681
SRX254772,-2.9364631529,-0.1627574406,-0.2016748754,-0.1868857751,0.438458194
SRX254773,-3.2738277688,0.1195934634,-2.118444734,-1.0818809873,0.7679634367
SRX254774,-5.0653128746,0.585866443,-1.5151778500000002,-0.9501797988,1.2636967111000001
SRX254775,-0.6014156222,-0.2748920794,0.0658130118,-0.0294010481,-0.1698607039
SRX254776,-2.0803261835,-0.023622468400000003,-0.2495346746,-0.995571481,-0.3732044211
SRX254777,1.9386044089,-0.0868330756,0.6084486119,1.0816759819,0.5221025507
SRX254778,-0.2892740897,0.8093858327,-0.9033823568,-0.11565180500000001,1.4006188512
SRX254779,-2.4901126325,0.6000033542000001,-1.5045474433,-0.5378408655,1.1904970975
SRX254780,-2.8993903247,0.9300053628,-1.7438543119,-0.6310578207,1.3947751706
SRX254781,1.1640350226,0.3147084383,0.6455640627,0.7859385417,1.4861170212
SRX254782,0.12487076250000001,0.8163029064,-0.1366918489,0.0097622808,1.6957112561
SRX254783,1.5243783464,0.4865455977,0.6765077668,0.7159012562,1.6054620824999999
SRX254784,2.1281712578,-0.19694005890000002,1.1605392834,0.9699796336000001,0.5192033906
SRX254785,1.3046672839,0.5357216237,0.23275410740000002,0.1151329001,0.3483575336
SRX254786,0.7896024288,0.471097539,-0.0214962066,0.021334469300000002,0.4873152184
SRX7136401,0.3082988105,-0.2306984564,0.0635196319,-0.1464685409,-0.0267978704
SRX7136403,0.0642192771,0.27096734170000003,0.1140196941,0.0504529027,0.2364860393
SRX7136405,1.0996316294,0.11141910790000001,0.8650357913000001,-0.1569439337,-0.0133665929
SRX7136407,-4.2089804951,0.8818179069000001,1.0933851042,-0.4730551724,-0.2734320665
SRX7136409,1.8013823112,0.17360545200000002,0.7174940316,0.5510563692,-0.4882434739
SRX7136411,-0.3725180876,-0.0402688853,-0.177539326,0.0960156382,-0.2096881689
SRX3754949,-0.1313018899,0.07876370120000001,0.1258567984,0.0277698133,0.0023518207
SRX3754950,0.4240845675,0.0458313293,-0.09084309480000001,-0.0056763223,0.0699067466
SRX3754951,-0.2927826776,-0.1245950304,-0.0350137036,-0.022093491,-0.0722585673
SRX3754952,0.7335665156000001,0.07101942430000001,0.17953109450000002,-0.0893140048,0.0024208119
SRX3754953,-0.0388388249,0.029034705900000003,0.0327395772,-0.156266111,0.083799629
SRX3754954,0.0198947755,-0.07063298700000001,0.039707700900000004,-0.1110590156,-0.0762617828
SRX3754955,-1.8169113031,-0.4390160696,-0.2219286454,-0.0644301623,-0.8993829435
SRX3754956,-1.9551704993999999,-0.5132100212,-0.2446757165,0.0014034027,-0.8739742540000001
SRX3754957,-2.1225159342,-0.5274770167,-0.3130278294,-0.060483260100000005,-0.9014032147000001
SRX3754966,0.417803105,-0.0473843372,-0.2245053699,0.2579227606,0.3173716744
SRX3754967,1.2830934665,-0.0589448946,-0.1886528965,0.2484890541,0.16772660120000002
SRX3754969,0.5445711470000001,-0.1527826934,-0.2167361864,0.2982997441,0.4003626234
SRX1424798,-3.1321759953,-0.1087062049,0.09766802200000001,0.019736157600000002,-0.4025870657
SRX1424799,3.1321759953,0.1087062049,-0.09766802200000001,-0.019736157600000002,0.4025870657
SRX1424800,0.17161032850000002,-0.0279470508,0.1651286834,0.2468397159,0.0925693751
SRX1424801,1.7336108233,-0.0884184305,-0.07371584710000001,-0.0225787934,0.19458633690000002
SRX1424802,-0.2606252774,0.523433386,0.31116683900000003,-0.4009914362,-0.1438711512
SRX1424803,3.416047167,0.3201135047,0.4586730768,0.0426002186,0.7490306755
SRX1424804,-0.3886800009,0.2712930537,0.18813044210000002,0.3851461175,0.074671387
SRX1424805,-2.3956409852,0.6900611251000001,0.2982279396,0.3246820566,0.0628747348
SRX1424806,-1.6328438759,0.7065502985000001,0.9365508786000001,0.2789837492,0.7513948821
SRX1424807,-1.046615817,0.6768054222000001,0.8475006438,-0.4839449423,0.3131183033
SRX1424808,-7.376509158,-0.1630534231,0.1308218524,0.21270064730000002,0.3595359897
SRX1424809,-7.410559098,-0.11977652670000001,0.2395665606,0.2821292728,0.3169229059
SRX1424816,-4.6651576928,0.1754536481,0.3669460178,-0.3163831648,0.4681281316
SRX1424817,-5.4688257898,0.2047409573,0.3467366585,-0.1250000358,0.6968841331000001
SRX1424818,-9.683356635700001,0.6816640879,-0.0595646301,0.3074784089,-1.4545875465
SRX1424819,-10.0742257286,0.8185960482,0.1086767387,0.2503492591,-1.5284104128
SRX1424824,-5.9565699932000005,0.7219122925,-0.1528691493,0.254678938,0.0659154057
SRX1424825,-5.9016960432,0.7857176267,-0.1844288087,0.22143528580000002,0.0430623392
SRX1424826,-11.3101605408,1.6269512069,0.8919167614,0.7196805555,-0.2841817847
SRX1424827,-11.0497810633,1.7264439833,0.9428036419,0.7511476199,-0.33706655680000003
SRX1424828,-10.9638997106,1.3975523745,0.1863204554,0.300463963,-1.6854997535
SRX1424829,-10.6400570186,1.3710309417,0.3457034833,0.35071635560000003,-1.7868715421
SRX1424830,-10.4759379944,1.4797326518,-0.1232659549,-1.2777403149,-1.491642471
SRX1424831,-10.0552645484,1.3890769,0.038825919,0.5308654929000001,-1.3636360714
SRX1424834,-9.4318496468,1.9067585004,0.0032264878,0.40855333190000004,-1.1860137782
SRX1424835,-8.7041829363,1.8625522063000002,0.103271369,0.5335689015,-0.9215139918
SRX1424840,-9.4874951336,1.2300910035000001,-0.5475289252000001,-0.8217376227000001,-1.4481110331
SRX1424841,-8.7227803941,1.064799884,-0.726200331,-0.7220247459,-1.0289320185
SRX1424842,-9.0155381159,1.4783430668,-0.4411575559,-0.3991465643,-1.6622604147
SRX1424843,-9.2882529853,1.1249858676,-0.6915575695,-1.0332210924,-2.0043529381
SRX1424844,-7.6750462218,1.7596019351,-0.1302284997,-0.5847939898,-0.2504223511
SRX1424845,-8.2761097614,1.6288132779,0.12054395620000001,0.2636033358,-0.8332494568000001
SRX1424846,-10.1788895086,0.9203576051000001,0.08571066270000001,-0.9448773149,-1.3542276922
SRX1424847,-7.764421031,1.2506586523,0.3427135182,0.6180505048,-0.5478662345
SRX5060277,-0.7809462124000001,0.0336110383,0.14067371110000002,0.1504272455,-0.1026337939
SRX5060279,-8.8949098879,0.9670152922,-1.1006386813,-0.5687254282,-0.8739951331
SRX5060281,0.7809462124000001,-0.0336110383,-0.14067371110000002,-0.1504272455,0.1026337939
SRX5060283,-9.128678708,0.9802278685,-1.725627696,-0.6387856437,-0.8475719968000001
SRX5936089,-0.2948235577,-0.0940147947,0.082110499,-0.0569776421,0.0693966778
SRX5936090,0.038548369900000004,-0.0729560592,-0.008669046100000001,-0.0069547502,0.0880318004
SRX5936091,0.253030548,-0.0934380196,0.040934819000000004,0.07037971330000001,0.10330399870000001
SRX5936092,0.0032446397,0.2604088735,-0.1143762719,-0.0064473209,-0.2607324769
SRX5936093,4.3898645481,0.0908191643,0.18359283910000002,-0.59054404,-0.019136991500000002
SRX5936094,4.4561724274,-0.122104848,0.061279007600000004,-0.6165266363,-0.0043045206
SRX5936095,-0.9827803322,-0.3236320149,-0.7194212341,-1.0826239157,0.0793427185
SRX5936096,-0.9980294196,-0.4089767167,-0.1650196196,-0.9611472185000001,0.0416665065
SRX5936097,-3.7285277012,-0.0539025833,0.1588478619,-1.046130371,-0.0723243017
SRX5936098,-3.6023713688,-0.0313921183,0.2483738584,-0.8998555263,0.20564480240000002
SRX5936099,-4.3392005755,-0.0674881938,0.043078649600000005,-0.9486188432,-0.0801889761
SRX5936100,-2.7897424597000002,-0.085607108,0.1871729113,-1.0871193749999999,-0.0701353734
SRX5936101,-3.6753193376,0.0586922297,0.3706774446,-1.6187361669,-0.5657531824
SRX5936102,-2.3355660743,0.0521020172,0.2649967052,-1.7798567607,-0.4041308791
SRX5936103,-3.4590598354,0.2418407138,0.4873429929,-1.6913958876000001,-0.6865694608
SRX5936104,-3.1973778569,0.40923488700000005,0.6300439173,-2.2036472426,-0.8513258193000001
SRX5936105,-3.6561363635,0.3762321885,0.4097117454,-1.9007025486,-1.1299654424
SRX5936106,-4.2483426312,0.3555008103,0.2800050203,-2.47284059,-0.933115918
SRX5936107,-3.2565598606,0.5810940072,0.582629551,-1.9541962644000002,-1.1135289598
SRX5936108,-3.4397877793,0.4565764128,0.45875735770000003,-2.3732961718,-1.2365579244
SRX5936109,-3.1987003105,0.589817838,0.7464127354000001,-2.1078020054,-1.444793609
SRX5936110,-3.6745066035000002,0.42368360180000003,0.5327368408,-2.5471909519,-1.390350706
SRX5936111,-3.9009309658999998,0.5569795390000001,0.6294274055,-2.7554131395,-1.2959562043
SRX5936112,-4.4078884682,0.5860481001,0.6168486381,-2.7648718603,-1.0968500784
SRX5936113,-3.388583639,0.5071308149,0.7227892419,-2.3199175724,-1.3179181148999999
SRX5936114,-3.8524468978,0.5016930772,0.6317167881,-2.5605315192,-1.4098723728
SRX5936115,-4.5749067232,0.3262912441,0.8556803228000001,-2.5790617196,-1.7727425041
SRX5936116,-4.4689084946,0.31208012690000003,0.9157471882,-2.3647949757,-1.6511647124
SRX5936118,-4.2216110526,0.3098140365,0.8753763922000001,-2.4359081773,-1.8502298159000001
SRX5936119,-3.5047478495,0.23363915670000002,0.9886548521,-2.5330311124,-1.5555662549
SRX5936121,-3.1144630755,0.3060914771,0.5853379830000001,-2.5596712206000003,-2.421451442
SRX5936122,-3.0094860215,0.31465924160000003,0.6919139536000001,-2.6814609082,-2.0131551563
SRX5936123,-3.4326723435,0.1192327809,0.694086771,-2.488852811,-2.3191200787
SRX5936124,-2.1694063042,0.2439947486,0.9948464999000001,-2.3925221786,-2.3228855138
SRX5936125,-3.0044152627,0.2904534649,0.6954634377000001,-2.8623733405,-2.5769766365
SRX5936126,-3.1889435702,0.1328829768,0.5472648366,-2.6244887562,-2.5369478757
SRX5936128,-2.2012019294,0.1476855704,0.7215372330000001,-0.1403292945,-1.1726450708
SRX5936129,-1.7840306437,0.2423709028,0.8317891936,-0.30576339900000005,-1.0831762795
SRX5936130,-1.3853359034000001,-0.1110286986,-0.3515161825,-0.5625988165,-0.8144050294
SRX5936131,-2.1289693459,-0.015926561500000002,-0.0090999055,-0.3766111789,-1.0897901540000001
SRX5936132,-3.2201109859,0.315685362,0.1917586784,-0.1019877461,-0.5725629139
SRX5936133,-1.3093932556,0.0477216236,-0.6212033227,-0.5691777522,-0.5047180018
SRX5936134,-2.9826160338000003,0.1446413353,0.20732198870000002,0.0494304455,-0.21313696140000002
SRX5936135,-2.5955032514000003,0.1319367871,0.2045629501,-0.1522287357,-0.4467852444
SRX5936137,-3.9378360774,0.0744684617,-0.1333004968,-0.0955392828,-0.3449885934
SRX5936138,-3.401919528,0.1283015763,-0.0430816217,-0.16964156,-0.6096909623
SRX5936139,-2.2173248848,-0.013387759800000001,0.42798579480000004,-0.2704696116,-0.4181768822
SRX5936140,-1.5683021454000001,-0.2235972326,-0.064199857,-0.7961827888,-0.4815123309
SRX5936141,-1.560362652,-0.33215467790000003,0.0693540376,-0.5847324679,-0.439851276
SRX5936142,-1.5156781091,-0.34324592330000003,0.2854827191,-0.32991092800000005,-0.4162674541
SRX5936143,-1.4044030788000001,-0.2677031971,0.4983161219,-0.1677130104,-0.16152440610000002
SRX5936144,-0.8939569126,-0.1610063598,0.24947937900000003,-0.28842921450000003,-0.1204208108
SRX8557650,0.049079939100000004,0.016506649300000002,-0.0380145988,-0.0237093473,0.1486151753
SRX8557651,0.11131843970000001,0.0143873127,0.030375961400000002,0.0840162961,-0.0551325043
SRX8557652,-0.16039837880000002,-0.030893961900000003,0.0076386373,-0.0603069488,-0.0934826711
SRX8557653,-3.44063807,0.9975450628,-0.9354402138000001,-0.7300239756,-0.672599147
SRX8557654,-3.6393003789,0.9630259824,-0.9566465534,-0.39895778400000004,-0.5906992257
SRX8557655,-3.4157909597,0.8600162935000001,-1.0578177744,-0.40577283810000003,-0.3527216748
SRX8557656,-8.2285020497,1.7515674252,-2.1577457144,-1.8475099451,-0.5150341642
SRX8557657,-6.4276986611,1.6815378387000002,-2.1819784519,-1.2985031101,-0.3313643921
SRX8557658,-7.9263418422,1.732005895,-1.7878103991,-1.7960872068,-0.6088982108000001
SRX8557659,-8.2477022294,1.7692140925,-1.8216341114999999,-0.1454297107,-0.2751987074
SRX8557660,-8.0816822043,1.8226771264,-1.9474226479,-0.3223797744,-0.0606281133
SRX8557661,-7.8789161148,1.8851821976,-1.6488479206000002,-0.5015967100000001,-0.1204160855
SRX8557662,-6.2431544717,1.9998875114999999,-1.5721451974,-0.3092447642,-0.48506849500000004
SRX8557663,-6.2889067307,1.7638316107,-1.3281044473999999,-0.3795784688,-0.5949215696
SRX8557664,-6.8865102662,1.6762232269,-1.6364258158,-0.4884815523,-0.5427886443000001
SRX8557665,-6.8080663108,1.4995673533,-1.8328415759,-0.4275681878,-0.2764711031
SRX8557666,-6.0788039838,1.7732313111,-1.5579979278,-0.0352452836,-0.1406920177
SRX8557667,-7.5148034039,1.5139675299,-1.8038011359000001,-0.5303945045,-0.1710448423
SRX3405147,0.8329246878000001,-0.1493383958,-0.030984575,-0.060600817,-0.3126609598
SRX3405148,0.3977891975,0.2514836118,-0.0193938705,-0.010243148300000001,-0.3102798345
SRX3405149,-1.2307138853,-0.10214521600000001,0.0503784454,0.0708439654,0.6229407942
SRX3405150,-2.0821487836,-0.8570213898,-0.0553451051,-0.0423987159,0.6427794272
SRX3405151,-1.9093161048,-0.953865673,-0.1826650421,-0.35131641890000004,1.3352452116
SRX3405152,0.1326329627,-0.3690855927,-0.6152017565,0.2445392486,0.8051992088000001
SRX3405153,-1.5670218042,-0.1095774129,-0.1072159691,-0.0947853365,-0.06535140960000001
SRX3405154,-0.3967809364,0.0461727258,-0.5608548664,-0.2362845301,0.4141842249
SRX3405155,-0.6067292282,0.30400400380000003,-0.6392353946,-0.076219351,0.4079286177
SRX3405156,-0.5915805438,0.0976596165,-1.0720754339,-0.057785732400000005,0.39324451260000004
SRX3405157,0.2085293134,0.026217808000000002,-0.6546038744,-0.32562332380000003,0.6014031905
SRX312063,-7.461550955,0.44776296200000004,0.3033794601,-0.7738474277,0.0285947717
SRX312064,-7.8976202002,0.5225921363,0.34669953540000004,-0.9430046944,0.1019001684
SRX312065,-9.161614305,0.07468775180000001,0.0123704628,-1.8907009769,-0.2899431134
SRX312066,-6.0590811121,-1.368121549,1.7279046064,-2.8091853163,-0.502409151
SRX312067,-5.8879918732,-1.3692575224999999,1.6283937829,-2.414436179,-0.4881409097
SRX312068,-3.9184522061,-1.0655740649,1.6512115139999999,-1.5730522474000002,-0.6031753716
SRX312069,-3.9067304882,-1.2220723641,1.6436274665,-1.5760741129,-0.6064619718
SRX312070,0.048492147000000006,-0.0187283733,0.0220033109,0.1110862891,-0.123546917
SRX312071,-0.048492147000000006,0.0187283733,-0.0220033109,-0.1110862891,0.123546917
SRX312072,-8.5131232712,-0.062006198000000005,-0.2118219099,-0.8054461265,0.4434400509
SRX312073,-8.2251737618,0.0546371406,-0.21581192800000001,-0.6922479462000001,0.5074638392
SRX312074,-6.0533683341,0.588655707,-0.6946110939,0.3551619822,0.4672151162
SRX312075,-6.3392693893,0.6322269285000001,-0.6719736818000001,0.3572728013,0.45149671690000004
SRX312076,-5.8518926061,0.16482961540000002,-0.8876705961,-1.5152677548,-0.0979546597
ecoli_00001,0.0062102411000000005,-0.052632,0.013805372000000002,-0.084430988,0.0046058085
ecoli_00002,-0.0062102411000000005,0.052632,-0.013805372000000002,0.084430988,-0.0046058085
ecoli_00003,-0.0187918896,-0.22332754900000001,-0.676418089,0.20473306800000002,0.7958407655
ecoli_00004,0.2302085221,-0.207263208,-0.8038825890000001,0.378407117,0.7809120795000001
ecoli_00005,5.2919823177,-0.5591243690000001,-0.052915799000000006,-0.291480968,0.0860204375
ecoli_00006,5.0992984381,-0.518033721,-0.14241751800000002,-0.26072177,0.1956717155
ecoli_00007,-0.08285136200000001,-0.358693874,-0.833438137,0.067465657,0.6368233545
ecoli_00008,-0.3635752162,-0.349967695,-0.9859630330000001,0.086492833,0.6053562415
ecoli_00009,-0.37226419800000005,-0.27282969900000004,-0.47272605500000003,-0.06595967400000001,0.22929593850000002
ecoli_00010,-0.3301900024,-0.26540585,-0.42645699200000003,0.01086965,0.3102063565
ecoli_00011,2.4034660757,-0.524846931,0.24456669500000003,-0.116084238,0.7226422635
ecoli_00012,2.7367610126,-0.539491976,0.22695780200000001,0.060440072000000004,0.6039874685000001
ecoli_00014,3.3145147049,-0.480809823,0.147368572,-0.28316339,0.7064404205
ecoli_00015,3.1255698683,-0.5694477410000001,0.422711899,-0.072607156,0.6671839155
ecoli_00016,3.1094318573,-0.545782447,0.057475849,-0.017670991,0.6889960855
ecoli_00017,3.1014006136,-0.49659595500000003,0.250740611,-0.19220251700000002,0.4548568885
ecoli_00018,3.1543894407,-0.5235996460000001,0.353381965,-0.134833414,0.44526442450000003
ecoli_00019,-0.0411012482,-0.277983604,0.28711822,0.8591787540000001,1.1253454755
ecoli_00020,-0.32657419,-0.403604734,-0.24608537100000002,0.742631738,1.2190429045
ecoli_00021,1.7960180503,-0.117314808,0.5344758740000001,0.702243764,1.0256380375
ecoli_00022,1.2087694334,-0.052995724,0.303420835,0.71465303,1.1128686855
ecoli_00023,-0.930669111,-0.46957113400000006,-0.45568873200000004,0.281171288,0.8344043915
ecoli_00024,-0.8355434638,-0.475574296,-0.5965014150000001,0.30486315,0.8354505565
