,PSPTOB0016
SRX1828913,0.431749949
SRX1828914,-0.3965510907
SRX1828915,-0.302937138
SRX1828916,-0.479422424
SRX1828917,-0.128812811
SRX1828918,-0.29706682370000004
SRX3983989,0.8465977234000001
SRX3983990,0.5492605974
SRX3983993,0.9595070273
SRX3983994,0.9036023485
SRX3983995,0.7719601065
SRX3983996,1.0099945217
SRX3983997,1.2427601538
SRX3983998,0.5721867328
SRX3983999,0.3122809516
SRX3984000,0.7986172573
SRX3984001,1.3404843039
SRX3984002,1.4496978335000001
SRX3984003,0.9071460747000001
SRX3984004,0.5585375559
SRX3984005,0.7760387484
SRX3984006,0.9552053667
SRX3984007,0.6583410551000001
SRX3984008,0.5744812891000001
SRX3984009,0.5912385419
SRX3984010,1.6466025658999999
SRX3984011,0.6924111926000001
SRX3984012,0.5956446816000001
SRX3984013,0.6757170616
SRX3984014,0.5607754747
SRX3984015,0.9173288742000001
SRX3984016,0.6589840954
SRX3984017,1.7843519864
SRX3984019,0.409119763
SRX3984020,1.2153384834
SRX3984021,1.6057925196
SRX3984022,1.9351800359
SRX3984023,0.1480542902
SRX3984024,0.8734083361
SRX3984025,0.4993019795
SRX3984026,1.2528989247
SRX3984027,0.6622140328
SRX3984028,0.5957778908
SRX3984029,0.8357021533000001
SRX3984031,1.8117900718
SRX3984032,1.7134578418
SRX3984034,-0.0363128531
SRX3984035,-0.0923751101
SRX3984036,1.8210414806
SRX3984037,2.2462643441
SRX3984038,1.6485501522
SRX3984039,1.8211073867
SRX3984040,0.6999898691
SRX3984041,1.3040544836999999
SRX3984042,1.023897628
SRX3984043,0.3538620928
SRX3984045,-0.0491098723
SRX3984046,-0.0486811232
SRX3984047,1.1249477804
SRX3984048,0.9587380785
SRX3984049,1.0491210439
SRX3984050,1.057043978
SRX3984051,1.6920874271000002
SRX3984052,0.4956720529
SRX3984056,1.6568316128
SRX3984057,1.8281020063
SRX3984058,1.6340664596
SRX3984059,0.5091137289000001
SRX3984061,0.2620415827
SRX3984062,0.3470703352
SRX3984063,0.33713395760000003
SRX3984064,0.5031178769
SRX3984065,0.3944852052
SRX3984066,0.28472028180000003
SRX3984067,0.4938830467
SRX3984068,0.4303268434
SRX3984069,0.7021512532
SRX3984070,1.3184422585
SRX3984071,1.1299114202
SRX3984073,0.533677531
SRX3984074,0.5436569787000001
SRX3984077,0.1829403678
SRX3984078,0.4126190073
SRX3984079,1.4338044924
SRX3984080,-0.0630603139
SRX3984082,0.4273980832
SRX3984084,1.7474843046
SRX6997963,-0.0072158704
SRX6997964,-0.40715871060000003
SRX6997965,0.1347836214
SRX6997967,0.29713445720000004
SRX6997968,-0.2111409836
SRX6997969,-0.041385189
SRX6997971,-0.2899185868
SRX6997972,0.5661396471
SRX6997973,0.23491805070000002
SRX3159100,0.38749516500000003
SRX3159101,-0.3316549278
SRX3159102,0.0375975829
SRX3159103,-0.09343782
SRX3159000,0.2175023309
SRX3159001,0.7304599435
SRX3159002,-0.5704380741
SRX3159003,-1.1188429369
SRX3159004,0.0042482426
SRX3159005,0.0725247459
SRX3159006,0.832977712
SRX3159007,0.4870903716
SRX3159008,-0.1898390609
SRX3159009,-0.6213704482
SRX3159010,0.6864631392
SRX3159012,0.2279602528
SRX3159013,1.0028652978
SRX3159014,-0.40129102800000005
SRX3159015,0.27730677
SRX3159016,-1.5253463774
SRX3159017,-0.3716462334
SRX3159018,1.252341514
SRX3159019,0.3208090099
SRX3159020,-0.4195766584
SRX3159021,-4.1264567594
SRX3159022,1.0671092468
SRX3159023,-0.0654657752
SRX3159024,0.2494689883
SRX3159025,-0.631584734
SRX3159026,0.1225721444
SRX3159027,0.3346688739
SRX3159028,-3.0940560166
SRX3159029,-0.3176657412
SRX3159030,0.8334264897
SRX3159034,-0.4318193131
SRX3159036,-0.7155140239000001
SRX3159037,0.6762829706
SRX3159041,0.7892451148
SRX3159042,0.19249690490000002
SRX3159043,0.8058228228000001
SRX3159045,0.7169769064
SRX3159047,0.5622389098
SRX3159048,-0.3453016499
SRX3159049,0.3194279289
SRX3159050,0.0681524829
SRX3159051,0.8419015636
SRX3159052,-0.3302916869
SRX3159053,0.3509520661
SRX3159054,0.1329959887
SRX3159055,-1.495425519
SRX3159056,-1.0163135366
SRX3159057,-0.0189659478
SRX3159058,-1.5189984576
SRX3159060,-0.24357781690000002
SRX3159061,0.36729735490000004
SRX3159062,0.2666692249
SRX3159063,-1.3107950239
SRX3159066,0.37904867410000004
SRX3159069,0.4852877667
SRX3159070,-1.2569743484
SRX3159071,-0.34461541430000003
SRX3159073,-0.15802427130000002
SRX3159074,-0.9635632401
SRX3159075,0.4907646304
SRX3159076,1.3622591471
SRX3159080,1.1021867126
SRX3159082,0.2547684585
SRX3159083,1.1655215882
SRX3159086,0.13781829140000001
SRX3159087,0.0657650646
SRX3159088,0.7186897507000001
SRX3159089,-4.1264567594
SRX3159090,0.7295388578
SRX3159091,1.0614866122
SRX3159092,-0.5569793642
SRX3159093,-0.7926119955
SRX3159094,-0.9136503275000001
SRX3159095,-0.32102369000000003
SRX3159096,-0.9489919707000001
SRX3159097,0.7632281383
SRX3159098,0.6540805645000001
SRX3159099,-0.31203604560000003
SRX3158988,-0.310365671
SRX3158989,-0.4279800855
SRX3158990,0.1468021427
SRX3158991,-0.7397846051
SRX3158992,0.2921309129
SRX3158996,0.018234758
SRX3644656,-0.2874163262
SRX3644657,0.024398950200000002
SRX3644658,0.263017376
SRX3644659,0.1310936183
SRX3644660,0.2738304526
SRX3644661,0.3317092303
SRX3644662,0.1314597572
SRX3644663,-0.2552849983
SRX3644664,0.13571555670000002
SRX3644665,0.3064866162
SRX3644666,0.34117287890000003
SRX3644667,0.6697072131
SRX3644668,-0.35244421
SRX3644669,-0.35675465900000003
SRX3644670,0.1136675085
SRX3644671,-0.2507965943
SRX3644672,0.3043188536
SRX3644673,0.3012039349
