,A,Lrp
abx_mega__ramo_h2o__1,-0.1448262062,-0.022524302700000002
abx_mega__tec_h2o__2,-1.8984528456,-0.20139311000000001
abx_mega__h2o-7__1,-0.037030580800000004,-0.7064351524
abx_mega__cro_h2o__1,-0.7765696504,-1.1960682364
abx_mega__tric_ethanol__1,-0.0987852055,0.7780823415
abx_mega__nor_naoh__1,0.1171115009,-0.4910773156
abx_mega__teix_dmso__2,1.7802591532,-0.1605013107
abx_mega__nal_naoh__3,-1.3803811652,-0.4457081766
abx_mega__novo_h2o__2,4.6638526961,-0.5657690496000001
abx_mega__dmso-10__2,-0.0177756667,-0.0129645851
abx_mega__phos_h2o__3,-1.3646806792000001,-0.2699756884
abx_mega__dmso-6__2,1.9144617713,0.139214748
abx_mega__rfp_ethanol__1,3.4460732131,-1.0064182484
abx_mega__dmso-5__3,0.9721168021000001,-0.0378195053
abx_mega__amyc-d_dmso__1,3.4323594563,-0.7699850183
abx_mega__sxt_dmso__1,0.1738268997,-0.5983222528000001
abx_mega__dmso-1__1,-0.8423928944,-0.0788764182
abx_mega__pen_h2o__1,-1.1862993099999999,0.1571077622
abx_mega__dmso-10__3,0.5455024842,0.0026593751
abx_mega__nal_naoh__4,0.8944968339,-0.1895165987
abx_mega__cip_naoh__1,0.7882542028,-0.0914431154
abx_mega__pen_h2o__2,-0.9363593830000001,0.0211183045
abx_mega__ery_dmso__2,5.4311751626,-0.1386738842
abx_mega__dmso-2__2,1.405031505,0.38087032870000004
abx_mega__van_dmso__2,3.7939327424,-1.0385986195
abx_mega__h2o-1b__1,-0.6005886401,-0.34293042830000003
abx_mega__ery_h2o__1,1.0620730346,-1.3940862034000001
abx_mega__bacit_h2o__1,1.6419921740999999,-0.1138610196
abx_mega__chl_h2o__2,4.5913058733,-1.2410966374
abx_mega__str_h2o__2,-1.5111003525,0.2088463545
abx_mega__rfp_ethanol__2,2.2480126493,0.0064241946000000005
abx_mega__polmyx_h2o__2,0.027920050300000002,-0.37709018990000004
abx_mega__tric_h2o__1,1.8652982325,0.6017321859
abx_mega__cip_naoh__2,0.6716115842,-0.6170299069
abx_mega__novo_h2o__3,5.6659184965,-0.6903743882000001
abx_mega__bacit_dmso__1,2.456951639,-0.0542605311
abx_mega__gen_h2o__1,3.8362874035,0.5402471191
abx_mega__bacit_dmso__2,3.2732592185,0.3040365601
abx_mega__chl_dmso__1,3.0204295018,0.5055827363000001
abx_mega__bacit_h2o__2,-0.38627602110000003,-0.0160126656
abx_mega__lvx_dmso__1,0.2934713037,-0.1464043041
abx_mega__bacit_h2o__3,1.0886150091,0.030627857100000003
abx_mega__nor_naoh__2,0.6743373802,-0.3171028179
abx_mega__amyc-d_dmso__2,3.7927138918,0.0735011207
abx_mega__polmyx_h2o__3,1.7146876055,0.2066967292
abx_mega__naoh-6__1,-2.9922055548,-0.3304220725
abx_mega__cst_h2o__2,3.0176160639,-0.0316981053
abx_mega__h2o-1b__2,0.1083644748,-0.6171215938
abx_mega__rfp_h2o__1,4.1727073675,0.6950883019
abx_mega__tet_h2o__1,0.5565452111,-0.3530000016
abx_mega__flavo_dmso__1,-0.7952850979,0.1148364345
abx_mega__zeocin_h2o__1,-1.0151358745,-0.2500778275
abx_mega__nor_naoh__3,0.3590612211,-0.4613391028
abx_mega__rach_dmso__2,1.0507331432,-1.0513303845
abx_mega__thio_dmso__2,3.3674962603,-0.7931882752
abx_mega__amyc-d_dmso__3,2.722498748,-0.1425223824
abx_mega__rif_dmso__2,6.024192354,0.006394704
abx_mega__amyc-d_dmso__4,0.9272526682000001,-0.3398703041
abx_mega__teix_dmso__3,-1.5358072098000002,-0.47042315490000003
abx_mega__valin_dmso__1,5.6114512459,-0.09956550460000001
abx_mega__teix_dmso__4,0.053978112700000004,-0.2956049244
abx_mega__ethanol-10__1,0.0390446245,-0.1173161499
abx_mega__inh_h2o__1,0.1965142825,-0.6826879939
abx_mega__rif_dmso__3,0.6483408667,0.8572120805000001
abx_mega__van_dmso__3,3.404210957,-0.1312239978
abx_mega__doxo_dmso__1,0.54824037,-0.054202918
abx_mega__tmp_dmso__1,-0.8224564582,-0.7687571366
abx_mega__ethanol-10__2,-1.0392797696,-0.2830325331
abx_mega__tmp_dmso__2,-0.8043342494,-0.7246961160000001
abx_mega__amyc-d_dmso__5,2.2900427938,-0.3809499105
abx_mega__novo_h2o__4,5.5398611666,-0.540200283
abx_mega__cro_h2o__2,-0.8139822369,-1.1092440873
abx_mega__cro_h2o__3,-0.6436111279,-0.7686285168
abx_mega__gen_h2o__2,1.4892620187,0.7548364243
abx_mega__phos_h2o__4,0.6413996501,0.3043680612
abx_mega__metro_dmso__2,0.1447347225,-0.0052407457000000005
abx_mega__ery_h2o__2,0.6445811595000001,-0.7428466618
abx_mega__sacet_h2o__1,-1.9141458661000001,1.0942464863
abx_mega__nal_naoh__5,-1.0669729568,-0.6480018334000001
abx_mega__bacit_h2o__4,-0.3509806563,0.16226913340000002
abx_mega__cip_naoh__3,0.5769804288,-0.0022205892
abx_mega__ethanol-8__1,-0.8911518704,-0.12551559210000002
abx_mega__h2o-8a__1,0.3515803033,0.3114165841
abx_mega__ery_h2o__3,1.817707208,-1.3817991191
abx_mega__flavo_dmso__2,-0.36268890670000004,-1.1118241244
abx_mega__rif_dmso__4,2.384815984,0.640189754
abx_mega__novo_h2o__5,5.9638603256,-0.7973720779
abx_mega__teix_dmso__5,-0.9974972504,-0.131505318
abx_mega__naoh-2__1,1.5555593484,-0.029839515100000002
abx_mega__novo_h2o__6,5.7880983372,-0.5520812733
abx_mega__ctx_h2o__3,-0.9196713801,-1.1904583361
abx_mega__rach_dmso__3,1.1852611866,-1.2247114862
abx_mega__valin_dmso__2,6.4477157117,-0.6554227122
abx_mega__amyc-d_dmso__6,1.869825623,0.112860213
abx_mega__dox_dmso__2,3.3357508413,-0.2555514143
abx_mega__teix_dmso__6,-1.0099060207,-0.36691297110000004
abx_mega__naoh-6__2,-1.05680393,-0.420226284
abx_mega__inh_h2o__2,1.6687488088,0.7527320062
abx_mega__chl_h2o__3,4.971561428,-0.9402117607
abx_mega__nal_naoh__6,-0.6680604760000001,-0.5371144676
abx_mega__chl_dmso__2,2.7566805022,0.4701902592
abx_mega__rach_dmso__4,0.9284634902000001,-0.6315143039000001
abx_mega__teix_dmso__7,-0.7311778040000001,-0.2751275436
abx_mega__ceru_ethanol__1,2.0939403648,0.6643574967
abx_mega__dmso-7__1,0.48769133480000004,-0.11426782910000001
abx_mega__naoh-6__3,-1.4828610882,-0.2327240486
abx_mega__phos_ethanol__2,-0.1556139791,-0.0136205634
abx_mega__metro_dmso__3,-0.6062436188,-0.0143279424
abx_mega__van_dmso__4,2.0672779282000002,-0.4265849803
abx_mega__h2o-10__1,-0.4155916115,-0.12238592690000001
abx_mega__h2o-10__2,0.6118039614,-0.4323012848
abx_mega__dmso-6__3,0.2939991737,-0.1953700162
abx_mega__mem_dmso__1,-0.883831715,-0.9469480016
abx_mega__ethanol-8__2,-0.1052165619,0.002914251
abx_mega__chl_h2o__4,4.1774814579,-1.1470755588000001
abx_mega__van_h2o__1,-0.078025763,0.1187652569
abx_mega__dcs_h2o__1,-0.657922385,-0.2439474482
abx_mega__rif_dmso__5,1.3155903148,0.29047002990000004
abx_mega__dox_dmso__3,0.5486927613,0.1364750897
abx_mega__mem_dmso__2,-0.6647194939000001,-0.3048284202
abx_mega__lvx_dmso__2,-0.08891252990000001,0.019654539800000002
abx_mega__tet_h2o__2,5.1896895366,0.1780957111
abx_mega__phos_h2o__5,-0.180017424,0.3145588501
abx_mega__monac_dmso__1,1.9814891309,-0.9276745121000001
abx_mega__str_h2o__3,0.1286065644,-0.39861814560000003
abx_mega__zeocin_h2o__2,7.945914101,0.056742547500000004
abx_mega__amyc-d_dmso__7,1.1882335741,0.6384176439
abx_mega__fidax_dmso__1,-1.3183940749,-0.37358413220000003
abx_mega__h2o-1a__1,0.1087814631,0.0350729692
abx_mega__dox_dmso__4,0.11551131240000001,-0.051431211000000004
abx_mega__lzd_dmso__2,2.2490520112,-1.2166543236
abx_mega__tet_h2o__3,0.34541863980000004,-0.3215499277
abx_mega__dmso-1__2,-1.3932691612,0.3299482991
abx_mega__sxt_dmso__2,0.5900755737,-0.28807557030000003
abx_mega__tric_ethanol__2,0.16871994210000002,0.2692794305
abx_mega__teix_dmso__8,-1.2950895861,-0.7486968028000001
abx_mega__ramo_h2o__2,-0.8202961245,-0.0210983501
abx_mega__inh_h2o__3,-1.1787611087,-0.5458369436
abx_mega__cst_h2o__3,-0.0713787896,-0.3835409524
abx_mega__dmso-9__1,0.1119077648,0.3506674218
abx_mega__ethanol-8__3,0.1348407287,-0.6297088756
abx_mega__monac_dmso__2,3.6364297939,-1.3265809069
abx_mega__dmso-9__2,0.3773307507,0.1108876813
abx_mega__metro_dmso__4,3.6930420982000003,0.1697071355
abx_mega__ctx_h2o__4,-1.2145054998,-1.246551192
abx_mega__zeocin_h2o__3,8.4211856402,-0.34987695900000004
abx_mega__bacit_h2o__5,6.0245872707,0.0145102877
abx_mega__reta_dmso__1,2.7327531416,-0.6059322526
abx_mega__ery_h2o__4,4.5782433183,-0.3885027585
abx_mega__ceru_ethanol__2,2.5826974424999998,1.1233531932
abx_mega__fidax_dmso__2,-0.5947962438000001,-0.2802503778
abx_mega__novo_dmso__1,5.0196649959,-0.023295202600000002
abx_mega__naoh-6__4,-1.6762922513,-0.3604413776
abx_mega__amyc-d_dmso__8,3.611446452,0.0018304158
abx_mega__chl_dmso__3,3.2062517875,0.4203566293
abx_mega__nal_naoh__7,-0.6748884293,0.2068159725
abx_mega__teix_dmso__9,-1.8233205063,-0.2592672699
abx_mega__ery_dmso__3,3.1568482256,0.0646919346
abx_mega__tmp_dmso__3,-0.4235792276,-0.5511534317
abx_mega__sxt_dmso__3,-0.6564838974,-1.3425010601
abx_mega__polmyx_h2o__4,-0.454523006,-0.1645402147
abx_mega__mem_dmso__3,0.2189710652,0.23373750910000002
abx_mega__nal_naoh__8,0.6324898701,-0.2569550157
abx_mega__pen_h2o__3,-0.7813107224,-0.3884985985
abx_mega__van_dmso__5,1.6794771765,-0.39132502220000004
abx_mega__zeocin_h2o__4,7.4205787749,-0.1433358172
abx_mega__h2o-6__2,-2.0760264323,-0.3492613463
abx_mega__tet_h2o__4,0.8642889422000001,-0.4805136981
abx_mega__nor_naoh__4,0.4047224039,-0.0382213312
abx_mega__cip_naoh__4,0.2519073161,-0.19062629790000002
abx_mega__tmp_dmso__4,-0.2816221827,-0.9923129726000001
abx_mega__reta_dmso__2,3.4960131748,-1.1978806765
abx_mega__mem_dmso__4,-0.3953593011,-1.2296074036
abx_mega__dox_dmso__5,0.1336214809,-0.2609255541
abx_mega__tmp_dmso__5,1.0120377153,0.1382815033
abx_mega__flavo_dmso__3,-0.043441240900000004,-1.1288095984
abx_mega__tmp_dmso__6,0.636526092,-0.0968763669
abx_mega__ceru_ethanol__3,1.1499667138,1.3514066959
abx_mega__teix_dmso__10,-1.2495534114,-0.3001855255
abx_mega__novo_h2o__7,5.328761219,-0.5243987399
abx_mega__fidax_dmso__3,0.1906270635,-0.1150153483
abx_mega__h2o-1a__2,-0.7237502578,-0.07257280540000001
abx_mega__dcs_h2o__2,-1.1532800771,0.1884515094
abx_mega__cst_h2o__4,-0.6685875051,0.0453331235
abx_mega__van_h2o__2,-0.76449952,-0.09842411420000001
abx_mega__pen_h2o__4,-0.9189185026000001,0.24722371440000002
abx_mega__h2o-8b__2,0.3258239929,-0.6113486443
abx_mega__reta_dmso__3,1.9837054524000002,-1.8427485194000002
abx_mega__dmso-7__2,0.2414389572,-0.5283278353
abx_mega__rfp_h2o__2,2.8391864254,0.7334317926
abx_mega__rif_dmso__6,4.2587398895,0.7004463726
abx_mega__sxt_dmso__4,0.3283277059,-1.0151817803
abx_mega__cip_naoh__5,-0.72472395,-0.45126933610000003
abx_mega__dmso-9__3,-0.2342080736,-0.07345373570000001
abx_mega__mem_dmso__5,-0.14099623320000002,-0.9380478321000001
abx_mega__tric_h2o__2,0.7890430725,0.5439119556
abx_mega__phos_h2o__6,-1.3519412379,-0.449144341
abx_mega__h2o-7__2,-0.31996848180000004,-0.6661382221000001
abx_mega__h2o-10__3,-0.4713458271,-0.32197152570000004
abx_mega__h2o-8a__2,0.357927473,0.022786968
abx_mega__thio_dmso__3,2.2179429702,-1.7524899039
abx_mega__lzd_dmso__3,0.243194927,-0.7808843017
abx_mega__monac_dmso__3,3.6267830785,-0.6831227980000001
abx_mega__polmyx_h2o__5,-0.7799813388,0.132364221
abx_mega__naoh-6__5,-0.6862405205000001,0.0795132088
abx_mega__teix_dmso__11,-1.6616576093000002,-0.2416617654
abx_mega__van_h2o__3,-1.0835075745,-0.3939807125
abx_mega__teix_dmso__12,-0.7876515199,-0.0166894146
abx_mega__dox_dmso__6,-0.1965985332,0.4410446831
abx_mega__teix_dmso__13,-1.704989769,-0.4857856264
abx_mega__h2o-7__3,-0.1640608618,-0.2926716673
abx_mega__str_h2o__4,0.5270931002,-0.414689593
abx_mega__tec_h2o__3,-0.9450363877,-0.1394933653
abx_mega__phos_h2o__7,-1.4828655195,-0.2548379263
abx_mega__chl_h2o__5,4.2844964003,-1.2663900647
abx_mega__polmyx_h2o__6,-1.8424519283,-0.051896065400000004
abx_mega__teix_dmso__14,-2.4948036945,-0.4053599198
abx_mega__rif_dmso__7,1.7283126655,0.2661172377
abx_mega__ramo_h2o__3,-0.1894205286,0.4737817862
abx_mega__fidax_dmso__4,-0.3094868908,-0.0426756655
abx_mega__teix_dmso__15,-0.8983050762,-0.0461619439
abx_mega__thio_dmso__4,1.7982773219000001,-1.4318992467
abx_mega__rif_dmso__8,4.9715951618,0.48518683640000004
abx_mega__reta_dmso__4,3.51163356,-1.5749720131
abx_mega__inh_h2o__4,2.5510775686000002,0.8546066088000001
abx_mega__novo_dmso__2,3.98070384,0.3512429461
abx_mega__dcs_h2o__3,-0.9319063265,-0.190275372
abx_mega__h2o-8b__3,-0.5748047001000001,0.1728443197
abx_mega__valin_dmso__3,0.7101560179,-0.138096181
abx_mega__h2o-2__1,-0.6222130068,0.4218486569
abx_mega__cro_h2o__4,-0.8853607657,-0.3849114842
abx_mega__dcs_h2o__4,-0.8118192939000001,-0.1791597613
abx_mega__str_h2o__5,-0.44364997510000004,-0.26056235240000003
abx_mega__h2o-8a__3,0.0266554261,-0.1437478389
abx_mega__dox_dmso__7,-0.9891096699,-0.2333518565
abx_mega__doxo_dmso__2,1.7637498084,0.0258742196
abx_mega__teix_dmso__16,-2.3578511142,-0.7362721111
abx_mega__rfp_h2o__3,1.5556357461,0.6059943318000001
abx_mega__ethanol-10__3,0.7832073805,-0.6086756616
abx_mega__naoh-2__2,1.2826487191,0.3098668676
abx_mega__van_h2o__4,-1.4428811405,0.2619208373
abx_mega__sacet_h2o__2,-2.3694407931,0.7438208052
abx_mega__monac_dmso__4,3.8518911243,-1.254178781
abx_mega__h2o-2__2,-0.2582396175,0.7114052618000001
abx_mega__zeocin_h2o__5,-0.18450687740000002,-0.4195899943
abx_mega__nor_naoh__5,0.24773480420000002,0.0625840782
abx_mega__naoh-9__2,0.026163158800000003,0.31114129620000003
abx_mega__dmso-7__3,-0.1287273095,-0.606447562
abx_mega__van_h2o__5,-1.6086895784,0.0006027872
abx_mega__flavo_dmso__4,-1.0398393904,-0.8728391425
abx_mega__novo_dmso__3,5.1059454415,-0.2541510046
abx_mega__polmyx_h2o__7,-0.7635581816,-0.1927526698
abx_mega__teix_dmso__17,-0.4013810808,-0.3846550843
abx_mega__doxo_dmso__3,0.2040352478,-0.3039811518
abx_mega__mem_dmso__6,0.2337513229,0.33579434900000005
abx_mega__h2o-1a__3,0.6149687947,0.037499836200000004
abx_mega__bacit_dmso__3,6.0244003331,-0.0296489887
abx_mega__dox_dmso__8,0.2775685565,0.1480063252
abx_mega__teix_dmso__18,-0.2325835451,-0.1614010891
abx_mega__h2o-6__3,-1.2897382199,-0.1738932343
abx_mega__pen_h2o__5,-0.4127833751,-0.0055406214
abx_mega__lzd_dmso__4,-0.8918130389000001,-0.7598699923000001
abx_mega__daro__1,1.9476156233,-0.09124201550000001
abx_mega__solv__1,0.7712853201000001,-0.3740258319
abx_mega__daro__2,1.5665132476,0.11520709800000001
abx_mega__daro__3,1.2003307946,0.7498074232
abx_mega__solv__2,1.2218349239,-0.9806897791
abx_mega__solv__3,1.5289871285,0.5147828210000001
abx_mega__dmso-4__1,6.2019149939,0.3275815133
abx_mega__kirr_dmso__1,2.9427095221,-1.0500605999000001
abx_mega__kirr_dmso__2,3.5794055337,-0.9662807781
abx_mega__kirr_dmso__3,5.3914457148,-0.9825302939
abx_mega__dmso-4__2,7.2399419619,0.1640594779
abx_mega__dmso-4__3,5.4730845747,0.5679706736
ackA_pta__dnaA46_del_ackA__1,-2.923606558,0.1318054724
ackA_pta__dnaA46_del_ackA__2,-2.5078313529000003,0.7003417759
ackA_pta__dnaA46_del_ackA__3,-2.5993436603999998,-0.2455260877
ackA_pta__dnaA46_del_pta__1,-2.0050665335,2.0385985913
ackA_pta__dnaA46_del_pta__2,-3.0558841052,-0.5387969556000001
ackA_pta__dnaA46_del_pta__3,-1.3390432459000001,0.9705689979000001
ackA_pta__dnaA46__1,-0.411133314,0.0802442713
ackA_pta__dnaA46__2,-0.9263862987,-0.7486640335
ackA_pta__dnaA46__3,0.035441234200000005,0.1620603854
ackA_pta__del_ackA__1,-2.2996576369,0.5945007492000001
ackA_pta__del_ackA__2,-2.1476173291,1.7935056299999999
ackA_pta__del_ackA__3,-2.6309343669,0.41204326290000004
ackA_pta__del_pta__1,-2.341082697,-1.3091878919
ackA_pta__del_pta__2,-3.8635216021,-0.5331449656
ackA_pta__del_pta__3,-1.6466759881000002,0.4502374763
ackA_pta__wt__1,0.606837678,0.2030546736
ackA_pta__wt__2,-0.1198101508,-0.0387414767
ackA_pta__wt__3,-0.48702752720000003,-0.1643131968
anticancer__5fu__1,-2.9682108865,-1.2326124077
anticancer__5fu__2,-2.432554679,-1.2490138968
anticancer__cap__1,-2.5403906616,0.1730747245
anticancer__cap__2,-2.6728594341000003,-0.0746963563
anticancer__cap__3,-3.453385807,0.0034822253
anticancer__wt__1,-0.6836302742,0.22069315280000001
anticancer__wt__2,0.0656509256,-0.0095419927
anticancer__wt__3,0.6179793486,-0.21115116020000002
anticancer__5fu__3,-2.0835521142,-1.9134049957
bio_pln__aero_pln__1,0.24596405640000002,0.0335029809
bio_pln__aero_pln__2,-0.24596405640000002,-0.0335029809
bio_pln__anaero_pln__1,0.2230944164,0.1049804198
bio_pln__anaero_pln__2,-0.8960608210000001,0.2032124056
biocide__bzcl_12h__1,-1.3296815028,-0.0080513688
biocide__bzcl_12h__2,-1.4977636851,0.0644300731
biocide__bzcl_12h__3,-1.2065247349,0.12088345860000001
biocide__etoh_12h__1,-4.2635532822,-0.1062279879
biocide__etoh_12h__2,-4.062830762,-0.2031058158
biocide__etoh_12h__3,-4.1217362275,-0.0709061641
biocide__gluald_12h__1,-1.618593228,-0.0665457411
biocide__gluald_12h__2,-1.9639370837999999,-0.0007034072
biocide__gluald_12h__3,-1.8957018381,0.0020996012
biocide__h2o2_12h__1,-1.2722817414,-0.0155269367
biocide__h2o2_12h__2,-1.2193000854,0.1128622521
biocide__h2o2_12h__3,-2.0999379099,0.1665842813
biocide__2ppoh_12h__1,-4.554110076,-0.2664017912
biocide__2ppoh_12h__2,-4.5186114431,-0.2109745208
biocide__2ppoh_12h__3,-4.6259436459,-0.22460965230000002
biocide__paa_12h__1,-2.2589638818,-0.0771626901
biocide__paa_12h__2,-2.3978116155,0.08632951650000001
biocide__paa_12h__3,-2.8690590422,-0.126444298
biocide__phe_12h__1,-2.4553813928,-0.1158473165
biocide__phe_12h__2,-1.6755740077999999,0.0191352529
biocide__phe_12h__3,-2.9341378353,-0.0371432234
biocide__pvp-i_12h__1,-4.9123724809,0.054675759500000004
biocide__pvp-i_12h__2,-1.8918877117,0.21173583640000002
biocide__pvp-i_12h__3,-3.5567793071000002,0.1110058579
biocide__bleach_12h__1,-1.6538363529,0.3109585009
biocide__bleach_12h__2,-2.4232940694,0.2506234194
biocide__bleach_12h__3,-2.143350324,0.25477341870000003
biocide__chx_12h__1,-4.2884666693,0.1531974452
biocide__chx_12h__2,-3.6961919618,0.0392158831
biocide__chx_12h__3,-2.988291395,0.1005570553
biocide__bzcl_30m__1,-0.4327712198,0.0151164533
biocide__bzcl_30m__2,-0.2868142334,0.0040793871
biocide__bzcl_30m__3,-0.7186254002,0.0883225602
biocide__phe_30m__1,-0.8526217645,-0.1386931696
biocide__phe_30m__2,-0.47827623500000005,0.0675524992
biocide__phe_30m__3,-0.3346475716,-0.0020459505
biocide__pvp-i_30m__1,-0.5778798623,0.063821397
biocide__pvp-i_30m__2,-0.5090099132,0.197685151
biocide__pvp-i_30m__3,-0.5492526674,0.1206699514
biocide__ctrl_12h__1,-1.6689658555,-0.0333952922
biocide__ctrl_12h__2,-1.5804035428,-0.0209348601
biocide__ctrl_12h__3,-1.6243870322,-0.0716951635
biocide__ctrl_30m__1,-0.12536900180000002,0.0422292131
biocide__ctrl_30m__2,-0.2043778333,-0.11725373060000001
biocide__ctrl_30m__3,0.3297468351,0.0750245174
clpP__wt__1,0.17230403300000002,0.0122314794
clpP__wt_DPTA__1,-0.7596864373000001,0.1736293333
clpP__wt__2,0.0459115181,-0.15116447330000002
clpP__wt_DPTA__2,0.2221295345,-0.1504876271
clpP__wt__3,-0.21821555110000002,0.1389329939
clpP__wt_DPTA__3,-0.7641759115000001,0.12728579710000001
clpP__delclpP__1,-0.5038517788,-0.5887436472
clpP__delclpP_DPTA__1,-1.3033368954,-1.0477778826
clpP__delclpP__2,-0.4168861479,-0.2980172455
clpP__delclpP_DPTA__2,-1.1473308033,-0.7177195671000001
clpP__delclpP__3,-0.23364390200000001,-0.3662768038
clpP__delclpP_DPTA__3,-1.9735838183,-0.8770339465
colombos2__delydcR__1,1.0430950593,0.2255761554
colombos2__delydcR__2,0.23271904940000002,0.042380336500000004
colombos2__delydcR__3,2.8075039625000002,0.1892495313
colombos2__delyjiR__1,0.7359840229,-0.1261050642
colombos2__delyjiR__2,0.9436411377,0.3192092715
colombos2__delyjiR__3,0.7972993095,0.2518692652
colombos2__wt__1,-1.2786835726999999,0.1797253976
colombos2__wt__2,-0.3785954716,-0.15986060600000002
colombos2__wt__3,1.6572790443,-0.0198647915
crp_k100__ar1_ar2__1,3.4334421561,-0.1935429712
crp_k100__ar1_ar2__2,3.5409562632,-0.4326962656
crp_k100__ar1_ar2__3,1.0721094911,-0.7887569105000001
crp_k100__wt__1,0.9904361849000001,-0.1015623957
crp_k100__wt__2,-0.4625620111,0.1474387901
crp_k100__wt__3,-0.5278741737,-0.0458763944
crp_k100__K100Q__1,1.0085725968,0.0803713733
crp_k100__K100Q__2,0.4312256747,-0.5119062306000001
crp_k100__K100R__1,0.616957371,-0.27927356670000003
crp_k100__K100R__2,0.3277582798,0.5730225613000001
crp_k100__K100R__3,0.015028524900000001,-0.056026278500000005
csrA__wt_t00__1,-0.3627892008,-0.2905834849
csrA__wt_t02_30__1,-1.4832790476,-0.6611264554
csrA__wt_t05__1,-1.0108427089,-0.2095237177
csrA__wt_t10__1,1.6941126998,0.0465741016
csrA__wt_t15__1,2.8450919335,-0.7236823919
csrA__delcsrA_t00__1,-0.18651529960000002,0.1719548514
csrA__delcsrA_t02_30__1,-0.4641622428,-0.23326898840000002
csrA__delcsrA_t05__1,0.6533017739,0.10945514790000001
csrA__delcsrA_t10__1,1.0429649093,-0.285329066
csrA__delcsrA_t15__1,2.2995797746,-1.1495040079
csrA__wt_t00__2,0.3627892008,0.2905834849
csrA__wt_t02_30__2,-0.6124869873000001,-0.1688397944
csrA__wt_t05__2,-0.9354773552000001,0.32704139520000003
csrA__wt_t10__2,1.5916852427000001,0.6150573044000001
csrA__wt_t15__2,3.7090856392,-0.1656765504
csrA__delcsrA_t00__2,-0.5772169265,0.0341793597
csrA__delcsrA_t02_30__2,0.39441054200000003,-0.6421622917
csrA__delcsrA_t05__2,0.2169627044,-0.255628209
csrA__delcsrA_t10__2,1.6593524510000002,-0.2651201521
csrA__delcsrA_t15__2,2.9073371948,-0.8207078284
cstr_pfr__str_0005m__1,-0.6207696965,-0.3445434606
cstr_pfr__str_0010m__1,-1.0416050272,-0.7996104551000001
cstr_pfr__str_0025m__1,0.2074098178,-0.3452099892
cstr_pfr__str_0045m__1,0.3389113416,-0.2855231078
cstr_pfr__str_0075m__1,0.9203401801000001,-0.2563410183
cstr_pfr__str_0120m__1,1.3108670889,-0.1994761578
cstr_pfr__str_0210m__1,1.1357524459000001,-0.17609901020000002
cstr_pfr__str_0330m__1,0.4823217386,-0.21542465400000002
