,0
name,Eps – Exopolymeric Substances
TF,SigA + AbrB + RemA + SinR
Regulator,"<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/SigA"" target=""_blank"">SigA</a> and <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/AbrB"" target=""_blank"">AbrB</a> and <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/RemA"" target=""_blank"">RemA</a> and <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/SinR"" target=""_blank"">SinR</a>"
Function,"Biosynthesis of tasA and extracellular polysaccharides, the major components of the biofilm"
Category,Lifestyles
has_venn,True
scatter,4
exp_var,0.003414318321698251
precision,1.0
recall,0.9500000000000001
