,A,MetJ,HypT
hot_tale__hot_ale8_37c__1,1.1082972279,0.171369563,-0.9035028140000001
hot_tale__hot_ale8_37c__2,1.0939851918,0.21414670200000002,-1.104564772
hot_tale__hot_ale8_44c__1,0.0041319712,0.39242988900000003,-0.123972861
hot_tale__hot_ale8_44c__2,-1.0670230233,0.23741356200000002,-0.333014864
hot_tale__hot_ale9_mid_30c__1,-1.0326454341,0.09738265600000001,-0.911478431
hot_tale__hot_ale9_mid_30c__2,-0.8462792018,0.046367141,-0.666284513
hot_tale__hot_ale9_30c__1,1.5714482485999999,0.13633535400000002,-1.115189298
hot_tale__hot_ale9_30c__2,1.7825677412,0.059222354000000005,-1.15815779
hot_tale__hot_ale9_mid_37c__1,-0.1643598205,0.07296005500000001,-0.9014098380000001
hot_tale__hot_ale9_mid_37c__2,-0.11313235490000001,0.21165533,-0.681590606
hot_tale__hot_ale9_37c__1,1.3009058431,0.068000063,-1.038167633
hot_tale__hot_ale9_37c__2,1.3177777888,0.12854896400000002,-0.9134038440000001
hot_tale__hot_ale9_mid_44c__1,0.2688697464,0.498205683,-0.301774963
hot_tale__hot_ale9_mid_44c__2,3.0322717383,0.8658400770000001,-0.527411286
hot_tale__hot_ale9_44c__1,4.0039542956,0.717242962,-0.49467513300000004
hot_tale__hot_ale9_44c__2,3.9204099327,0.9410435960000001,-0.5114163070000001
hot_tale__hot_ale10_30c__1,3.8563994691,-0.147349633,-0.605733109
hot_tale__hot_ale10_30c__2,3.8734532772,-0.173656517,-0.873944563
hot_tale__hot_ale10_37c__1,3.441331667,-0.06754791,-0.947848706
hot_tale__hot_ale10_37c__2,3.556584999,-0.05177777,-0.9948704180000001
hot_tale__hot_ale10_44c__1,1.4617389779,0.7822672350000001,-0.7577849830000001
hot_tale__hot_ale10_44c__2,0.5912393281,0.564455371,-0.469401502
hot_tale__hot_ale16_30c__1,9.0567782003,1.264765621,-0.855169017
hot_tale__hot_ale16_30c__2,9.2326293907,1.222469301,-0.620300413
hot_tale__hot_ale16_37c__1,8.9755211428,1.520488721,-0.98138069
hot_tale__hot_ale16_37c__2,9.0426567992,1.485551631,-0.762092202
hot_tale__hot_ale16_44c__1,7.3466023244,1.936998261,-0.31194131
hot_tale__hot_ale16_44c__2,6.8581890774000005,2.094899501,-0.31898519000000003
pdhr_ale__pdhR-13_51__1,-3.7542460882,-0.263595169,-1.116500964
pdhr_ale__pdhR-13_51__2,-3.9750873925,-0.3066962,-1.255099336
pdhr_ale__pdhR-14_46__1,-5.9259940811,-0.32248139600000003,-1.283928937
pdhr_ale__pdhR-14_46__2,-2.3242777957,0.029607206,-1.321887492
pdhr_ale__pdhR-15_51__1,-4.4772679895,-0.0857498,-1.065945853
pdhr_ale__pdhR-15_51__2,-4.6355790183,-0.14584603000000002,-1.156146077
pdhr_ale__pdhR-16_49__1,-5.3673393787,-0.24591389900000002,-1.124910311
pdhr_ale__pdhR-16_49__2,-6.1723191012,-0.607455548,-1.4362648340000002
tcs__del_atoC_LiAcet__1,-11.3261369046,-1.8425007230000001,-1.526280264
tcs__del_atoC_LiAcet__2,-11.1303379585,-1.752561188,-1.531672091
tcs__del_atoC_LiCl__1,-11.5936938999,-1.619979102,-1.442740203
tcs__del_atoC_LiCl__2,-11.7947255679,-1.566668746,-1.548848209
tcs__del_atoC_m9__1,-12.294068984,-1.6527300070000002,-1.602656188
tcs__del_atoC_m9__2,-12.0446107329,-1.544035571,-1.655759911
tcs__del_baeR_etoh__1,-16.5183982121,-1.970027873,-1.840816615
tcs__del_baeR_etoh__2,-16.5327396993,-1.8937176980000001,-2.065702933
tcs__del_baeR_lb__1,-13.1489192026,-0.823526238,-1.572792804
tcs__del_baeR_lb__2,-13.6097876912,-0.9447045650000001,-1.7195951520000001
tcs__del_btsR_01xlb__1,-11.8282927445,-0.48034563300000005,-2.16480785
tcs__del_btsR_01xlb__2,-11.5609749689,-0.46595659700000003,-2.238255577
tcs__del_btsR_lb__1,-15.4524714351,-1.297675657,-0.647980952
tcs__del_btsR_lb__2,-15.3442209071,-1.345598976,-0.6221285910000001
tcs__del_btsR_pyruvate__1,-11.8042281233,-0.250829071,-2.411150182
tcs__del_btsR_pyruvate__2,-11.7322183789,-0.31553627300000003,-2.204426623
tcs__del_cpxR_etoh__1,-16.7240760003,-1.602558844,-1.293619155
tcs__del_cpxR_etoh__2,-16.7051935225,-1.854537211,-1.500704551
tcs__del_cpxR_lb__1,-13.6718486825,-1.012078016,-1.372862371
tcs__del_cpxR_lb__2,-13.7129696132,-0.8082469160000001,-1.777246666
tcs__del_cusR_CuSO4__1,-12.950266125,-0.981160259,-1.092175262
tcs__del_cusR_CuSO4__2,-13.0704373608,-0.9538945550000001,-0.922499798
tcs__del_cusR_lb__1,-14.9346819815,-1.8663223310000001,-1.220964844
tcs__del_cusR_lb__2,-14.933984205,-1.801782918,-1.054344868
tcs__del_kdpE_01-kcl__1,-5.0005905329,-0.514092214,-1.009777896
tcs__del_kdpE_01-kcl__2,-5.6056652209,-0.47425617800000003,-1.0976749670000001
tcs__del_kdpE_115-kcl__1,-5.8594788021,-0.829773559,-1.119588839
tcs__del_kdpE_115-kcl__2,-6.5234669031,-0.8805742630000001,-0.824015248
tcs__del_phoB_m9__1,-8.4162853952,-1.403273865,-1.741032476
tcs__del_phoB_m9__2,-8.9754912216,-1.225570077,-1.5364544119999999
tcs__del_phoB_m9p__1,-15.0279407572,-1.776224756,-2.670253831
tcs__del_phoB_m9p__2,-15.0707050123,-1.746437644,-2.74865984
tcs__del_rcsB_etoh__1,-15.332603453,-1.9052571999999999,-1.3146360480000001
tcs__del_rcsB_etoh__2,-15.23107091,-1.9636630840000002,-1.464206263
tcs__del_rcsB_lb__1,-13.5053300636,-0.850063458,-1.291028547
tcs__del_rcsB_lb__2,-13.6300931103,-0.8388224710000001,-1.230068789
tcs__del_zraR_lb__1,-13.7143895,-1.206896715,-1.015925312
tcs__del_zraR_lb__2,-13.5657032619,-1.377299837,-0.953002623
tcs__del_zraR_zncl2__1,-12.8190691286,-1.201923498,-0.9804378140000001
tcs__del_zraR_zncl2__2,-12.9939782544,-1.09386342,-0.9354272770000001
tcs__wt_01-kcl__1,-4.9636995869,-0.15920245,-1.509231254
tcs__wt_01-kcl__2,-5.4446251829,-0.35209742200000005,-1.257637126
tcs__wt_01xlb__1,-10.5403600014,-0.33629398600000004,-2.296503583
tcs__wt_01xlb__2,-10.1306280237,-0.366809661,-2.257221115
tcs__wt_115-kcl__1,-3.5880475285999998,-0.665771176,-0.850937884
tcs__wt_115-kcl__2,-4.3239827873,-0.8466241950000001,-1.033914882
tcs__wt_CuSO4__1,-12.5377238888,-1.527321733,-0.914704281
tcs__wt_CuSO4__2,-13.2198118694,-1.387117763,-1.092312152
tcs__wt_etoh__1,-15.4283382154,-1.95111806,-1.186119663
tcs__wt_etoh__2,-15.5117602731,-1.809657869,-1.026193901
tcs__wt_lb__1,-13.3927512316,-0.440567818,-1.28929959
tcs__wt_lb__2,-13.1785771243,-0.45694735500000006,-1.330664059
tcs__wt_LiAcet__1,-10.094413538,-1.584962742,-1.7510414380000001
tcs__wt_LiAcet__2,-10.3832447576,-1.674288028,-1.434811733
tcs__wt_LiCl__1,-11.0131614039,-1.943937899,-1.576255659
tcs__wt_LiCl__2,-11.05863428,-1.923635584,-1.5486606420000002
tcs__wt_m9p__1,-15.0046909201,-1.527616635,-2.393120472
tcs__wt_m9p__2,-15.043318834,-1.703298476,-2.5162324099999998
tcs__wt_pyr__1,-10.6192772853,-0.40443186600000003,-2.508442439
tcs__wt_pyr__2,-10.6010083249,-0.33012369900000005,-2.2617057640000002
tcs__wt_zncl2__1,-12.6025185563,-1.352215156,-1.147202961
tcs__wt_zncl2__2,-12.6449853559,-1.306824793,-1.151093764
ros_tale__1_112_0pq__1,-4.0887606687,-2.133687258,-0.9714433680000001
ros_tale__1_112_0pq__2,-4.184766534,-2.195969583,-1.102261994
ros_tale__1_112_250pq__1,-5.7954700207,-2.308566897,-1.7944710970000002
ros_tale__1_112_250pq__2,-4.9634020082,-2.064988353,-1.495447617
ros_tale__1_112_750pq__1,-6.0217320167,-2.190077359,-1.648833503
ros_tale__1_112_750pq__2,-6.4111624379,-2.073686849,-1.783224486
ros_tale__1_112_750pq__3,-8.0219671866,-2.343208734,-1.771015538
ros_tale__3_76_0pq__1,-1.9822855734,0.33441993200000003,-1.562889929
ros_tale__3_76_0pq__2,-1.7946969100999999,0.35816385100000003,-1.60161188
ros_tale__3_76_0pq__3,-2.1272434266,0.42437773300000003,-1.41656601
ros_tale__3_76_0pq__4,-1.8252449309,0.37644566900000004,-1.514307843
ros_tale__3_76_250pq__1,-4.1641116506,-0.726958729,-1.916958508
ros_tale__3_76_250pq__2,-12.2774366694,-2.098332247,-1.9912236490000002
ros_tale__3_76_750pq__1,-13.3004812656,-1.845005846,-1.7587659740000001
ros_tale__3_76_750pq__2,-13.5454081076,-2.199334645,-1.492041462
ros_tale__7_103_0pq__1,-9.009202268,-1.5796468510000001,-1.79698683
ros_tale__7_103_0pq__2,-9.4245519455,-1.375593005,-1.9161201710000002
ros_tale__7_103_0pq__3,-8.8327088594,-1.66946582,-1.7931327270000001
ros_tale__7_103_0pq__4,-9.203141742,-1.269072364,-1.879791149
ros_tale__7_103_250pq__1,-9.0977076769,-1.883450735,-1.374973126
ros_tale__7_103_250pq__2,-9.4080948654,-1.908028365,-1.331573474
ros_tale__7_103_750pq__1,-8.311174514,-1.646055988,-1.423486017
ros_tale__7_103_750pq__2,-8.7816882289,-1.5815097370000002,-1.714018048
ros_tale__9_77_0pq__1,-13.500218641,-2.366612638,-1.7821583140000001
ros_tale__9_77_0pq__2,-13.5409594375,-2.1470321820000002,-1.743085533
ros_tale__9_77_250pq__1,-13.1836393012,-2.1945406370000002,-2.106534388
ros_tale__9_77_250pq__2,-12.6708582008,-2.232777481,-1.882419948
ros_tale__9_77_750pq__1,-12.9995406708,-2.099367312,-2.222894378
ros_tale__9_77_750pq__2,-13.671199250699999,-2.520742315,-2.524629482
ros_tale__11_83_0pq__1,-11.0287195082,-1.524439737,-1.810600905
ros_tale__11_83_0pq__2,-10.9547700384,-1.453018496,-1.665762976
ros_tale__11_83_250pq__1,-10.8833268985,-1.681766093,-1.733338429
ros_tale__11_83_250pq__2,-11.3290335735,-1.6085862930000001,-1.986272135
ros_tale__11_83_750pq__1,-11.7655616967,-1.674083806,-2.126731964
ros_tale__11_83_750pq__2,-11.1927434223,-1.642445966,-1.8475155650000001
ros_tale__13_87_0pq__1,-13.8821636726,-2.034350306,-1.415644087
ros_tale__13_87_0pq__2,-13.9494675505,-1.840446961,-1.1879349829999999
ros_tale__13_87_250pq__1,-13.4209590132,-1.696652402,-1.458326723
ros_tale__13_87_250pq__2,-13.6290046145,-1.5235653880000002,-1.500081151
ros_tale__13_87_750pq__1,-13.3396973076,-1.571663137,-1.4419189270000001
ros_tale__13_87_750pq__2,-13.2661086431,-1.513188358,-1.168166128
ros_tale__14_27_0pq__1,-12.1550701751,-1.718598658,-1.372666169
ros_tale__14_27_0pq__2,-11.9737808285,-1.694303368,-1.5563344749999999
ros_tale__14_27_250pq__1,-14.2001633065,-1.99442845,-1.445842151
ros_tale__14_27_250pq__2,-14.192006459,-1.927084293,-1.7645271880000002
ros_tale__14_27_750pq__1,-14.501811673,-1.551984155,-1.963730714
ros_tale__14_27_750pq__2,-13.9882069699,-1.8439351,-2.528351343
ros_tale__16_28_250pq__1,-5.3028201098,-0.5869128410000001,-0.892665731
ros_tale__16_28_250pq__2,-5.112879224,-0.6163917170000001,-1.079500693
ros_tale__16_32_0pq__1,-9.9550992035,-1.450411347,-1.86493565
ros_tale__16_32_0pq__2,-10.8244465938,-1.457871884,-1.8562346440000002
ros_tale__16_32_0pq__3,0.29733681440000004,-0.25909324100000003,-0.8143853560000001
ros_tale__16_32_0pq__4,0.2782631694,-0.24426241,-0.7799165330000001
ros_tale__16_32_250pq__1,-0.1931021629,-0.578285597,-0.873623189
ros_tale__16_32_250pq__2,0.0282347194,-0.386639516,-0.897730962
ros_tale__16_32_750pq__1,-5.602259214,-1.31787454,-1.17002578
ros_tale__16_32_750pq__2,-5.9906413506,-1.5079894440000001,-1.720320821
ros_tale__17_104_0pq__1,-12.9637686203,-1.090023261,-1.6306492540000002
ros_tale__17_104_0pq__2,-13.4348254258,-1.3641515800000001,-1.679943399
ros_tale__17_104_250pq__1,-14.0396611684,-1.7081213860000002,-1.490180491
ros_tale__17_104_250pq__2,-13.9756782338,-1.773781343,-1.532880107
ros_tale__17_104_250pq__3,-13.6032643467,-1.8034056230000002,-1.493517982
ros_tale__17_104_250pq__4,-13.2394634007,-1.817088481,-1.015868791
ros_tale__17_104_750pq__1,-14.6971566804,-1.641237324,-1.466695023
ros_tale__17_104_750pq__2,-14.6169252634,-1.643946936,-1.778131882
ros_tale__18_24_250pq__1,-5.8873869554,-0.9287964270000001,-1.031565008
ros_tale__18_24_250pq__2,-5.6033919696,-0.977304661,-1.175868107
ros_tale__18_36_0pq__1,-7.6907416514,-2.116408341,-1.633969369
ros_tale__18_36_0pq__2,-8.3847683899,-2.081468709,-1.44392625
ros_tale__18_36_0pq__3,2.3521612718,-0.842809797,-1.2863432430000001
ros_tale__18_36_0pq__4,3.0646871123,-1.041668462,-1.06718965
ros_tale__18_36_250pq__1,2.7107394262,-1.072006124,-1.038977343
ros_tale__18_36_250pq__2,2.7382090833,-1.010437872,-1.290386215
ros_tale__18_36_750pq__1,-7.3383009488,-1.376750145,-1.305565993
ros_tale__18_36_750pq__2,-7.5569223755,-1.324450948,-1.234429423
ros_tale__19_91_0pq__1,-14.8587606007,-1.20189659,-1.808878337
ros_tale__19_91_0pq__2,-14.7699224342,-1.47136531,-1.653079301
ros_tale__19_91_250pq__1,-14.1679701429,-1.866445965,-1.6993886169999999
ros_tale__19_91_250pq__2,-14.0711407583,-1.79057141,-1.78966405
ros_tale__19_91_750pq__1,-15.0099539574,-1.740704021,-1.686839621
ros_tale__19_91_750pq__2,-14.3820290684,-1.936006458,-1.455340569
ros_tale__19_91_750pq__3,-14.5355185895,-2.160623434,-0.9221486360000001
ros_tale__19_91_750pq__4,-14.5445404942,-2.761802194,-1.071698529
ros_tale__21_97_0pq__1,-7.8924708032,-1.173753623,-1.385800867
ros_tale__21_97_0pq__2,-10.3342692144,-1.5232736770000002,-1.119596887
ros_tale__21_97_250pq__1,-10.3077935621,-1.348459181,-1.320989038
ros_tale__21_97_250pq__2,-11.1872617285,-1.545741244,-1.490528121
ros_tale__21_97_750pq__1,-9.799028803,-1.73389071,-1.122860789
ros_tale__21_97_750pq__2,-12.1248308849,-1.6005893420000001,-1.256588221
ros_tale__25_111_0pq__1,-5.4156102548,-1.80168019,-0.972377319
ros_tale__25_111_0pq__2,-7.8069708866,-1.890463869,-1.022598955
ros_tale__25_111_250pq__1,-5.4586075894,-1.7143999280000002,-0.859775072
ros_tale__25_111_250pq__2,-8.1832650305,-1.940065479,-0.8973828840000001
ros_tale__25_111_750pq__1,-7.3550803189,-1.820320781,-0.9029674999999999
ros_tale__25_111_750pq__2,-4.6043767203,-1.105808337,-0.730773334
ros_tale__29_119_0pq__1,-9.1054524111,-1.909972447,-1.123250029
ros_tale__29_119_0pq__2,-9.0579797599,-2.08572872,-1.6469010370000001
ros_tale__29_119_250pq__1,-7.5673334119,-2.075772008,-1.434817451
ros_tale__29_119_250pq__2,-7.4023012088,-2.225888229,-1.122554694
ros_tale__29_119_750pq__1,-7.8978041607,-2.068986144,-1.535723505
ros_tale__29_119_750pq__2,-7.6121961125,-2.069904337,-1.5648413780000001
ros_tale__ALE4_0pq__1,0.9743552315,-0.23717648900000002,-0.981524947
ros_tale__ALE4_0pq__2,0.8352457510000001,-0.29858010900000004,-0.973004068
ros_tale__ALE4_250pq__1,-11.9448697879,-1.490918456,-0.853582429
ros_tale__ALE4_250pq__2,-12.2531228467,-1.574467665,-0.788632513
pcoli__atASMT_325G__1,3.5594842914,0.32449632500000003,-0.6340767700000001
pcoli__atASMT_325G__2,3.4265033135,0.274725271,-0.658807424
pcoli__bpTDC__1,6.2105221444,0.858868936,-1.146318317
pcoli__bpTDC__2,6.157301167,0.7485618340000001,-1.122625185
pcoli__BRCA__1,4.2857225604,0.591824969,-0.6992672010000001
pcoli__BRCA__2,3.7112851981,0.491688934,-0.692268557
pcoli__BRCActrl__1,0.2009427581,0.056786729,-1.007775205
pcoli__BRCActrl__2,-0.8963540456,-0.288465274,-1.246234364
pcoli__BRCAswap__1,2.8416215042,-0.10742865600000001,-0.8367565330000001
pcoli__BRCAswap__2,2.3666715754,-0.142107331,-0.9138958070000001
pcoli__btAANAT__1,1.0206184912,-0.43379004800000004,-0.814036203
pcoli__btAANAT__2,0.052707538400000004,-0.573073974,-0.9847314180000001
pcoli__btASMT__1,2.0093645107,-0.26319961000000003,-0.7837162480000001
pcoli__btASMT__2,1.4041680395,-0.29762719600000004,-0.709699893
pcoli__CC1__1,1.4692334745,-0.119391359,-1.003523568
pcoli__CC1__2,1.1451803003,-0.260740592,-0.682725631
pcoli__ccCOMT__1,4.3307212792,0.43968154600000003,-0.8124364
pcoli__ccCOMT__2,4.1698002897,0.36246084700000003,-0.62687161
pcoli__ckDDC__1,0.9430643954000001,0.158269351,-1.353767838
pcoli__ckDDC__2,0.6665552272,0.026794041,-1.1638754040000001
pcoli__CNTF_belt__1,3.4059850649,0.06092541,-0.698935545
pcoli__CNTF_belt__2,2.274610936,-0.259316602,-0.79076543
pcoli__cobPNMT__1,2.1783649549,0.122852026,-0.779279299
pcoli__cobPNMT__2,1.7122409365,0.047789323,-0.747923379
pcoli__cvPhhB__1,2.445842324,0.216954313,-0.41513808
pcoli__cvPhhB__2,0.8587758538,0.046658078000000006,-0.69103224
pcoli__ggAANAT__1,2.5886766921,0.163001414,-0.575144701
pcoli__ggAANAT__2,2.8215890939,0.202332435,-0.524832914
pcoli__ggTPH__1,1.6918727003,-0.27085226500000004,-0.8611602380000001
pcoli__ggTPH__2,1.5641038796,-0.074213347,-0.755830145
pcoli__hsAANAT__1,-0.7167935161,-0.597265514,-1.358526602
pcoli__hsAANAT__2,0.6022488607,-0.49997642400000003,-1.264770006
pcoli__hsASMT__1,3.7617226198,0.384854246,-1.02859729
pcoli__hsASMT__2,3.1785301328,0.37275841600000004,-0.947949239
pcoli__hsPNMT_mb__1,2.6192687359,0.287063506,-0.5760568070000001
pcoli__hsPNMT_mb__2,2.5321505423,0.182910405,-0.7316049520000001
pcoli__hsTPH__1,1.9230805745000001,0.125245493,-0.8275034090000001
pcoli__hsTPH__2,0.437377536,0.048116666,-0.862401517
pcoli__hsTPH_E2K__1,1.4363212662,-0.087594686,-0.9906064980000001
pcoli__hsTPH_E2K__2,1.2433847748,-0.014943189,-0.96805456
pcoli__hsTPH_E2K_N91I_P99C__1,3.8013957534,0.466456929,-0.7347647700000001
pcoli__hsTPH_E2K_N91I_P99C__2,2.807451573,0.153642252,-0.90175003
pcoli__hsTPH_N158trunc__1,-0.5594732737,-0.300060474,-1.077021381
pcoli__hsTPH_N158trunc__2,-0.6482126278,-0.308834373,-1.051440433
pcoli__hsTPH_N174trunc__1,0.1423339824,-0.424329895,-0.796150939
pcoli__hsTPH_N174trunc__2,-0.1822242004,-0.151959157,-1.068915086
pcoli__hsTPH_Ntermtrunc__1,1.596732758,0.34176526,-1.156145628
pcoli__hsTPH_Ntermtrunc__2,0.7953693039,-0.550136621,-0.912331933
pcoli__hsTPH1__1,2.0037628941,-0.267428856,-0.8193512340000001
pcoli__hsTPH1__2,1.598807917,-0.367920507,-0.8161293420000001
pcoli__MBP__1,-4.3769679333,-1.116177549,-0.820186264
pcoli__MBP__2,-1.6220704186,-0.11680870500000001,-0.8548887470000001
pcoli__msCOMT__1,3.0684800093,0.44431276000000003,-0.713949111
pcoli__msCOMT__2,3.2879828754,0.435995059,-0.6191516330000001
pcoli__ocAANAT__1,1.420330541,-0.045182186000000006,-0.784375747
pcoli__ocAANAT__2,1.3466299100999999,-0.116570245,-0.668821008
pcoli__osTDC_K374H__1,0.6490952482,-0.604461024,-0.7657899690000001
pcoli__osTDC_K374H__2,-0.1852866813,-0.7385572570000001,-0.897460157
pcoli__osTDC_K374L__1,1.6096199774,0.023955668000000003,-0.696392652
pcoli__osTDC_K374L__2,1.7756012412,0.131980614,-0.790157341
pcoli__osTDC_K374Q__1,2.9227579699,-0.08454239999999999,-0.8456519210000001
pcoli__osTDC_K374Q__2,2.4857238776,-0.18152464100000001,-0.739015241
pcoli__osTDC_L360V__1,2.8052227892,0.164045291,-0.855187213
pcoli__osTDC_L360V__2,2.775760914,0.153440297,-1.067211698
pcoli__pmTPH__1,0.9558250487000001,-0.00219984,-0.528955244
pcoli__pmTPH__2,1.7040100059,0.440124018,-0.6771608530000001
pcoli__RFC__1,1.0138805215,-0.046921927,-0.766161278
pcoli__RFC__2,0.4357916623,-0.15499927900000002,-0.7171502160000001
pcoli__RFCctrl__1,2.2862825498,-0.329603816,-1.153525934
pcoli__RFCctrl__2,2.9232491192000003,-0.28790638500000004,-1.200258945
pcoli__RFCnopause__1,-1.0910676825,-0.87466826,-1.440275996
pcoli__RFCnopause__2,-0.4130551012,-0.637962231,-1.610518723
pcoli__RFCpluspause__1,0.45365970050000004,-0.117585584,-1.325566484
pcoli__RFCpluspause__2,-0.5922725581,-0.31562152600000004,-1.4086281999999999
pcoli__rnCOMT_sol__1,-0.9290069296000001,-0.6307655550000001,-1.360442804
pcoli__rnCOMT_sol__2,0.2505128527,-0.5135947940000001,-1.407260953
pcoli__rnPNMT__1,3.4661917502,0.424962746,-0.939585129
pcoli__rnPNMT__2,3.2719389945,0.6651777040000001,-0.9704040730000001
pcoli__rnTDC__1,2.8692154762,0.169181671,-0.696462892
pcoli__rnTDC__2,1.7994671105000002,-0.0050525430000000005,-0.662044325
pcoli__rnTDC_trunc__1,6.8267876605,1.124418699,-0.20931612500000002
pcoli__rnTDC_trunc__2,6.3055166414,1.0128529,-0.49540398500000005
pcoli__saCOMT_T2A__1,3.1488427758,0.306961072,-0.419608132
pcoli__saCOMT_T2A__2,3.0234298491,0.21475671600000001,-0.401309128
pcoli__sfCOMT__1,1.1107060337,-0.012739377000000001,-0.649964245
pcoli__sfCOMT__2,0.4921118628,-0.11452345400000001,-0.735157444
pcoli__sgAANAT_D63G__1,2.0234716966,0.177603796,-0.706205928
pcoli__sgAANAT_D63G__2,1.3094965261,-0.054472228000000004,-0.680930343
pcoli__ssDDC__1,3.4538611379,0.42491348900000003,-0.7524189330000001
pcoli__ssDDC__2,3.5388524875,0.48973034,-0.970685169
pcoli__TP53B__1,2.9784968644000003,0.253446528,-0.6044267560000001
pcoli__TP53B__2,2.1607631152,0.22820463500000002,-0.6161588530000001
pcoli__WT__1,1.8620146586000001,0.310985299,-0.92529783
pcoli__WT__2,1.7227830354,0.11789556300000001,-0.918886975
cck__glu_ale4__1,0.8623544773,0.19431189999999998,-0.45544734800000003
cck__glu_ale4__2,0.5164221845,-0.12265924900000001,-0.8590351620000001
cck__cck_ale1__1,1.3167450978,0.017708126,-0.868297097
cck__cck_ale1__2,1.2841851727,0.11061941300000001,-0.9854551760000001
cck__cck_ale2__1,0.9073633751,0.025788919,-0.954878043
cck__cck_ale2__2,0.9658134719,0.05980296,-1.10098197
cck_pgi__gmos_delpgi__1,1.3572685295,-0.55930012,-0.952808497
cck_pgi__gmos_delpgi__2,-3.1268508504,-1.4179773,-0.921895725
cck_pgi__pgi_ale1__1,0.09697774120000001,-0.18274125400000002,-0.41043432300000005
cck_pgi__pgi_ale1__2,-2.0304346739,-0.8774615520000001,-0.634532255
cck_pgi__pgi_ale2__1,-5.3585597506,-0.9679277070000001,-0.69308727
cck_pgi__pgi_ale3__1,1.7316754208,-0.16409014600000002,-0.367007099
cck_pgi__pgi_ale3__2,0.42123934360000004,-0.451454422,-0.680321261
cck_pgi__pgi_ale4__1,3.0648236158,-0.105333245,-0.396139322
cck_pgi__pgi_ale4__2,2.0654321944,-0.24579324400000002,-0.859801805
cck_pgi__pgi_ale4__3,1.8842044831,-0.11145221100000001,-0.756460951
cck_pgi__pgi_ale5__1,1.2023347097000001,-0.018765923,-0.6458035470000001
cck_pgi__pgi_ale5__2,0.691708183,-0.09441340200000001,-0.705996937
cck_pgi__pgi_ale6__1,0.6162488579000001,-0.020347364,-0.48877262600000004
cck_pgi__pgi_ale6__2,0.5987487546,-0.035663895,-1.029754068
cck_pgi__pgi_ale7__1,0.4539380543,0.048214264,-0.584025617
cck_pgi__pgi_ale7__2,-0.1405265392,-0.119133531,-0.6823094860000001
cck_pgi__pgi_ale8__1,1.6037724616,0.174189908,-0.842549325
cck_pgi__pgi_ale8__2,0.7959087413,-0.0063500100000000005,-1.451799518
cck_sdh__gmos_delsdhCB__1,-10.1935888285,-0.6694875610000001,-0.659560161
cck_sdh__gmos_delsdhCB__2,-11.5911764672,-1.496815399,-0.66832031
cck_sdh__sdh_ale1__1,0.28846428360000004,0.189265429,-0.761666501
cck_sdh__sdh_ale1__2,0.5518128451000001,-0.08428468,-1.019173465
cck_sdh__sdh_ale2__1,0.0174325079,-0.074025695,-0.77980222
cck_sdh__sdh_ale3__1,-0.26461606060000004,-0.26799764800000003,-0.793506715
cck_sdh__sdh_ale3__2,-0.3186440327,-0.09965700100000001,-0.867859621
cck_sdh__sdh_ale3__3,-0.2657511238,-0.09330086300000001,-0.850987951
cck_pts__gmos_delptsHIcrr__1,-7.4774224906,-1.129106477,-1.417280064
cck_pts__gmos_delptsHIcrr__2,-5.9808401864,-1.461085558,-1.332182011
cck_pts__pts_ale1__1,1.6490011033,0.27372913,-0.845470389
cck_pts__pts_ale1__2,1.1810829043,0.23981706900000002,-0.9710636090000001
cck_pts__pts_ale2__1,1.5056741949,0.060639997,-1.353241527
cck_pts__pts_ale2__2,1.4144958082999999,-0.07757906,-1.347589904
cck_pts__pts_ale3__1,-3.2843965083,-0.6142667230000001,-1.629020245
cck_pts__pts_ale3__2,-1.0744567165,-0.46078792500000004,-1.571110025
cck_pts__pts_ale4__1,1.1123515218,-0.060783009000000006,-1.049512597
cck_pts__pts_ale4__2,1.0046175451,0.17272373400000002,-1.032783142
cck_gnd__gmos_delgnd__1,-2.5118834005,-0.11567828100000001,-0.52877487
cck_gnd__gmos_delgnd__2,-3.3613388242,0.045788296000000006,0.509895525
cck_gnd__gnd_ale1__1,1.1214078018,0.185126443,-0.9193300470000001
cck_gnd__gnd_ale1__2,0.9684554989,0.15952433100000002,-0.9132834660000001
cck_gnd__gnd_ale2__1,1.0157174004,0.186896536,-0.866244925
cck_gnd__gnd_ale2__2,1.0680895914,0.18110546400000002,-0.78105387
cck_gnd__gnd_ale3__1,0.6235255824,0.153205426,-0.9665187430000001
cck_gnd__gnd_ale3__2,0.7983722360000001,0.09625554,-0.8716548430000001
cck_tpiA__gmos_deltpiA__1,1.277204316,0.441923573,-1.12790043
cck_tpiA__gmos_deltpiA__2,-2.0136431015,0.080373437,-1.168898918
cck_tpiA__tpiA_ale1__1,5.7387157473,0.9584470930000001,-0.42077698
cck_tpiA__tpiA_ale1__2,5.7729232357,0.9530234470000001,-0.542893452
cck_tpiA__tpiA_ale2__1,3.7773902615,0.510115942,-0.9012084920000001
cck_tpiA__tpiA_ale2__2,3.3372191174,0.435693512,-0.770148126
cck_tpiA__tpiA_ale3__1,6.2072845877,1.5778996809999999,-0.6069951250000001
cck_tpiA__tpiA_ale3__2,6.4452439339,1.477416751,-0.867177772
cck_tpiA__tpiA_ale4__1,4.9502147711,0.8601077130000001,-0.380252815
cck_tpiA__tpiA_ale4__2,5.1726555885,0.8727459430000001,-0.514125554
