,0
Title,<i>M. tuberculosis</i> Modulome
Organism,<i>Mycobacterium tuberculosis</i>
Strain,H37Rv
Publication,"<a href=""https://doi.org/10.1101/2021.07.01.450045"">Yoo, et al., Forthcoming</a>"
Number of Samples,647
Number of Unique Conditions,231
Number of Genes,3906
Number of iModulons,80
