,-0.10919437337999999,-0.07279624891999999,-0.036398124459999986,1.3877787807814457e-17,0.036398124460000014,0.07279624892000003,0.10919437338000001,0.14559249784,0.18199062230000002,0.21838874676000003,0.25478687122000004,0.29118499568,0.32758312014,0.36398124460000003,0.40037936906,0.43677749352,0.47317561798,0.50957374244,0.5459718669,0.58236999136
thresh,-0.09099531115000001,0.09099531115000001,1,,,,,,,,,,,,,,,,,
unreg,2,6,218,3771,200,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0
unreg_genes,['gltP' 'yahH'],[],[],[],[],[],['phoA' 'iraP'],[],[],[],[],[],[],[],[],[],['ydcI'],[],[],[]
