,BSU03210
M9exp_1,9.4704
M9exp_2,9.2371
M9exp_3,9.0374
M9tran_1,8.9099
M9tran_2,8.8595
M9tran_3,8.978
M9stat_1,9.5924
M9stat_2,9.8994
M9stat_3,9.6326
MG-0.1_1,9.4468
MG-0.1_2,8.7274
MG-0.1_3,9.6882
MG-0.2_2,8.9655
MG-0.2_3,9.2041
MG+5_1,9.3781
MG+5_2,9.1334
MG+5_3,9.018
MG+10_1,9.6258
MG+10_2,9.3089
MG+10_3,9.3738
MG+15_1,8.607000000000001
MG+15_2,9.6928
MG+15_3,9.1776
MG+25_1,9.1567
MG+25_2,8.9602
MG+25_3,9.1254
MG+45_1,9.242
MG+45_2,9.0781
MG+45_3,9.9644
MG+60_2,9.3799
MG+60_3,9.4509
MG+90_2,8.9897
MG+90_3,9.3752
MG+120_1,8.9145
MG+120_2,9.2057
MG+120_3,9.0157
MG+150_1,8.9325
MG+150_3,8.7831
GM-0.1_1,9.3344
GM-0.1_2,9.5877
GM-0.1_3,9.4744
GM-0.2_1,9.4776
GM-0.2_2,9.8091
GM-0.2_3,9.3925
GM+5_1,8.9857
GM+5_2,9.3923
GM+5_3,9.4411
GM+10_2,9.1288
GM+10_3,8.5443
GM+15_1,9.2896
GM+15_2,8.9276
GM+15_3,9.2978
GM+25_1,9.2662
GM+25_2,9.0725
GM+25_3,9.2778
GM+45_1,9.4809
GM+45_2,8.5954
GM+45_3,8.9973
GM+60_1,9.332
GM+60_2,8.94
GM+60_3,9.2401
GM+90_1,9.6132
GM+90_2,9.4016
GM+90_3,9.4046
GM+120_1,9.1217
GM+120_3,9.4542
GM+150_1,9.1108
GM+150_2,8.0733
GM+150_3,9.3399
BT_1,11.2373
BT_2,10.8932
B36_1,12.2226
B36_2,12.1526
B60_1,11.4915
B60_2,11.2481
S0_1,11.1912
S0_2,10.8914
S0_3,11.2395
S1_1,15.1863
S1_2,15.5047
S1_3,15.4258
S2_1,8.5884
S2_2,8.5644
S2_3,8.6054
S3_1,10.2248
S3_2,10.4906
S4_1,12.3007
S4_2,12.0553
S4_3,11.8556
S5_1,12.6418
S5_2,13.1655
S5_3,12.9715
S6_1,12.4235
S6_2,12.9638
S6_3,12.4292
S6/t_1,12.3483
S6/t_2,12.4869
S6_4,11.4172
S6_5,12.0838
S6_6,12.0864
S7_4,11.4959
S7_5,11.4262
S7_6,11.4657
S8_4,11.0989
S8_5,12.0462
G135_1,7.4198
G135_3,7.4331
G150_1,7.3787
G150_2,7.0391
G150_3,7.4388
G180_1,7.2633
G180_2,7.0704
G180_3,6.9509
T-5.40H_1,9.8443
T-4.40H_1,9.4714
T-3.40H_1,9.1614
T-2.40H_1,9.0336
T-1.40H_1,8.7568
T-1.10H_1,8.9247
T-0.40H_1,8.4975
T0.0H_1,8.6808
T0.30H_1,9.8592
T1.0H_1,10.0054
T1.30H_1,11.6801
T2.0H_1,12.7654
T2.30H_1,12.8623
T3.0H_1,11.5005
T3.30H_1,11.6136
T4.0H_1,11.9698
T5.0H_1,11.52
LBexp_1,7.2522
LBexp_2,7.4512
LBexp_3,7.4762
LBtran_1,8.9638
LBtran_2,8.1219
LBtran_3,8.0503
LBstat_1,14.0717
LBstat_2,14.3801
LBstat_3,14.0086
LBGexp_1,7.1687
LBGexp_2,7.3546
LBGexp_3,7.2787
LBGtran_2,7.8299
LBGtran_3,7.9489
LBGstat_1,7.2546
LBGstat_2,7.2531
LBGstat_3,7.7041
Mt0_1,7.4742
Mt0_3,7.0053
M0t45_1,7.8373
M0t45_2,7.8759
M0t45_3,7.4912
M0t90_1,11.7346
M0t90_2,12.9669
M0t90_3,12.9036
M40t45_1,7.9848
M40t45_2,8.9442
M40t45_3,7.3485
M40t90_1,12.7301
M40t90_2,13.5117
M40t90_3,12.4624
dia0_1,7.332999999999998
dia0_2,7.5378
dia0_3,7.5951
dia5_1,7.8736
dia5_2,8.0292
dia5_3,7.8626
dia15_1,7.9046
dia15_2,7.3635
dia15_3,7.4798
C30_1,10.0064
C30_2,10.3142
C90_1,10.8149
C90_2,11.0904
SMM_1,9.2669
SMM_2,8.9948
SMM_3,9.2097
Salt_1,7.9846
Salt_2,7.875
Salt_3,8.0651
M+G_1,8.8765
M+G_2,8.905
M+G_3,8.8262
Glu_1,9.5305
Glu_2,9.5582
Glu_3,9.6296
Fru_1,9.6646
Fru_2,9.9381
Fru_3,9.219
Mal_1,8.8352
Mal_2,8.913
Mal_3,9.0926
G+S_2,10.5246
G+S_3,11.1343
Pyr_1,10.1344
Pyr_2,11.0809
Pyr_3,10.7318
Gly_1,9.3801
Gly_2,10.0027
Gly_3,9.0657
Glucon_1,9.474
Glucon_2,9.4781
Glucon_3,9.1231
BI_1,13.2824
BI_2,13.396
BC_2,14.1409
BC/t_1,14.1729
BC/t_2,14.0613
BC_1,13.9445
Sw_1,14.3417
Sw_2,14.7387
BMM_1,9.2469
BMM_2,9.0997
BMM_3,8.8606
Heat_1,9.4641
Heat_2,9.7255
Heat_3,9.5082
Cold_1,8.2271
Cold_2,7.9718
Cold_3,7.9791
Etha_1,8.7047
Etha_2,8.8521
Etha_3,8.7756
SMMPr_1,9.3418
SMMPr_2,9.0854
SMMPr_3,9.3094
HiTm_1,9.8658
HiTm_2,9.6379
HiTm_3,9.7764
LoTm_1,11.2911
LoTm_2,11.1592
LoTm_3,12.1427
HiOs_1,13.1553
HiOs_2,13.2987
HiOs_3,12.9107
Oxctl_1,7.989
Oxctl_2,7.6981
Oxctl_3,7.3345
Diami_1,7.9860000000000015
Diami_2,7.848
Diami_3,7.96
Paraq_1,7.6059
Paraq_2,7.3288
Paraq_3,7.2359
H2O2_1,7.1052
H2O2_2,7.1858
H2O2_3,7.5603
HPh_1,13.7887
HPh_2,13.5557
HPh_3,13.6982
LPh_1,13.9123
LPh_2,14.3789
LPh_3,14.0401
LPhT_1,12.0747
LPhT_2,12.2204
LPhT_3,12.6052
aero_1,13.3894
aero_2,14.4091
aero_3,14.0591
nit_1,10.8851
nit_2,11.5014
nit_3,10.9252
ferm_1,10.126
ferm_2,10.1929
ferm_3,10.7774
