,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.3333324526522525e-11,0.48892057102593844,3.0,0.0,0.46121315570000004,1.0,-0.5125731424000001,2.0,0.0513599868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.8791302311666667,0.6626944060908404,3.0,3.0,-1.3023113618,4.0,-1.219673865,5.0,-0.1154054667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.5233347746,0.19046802227528162,3.0,6.0,-1.4822294008,7.0,-1.3567756535,8.0,-1.7309992695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,7.434529182757744e-18,0.26426954444626033,21.0,9.0,-0.0710352189,10.0,-0.2516098866,11.0,-0.0589651548,12.0,-0.2816709627,13.0,-0.1306431828,14.0,0.1405308134,15.0,-0.1710993335,16.0,-0.1280806314,17.0,-0.07883269999999999,18.0,-0.2748530372,19.0,-0.38886155640000003,20.0,-0.4270685059,21.0,0.0371276674,22.0,0.3486362105,23.0,0.5068349198000001,24.0,0.4331713641,25.0,0.3248132261,26.0,0.17661338710000002,27.0,0.1197197983,28.0,0.17103104330000002,29.0,0.0042417402
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.219200678961905,0.5295398352702605,21.0,30.0,-2.498296597,31.0,-2.3097496966,32.0,-2.4390890342000002,33.0,-2.4752598581000003,34.0,-0.9347354040000001,35.0,-1.8630024518,36.0,-1.8909581533000002,37.0,-2.4639073698000002,38.0,-2.2758315899,39.0,-2.388076921,40.0,-2.1989765282000002,41.0,-2.4536935352,42.0,-1.4244292995,43.0,-2.1245832403,44.0,-2.4210278638,45.0,-1.8316098913,46.0,-3.7574591795,47.0,-2.0522790892,48.0,-2.3115363954,49.0,-2.5101517278000003,50.0,-1.9785604323000001
5,WT_vs_Del_ccpA__THY_None_WT_exponential,4.625929269271485e-18,0.14240061296513143,3.0,51.0,0.12090157400000001,52.0,-0.1569652503,53.0,0.0360636763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-2.058922089325,0.5541707559311706,4.0,54.0,-2.8797027393,55.0,-1.6821538562,56.0,-1.8965270802,57.0,-1.7773046816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.4999998599062323e-11,0.059778726562938825,4.0,58.0,-0.0093241834,59.0,0.0344337603,60.0,0.055019684400000005,61.0,-0.0801292614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.123305312375,0.044604718603842616,4.0,62.0,0.1452067178,63.0,0.12284085410000001,64.0,0.1638658995,65.0,0.0613077781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.05965591622500001,0.060893630874666524,4.0,66.0,-0.0223640488,67.0,0.1076777661,68.0,0.0491522994,69.0,0.10415764820000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
