,A,Lrp,hns
ecoli_00485,3.7588501857,-2.298169478,1.70998187
ecoli_00486,3.5976887852,-2.297755931,1.69814819
ecoli_00487,-1.23877502,-1.187113138,-0.02099361
ecoli_00488,-1.1934505096,-1.208269057,0.051601640000000004
ecoli_00489,2.8027507564,-1.672601137,0.34237327
ecoli_00490,3.2785596059,-1.5933066089999999,0.37001703
ecoli_00491,2.0883473755,-0.35542659,0.52794562
ecoli_00492,2.1583988244,-0.35719236,0.51811106
ecoli_00493,3.278411921,-0.44954975,0.6172066700000001
ecoli_00494,3.4536176816,-0.546843076,0.6346432200000001
ecoli_00495,5.3726539529,-1.386791921,0.48516773
ecoli_00496,5.4787751922,-1.326752544,0.49623364000000003
ecoli_00497,-0.5368628578,-2.149374439,0.47949135
ecoli_00498,-0.40032575600000003,-2.170666885,0.435488
ecoli_00499,7.0604401088,0.28228039,-0.14088623
ecoli_00500,6.9241368287,0.22740423,-0.16340733000000002
ecoli_00501,0.7022383726,-0.910065081,0.40600823
ecoli_00502,1.2512366363,-0.9454840790000001,0.46997409
ecoli_00503,0.4541497876,-0.8766881620000001,-0.58603246
ecoli_00504,-0.24297585160000001,-0.872067922,-0.70255185
ecoli_00505,4.7883377154,-1.338154381,1.2011202
ecoli_00506,4.6189412759,-1.27289673,1.26498694
ecoli_00507,4.3341094151,-0.41075282,0.40492605
ecoli_00508,4.6508563845,-0.44553304,-0.053889610000000004
ecoli_00509,5.0950943102,-0.33785343,0.01586921
ecoli_00510,4.600917454,-0.38782241,0.0448398
ecoli_00511,1.8141961283999999,-2.095898211,1.35846915
ecoli_00512,1.6180356345,-2.000366423,1.3203357900000001
ecoli_00513,-1.5183095539,-2.159298476,0.34927395
ecoli_00514,-1.4065233893,-2.150713769,0.39115786
ecoli_00515,2.1526596841,-0.6820185790000001,0.36855357
ecoli_00516,2.0412215999,-0.6835790350000001,0.40012365
ecoli_00517,-5.4035286064,-0.049447399999999996,0.6429495
ecoli_00518,-4.9836763503,-0.24208123,0.44969231
ecoli_00519,-5.3631166943,-0.596276773,1.01343777
ecoli_00520,-6.1432206324,-0.606237278,0.99222908
ecoli_00521,-5.6257178195,-0.7501787390000001,1.32581989
ecoli_00522,-5.107150805,-0.6814209360000001,1.5261695
ecoli_00523,-4.9287855785,-0.9504560350000001,1.32236513
ecoli_00524,0.2958363846,-0.2305159,0.75530452
ecoli_00525,0.4132642583,-0.17591846,0.84317699
ecoli_00526,0.663131998,-0.2965743,0.79641973
ecoli_00527,0.9223035588,-0.32117841,0.80001228
ecoli_00528,-2.6440223539,-0.895111893,0.31350032
ecoli_00529,-2.1351210098,-1.737699315,-0.02782439
ecoli_00530,-0.4964091223,-1.6833376370000002,0.08685863
ecoli_00531,-1.9062435073000001,-2.316047306,-0.49775873000000004
ecoli_00532,-5.7715594823,-0.734570159,1.42443941
ecoli_00533,-5.8518103313,-0.761658111,1.49155281
ecoli_00534,-5.5292908182,-0.8394056560000001,1.44866504
ecoli_00535,-5.6605960065000005,-0.7554964460000001,1.62702083
ecoli_00536,-6.6668838227,-0.808046189,0.54081377
ecoli_00537,-6.0735997622,-0.512217975,0.48600325
ecoli_00538,-6.4369424409,-0.47461469300000003,0.52912561
ecoli_00539,-6.9840701421,-0.4357486,0.7043804
ecoli_00540,-4.551268653,-1.494754572,0.05035374
ecoli_00541,-4.0127123223,-1.316425476,0.06585657
ecoli_00542,-4.4693130391,-1.490609592,0.08244431
ecoli_00543,-3.8679151582999998,-1.471973372,0.06150486
ecoli_00544,-4.004556643,-1.527542005,0.22406956
ecoli_00545,-4.4949070649,-1.645324409,0.01661359
ecoli_00546,6.9326053584,-1.678068745,1.31938493
ecoli_00547,7.1701446542,-1.718998047,1.24802713
ecoli_00548,6.7228511726,-1.8352499290000002,1.00736174
ecoli_00549,6.8013640256,-1.786663477,1.09908479
ecoli_00550,6.6347842205,-1.72796102,1.09254649
ecoli_00551,6.0606268171,-1.7236913839999999,1.38806858
ecoli_00552,6.1952354153,-1.211982991,0.73973953
ecoli_00553,6.1414989803,-1.3472629839999999,1.05477262
ecoli_00554,6.7326513577,-1.33030413,0.98252839
ecoli_00555,5.9265716903,-1.254761602,1.22590753
ecoli_00556,5.7711398973,-1.2234490230000001,1.35560079
ecoli_00557,5.4867989415,-1.5154520580000002,1.59672657
ecoli_00558,-2.0471599444,-0.9081233510000001,0.44638784000000004
ecoli_00559,-2.1209723855,-0.9903019460000001,0.33690615
ecoli_00560,-2.821842211,-0.5167432120000001,0.18500819999999998
ecoli_00561,-2.9306379788,-0.5776650170000001,0.17453282
ecoli_00562,-2.2814422492,-0.37683329,1.23630888
ecoli_00563,-2.2042118512,-0.36824514,1.51723098
ecoli_00564,12.8957635945,0.02452012,1.11599795
ecoli_00565,12.6708677645,0.03989264,1.00761418
ecoli_00566,3.9284361957,-0.35072934,1.8599309499999999
ecoli_00567,3.7199014939,-0.43471469999999995,1.96775104
ecoli_00568,2.6888249133,-0.18387566,1.34722826
ecoli_00569,2.4045552705,-0.18186948,1.33282406
ecoli_00570,2.4179252895,-0.3310511,1.06043573
ecoli_00571,2.0023513611,-0.28769541,1.0595746
ecoli_00572,4.9143701196,-0.31953937,1.54486479
ecoli_00573,4.2906342653,-0.38048491,1.70512787
ecoli_00574,3.0991127917,-0.5721116110000001,1.48876575
ecoli_00575,3.4620642708,-0.694359012,1.49046411
ecoli_00576,3.3938855105,-1.247673151,0.42324306
ecoli_00577,2.2902111062,-1.017907423,0.92268259
ecoli_00578,2.2443934867,-1.133742854,1.07680213
ecoli_00579,3.3930318423,-1.2309957200000001,0.67513225
ecoli_00580,2.7946789809,-0.8953110120000001,1.0768153
ecoli_00581,2.4054437249,-0.971223696,0.95867048
ecoli_00582,0.7937206593,0.52490577,1.4037885700000001
ecoli_00583,1.1641009066,0.36177099,1.28308702
ecoli_00584,-4.9509401474,-0.18063335,2.33533651
ecoli_00585,-4.4354839127,-0.17650689,2.38016355
ecoli_00586,-6.3725233065,-0.16131298,1.09876666
ecoli_00587,-5.9633500639,-0.01814422,0.47334449
ecoli_00588,-6.3139599103,-0.08565903,0.65640274
ecoli_00589,-6.0717328957,-0.0522423,0.71332876
ecoli_00590,-4.4698424862,-1.15562081,1.8309453100000002
ecoli_00591,-4.5988546657,-1.287140001,1.9450377699999999
ecoli_00592,-2.3036665874,-1.146727265,1.9550789
ecoli_00593,-2.8119568219,-1.042519202,1.2597828500000001
ecoli_00594,-2.6552038245,-0.968609127,1.25077024
ecoli_00595,-2.5199922983,-0.9814548620000001,1.2731067600000001
ecoli_00596,-1.166179041,-0.8692324100000001,1.08535662
ecoli_00597,-2.440823316,-1.274923334,0.94057974
ecoli_00598,-1.669367947,-0.39179945,0.71112224
ecoli_00599,-2.371455524,-0.9349098520000001,0.28246794000000003
ecoli_00600,-4.8904710209,-0.534779118,0.457156
ecoli_00601,-4.4139898117,-0.663013057,0.14308002
ecoli_00602,-4.5920395976,-0.953631497,0.3752066
ecoli_00603,-5.0389671939,-1.310194488,0.33776968
ecoli_00604,-5.2098279321,-0.644525101,0.6383114400000001
ecoli_00605,-5.0770377255,-1.159417647,0.41755462
ecoli_00606,-0.8609720755,-0.797058927,0.8766619999999999
ecoli_00607,-0.8658696808,-0.664834806,1.16672583
ecoli_00608,0.061579085000000006,-1.455263908,0.7972745
ecoli_00609,-0.6298808617,-1.424101167,0.95291099
ecoli_00610,-0.48484651240000004,-1.064509031,0.9564236500000001
ecoli_00611,-1.1495088833,-1.786087297,1.23767677
ecoli_00612,3.5132651788,-0.52355104,0.34154037
ecoli_00613,2.3344394044,-0.5861448850000001,0.6891459
ecoli_00614,2.7344004607,-0.801511481,0.41579742000000003
ecoli_00615,3.5423998926999998,-1.017915859,-0.33381252
ecoli_00616,2.8180499764,-0.8455171930000001,0.61834977
ecoli_00617,2.5311762192,-0.9345093310000001,0.60806423
ecoli_00618,3.1144816782,0.18244069000000002,0.996396
ecoli_00619,3.3905359072,0.18055084,0.93869986
ecoli_00620,2.4723070846,-0.26686069,1.79554241
ecoli_00621,2.3315235741,-0.23508251,1.76221537
ecoli_00622,0.5672376481,-0.33309309,0.04189433
ecoli_00623,0.5472161635,-0.31404305,0.031098650000000002
ecoli_00624,2.5063048185,-0.38906226,0.01636934
ecoli_00625,2.4763764497,-0.37757788000000003,-0.03863184
ecoli_00626,0.9472214566,-0.6204219750000001,-0.15486913
ecoli_00627,1.0407983068,-0.567258162,-0.18797906
ecoli_00628,1.3654055949,-0.9036069760000001,-0.37082708000000003
ecoli_00629,1.4978046668,-0.991964715,-0.41566806
ecoli_00630,-0.09394189230000001,-0.539931876,0.34131034
ecoli_00631,-0.2512511027,-0.557142828,0.43697588
ecoli_00632,1.3139147081,-0.523184753,0.12777388
ecoli_00633,1.7674703529,-0.491167487,0.24692619999999998
ecoli_00634,1.3266908481,-0.556873489,0.15977965
ecoli_00635,1.4301765145,-0.6080028080000001,0.15604984
ecoli_00636,-0.5235650940000001,-0.5638607720000001,0.28163042
ecoli_00637,-0.3052739049,-0.500341994,0.4350714
ecoli_00638,1.0769206915,-0.3547546,0.10507285
ecoli_00639,1.2479864869,-0.35467996,0.12359447
ecoli_00640,1.2536781429000001,-0.5368745070000001,0.20161313
ecoli_00641,0.9989157745,-0.621547233,0.031313640000000004
ecoli_00642,0.3019047315,-0.533150032,0.37522121
ecoli_00643,0.3210234569,-0.57321679,0.46287082
ecoli_00644,1.152864749,-0.556709336,0.10402256
ecoli_00645,1.1370545576,-0.534851739,0.11131192000000001
ecoli_00646,1.5685500183999999,-0.45095516,0.0949116
ecoli_00647,1.5533528738,-0.46322673000000003,0.18808276000000002
ecoli_00648,-0.1103482724,-0.38989347,0.02941484
ecoli_00649,-0.33890776240000003,-0.41520188,-0.06818959000000001
ecoli_00650,0.7612368738,-0.42882312,0.11046797
ecoli_00651,0.7979626615000001,-0.41234329000000003,-0.11812801
ecoli_00652,-0.5463971221,-1.237969803,-0.19725606
ecoli_00653,-0.5924472795,-0.856101379,-0.08252239
ecoli_00654,1.8176783788000002,-0.49375391300000004,-0.05976733
ecoli_00655,1.737290232,-0.532192863,-0.09576574
ecoli_00656,0.0714086919,-0.486893911,-0.008111150000000001
ecoli_00657,0.0791301793,-0.45430517000000004,-0.00095964
ecoli_00658,1.2861973725,-0.6235481620000001,0.05740071
ecoli_00659,1.3886771193,-0.671038401,0.02857757
ecoli_00660,0.6681406421,-0.42704584,0.46607023000000003
ecoli_00661,0.8262553067,-0.522097425,0.5321971600000001
ecoli_00662,1.3938411224,-0.47675233600000005,0.02676608
ecoli_00663,1.2101692871,-0.5381758320000001,-0.14944072
ecoli_00664,0.4497232608,-0.5880510760000001,0.08426084
ecoli_00665,0.638450704,-0.6129090460000001,0.18949544000000001
ecoli_00666,0.5351654604,-0.573115208,0.35768782
ecoli_00667,0.9975386922,-0.609840802,0.27970441
ecoli_00668,1.12776422,-0.9540955630000001,-0.02709501
ecoli_00669,1.3795948559,-0.555825946,0.5914325300000001
ecoli_00670,0.14432001690000001,-0.34490421,0.42080976000000003
ecoli_00671,0.1635594254,-0.40354856,0.42748417
ecoli_00672,0.21755897940000002,-0.539284369,0.018879860000000002
ecoli_00673,0.35434601730000004,-0.49206625400000004,0.39366731
ecoli_00674,0.7233815423000001,-0.2965316,-0.19776785
ecoli_00675,0.7417545842000001,-0.284545,-0.27181677
ecoli_00676,0.3769822608,-0.523217742,0.03006476
ecoli_00677,0.3927166621,-0.562198257,-0.00306605
ecoli_00678,-0.9324465073,-0.34018673,0.64039163
ecoli_00679,-0.6488911081000001,-0.47541122900000005,0.7851935
ecoli_00680,0.1780245479,-0.44149245000000004,-0.42465149
ecoli_00681,0.28094498300000004,-0.44023075,-0.35511538
ecoli_00682,0.3655449717,-0.49509736200000004,0.18077612
ecoli_00683,0.22892262800000002,-0.492391607,0.24076854
ecoli_00684,1.3137372551,-0.5312033890000001,0.02602755
ecoli_00685,1.8204730641,-0.559035076,-0.07627837
ecoli_00686,1.3609271471,-0.599916196,-0.50040237
ecoli_00687,1.0893652228,-0.553098092,-0.52183585
ecoli_00688,0.3130107379,-0.6803729550000001,-0.16637142
ecoli_00689,0.28040414950000003,-0.680848647,-0.11145325
ecoli_00690,-0.9793341878,-0.9557635550000001,-0.020325
ecoli_00691,-0.4200732927,-0.912093714,-0.18291644
ecoli_00692,-0.45391336330000004,-1.098924585,-0.07552866
ecoli_00693,-0.592238108,-1.211080264,-0.04524775
ecoli_00694,-0.3244677748,-1.2057207220000001,-0.35391653
ecoli_00695,-0.029269582800000003,-1.636227947,-0.45206175
ecoli_00696,-0.3543866355,-0.8681744480000001,0.0807589
ecoli_00697,-0.5054079725,-0.9357282760000001,0.08679232
ecoli_00698,0.9312562798,-0.65297958,-0.34096387
ecoli_00699,0.9622289658000001,-0.640962602,-0.46547649
ecoli_00700,1.2978852152,-0.487879638,-0.20696612
ecoli_00701,1.2927094901,-0.539464723,-0.17118503000000002
ecoli_00702,0.0166032129,-0.5936338480000001,-0.25815406
ecoli_00703,-0.0988704259,-0.630362442,-0.3138141
ecoli_00704,1.1473976261,-0.27597319,0.052621999999999995
ecoli_00705,1.0554721950000001,-0.34418337,0.02301405
ecoli_00706,0.6621303003,-0.69434446,0.29473335
ecoli_00707,0.7737149246,-0.751186466,0.23900908
ecoli_00708,0.1978661237,-0.42766504,-0.04198711
ecoli_00709,0.08364181180000001,-0.39069424,0.01127055
ecoli_00710,1.7041273963,-0.571092402,-0.02985856
ecoli_00711,1.4687104363,-0.493976599,-0.09669539
ecoli_00712,2.3079372886,-0.575881917,-0.04023976
ecoli_00713,2.5417523234,-0.645516251,-0.02112288
ecoli_00714,-1.0259617841,-0.948741217,0.35755899
ecoli_00715,-1.0518328169,-1.002601875,0.43869551
ecoli_00716,1.9351200298000002,-0.13762756,0.85817168
ecoli_00717,1.5748125691000001,-0.12454776000000001,0.81925843
ecoli_00718,1.003944663,-0.13551547,0.84517804
ecoli_00719,1.0033437393,-0.10928189,0.8136276
ecoli_00720,0.0217480434,-0.22347198000000001,0.9004827999999999
ecoli_00721,-0.26568852,-0.18750564,0.86554895
ecoli_00722,-1.7190078693,-0.13166879,0.35673339
ecoli_00723,-1.8601750765,-0.07485542,0.36628705
ecoli_00724,5.5643792423,-0.18782103,0.50726276
ecoli_00725,5.2020411919,-0.028420090000000002,0.63888313
ecoli_00727,1.7568392454000001,0.07952112,1.01210104
ecoli_00728,4.1410106495,-0.22036707,0.57438828
ecoli_00729,3.9232358891,-0.12285809,0.71347931
ecoli_00730,0.9550504535000001,-0.5055014840000001,0.8612274400000001
ecoli_00731,0.1887898922,-0.616462458,0.72514034
ecoli_00732,0.17859140210000002,-0.61580484,0.77374784
ecoli_00733,1.0950796825,0.15524607,0.61098352
ecoli_00734,0.9413958424000001,0.14542259,0.81746511
ecoli_00735,-1.8656047717000002,-0.13805556,0.66846408
ecoli_00736,-3.8108164178,-0.12451112,0.94931314
ecoli_00737,-0.004318759,0.060721790000000005,0.75142612
ecoli_00738,-0.4323245121,0.11613279,0.98917528
ecoli_00739,2.9896254623000003,-0.31948313,0.71449311
ecoli_00740,2.2496669117,-0.38190284,0.8154456800000001
ecoli_00741,1.5680282509999999,-0.22482834000000002,0.94216331
ecoli_00742,0.7036888258,-0.26339211,0.99963535
ecoli_00743,-0.7429221661000001,-0.09003722,1.14796381
ecoli_00744,-0.6392058912,-0.12107811,1.10579719
ecoli_00745,0.23608324630000002,-0.04652623,1.12360426
ecoli_00746,0.38280858300000004,-0.06018581,1.11506832
ecoli_00747,-0.4660523616,-0.10775732,1.03663164
ecoli_00748,-0.0180047618,-0.13501735,1.04451478
ecoli_00749,-2.8996676904000003,-0.671733718,0.93460829
ecoli_00750,-3.1265081422,-0.5891714290000001,0.97646792
ecoli_00751,-3.7985186381,-0.9268589250000001,1.3679801
ecoli_00752,-3.854747666,-0.945195493,1.41636048
ecoli_00753,-2.3051865228,-0.46955744,0.93937463
ecoli_00754,-1.8391979335,-0.35146539,0.8526118500000001
ecoli_00755,-2.5838180925,-2.176999619,1.35626368
ecoli_00756,-2.8882370571,-1.8324292899999999,1.5022903699999999
ecoli_00757,-4.6903914861,-0.30461746,0.93642599
ecoli_00758,-4.5146975929,-0.34058443,0.82566838
ecoli_00759,1.2071193528,-0.2697349,0.98675364
ecoli_00760,1.6531942855000001,-0.08336518,0.9974324
ecoli_00761,-0.33902097210000004,-0.33102192,0.71089009
ecoli_00762,-0.0490048941,-0.31719005,0.74678522
ecoli_00763,-0.4959578167,-0.39582389,0.79007032
ecoli_00764,-0.6749650814,-0.39578102,0.77681403
ecoli_00765,-0.26059235140000003,-0.41130461,0.76811425
ecoli_00766,-0.3131470042,-0.45214628,0.70677667
ecoli_00767,-0.6237140635,-0.6854790040000001,0.36250292
ecoli_00768,-0.5892768850000001,-0.573178812,0.27298706
ecoli_00769,0.2093132744,-0.39625774,1.07691188
ecoli_00770,0.1808118844,-0.43990065,1.09762849
ecoli_00771,-3.7276987609,-0.45667355,1.15305403
ecoli_00772,-4.2711741462,-0.36698022,1.16405975
ecoli_00773,-2.5633942971,-0.44682955,1.00447873
ecoli_00774,-2.4176874913,-0.542667683,0.79369866
ecoli_00775,-2.4008916999,-0.44039437000000003,0.90717042
ecoli_00776,-2.3722119937,-0.511194523,0.88405635
ecoli_00777,1.3255773377,0.22792414,1.05188743
ecoli_00778,1.5149125259,0.2287772,1.02051918
ecoli_00779,3.3697454672,-0.02556688,0.99347971
ecoli_00780,3.1361040766,0.13502295,1.01798932
ecoli_00781,2.235716913,0.28767536,0.8886569
ecoli_00782,2.4374330065,0.25537654,0.88456952
ecoli_00783,4.5220093695,0.25564459,0.8293305400000001
ecoli_00784,4.234590252,0.27478796,0.84121628
ecoli_00785,-1.9358849756,0.42896812,0.99081589
ecoli_00786,-1.9569329172,0.37744064,1.01168588
ecoli_00787,0.2038608838,0.52707341,1.21707593
ecoli_00788,0.1571260294,0.38186708,1.07575822
ecoli_00789,1.1825244695000001,0.37596988000000003,0.91463476
ecoli_00790,1.0304575561,0.43998506,1.00042581
ecoli_00791,3.2880687193,0.49570111,1.00879049
ecoli_00792,3.0543744118,0.54310336,1.23577497
ecoli_00793,2.0172027645,0.30102386000000003,0.9568040800000001
ecoli_00794,2.3397210616,0.28572659,0.9996362400000001
ecoli_00795,5.3379320804,0.45011624,1.04196178
ecoli_00796,3.9052907138,0.56432813,1.16573042
ecoli_00797,6.8596756793,0.51395106,-0.42896459000000003
ecoli_00798,8.0457025303,0.09895834,-1.20448178
ecoli_00799,7.2339634714,0.29930733,-0.79331534
ecoli_00800,7.5134771189,0.43498446,-0.28793522
ecoli_00818,3.8690810687,-0.15138647,0.5985636
ecoli_00819,3.8182812907,-0.19853085,0.42878428
ecoli_00820,5.450752169,-0.05504335,0.30258216
ecoli_00821,5.3733183602,-0.12573631,0.21211501
ecoli_00822,5.45825301,-0.27574757,0.23462278
ecoli_00823,5.5423129908,-0.16221957,0.1622258
ecoli_00824,6.8687624682,-0.18646497,0.19064418
ecoli_00825,6.6222860809,-0.09139962,0.27641195
ecoli_00826,7.1307898668,-0.0059367,0.4443648
ecoli_00827,6.6518636479,0.00527821,0.45277793
ecoli_00828,7.0366658693,-0.09012503000000001,0.31752798
ecoli_00829,6.9363381164,-0.03360522,0.31185344
ecoli_00830,7.70685923,0.00986924,0.56595169
ecoli_00831,7.8660007077,0.07053867,0.62035997
ecoli_00832,9.275053144,-0.07172149,-0.03238877
ecoli_00833,9.6394974683,-0.10723965,-0.52102532
ecoli_00834,4.5041727945,-0.04267874,-0.03905408
ecoli_00835,4.7257025757,0.03544959,0.26957564
ecoli_00836,5.2702344603,-0.03225577,-0.18431775
ecoli_00837,5.2859616453000005,-0.036939150000000004,-0.26928468
ecoli_00838,5.3339767207,-0.05342864,-0.18958329999999998
ecoli_00839,5.092747616,-0.02697128,0.030880130000000002
ecoli_00840,4.6266756471,0.10975181,0.20517000000000002
ecoli_00841,4.6456920965,0.03182564,0.17560639
ecoli_00842,6.9391226381,0.07208303,0.15449054
ecoli_00843,7.2680775895,0.03155094,0.05821307
ecoli_00844,6.651351294,-0.0250168,-0.28052735
ecoli_00845,6.8808035673,0.0720503,-0.011047340000000001
