,-0.09331914849557857,-0.07776595707964881,-0.062212765663719055,-0.0466595742477893,-0.03110638283185954,-0.015553191415929785,-2.7755575615628914e-17,0.015553191415929729,0.031106382831859486,0.04665957424778924,0.062212765663719,0.07776595707964876,0.09331914849557851,0.10887233991150827,0.12442553132743803,0.13997872274336778,0.15553191415929754,0.1710851055752273,0.18663829699115705,0.2021914884070868
thresh,-0.08554255278761369,0.08554255278761369,1,,,,,,,,,,,,,,,,,
unreg,1,0,2,9,112,1091,3245,976,103,14,3,3,4,3,3,0,2,0,1,0
unreg_genes,['PA5530'],[],[],[],[],[],[],[],[],[],[],[],['PA3454' 'PA3534' 'PA0507' 'PA1828'],['PA4654' 'PA3420' 'PA0839'],['PA3427' 'PA1648' 'PA3277'],[],['PA5020' 'PA0840'],[],['PA2550'],[]
