,-0.09633629709230769,-0.08028024757692308,-0.06422419806153846,-0.04816814854615385,-0.03211209903076924,-0.016056049515384627,-1.3877787807814457e-17,0.0160560495153846,0.03211209903076921,0.048168148546153824,0.06422419806153844,0.08028024757692305,0.09633629709230766,0.11239234660769228,0.1284483961230769,0.1445044456384615,0.16056049515384613,0.17661654466923077,0.19267259418461535,0.20872864369999994
thresh,-0.10436432185,0.10436432185,1,,,,,,,,,,,,,,,,,
unreg,3,2,6,32,123,438,614,331,100,36,19,8,2,4,2,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['SP5448_00995' 'XK27_09605' 'SP5448_07375' 'SP5448_01660'],['int3' 'XK27_09600'],['XK27_01125' 'SP5448_03465'],[],['SP5448_01130'],[],[]
