,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.9291169192250001,0.5229640103166826,4.0,70.0,-1.3879252205000001,71.0,-1.2015694245,72.0,-0.1971755417,73.0,-0.9297974902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-3.700743415417188e-17,1.584600122627489,6.0,74.0,-1.1152426884,75.0,-1.5380877249,76.0,-1.4712346073,86.0,2.2058580915,88.0,0.7666771684,90.0,1.1520297607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.019096060866666747,3.679707628465644,6.0,77.0,-3.1514955955,78.0,-3.0771665926,79.0,-3.2784591877,87.0,1.6690931545,89.0,2.7220248266000002,91.0,5.2305797599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,3.146004242,0.3949302193779841,3.0,80.0,3.4806530524,82.0,2.7103935933,84.0,3.2469660803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,1.583265724,0.680108133530152,3.0,81.0,2.1316671521,83.0,0.8222498720000001,85.0,1.7958801479000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.700743415417188e-17,0.9205340092109483,3.0,92.0,1.0457515155,93.0,-0.3579949281,94.0,-0.6877565874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.7050474448666667,0.6131040595393956,3.0,95.0,-0.6773864824,96.0,-1.3315138222,97.0,-0.10624203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,3.8956952036000003,0.5173231517975692,3.0,98.0,3.3046913395,99.0,4.1159703595,100.0,4.2664239118000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,4.031115739033333,0.2970554158467199,3.0,101.0,4.3510030785,102.0,3.7639527258000003,103.0,3.9783914128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,3.0357760789333335,0.9251965000490443,3.0,104.0,3.9306170888,105.0,3.0937596094,106.0,2.0829515386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,2.0227066491,1.2159379571845295,3.0,107.0,2.1159868643,108.0,0.7628150355000001,109.0,3.1893180475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,8.126409952366666,0.5491424436984469,3.0,110.0,8.751557673,111.0,7.7219112912,112.0,7.9057608929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,14.993674944433332,2.4018073273878113,3.0,113.0,14.0289954441,114.0,17.7278414051,115.0,13.2241879841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
