,-0.1426644945858537,-0.10699837093939027,-0.07133224729292684,-0.035666123646463405,2.7755575615628914e-17,0.03566612364646346,0.07133224729292689,0.10699837093939032,0.14266449458585376,0.1783306182323172,0.21399674187878062,0.24966286552524405,0.28532898917170746,0.32099511281817095,0.3566612364646343,0.3923273601110977,0.4279934837575612,0.4636596074040247,0.49932573105048805,0.5349918546969514
thresh,-0.08916530911615857,0.08916530911615857,1,,,,,,,,,,,,,,,,,
unreg,1,3,6,205,3768,220,5,1,0,0,0,0,1,0,0,0,0,1,0,0
unreg_genes,['ndh'],['insB-4' 'ycfJ' 'ubiA'],[],[],[],[],[],['pdeL'],[],[],[],[],['menF'],[],[],[],[],['ubiC'],[],[]
