,-0.0993531367012562,-0.08406803874721679,-0.06878294079317737,-0.05349784283913796,-0.03821274488509854,-0.02292764693105913,-0.007642548977019714,0.0076425489770197,0.022927646931059115,0.03821274488509854,0.053497842839137943,0.06878294079317734,0.08406803874721677,0.0993531367012562,0.1146382346552956,0.129923332609335,0.14520843056337443,0.16049352851741386,0.1757786264714533,0.19106372442549266
thresh,-0.1069956856782759,0.1069956856782759,1,,,,,,,,,,,,,,,,,
unreg,1,2,3,11,52,350,1711,1682,328,47,10,7,0,0,2,1,1,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['insD-2' 'insD-4'],['insD-3'],['insC-6'],['insC-3'],['insC-4' 'insC-2'],[]
