,PA5440a
SRX7442752,-0.057681873
SRX7442753,0.057681873
SRX7442754,1.8083262480000002
SRX7442755,1.844921035
SRX7442756,-0.638278836
SRX7442757,-0.28611024
SRX7442758,-0.9816310420000001
SRX7442759,1.789748247
SRX7442761,2.12301853
SRX7874204,-0.10580832500000001
SRX7874205,0.10580832500000001
SRX7874206,0.075916998
SRX7874207,0.46557997300000004
SRX8639787,-0.175481832
SRX8639788,0.175481832
SRX8639789,-1.303460306
SRX8639790,-0.40890312900000003
SRX8639791,0.263229248
SRX8639792,0.707255457
SRX8639793,-1.5772065620000002
SRX8639794,-1.496656877
SRX8639795,-1.331690945
SRX8639796,-1.846858681
SRX8639797,0.708811277
SRX8639798,-0.18943131500000002
SRX8639800,0.369299201
SRX1156127,0.040546838
SRX1156135,-0.040546838
SRX1156136,0.132527963
SRX1156137,0.448285873
SRX1156138,0.087382755
SRX1156140,0.047616046
ERX2195929,0.053728526000000006
ERX2195930,-0.053728526000000006
ERX2195931,0.281596872
ERX2195932,0.5681039210000001
ERX2195933,1.7773625970000002
ERX2195934,1.424585489
SRX4579961,-0.29210509
SRX4579962,0.098810408
SRX4579963,0.19329468200000002
SRX4579964,0.7169610080000001
SRX4579965,0.49141969300000005
SRX4579966,0.542824871
SRX5630349,-0.024866063
SRX5630350,0.024866063
SRX5630351,-0.5328073999999999
SRX5630352,0.36727165700000003
SRX1411278,0.017198269000000002
SRX1411287,0.43387091600000005
SRX1411289,0.641647685
SRX1411279,0.069833381
SRX1411280,-0.087031649
SRX1411281,0.14086816800000002
SRX1411282,0.089835549
SRX1411283,0.183247658
SRX1411284,-0.10036997
SRX1411285,0.437239486
SRX1411286,-0.162646744
SRX1411288,0.39771246600000004
SRX2711962,-0.0029122360000000003
SRX2711963,0.0029122360000000003
SRX2711964,-0.47305107700000004
SRX2711965,-0.560059293
SRX2711966,-0.848607163
SRX2711967,-0.421660951
ERX3558798,-0.769387849
ERX3558799,-0.744547261
ERX3558800,-0.517433727
ERX3558801,-0.6900581100000001
ERX3558802,-0.03647712
ERX3558803,-0.034343414
ERX3558804,-0.173809454
ERX3558805,0.24462998900000002
ERX3593017,1.837241653
ERX3593018,1.908894252
ERX3593020,0.045065732000000004
ERX3593021,0.047205072
ERX3593022,-0.09227080500000001
SRX7058492,-0.041452692
SRX7058494,0.22799522700000002
SRX7058495,-0.009725223
SRX7058509,0.041452692
SRX2662717,-0.32017775200000004
SRX2662718,0.630553773
SRX2662721,-0.521888588
SRX2662722,0.521888588
SRX8143226,-0.010669093000000001
SRX8143227,0.010669094
SRX8143228,0.074428696
SRX8143229,-0.258637966
ERX2456848,0.153245555
ERX2456849,-0.092548958
ERX2456850,0.39243767
ERX2456851,-0.5999464830000001
ERX2456852,-0.21543732200000001
ERX2456853,0.210292583
ERX2456854,0.21775597500000002
ERX2456855,0.014513755000000001
ERX2456856,0.16838639200000002
ERX2456857,-0.464005335
ERX2456858,-0.08341567
ERX2456859,0.146764885
SRX540108,-0.275014283
SRX540109,0.275014283
SRX540110,0.47959439400000003
SRX540111,0.328442871
SRX540112,-1.652655891
SRX540113,-0.603462936
SRX540114,-0.037088388
SRX540115,-1.4454252890000001
SRX1737662,0.064144412
SRX1737664,0.7132572770000001
SRX1737665,0.20232876900000002
SRX1737667,0.37390687100000003
SRX1737668,0.33891803200000004
SRX1737670,-0.712824902
SRX1516139,0.04261467
SRX1516140,-0.04261467
SRX1516141,-0.10331507000000001
SRX1516142,-0.20978645
SRX591667,0.5870775060000001
SRX591668,-0.511021307
SRX591669,-1.175217665
SRX591670,-1.6052674310000001
SRX591671,-0.24854867600000002
SRX591675,-0.5870775060000001
SRX591676,-0.555968674
SRX591677,-0.766416156
SRX591678,-1.4956977660000002
SRX591679,-0.470657205
SRX2520351,0.027118572
SRX2520352,-0.147336771
SRX2520353,-0.003479255
SRX2520354,-1.520682613
SRX2520355,0.6869962660000001
SRX2520356,0.20770854200000002
SRX2520357,-0.774486607
SRX2520358,0.6646178610000001
SRX2520359,-0.046080973000000004
SRX2520360,1.035154784
SRX2652927,0.374857965
SRX2652931,0.37855507
SRX2652933,-0.25569799800000004
SRX2652935,0.0013885780000000001
SRX2652937,0.25430942100000004
SRX2940624,-0.296746936
SRX2940626,-0.5922886190000001
SRX2940627,0.14918076900000002
SRX2940628,-0.198040284
SRX2940629,0.048859514
SRX3763712,-0.046680086
SRX3763714,0.046680086
SRX3763715,0.200508226
SRX3763716,0.677405672
SRX3763717,0.515039005
ERX2259197,0.196809418
ERX2259198,-0.310220396
ERX2259199,0.17065507800000002
ERX2259200,-0.17065507800000002
SRX6976948,0.017811548
SRX6976949,-0.220237805
SRX6976950,0.202426256
SRX6976951,0.11025772
SRX6976952,-0.016506381
SRX6976953,0.075260925
SRX4342817,0.257975326
SRX4342818,-1.171897145
SRX4342819,1.595108972
SRX4342820,-0.0032282020000000003
SRX4342821,0.91715002
SRX4342822,-0.146109659
ERX2300159,-0.23045471
ERX2300160,0.23045471
ERX2300161,0.793190762
ERX2300162,0.637878183
ERX2300163,-0.16619401
ERX2300164,0.6943065620000001
ERX2300165,-0.08562069800000001
ERX2300166,0.359437911
ERX2300167,-0.11600996000000001
ERX2300168,0.888896875
ERX2300169,-0.879272456
ERX2300170,0.366424693
ERX2068556,-0.144744347
ERX2068557,-0.33887474
ERX2068558,-0.42774475300000003
ERX2068559,0.31910956900000004
ERX2068560,0.084524709
ERX2068561,-0.40363427700000004
SRX6747256,0.15514824500000002
SRX6747257,0.064366661
SRX6747258,-0.22183411
SRX6747259,-0.08605338
SRX6747260,0.088372585
SRX6747265,0.540196462
SRX6747266,0.6743573810000001
SRX6747268,0.145709369
SRX6747269,0.009115522000000001
SRX6747953,-0.8814857770000001
SRX6747954,0.025293675
SRX6747955,0.8561921020000001
SRX6747957,0.161244313
SRX6747958,-2.281707179
SRX7747527,0.643730719
SRX7747528,0.38390356600000003
SRX7747537,0.358456569
SRX7747538,0.220241762
SRX7747540,-0.220241762
ERX2813653,-0.017762864
ERX2813654,0.017762864
ERX2813656,0.189813915
ERX2813657,-0.042957044
ERX2813658,0.338370977
Paeru_0017,-1.146536456
Paeru_0018,0.098346503
Paeru_0019,0.135549473
Paeru_0020,0.577608628
Paeru_0033,-0.830370873
