k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,0.016165701281279324,,,
6,Iron,False,0.013385925050824879,,,
11,Chromium,False,-0.012947058845311405,,,
3,Cadmium,False,-0.007673832247965038,,,
0,UC-1,False,-0.003248860607855022,,,
4,UC-4,False,-0.0027283486421220003,,,
10,Copper,False,-0.0015852297691162675,,,
2,UC-3,False,-0.0015290188533253967,,,
12,Zinc - Intermediate,False,-0.001320188157456781,,,
13,UC-6,False,-0.0012584620784036815,,,
9,UC-5,False,-0.0010301953641675325,,,
1,UC-2,False,-0.0008471460652071983,,,
8,Zinc - Fast,False,0.0003280771357822232,,,
14,UC-7,False,-0.0002855431649368256,,,
7,Zinc - Steady,False,0.00021865666942176177,,,
