,A,RbsR,Crp
SRX2391458,1.0580178425,0.3829928352,0.0383571309
SRX2391459,0.88153252,0.22454268730000002,0.0360981407
SRX2391460,1.1055103903,0.1970411118,0.0112518975
SRX2391461,0.5285025014,0.2902516778,0.0065400067
SRX2391462,0.6984545451,0.1778200453,0.0613117897
SRX2391463,1.2516692037000001,0.2646949921,0.0752505852
SRX2391464,1.2592139154,0.3122916993,0.0646232551
SRX2391465,1.1275507505,0.3362666426,0.0745769649
SRX2391466,1.306093864,0.35024354480000003,0.0132959954
SRX2391467,-0.0540933653,0.1613846227,0.0309166155
SRX2391468,-0.11518880220000001,0.0465341437,0.050854043200000004
SRX2391469,-0.1303484627,-0.0135075312,0.0781229599
SRX2391470,-0.5060223023,-0.1972076312,0.269221989
SRX2391471,1.5541967590999999,0.1943037175,0.0489485095
SRX2391472,-0.0346564602,0.0902037854,0.2725286431
SRX2391473,0.9812077219,0.2465401304,0.079938994
SRX2391474,1.0116706565,0.3296354604,-0.0319597258
SRX2391475,-0.0137333096,0.2170339299,0.2169729199
SRX2391476,-0.42036022980000004,0.1246896661,0.3349589161
SRX2391477,0.7110116601,-0.0490907168,0.1103821889
SRX2391478,0.3992484489,0.1814602388,0.3563764866
SRX2391479,-0.0817016151,0.030540692300000002,0.3086663712
SRX2391480,0.22879663730000002,-0.1239659889,0.48358926430000004
SRX2391481,0.9990940025,-0.19037466720000001,0.3481544716
SRX2391482,0.1807606297,0.046825517600000005,0.48077671120000004
SRX2391483,1.2466285195,0.0877899092,0.2107291755
SRX2391484,2.1542789716,-0.0385420262,-0.0935369191
SRX2391485,2.5795182976,0.4215237428,-0.24873146470000002
SRX2391486,1.6116126195,0.3755225135,-0.2016487162
SRX2391487,1.0680133258,0.20677663170000002,-0.14117476780000002
SRX2391488,0.9592380458,0.3083392035,-0.126103141
SRX2391489,1.0542894584,0.2698094924,-0.1334760396
SRX2391490,1.1088566299,0.2510778365,-0.0672349899
SRX2391491,1.0160240124,0.2682128735,0.0576004129
SRX2391492,1.9235237124000002,0.3666378061,0.2009926933
SRX2391493,1.3240775712000001,0.2950820101,0.1707298308
SRX2391494,1.2606449822,0.3157210338,0.0692396961
SRX2391495,0.0540933653,-0.1613846227,-0.0309166155
SRX2391496,0.042104892000000005,-0.08952332930000001,-0.0359995768
SRX2391497,0.012866988000000001,-0.209304283,0.058544858000000005
SRX2391498,1.0415499221,0.0259231608,-0.048752147
SRX2391499,1.7124716326,0.3873237936,0.0814724538
SRX2391500,0.6838140557,0.0943131495,0.14086945920000002
SRX2391501,1.4100035685,0.3305506223,-0.0582763844
SRX2391502,1.3122264303,0.2884270546,-0.2331385879
SRX2391503,-0.052717542000000006,-0.28544481720000003,0.0354719414
SRX2391505,-0.048620378400000004,-0.0577809559,0.305318221
SRX2391506,0.5888295794,0.1719339161,0.0945138693
SRX2391507,0.8741709389000001,0.1693134362,-0.0124149267
SRX2391508,0.5410635473000001,0.23545892840000002,0.3356911857
SRX2391510,0.47801918860000003,-0.1157428369,0.41076687230000003
SRX2391512,0.1728421409,-0.10652403390000001,0.3983587121
SRX2391513,1.0459462186,0.0579028326,0.2226821065
SRX2391514,1.4783420709000001,0.2910487537,0.03072544
SRX5632598,2.7821587141,1.2864310407000001,0.9297661229
SRX5632599,1.5142858342999999,0.7551686817000001,0.5458194559
SRX5632600,1.8691076497,1.8358750657,0.8896791535
SRX5632601,2.8766763907,1.9177291548,0.7544298497
SRX5632602,1.7317938208,1.4035387256,0.9083268103000001
SRX5632603,2.2896406904,1.8408316891,0.8378540299
SRX5632604,2.933662835,1.8223984372,1.2087494064
SRX5632605,1.9283626616,1.7446962489,1.1494446188
SRX5632606,3.9025164563,1.3594669385,0.7221774194
SRX5632607,2.9832972187999998,0.8442004881,0.3322589038
SRX5632608,-0.30096796870000003,0.1929760566,-0.0405799602
SRX5632609,0.054041858500000005,-0.3600780653,0.0211711041
SRX5632610,0.14955775670000002,0.41375486170000003,0.32684287360000003
SRX5632611,0.24692611020000002,0.1671020087,0.019408856000000002
SRX5632612,0.0083587179,-0.0489015826,0.3689308805
SRX5632613,0.43775157670000003,0.217659665,0.221949515
SRX5632614,1.9108216742000002,0.3113299352,0.1618995187
SRX5632615,3.0826100846,1.163389934,0.2420582473
ERX2874132,2.7663054613,0.6474265628,0.4265026615
ERX2874133,4.0552875541,0.5803941124,0.7271404589
ERX2874134,-0.7268392079,0.6015529336000001,0.8519065269
ERX2874135,2.4844954683,1.0395516142,0.5921076495
ERX2874136,1.1939507147,1.0078421602,1.0354136519
ERX2874137,4.5216056145,1.3939231311,0.7451035267
ERX2874138,3.6128193055,1.229387077,0.8182462086000001
ERX2874139,3.7068835436,0.7630830292,0.7045028161
ERX2874140,-0.3654279056,-0.2023855628,-0.139956359
ERX2874141,0.3654279056,0.2023855628,0.139956359
ERX2874142,1.3715239643000001,0.15583333400000002,0.5908025523
ERX2874143,1.8686555148,0.4177533912,0.9994652368
ERX2874144,4.7044264003,1.9280809522000002,0.7827099169
ERX2874145,5.7023138823,2.0643682892,0.7206732189
ERX2874146,1.3285497002,0.4077964955,0.5565290979
ERX2874147,1.7503831002,0.401470307,0.5652993358
SRX1300292,-0.3817980622,-0.30653955650000003,-0.2183604482
SRX1300293,0.3817980622,0.30653955650000003,0.2183604482
SRX1300299,0.12388409560000001,-0.7499959397,0.0496916416
SRX1300300,-0.655549216,0.473312451,0.2503393265
SRX1300304,2.5497867863,0.7804564014,0.39555321730000004
SRX1300305,0.2979773183,0.127767819,0.11605645020000001
SRX1300306,-0.3975478653,-0.15450037700000002,0.2931170004
SRX1300310,0.6927681991,0.5777938002,0.3087574011
SRX1300311,-0.5213698793,-0.0858453316,0.0756466625
SRX7291195,3.4506317857,0.6705186627,0.2997067975
SRX7291196,3.3163580213,0.3124523711,0.2171652813
SRX7291197,2.3424961435,0.26755199080000003,0.20048826090000002
SRX7291198,0.4532238303,-0.060259843800000004,0.0055111309
SRX7291199,-0.598547972,-0.15801026170000002,0.0383910612
SRX7291200,0.1453241417,0.2182701055,-0.0439021921
SRX7291201,2.1264855506,0.1035061329,0.2526018277
SRX7291202,3.2320458765,0.8031756320000001,0.270288277
SRX7291203,3.1687441623,0.4716016163,0.2825423364
SRX7291204,0.3827396434,-0.0122224598,0.1877512114
SRX7291205,0.6525898565,0.037084510700000003,0.1650360705
SRX7291206,0.9705961841,0.1160808567,0.1449864971
SRX2436955,-0.45833283750000003,-0.1925504593,0.45212262210000004
SRX2436956,-2.7308827872,0.34876744330000004,0.0515482653
SRX2436957,-2.7666163968,0.5073297309,0.1563578091
SRX2436958,-3.3242598989,0.47845869999999996,0.2851965476
SRX2436959,0.4182916685,0.5399257781,0.1360930215
SRX2436960,-1.1140636872,0.8709162068,0.1526137479
SRX2436961,-2.3572872039,0.5763161034000001,0.7470542054
SRX2436962,-4.2089509433,0.4607700444,-0.0330759678
SRX2436963,-0.0278986373,0.31621107060000003,0.0921125297
SRX2436964,-1.0993114245,1.2472768848,0.0459686345
SRX2436965,-6.0222312383,-0.0369878266,-1.7381250601
SRX2436966,-2.8042859052,0.0905070093,0.1060124781
SRX2436967,-2.3301945297,0.7387427495000001,0.7565786075
SRX2436969,0.680318912,0.3719547179,-0.0206086192
SRX2436970,-2.4483602472,0.0137681789,0.2191212157
SRX2436971,-2.7426983744999998,0.7435114262,0.701250519
SRX2437029,-3.9761981073,0.4804768257,0.0061447768000000005
SRX2437030,-1.5659066254,-0.175048154,0.5616911087
SRX2437031,-2.0738145018,-0.5869248633,0.2075206627
SRX2437032,-2.6098998101,-0.7252573093,0.07605606050000001
SRX2437033,1.5926879114,0.2459766858,-0.0229880917
SRX2437034,-5.5981715484,0.2420406854,-1.7211272316000001
SRX2437035,-1.7573919082,0.2831725178,0.33539129840000004
SRX2437036,-1.9183535623,-0.012388037900000001,0.37333806010000004
SRX2437037,-0.9907102391,1.0842873326,0.1027974094
SRX2437038,-2.6465377387,0.133035667,0.2542201101
SRX2437039,-0.2778969018,0.0030197133,0.1532453091
SRX2437040,-1.3310109535,0.1344081936,0.3624937381
SRX2437041,-0.379342212,-0.1321899761,0.5062765036
SRX2437042,1.5934087309,0.1786908996,-0.3269025847
SRX2437043,-1.5949097566,1.3811525121,0.09219357800000001
SRX2437044,0.7048026282000001,-0.34359669260000003,-0.2945282879
SRX4705203,-0.6274394132000001,0.1945765238,-0.385355987
SRX4705204,0.618100219,0.0809337371,-0.6930073795
SRX4705205,0.2043891774,0.31378783320000003,-0.7755713976
SRX4705206,0.28658780910000003,0.28182436040000003,-0.6576656106000001
SRX4705207,2.2475254069,0.5457445269,-0.1341736427
SRX4705208,2.01545483,0.315185178,-0.5635110724
SRX4705209,2.6136182953000002,0.4931388096,-0.1045202598
SRX4705210,1.0850655158,0.3769208748,-0.5514972085000001
SRX4705211,1.5999710761000001,0.6256196842,-0.5907591781
SRX4705212,1.6119148344,0.8105312904,-0.5379723588
SRX4705213,-0.1039695439,-0.09457288280000001,0.5884298837
SRX4705214,0.0782313354,0.149932477,0.5233414408
SRX4705215,-0.07923115160000001,0.28658724010000003,-0.4463507494
SRX4705216,-0.1187891278,0.0329809443,0.4678437997
SRX4705217,0.5157552069,-0.1253802728,-0.7475887920000001
SRX4705218,-0.2919967189,-0.2495475058,-0.38567558290000004
SRX4705219,0.7987749522,-0.2227708663,-0.31419254
SRX4705220,0.7052219953000001,-0.2021920535,-0.1236678575
SRX4705221,0.5217916195,-0.2324259424,-0.7518707576
SRX4705222,1.0583062236,0.1079682532,-0.10341932470000001
SRX4705223,-0.3819472564,0.055339349600000004,-0.31786441590000003
SRX4705224,-0.2204670964,-0.18619425520000002,-0.5855978821
SRX4705225,1.2628733568000001,0.1471875058,-0.9927383484000001
SRX4705226,1.6955786085,0.0032161497,-1.0770436531
SRX4705227,2.3084406718,0.3315943524,-0.9319843065000001
SRX4705228,0.4141239758,0.5220418589,-0.3099510565
SRX4705229,0.8343221531,0.4227532241,-0.5033890871
SRX4705230,0.7986536276,0.4324022886,-0.43552663960000004
SRX4705231,0.2690578301,-0.2044136008,-0.9039885132000001
SRX4705232,-0.1498562334,-0.2026539185,-0.882397812
SRX4705233,1.1604722482,-0.7667102757,-0.1968594431
SRX4705234,3.5586949021,0.1367921614,-0.0757624216
SRX4705235,4.7507764373,0.37992183100000004,-1.1352115054
SRX4705236,4.071028024,0.13956795300000002,-0.1630694594
SRX4705237,4.8115227008,-0.0822112067,-1.1430905682
SRX4705238,4.4731559004,0.1995231412,-1.1479592129
SRX2038319,-2.2209168328,-0.37233476190000003,0.0216952277
SRX2038320,-0.9645213766,-0.1923643816,0.0089552738
SRX2038321,-0.9886365774,0.4754596947,-0.029136735400000002
SRX2038322,0.1612846145,-0.0932856853,-0.22346250180000002
SRX2038323,2.2625216362,0.3473292321,-0.5950074874
SRX2038324,2.2438655148,0.58742153,-0.2819178846
SRX2038325,-1.9553319977,0.1348410883,-0.2129587413
SRX2038326,-0.8072873036,0.1262024572,-0.6664505470000001
SRX2038327,-4.4002586329,-1.127773635,-0.2899666271
SRX2038328,-3.2654645644,-0.7526097849000001,-0.0956451908
SRX2038329,0.4625767899,-0.1122885696,-0.534902734
SRX2038330,-0.8648181186,-0.2073534732,-0.09387450950000001
SRX2038331,-1.0913367768,0.13753601370000001,-0.4795015226
SRX2038332,-2.513167619,-0.1104918647,0.3381492062
SRX2038334,1.6105082533,0.19025604270000002,-0.2479411708
SRX2038335,-0.44863719090000004,0.0760426064,0.1803691418
SRX2038336,-1.3678573258,0.25749699870000003,0.5647813138000001
SRX2038337,-0.2351230098,-0.3182258756,-0.0535453575
SRX2038338,1.7405426194,0.21841246800000003,0.0598112988
SRX2038339,-2.8390269311000003,-0.4260889868,0.1188856227
SRX2038340,2.0654344119,-0.40285720680000003,0.34647646330000004
SRX2038341,5.1717185515,0.2160901446,-0.08200134910000001
SRX2038342,2.9392200566,0.6925077401,-0.1543697162
SRX2038343,1.102426634,0.6789889722,0.5010526678
SRX2038344,1.6430271269,1.0141392095,0.033069829700000004
SRX2038345,3.155042922,0.4010238579,-0.1021128979
SRX2038346,-4.2815789995,-0.8544356149000001,-0.5275545316
SRX2038347,-4.9823618269,-1.1270874159,-0.8740408744
SRX2038348,-5.0096108061,-0.9793778670000001,-0.6052099843000001
SRX2038349,1.6901643628,0.2154323846,-0.520378201
SRX2038350,0.6778192862,0.11490507230000001,-0.1808186141
SRX2038351,1.2224543654,0.3672502536,-0.2481074814
SRX2038352,0.3215044945,0.1939403498,-0.1007067708
SRX2038353,1.2777765631,0.23698733970000002,-0.2493838519
SRX2038354,1.0483365641,-0.0333653506,0.0934857714
SRX2038355,2.0719039228,0.4793454251,0.0258529291
SRX2038356,3.1396948347,0.28748318,-0.7092992376
SRX2038357,0.4803742134,0.1539222939,-0.08150652650000001
SRX2038358,3.5736021272,0.0095152134,-0.38365261440000004
SRX2038359,2.1730934759,-0.13491915200000001,0.30292598800000003
SRX2038360,5.5561163564000005,0.47666432140000004,-0.5695966895
SRX2038361,1.3699947890000002,0.5998658008000001,-0.5088220601
SRX2038362,1.6047618283,0.8881968837,-0.5568547845
SRX2038363,2.0278392329,0.7425037173,-0.1075832786
SRX2038364,2.3523317629,0.4265601329,-0.2548516616
SRX2038365,-4.4640352181,-0.8201787261,-0.5224634022
SRX2038366,-4.3104816802,-0.8770218240000001,-0.6997337682
SRX2038367,-4.4349459118,-0.9228963964,-0.164303206
SRX2038368,2.7673288479,0.25442982340000003,-0.2838038458
SRX2038369,-0.8332380212,0.37949149930000003,-0.14120318680000002
SRX2038370,1.9133003702,0.5553839648000001,-0.2275315786
SRX2038371,2.2764910562000003,0.2995933693,-0.1971165942
SRX2038372,1.980317108,0.5210764764,-0.7030767083
SRX2038373,1.414010727,0.2705760826,-0.3391076354
SRX2038374,2.8890299781,0.8508434627,-0.8919006833
SRX2038375,1.4992044172,0.1037314138,-0.8480468999
ERX530520,-0.4844826337,-0.136756294,-0.0552460372
ERX530521,1.7431149952,0.3398286068,0.2379487723
ERX530522,2.4607031034,0.4534139259,0.1666261772
ERX530523,2.4776125447,0.6391526763,0.3038599931
ERX530524,0.4844826337,0.136756294,0.0552460372
ERX530525,2.2051941624999998,0.46734543040000004,0.2803346536
ERX530526,0.1026771663,-0.33923245760000004,-0.038816530200000005
ERX530527,1.9243063306,0.044295736200000005,0.21736006800000002
ERX3212443,-2.1300437661,-1.0230864111,0.02870798
ERX3212444,-1.8923122021,-0.8193018789000001,0.0422419746
ERX3212445,-1.8985482779,-1.1178036222,-0.0473495293
ERX3212446,-1.3311881037,-0.5284604026,-0.1275263066
ERX3212447,-1.4335018884,-0.5024106129,-0.1188682696
ERX3212448,-1.6177046677,-0.51523127,-0.0775782685
ERX3212449,-0.2014270508,-0.0226888555,-0.0172228206
ERX3212450,-0.0572604678,0.0157963375,-0.0153227698
ERX3212451,0.2586875185,0.006892518,0.032545590400000005
ERX3212452,4.1867818806,1.3080759978,0.1223491476
ERX3212453,4.8523254289,1.4295994909,0.1974911759
ERX3212454,4.473082551,1.3856212833,0.2034264775
SRX7478973,-0.5451358647,-0.3590396113,-0.060392566700000004
SRX7478974,1.3804766178,0.2689964912,0.0044704471
SRX7478975,-0.8353407531,0.0900431201,0.0559221196
SRX7478976,0.2801399739,0.0056004561,-0.0294229657
SRX7478977,0.5436905556,0.0845153832,-0.10860318570000001
SRX7478978,-0.0149156127,-0.1180962104,-0.1133642725
SRX7478979,-0.5780449964000001,-0.1565355386,0.029688543100000003
SRX7478980,-0.3100103342,-0.0588441597,0.0276315887
SRX7478981,-0.3200594607,0.08189797210000001,-0.0099621376
SRX7478982,-0.5871384983,-0.20041259890000002,0.0895954796
SRX7478983,-0.5476830468,-0.1116081487,0.10367688060000001
SRX7478984,0.09369898880000001,-0.11910309050000001,0.0034602426000000003
ERX1521038,0.7139746428,0.5880342371,0.2075117463
ERX1521039,-5.596121639,-1.1881036289,0.009730694
ERX1521040,1.0547634422,0.3309611758,0.2850669433
ERX1521041,-4.6861640372,-1.089385772,0.1631970502
ERX1521042,-4.7634468995,-1.7679442573,0.1392690724
ERX1521043,2.1294525277,1.6016656193,0.5908241112
ERX1521044,-3.4259765298,-1.2075033456,0.1104686965
ERX1521045,3.4259765298,1.2075033456,-0.1104686965
SRX621182,-0.0705767657,-1.0332906073,-1.5681109031
SRX621183,-0.1872189358,-1.0919234777,-1.7787209304
SRX621184,1.5864652216000001,-0.9260807421,-2.3286332422
SRX621185,2.0199149084,-1.0938257195,-2.0720734261000002
SRX621188,4.2177267619,-0.49325799670000003,-2.2153905101
SRX621189,1.4898049103,-0.7635698416000001,-2.5455493469
SRX621190,-0.2538354848,0.0691452472,0.0910120247
SRX621191,0.2538354848,-0.0691452472,-0.0910120247
SRX621192,0.9828250105,-1.18085949,-2.4304813555
SRX621193,1.2281244293,-1.0242526959,-2.283345836
SRX6489436,-5.0746135178,-1.7163106792,-2.5610024343999997
SRX6489437,-3.804424832,-0.5548956388,-1.7192127447
SRX6489438,-4.9870327098,-1.6526782135,-2.5656982779
SRX6489439,2.1790458953,0.1639151193,0.2181867704
SRX6489440,-0.7316276036,-0.9023275863,-0.051637196
SRX6489441,-1.4474182917,0.7384124670000001,-0.1665495744
SRX6489442,2.9531597043,1.3648025568,0.5013664708
SRX6489443,1.2340107812,0.1165271595,-0.0310669673
SRX6489444,-1.7651651519,0.6163062730000001,-0.0959832862
SRX6489445,-1.1427946564,-0.2118617548,0.1827632689
SRX6489446,-1.2362775394,-0.6798388238,-0.0362566025
SRX6489447,-1.525239511,0.43761986700000005,-0.13451388420000002
SRX6489448,1.4735053032,0.5214277169,-0.3668404044
SRX6489449,0.8664714798,0.5449723668,-0.0648374225
SRX6489450,-4.33379006,-0.0131878004,0.0483373318
SRX6489451,0.42101513420000003,0.0404246726,-0.0097311396
SRX6489452,-1.2947679504,-0.6036369977,-0.3293122911
SRX6489453,-1.4850087735,0.2059448832,-0.3831059042
SRX6489454,2.65770977,0.3977424818,-0.0190652403
SRX6489455,-0.9460895872,-0.5966421665,0.10856884550000001
SRX6489456,-1.255052098,0.45869246610000003,-0.250826488
SRX6489457,-1.7857271145,-1.017893214,-0.8913190701
SRX6489458,-2.0664734937,-0.17238266030000002,-1.4459433789
SRX6489459,-2.1785269608,-0.45621364600000003,-1.4845663116
SRX6489460,-2.7927672442,-0.9988068920000001,-1.0651718251
SRX6489461,-2.6391563051,-1.1208262776,-0.7987644547
SRX6489462,-3.6325725454,-1.4289122806,-1.2519211603
SRX6489463,-0.8611399139,0.24193434530000002,-1.3554675684
SRX6489464,0.3184049861,0.7055632736,-1.3336062681
SRX6489465,-3.1312221004,-1.1688386136,-0.8925679957
SRX6489466,-1.7864919959,-0.8230640044,-1.1430168893000001
SRX6489467,-1.3246168294,-0.3654091366,-1.4493752758
SRX6489468,-0.6701042514000001,0.1920292231,-1.4050641086
SRX6489469,-0.8454547692000001,-0.18351294,-1.6123595908000001
SRX6489470,-0.48872870290000003,0.1995407794,-1.226893919
SRX6489471,-3.766901696,-1.039503299,-1.5448590486
SRX6452027,-4.4442209043,-1.0774647839,-0.1459188516
SRX6452029,0.1040207762,-0.1534630588,-0.0579075359
SRX6452030,-4.9448620214000005,-1.1047645494,-0.10275380890000001
SRX6452031,-3.3039884413,-0.5384892767,-0.0890509939
SRX6452044,-3.1576086237,-0.5908952028000001,-0.4156744168
SRX6452045,-2.5578657918000003,-0.5408821580000001,0.0988768356
SRX6452046,-1.4057464184000001,-0.4417372779,-0.2628324997
SRX6452047,-5.2204051393,-1.19864011,-0.2208033278
SRX6452048,-0.1040207762,0.1534630588,0.0579075359
SRX6452059,-4.668008032,-0.9478680701000001,-0.2805843959
SRX1828491,4.2900737698,2.0967326574,1.0841805474
SRX1828492,5.0881859487,2.5501533401,1.1446573046
SRX1828493,3.3686479731,1.773720004,0.9603956705000001
SRX1828494,3.6704258900999998,1.6426840668,1.5682706127000001
SRX1828495,-0.3157417878,0.6641569845,-0.4755092777
SRX1828496,-0.9527663892,0.5948500893,-0.1918949817
SRX1828497,1.4082527918,0.0829050711,0.35721379940000003
SRX1828498,2.8783828472,1.0877592337,0.3103341766
SRX1828499,1.7732195607999999,1.0413552243,0.8959768911
SRX1828500,2.253005902,1.1987672913,1.151414448
SRX1828501,1.8305792244,0.6224500954000001,0.5787595543
SRX1828502,2.4935550861,1.4557160489,0.170452503
SRX1828503,1.3068233379,0.6994379345,0.2993918273
SRX1828504,0.7473088090000001,1.4551692474,0.3449252499
SRX1828505,-0.1841991244,0.37144936630000003,0.2963526906
SRX1828506,1.101551277,0.6569242753,0.8750640991
SRX1828507,-0.47888129150000003,-0.2674373107,-0.326898736
SRX1828508,0.47888129150000003,0.2674373107,0.326898736
SRX3796953,0.2621774134,0.0020250259,-0.07878716350000001
SRX3796954,-0.2621774134,-0.0020250259,0.07878716350000001
SRX3796955,-7.3800172146,-2.1809594652,1.2078040582
SRX3796956,-6.4476557892,-0.7456153161,1.3633198144
SRX3796957,-1.3463958239,-1.2561645037,-2.4304975054
SRX3796958,-1.9897909058,-1.2232432097000001,-1.9638896553
SRX3796959,-0.2657417627,0.3331802806,0.23973138100000002
SRX3796960,-0.979931776,0.123169571,0.1717381616
SRX3796961,0.0291526444,0.4675197495,0.08582733690000001
SRX3796962,1.2874992753,0.6651285609,-0.0164337809
SRX3796963,0.9164226924000001,-1.6975539166,-2.9541291327
SRX3796964,0.1659630894,-1.0935181953,-2.4056994769
SRX3796965,3.1759797887,0.4204866235,-0.18704894200000002
SRX3796966,2.9546634942,0.15279423920000001,-0.1143135745
SRX3796967,-1.105704971,0.019259421000000002,0.1036684385
SRX3796968,-1.4263028913,0.07443233760000001,-0.5320317657
SRX3796969,-1.3260042968999999,-0.5158172913,-0.33952435410000004
SRX3796970,0.6680109421,-0.10891329300000001,-0.5029284707
SRX3796971,0.8845402699,0.1385568365,0.051597773300000004
SRX3796972,0.0401757466,0.0855475081,0.1695436772
SRX3796973,-2.6152671583,-1.0954897624,0.4016716534
SRX3796974,-2.0468296624,-0.5375498473,0.0540830645
SRX3796975,-0.5547598032000001,-0.8398557935000001,-2.4044391384
SRX3796976,-0.2890012877,-0.6674780976,-2.2572603749
SRX3796977,1.0166217536,0.2723963629,0.15715905260000002
SRX3796978,-0.26372726750000003,-0.2858045236,0.22238625250000002
SRX3796979,0.6605235577,0.3854339328,0.029169605100000003
SRX3796980,-0.1056935699,0.1644818485,0.3152681445
SRX3796981,-0.2436795669,-1.2973040852,-2.3922730427
SRX3796982,-1.0643055276,-0.9389794874,-2.1205585644
SRX3796983,3.4706319556,0.19292354650000001,-0.14166017990000002
SRX3796984,3.186865826,0.35888804080000003,-0.1285585019
SRX3796985,-1.6077571596,-0.0316847973,-0.41390028040000004
SRX3796986,-1.7979036412,-0.6141901173000001,-0.5311079492
SRX3796987,-7.7850948113000005,-1.401392416,0.7351458547
SRX3796988,-9.3514194087,-1.5459517753,1.4053881684
SRX2568270,0.47512016360000003,-0.10527081170000001,-0.004570969
SRX2568271,-1.106148353,0.2258398627,0.0653832305
SRX2568272,0.3904368891,0.7391376921,0.3822852162
SRX2568273,-1.8702949694000002,0.3624119207,0.21028994880000001
SRX2568274,-3.0481912563,0.4316419785,-0.0570535506
SRX2568275,-0.47512016360000003,0.10527081170000001,0.004570969
SRX2568276,-0.37067052780000004,0.4830250283,0.051884897000000006
SRX2568277,-0.5298051454,0.9549590403,0.3721571684
SRX2568278,-0.9568704325,0.4219417015,0.12152566340000001
SRX2568279,-4.6377360297,0.4300489517,-0.0765298296
SRX3421856,0.1200884901,-0.0510418835,0.020805030000000002
SRX3421857,-0.1200884901,0.0510418835,-0.020805030000000002
SRX3421858,-3.1898867142,0.8831562095000001,0.16600598560000002
SRX3421859,-3.2013920508,0.7395194602,0.1916775286
SRX3421860,-1.6422373438,-1.2765376167,0.46786379100000003
SRX3421861,-1.4919082624,-0.4351508893,0.5122323806
SRX3421868,-8.2410422966,-0.6555613631,-0.6219598177
SRX3421869,-7.5038474945,-0.4469532516,-0.6024762283
SRX2606337,-0.560951815,0.0453895234,0.0292773526
SRX2606338,-0.7257031869,0.2082498473,0.3087663784
SRX2606339,-1.643134045,0.104313521,0.7006973645
SRX2606340,-2.5996721583999998,-0.0634839806,0.8951937533000001
SRX2606341,-7.8009167858,-1.1266294944,1.5099593280999999
SRX2606342,-8.8467778597,0.0192339795,1.6124665533
SRX2606343,-8.8648797641,0.4635256151,1.3859830142
SRX2606344,-9.6518979214,-1.671597186,0.8754740065000001
SRX2606345,-10.7839170152,-1.1962774236,0.7672332111
SRX2606346,-0.8591260855,-0.3468918247,0.2108640436
SRX2606347,0.1813539321,-0.0564653981,0.0010693687
SRX2606348,-0.2426932215,-0.041530779600000005,0.25878484220000003
SRX2606349,-1.6221034399,0.0351294289,0.7206174857000001
SRX2606350,-1.5415241918,-0.0304305233,0.9635479732000001
SRX2606351,-7.2565486037,-0.7276811998,1.4192736061
SRX2606352,-7.9443414472,0.3387715075,1.4553969738
SRX2606353,-2.6648546924,-0.6327732686,-0.0283162313
SRX2606354,-9.6750662884,-1.4159036526,0.8151339384
SRX2606355,-10.6767394202,-0.9282511081,0.8881257601
SRX2606356,2.0226843123,0.7759997115,0.41748972510000004
SRX2606357,0.3795978829,0.0110758747,-0.0303467213
SRX2606358,-0.3348967694,0.06821423900000001,0.12400269800000001
SRX2606359,-1.9413522329,0.13660598840000002,0.7564198440000001
SRX2606360,-1.4679789688,0.2322059878,0.803622138
SRX2606361,-7.0079590385,-1.10096701,1.7832128196
SRX2606362,-7.5052778417,-0.24756096530000002,1.5344472761999999
SRX2606363,-6.2136412934,-0.418227454,0.7437536825000001
SRX2606364,-9.7189463574,-1.2243550241,1.0075067504
SRX2606365,-10.8629706522,-0.9278035732000001,0.9965341975
SRX2606366,1.0639383465,0.7345339270000001,0.6395112446
SRX3648427,-3.2361764486,-0.0020622855000000002,0.3949028114
SRX3648428,-1.6578524382,-0.3404529281,0.0860060487
SRX3648429,-1.5231863551,-0.3852336374,0.3337373743
SRX3648430,-1.4830748827,0.22260036160000002,0.5086181453
SRX3648431,-1.7527129917000002,0.2728754698,0.4866754022
SRX3648432,-2.8266518931,-0.0432939742,0.48643220260000003
SRX3648433,-0.1521152724,0.5581576565,0.3779114022
SRX3648434,-0.6733576241,-0.15725638190000002,-0.0306841953
SRX3648435,1.0356722348,-0.6249302064000001,-0.2753034439
SRX3648436,-0.5557429884,-1.3629015085,-1.7807047438999999
SRX3648437,0.0388003134,-0.9356628229,-1.6147351356000001
SRX3648438,-0.1902468494,-1.5822091769000002,-1.7049606803000001
SRX3648439,1.1969113599,0.5817956750000001,0.468238231
SRX3648440,1.4253737021,0.2073511946,0.26436147200000004
SRX3648441,3.3637165609,-0.1878794647,-0.3907059673
SRX3648442,-1.5026860320000002,-1.0038484024,-2.0145250609
SRX3648443,1.3225109367,-0.5374723084,-1.8700479492
SRX3648444,1.7433523877,-0.9030734834,-1.9839799046
SRX3648445,-0.6765375611000001,0.16972568470000002,0.4841423467
SRX3648446,-0.8086763386,-0.0163029053,0.1252630897
SRX3648447,-2.4035980287,-0.155967127,0.2504433165
SRX3648448,0.210633449,0.3612922076,0.3181897135
SRX3648449,0.2308083055,0.4734990913,0.33640730560000004
SRX3648450,-1.3882813010000001,-0.2022950447,0.1284474774
SRX3648451,-1.1276056143,0.023335699999999997,0.0423286529
SRX3648452,0.9828651124000001,-0.49386581490000003,-0.3692971329
SRX3648453,1.0915800485,-0.1619661393,-0.4560760166
SRX3648454,-0.5650390805000001,-0.6104171568,-2.1031438757
SRX3648455,0.8721754123000001,0.059403944300000004,-1.9587539556
SRX3648456,1.1151287785,-0.1807972069,-2.0893289722
