,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-2.403474875622397,0.1095812670475196,2.0,0.0,-2.325989218602082,1.0,-2.480960532642712,,,,
1,ALE__GalactoseA6,13.950342736505071,0.5216445602932137,2.0,2.0,13.581484330552664,3.0,14.319201142457477,,,,
2,ALE__GalactoseA8,-1.2284841841961822,0.023352658747952268,2.0,4.0,-1.2449970075555945,5.0,-1.2119713608367697,,,,
3,ALE__IL_Control,2.937840214156662e-10,0.6800427470752974,4.0,6.0,0.259534604485908,7.0,0.7168854961468465,8.0,-0.8940383895015331,9.0,-0.0823817099560852
4,ALE__IL_TEOH_OAc,-0.5470720551306557,1.6782660771130993,2.0,10.0,-1.7337853788926734,11.0,0.639641268631362,,,,
5,ALE__IL_TEA_HS,0.99533192369444,0.06999389901415022,2.0,12.0,1.044825084329032,13.0,0.945838763059848,,,,
6,ALE__IL_Mixed,1.4502170395449534,0.08838082927932364,2.0,14.0,1.5127117232552536,15.0,1.387722355834653,,,,
7,ALE__IL_PP5350,-0.8799482991249594,0.11584739919183766,2.0,16.0,-0.7980318175735861,17.0,-0.9618647806763329,,,,
8,ALE__IL_T8,-0.4788807407672798,0.0005464195269330605,2.0,18.0,-0.4792671177201469,19.0,-0.4784943638144127,,,,
9,ALE__IL_T9,8.396648099402068,0.547948442759582,2.0,20.0,8.784106159017977,21.0,8.009190039786159,,,,
10,ALE__IL_Control2,5.6031757808907,1.0936554705112511,2.0,22.0,4.82984458141043,23.0,6.376506980370969,,,,
11,ALE__IL_Glc+Ace,-1.0140321375378758,0.49925048555539425,2.0,24.0,-0.66100873369098,25.0,-1.3670555413847716,,,,
12,ALE__XyloseA1,-2.3030863472064658,0.5666161090482326,2.0,26.0,-1.9024282541689244,27.0,-2.7037444402440074,,,,
13,ALE__XyloseA2,-1.8817997302587661,0.7006923053755298,2.0,28.0,-2.3772640109150385,29.0,-1.3863354496024938,,,,
14,ALE__XyloseA3,-1.2528692435663884,0.3355787450995111,2.0,30.0,-1.015579237284452,31.0,-1.4901592498483245,,,,
15,ALE__XyloseA4,-0.578664978859653,0.07830222834696132,2.0,32.0,-0.5232969422134991,33.0,-0.6340330155058068,,,,
16,Aromatic__Coumarate,-1.8638958149969314,1.682770364558573,3.0,34.0,-3.802032550741643,35.0,-0.7746792261464095,36.0,-1.0149756681027418,,
17,Aromatic__Coumarate+ferulate,2.842660703967892,0.45643018118423473,3.0,37.0,2.375869084151255,38.0,3.287970878768243,39.0,2.864142148984178,,
18,Aromatic__Ferulate,0.8123159199596214,0.44102512076949313,3.0,40.0,0.8559724924081731,41.0,1.2298891982651947,42.0,0.3510860692054963,,
19,Aromatic__Glucose,9.988787574854996e-12,0.39193754295929334,3.0,43.0,-0.2183027962975704,44.0,-0.2341749107963711,45.0,0.4524777071239079,,
20,Bioreactor1__24h,2.1770771296836244e-10,0.6315039275774437,2.0,46.0,-0.4465407093182411,47.0,0.4465407097536565,,,,
21,Bioreactor2__S_0min,1.3802172367978946e-10,0.32791246241124455,3.0,48.0,0.0926515678811455,60.0,-0.3642697225822968,72.0,0.2716181551152165,,
22,Bioreactor2__S_15min,-0.389602615639415,0.1668380552234845,3.0,49.0,-0.3068945612764674,61.0,-0.2802766176736376,73.0,-0.58163666796814,,
23,Bioreactor2__P1_15min,0.5418915138099413,0.5382794402595146,3.0,50.0,-0.079656855308065,62.0,0.8509410415461387,74.0,0.8543903551917499,,
24,Bioreactor2__P3_15min,0.37439126226319824,0.43823911144441025,3.0,51.0,0.7344782808991138,63.0,-0.1135589261914901,75.0,0.5022544320819712,,
25,Bioreactor2__P5_15min,0.7670505679505212,0.4206764733040484,3.0,52.0,0.7281942460879681,64.0,1.2058071620699338,76.0,0.3671502956936618,,
26,Bioreactor2__S_1h,-0.8657249930847023,0.8740756146501404,3.0,53.0,-1.5732595097979367,65.0,0.1113835529069857,77.0,-1.135299022363156,,
27,Bioreactor2__S_3h,-0.8920190839176035,0.6049573984117725,3.0,54.0,-1.1480325950065764,66.0,-0.2011479881471065,78.0,-1.326876668599128,,
28,Bioreactor2__S_9h,-0.9861942036165025,0.1908055922830791,3.0,55.0,-1.206179981719659,67.0,-0.865643515515966,79.0,-0.8867591136138823,,
29,Bioreactor2__S_25h,-0.6199632837985262,0.643601330310164,3.0,56.0,-1.049542673806302,68.0,-0.9303581593385788,80.0,0.1200109817493022,,
30,Bioreactor2__P1_25h,-0.19106410264016982,0.21330175963569742,3.0,57.0,-0.0110371158354062,69.0,-0.135508527624213,81.0,-0.4266466644608902,,
31,Bioreactor2__P3_25h,0.5579116329516042,0.4623839743349416,3.0,58.0,0.0365697319058794,70.0,0.7188283535776934,82.0,0.9183368133712396,,
32,Bioreactor2__P5_25h,1.349469985878242,0.5114079028750685,3.0,59.0,0.9097791863410002,71.0,1.2279328381655932,83.0,1.9106979331281324,,
33,Carbon__Citrate,-0.8911270613417365,0.5671779476992272,3.0,84.0,-0.3187815628316012,85.0,-0.901607414786372,86.0,-1.452992206407236,,
34,Carbon__Ferulate,0.5238953684423128,0.929850725921918,3.0,87.0,-0.3019326512511057,88.0,0.3425632727784742,89.0,1.5310554837995698,,
35,Carbon__Glucose,-8.677830676262488e-11,0.7078749179351906,2.0,90.0,0.5005431546170659,91.0,-0.5005431547906225,,,,
36,Carbon__Serine,-1.6983190508484096,0.5559139218984464,3.0,92.0,-1.5627663135930738,93.0,-2.3094731703340337,94.0,-1.2227176686181207,,
37,Carbon2__Glucose,6.98461695887905e-10,0.245996224928744,3.0,95.0,-0.2419863745460754,96.0,-0.0078326178137581,97.0,0.2498189944552186,,
38,Carbon2__Coumarate,-0.6214751884835448,0.2008103582546866,3.0,98.0,-0.4331147449057592,99.0,-0.5985441065747993,100.0,-0.8327667139700758,,
39,Crc__Control,5.489588922324984e-10,0.3520140737523517,2.0,101.0,0.2489115391723483,102.0,-0.2489115380744305,,,,
40,Crc__Del_crc,-0.20548122776327038,1.9064849840753137,2.0,103.0,1.1426072327067112,104.0,-1.553569688233252,,,,
41,Crc__Del_crcZ_crcY,0.2272945746216331,0.22173495614202632,2.0,105.0,0.0705042835075046,106.0,0.3840848657357616,,,,
42,FinR__Control,2.9891370859994976e-10,0.5704348255118145,3.0,107.0,-0.6368192641923074,108.0,0.4641553303758476,109.0,0.1726639347132009,,
43,FinR__Del_finR,1.0267703056524968,0.4756613821570064,3.0,110.0,1.4345316597711446,111.0,1.1415614959442284,112.0,0.5042177612421174,,
44,FleQ__Del_fleQ,1.2856103814616884,0.13671949989626334,3.0,113.0,1.135684999906296,114.0,1.3177477686679344,115.0,1.4033983758108346,,
45,FleQ__OE_wspR,1.1274643929504053,0.23840530292125994,3.0,116.0,0.9291687810594524,117.0,1.061245254830352,119.0,1.391979142961412,,
46,FleQ__Control,-2.722307564558453e-10,0.5710868092884726,3.0,118.0,0.164073888173114,120.0,-0.6351643828769695,121.0,0.4710904938871633,,
47,Fuel__Butanol,-10.029530859755486,0.5693472997098971,2.0,122.0,-10.432120196230604,123.0,-9.626941523280369,,,,
48,Fuel__Control,3.281832028356746e-10,0.25990951491459763,2.0,124.0,0.1837837808192013,125.0,-0.1837837801628349,,,,
49,Fuel__Isopentanol,-11.826962990357295,0.4279054788990902,2.0,126.0,-12.12953785619372,127.0,-11.524388124520872,,,,
50,Glycolaldehyde__Glycolaldehyde,-2.6605415346818173,0.4109672951080003,2.0,128.0,-2.951139295898577,130.0,-2.369943773465057,,,,
51,Glycolaldehyde__Control,1.8597345885495997e-11,1.0992731508332494,2.0,129.0,0.7773034993490904,131.0,-0.7773034993118957,,,,
52,HNS_protein__Control_ex,-1.9891394087423464e-10,0.6479496326284272,2.0,132.0,0.4581695788999792,147.0,-0.4581695792978071,,,,
53,HNS_protein__Del_turB_ex,2.253604529216058,1.2420884516393556,2.0,133.0,1.3753153622283705,134.0,3.131893696203745,,,,
54,HNS_protein__WT_pCAR1_ex,2.1487998277817812,0.3296627985237841,2.0,135.0,2.381906628122884,140.0,1.9156930274406792,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,3.4670171266428333,0.005598378618514453,2.0,136.0,3.463058475158032,138.0,3.4709757781276345,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,2.5887319983645023,0.5716770452179349,2.0,137.0,2.184495283042212,139.0,2.9929687136867926,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,2.796727942870068,0.12579218397158073,2.0,141.0,2.7077794365634973,143.0,2.8856764491766382,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,3.177964791398823,0.18321488182605541,2.0,142.0,3.048412306045327,146.0,3.3075172767523187,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,2.977632252167263,0.4097165562507555,2.0,144.0,2.6879188968779544,145.0,3.267345607456572,,,,
60,HNS_protein__WT_Del_turA_ex,1.9217576353841455,0.3989495761807827,2.0,148.0,2.203857586053076,149.0,1.639657684715215,,,,
61,Mobile_gene__2737_exp,-1.2257557295558552e-10,0.14513433795561875,4.0,150.0,0.0353577120176684,151.0,-0.1739720207610023,152.0,0.174351271354524,153.0,-0.0357369631014924
62,Mobile_gene__2737_reg,-1.7387088614957924,0.2291931224928144,4.0,154.0,-1.8888904705520169,155.0,-1.5863951238990506,156.0,-1.5033090732116534,157.0,-1.9762407783204488
63,Mobile_gene__3227_exp,-0.14921532015136524,0.6443105735650491,4.0,158.0,0.5991350673360221,159.0,0.175038005733894,160.0,-0.7355194810475816,161.0,-0.6355148726277955
