,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.35506567196035554,0.1320424986506355,2.0,0.0,0.44843381816103545,1.0,0.26169752575967564,,
1,Chrom__sac_sta,-0.2892954531070062,0.13138152827978675,2.0,2.0,-0.19639468353771686,3.0,-0.3821962226762956,,
2,Chrom__sac_MW001,8.881784197001252e-16,0.03661333258319681,2.0,4.0,-0.02588953575141595,5.0,0.025889535751417725,,
3,Chrom__sac_fadR,0.20441259815097368,0.07351625521759515,2.0,6.0,0.15242875555917124,7.0,0.2563964407427761,,
4,FadR__wt_p,0.0,0.045238120456831336,2.0,8.0,-0.031988181743159316,9.0,0.031988181743159316,,
5,FadR__ko_p,0.04014556065694208,0.10288398743975309,2.0,10.0,-0.03260440453721891,11.0,0.11289552585110307,,
6,GDGT__75_2.4_log,5.828670879282072e-16,0.17606630026316114,3.0,12.0,0.08078887791370981,27.0,-0.20196241224500436,50.0,0.1211735343312963
7,GDGT__80_3.5_stat,-1.3120985499357232,0.119251181014753,3.0,13.0,-1.3811485129565495,20.0,-1.380747795480957,42.0,-1.1743993413696625
8,GDGT__80_2.4_log,-0.22220776529354916,0.1457714117387046,3.0,14.0,-0.20794270119122693,37.0,-0.08409331651580487,41.0,-0.3745872781736157
9,GDGT__75_3.5_stat,-1.0282105609048753,0.37199631718008547,3.0,15.0,-0.667221582669459,24.0,-1.4103147675214167,28.0,-1.0070953325237504
10,GDGT__80_1.6_stat,-1.3410119267404355,0.062060992313079155,3.0,16.0,-1.3912412544803594,17.0,-1.2716329686483745,33.0,-1.3601615570925727
11,GDGT__75_2.4_stat,-0.5164149949165449,0.14060925766015758,3.0,18.0,-0.6434350377079472,26.0,-0.3653241828947405,31.0,-0.5404857641469469
12,GDGT__80_2.4_stat,-0.4871914921112748,0.21261055105411478,3.0,19.0,-0.4161932806532516,29.0,-0.3191649559745606,30.0,-0.7262162397060123
13,GDGT__80_1.6_log,-0.18203330374845894,0.17682028438763917,2.0,21.0,-0.057002481606625466,39.0,-0.3070641258902924,,
14,GDGT__65_3.5_stat,-0.5241019626433285,0.18564981607212688,3.0,22.0,-0.5454805894698591,23.0,-0.3286883412901673,34.0,-0.6981369571699592
15,GDGT__75_1.6_stat,-0.6146095703904854,0.09205892394793722,3.0,25.0,-0.6736312340107666,32.0,-0.6616635992938136,38.0,-0.5085338778668761
16,GDGT__75_1.6_log,-0.1399465915450504,0.29754369502469813,2.0,35.0,0.07044857290621565,36.0,-0.35034175599631645,,
17,GDGT__65_2.4_stat,0.07755986286573761,0.09769453125567935,3.0,40.0,-0.004260279310424053,46.0,0.05121430453908893,49.0,0.18572556336854795
18,GDGT__65_2.4_log,0.44160956314010075,0.21873426177921876,3.0,43.0,0.6735799161669807,44.0,0.2390969703729766,47.0,0.412151802880345
19,GDGT__80_3.5_log,-0.6219487855308069,0.05248864928881145,3.0,45.0,-0.6771752519822751,51.0,-0.5727118071015358,52.0,-0.6159592975086099
20,GDGT__65_1.6_log,0.28528265216187404,0.16354875680500422,3.0,48.0,0.3377643658614531,53.0,0.1019353086610586,54.0,0.4161482819631104
21,NutLim__t0,0.0,0.3734253735760942,2.0,55.0,0.264051613922776,56.0,-0.264051613922776,,
22,NutLim__t05,-0.22394346854504418,0.43798701422270614,3.0,57.0,-0.5435374349182158,58.0,0.2753051269828575,59.0,-0.40359809769977417
23,NutLim__t1,-0.47364969138921253,0.660044788288261,3.0,60.0,-1.1989587189163764,61.0,0.09174661255881844,62.0,-0.31373696781007965
24,NutLim__t15,-0.49208677822362173,0.4150364181724879,3.0,63.0,-0.9049989843774996,64.0,-0.07495827326095572,65.0,-0.4963030770324099
25,NutLim__t2,-0.8656874166276246,0.7114927118077735,3.0,66.0,-0.8848511170376501,67.0,-0.1448064427091591,68.0,-1.5674046901360643
26,NutLim__t4,-2.30424647561606,0.39389917328557333,2.0,69.0,-2.025717699082056,70.0,-2.5827752521500638,,
27,UV_irr__wt0,0.0,0.06484864194037458,3.0,71.0,-0.012158924947369698,72.0,0.07006748299006027,73.0,-0.05790855804269057
28,UV_irr__wt1,0.0829729594774431,0.21285583105549957,3.0,74.0,0.031595551596939934,75.0,-0.09949182870755813,76.0,0.3168151555429475
29,UV_irr__wt2,-0.008836510102079606,0.024150357513507085,3.0,77.0,-0.0065572886298692614,78.0,0.014093437324371294,79.0,-0.03404567900074085
30,UV_irr__mut0,0.13679972591998357,0.17316992856016958,3.0,80.0,-0.05574254191810013,81.0,0.18634366776246306,82.0,0.2797980519155878
31,UV_irr__mut1,0.15627858049238105,0.16289538898503914,3.0,83.0,-0.030262378158488087,84.0,0.2286502366021832,85.0,0.270447883033448
32,UV_irr__mut2,0.16815984624910385,0.1748388633108608,3.0,86.0,0.2674459943984875,87.0,0.270751208860327,88.0,-0.03371766451150293
33,YtrA__overexpr,0.22671867032628987,0.028749238710749817,3.0,89.0,0.1951167573143877,90.0,0.25132349228661965,91.0,0.2337157613778622
34,YtrA__wt,-1.1842378929335002e-15,0.15448557410999386,3.0,92.0,-0.01909496051219506,93.0,0.16314542773708496,94.0,-0.14405046722489345
